# WRF v4.6.1 Noah-MP ESAT bitwise oracle (module_sf_noahmplsm.F:4952-5001)
#   tree     <wrf-4.6.1-checkout> (WSL)
#   commit   d66e442fccc04111067e29274c9f9eaccc3cef28
#   sha256   bd592a5b7db29000e715250e3a7c779ffb5e0dcc356f6b5a7d9e1c9f69c55282
#   compiler gfortran 13.3.0, WRF FCOPTIM -O2 -ftree-vectorize -funroll-loops
#   produced by tools/noahmp_wrf461_oracle/run_bareflux.F90 in 'esat' mode,
#   which calls the module procedure directly through the visibility patch.
# ESAT is pure float32 polynomial arithmetic -- no libm -- so this sweep
# also serves as the ptxas constant-folding check for the CUDA half:
# a mis-folded coefficient table cannot survive 12007 points.
# T is degrees C; every column is an IEEE-754 binary32 bit pattern.
t,esw,esi,desw,desi
41E34CCD,4571F408,459C454F,4360E1C3,43AA544A
41E36666,45722104,459C664E,43610627,43AA7520
41E38000,45724E09,459C8756,43612A8E,43AA95FD
41E383E5,457254E4,459C8C5C,43613018,43AA9AFE
41E3999A,45727B16,459CA864,43614EFE,43AAB6E0
41E3B333,4572A827,459CC975,4361736E,43AAD7C8
41E3CCCD,4572D544,459CEA8F,436197E8,43AAF8B6
41E3E1FE,4572FAA0,459D05FB,4361B61B,43AB13FB
41E3E666,45730263,459D0BAF,4361BC64,43AB19A8
41E3F78B,457320A2,459D21E1,4361D4D6,43AB2FBD
41E40000,45732F8F,459D2CD5,4361E0E4,43AB3AA1
41E4199A,45735CBF,459D4E01,4362056D,43AB5BA0
41E42584,457371C9,459D5D73,4362166E,43AB6AFD
41E43333,457389F6,459D6F31,436229F6,43AB7CA2
41E4481B,4573AEE9,459D8A51,436247D3,43AB979D
41E44CCD,4573B736,459D906A,43624E87,43AB9DAC
41E46666,4573E47B,459DB1A7,4362731D,43ABBEBB
41E48000,457411CA,459DD2EC,436297B9,43ABDFD0
41E4999A,45743F20,459DF436,4362BC59,43AC00EB
41E4B333,45746C7B,459E1587,4362E0FB,43AC2209
41E4CCCD,457499DF,459E36DE,436305A5,43AC432E
41E4E666,4574C74A,459E583A,43632A52,43AC6458
41E50000,4574F4BC,459E799E,43634F06,43AC8589
41E51762,45751E45,459E9822,43637090,43ACA3DE
41E5199A,45752238,459E9B09,436373BE,43ACA6C0
41E53333,45754FB7,459EBC76,4363987A,43ACC7FA
41E54CCD,45757D40,459EDDEE,4363BD3C,43ACE93B
41E56260,4575A3A4,459EFA23,4363DC3D,43AD0546
41E56666,4575AACF,459EFF68,4363E203,43AD0A81
41E58000,4575D867,459F20EB,436406CE,43AD2BCE
41E5999A,45760605,459F4273,43642BA2,43AD4D21
41E5B0AC,45762F28,459F60B1,43644CD3,43AD6B2C
41E5B333,457633AB,459F6400,43645076,43AD6E77
41E5CCCD,45766157,459F8597,43647551,43AD8FD4
41E5E666,45768F0B,459FA72F,43649A31,43ADB137
41E60000,4576BCC8,459FC8D2,4364BF15,43ADD29F
41E60CC9,4576D3A1,459FD99E,4364D184,43ADE350
41E60DB3,4576D544,459FDAD4,4364D2D5,43ADE481
41E6199A,4576EA8C,459FEA79,4364E3FF,43ADF40D
41E62D8B,45770E37,45A004B5,436500C5,43AE0E1B
41E6327C,4577170E,45A00B35,436507E6,43AE1491
41E63333,45771856,45A00C26,436508EF,43AE1580
41E64CCD,45774629,45A02DDA,43652DE3,43AE36FA
41E66666,45777400,45A04F94,436552D9,43AE5877
41E671DD,4577888B,45A05EB0,4365636A,43AE6779
41E68000,4577A1E2,45A07154,436577D9,43AE79FC
41E6999A,4577CFCA,45A0931B,43659CDC,43AE9B86
41E6B333,4577FDBB,45A0B4E7,4365C1E2,43AEBD16
41E6CBBE,457829CB,45A0D554,4365E568,43AEDD48
41E6CCCD,45782BB2,45A0D6BA,4365E6F2,43AEDEAB
41E6E666,457859AE,45A0F893,43660C01,43AF0045
41E6EEFA,45786919,45A103ED,4366186E,43AF0B89
41E70000,457887B5,45A11A72,43663118,43AF21E6
41E7199A,4578B5C5,45A13C59,43665636,43AF438C
41E73333,4578E3D7,45A15E44,43667B55,43AF6538
41E74CCD,457911F3,45A18037,4366A07A,43AF86EA
41E76666,45794016,45A1A22E,4366C5A5,43AFA8A1
41E78000,45796E41,45A1C42D,4366EAD5,43AFCA5D
41E7999A,45799C75,45A1E634,4367100A,43AFEC20
41E7B333,4579CAB0,45A2083D,43673544,43B00DE7
41E7CCCD,4579F8F0,45A22A4F,43675A84,43B02FB6
41E7E666,457A2739,45A24C67,43677FC5,43B05188
41E7EF9A,457A37DE,45A258AA,43678D2B,43B05DB3
41E7FB00,457A4C7D,45A267DB,43679DC6,43B06CC5
41E80000,457A558A,45A26E86,4367A50E,43B07361
41E80129,457A57A4,45A27012,4367A6BF,43B074EB
41E80A72,457A6872,45A27C73,4367B447,43B08134
41E8199A,457A83E2,45A290AB,4367CA5E,43B09541
41E83333,457AB23F,45A2B2D5,4367EFAF,43B0B725
41E84CCD,457AE0A7,45A2D507,43681508,43B0D90F
41E86666,457B0F15,45A2F73C,43683A64,43B0FAFE
41E876EC,457B2D10,45A30D56,43685283,43B110E9
41E88000,457B3D89,45A3197B,43685FC6,43B11CF4
41E88A65,457B506A,45A32764,43686EF4,43B12AC0
41E8999A,457B6C07,45A33BC0,4368852F,43B13EF0
41E8A869,457B86F0,45A34F94,43689AD2,43B1529B
41E8B333,457B9A8C,45A35E09,4368AA99,43B160F0
41E8BE2C,457BAE7E,45A36CBD,4368BAA5,43B16F84
41E8C178,457BB47D,45A37128,4368BF76,43B173E7
41E8CCCD,457BC918,45A3805A,4368D009,43B182F7
41E8D526,457BD847,45A38B8B,4368DC42,43B18E11
41E8E666,457BF7AA,45A3A2B0,4368F580,43B1A502
41E90000,457C2646,45A3C50F,43691AFD,43B1C716
41E9199A,457C54EB,45A3E771,4369407D,43B1E92E
41E93333,457C8391,45A409DB,43696603,43B20B4A
41E93C59,457C9443,45A41629,4369736A,43B2177C
41E94CCD,457CB244,45A42C4C,43698B8C,43B22D6E
41E95882,457CC7A2,45A43C0E,43699CB9,43B23D0C
41E96666,457CE0FD,45A44EC2,4369B119,43B24F96
41E98000,457D0FBE,45A4713F,4369D6AF,43B271C5
41E992D4,457D3225,45A48AA0,4369F255,43B28AED
41E9999A,457D3E88,45A493C3,4369FC49,43B293F9
41E9B333,457D6D56,45A4B64C,436A21E7,43B2B633
41E9B60A,457D7288,45A4BA21,436A2614,43B2B9FF
41E9C712,457D91B1,45A4D11F,436A3F1D,43B2D0C7
41E9CCCD,457D9C2D,45A4D8DC,436A478D,43B2D873
41E9E666,457DCB0A,45A4FB72,436A6D34,43B2FAB7
41EA0000,457DF9F0,45A51E0F,436A92E1,43B31D03
41EA199A,457E28E0,45A540B3,436AB896,43B33F55
41EA3333,457E57D4,45A5635C,436ADE4B,43B361AB
41EA4CCD,457E86D2,45A5860C,436B040A,43B38408
41EA6666,457EB5D4,45A5A8C2,436B29CB,43B3A669
41EA8000,457EE4E2,45A5CB7F,436B4F92,43B3C8D1
41EA999A,457F13F4,45A5EE42,436B755E,43B3EB3F
41EAB333,457F430F,45A6110C,436B9B30,43B40DB2
41EAC6EE,457F6763,45A62BDF,436BB859,43B42843
41EACCCD,457F7232,45A633DB,436BC104,43B4302B
41EAE666,457FA15C,45A656B1,436BE6E0,43B452A9
41EB0000,457FD08E,45A6798E,436C0CC1,43B47530
41EB107C,457FEEF5,45A69004,436C2528,43B48B6C
41EB199A,457FFFC9,45A69C72,436C32A8,43B497BA
41EB3333,45801784,45A6BF5A,436C5891,43B4BA4A
41EB4CCD,45802F28,45A6E249,436C7E81,43B4DCE0
41EB5F33,45804027,45A6FB6A,436C99C8,43B4F5BF
41EB6666,458046CF,45A70540,436CA475,43B4FF7B
41EB6D8D,45804D6C,45A70F06,436CAF10,43B50927
41EB8000,45805E7B,45A7283D,436CCA6F,43B5221D
41EB999A,4580762B,45A74B41,436CF070,43B544C5
41EBA89D,45808411,45A75FCD,436D06B9,43B5591A
41EBB333,45808DDF,45A76E49,436D1672,43B56771
41EBCCCD,4580A596,45A7915A,436D3C7C,43B58A25
41EBD712,4580AF1A,45A79F6D,436D4BBF,43B59811
41EBE666,4580BD51,45A7B46F,436D628A,43B5ACDC
41EBE75C,4580BE35,45A7B5C1,436D63F9,43B5AE2A
41EC0000,4580D510,45A7D78E,436D889E,43B5CF9C
41EC09E8,4580DE41,45A7E524,436D975A,43B5DD0F
41EC199A,4580ECD2,45A7FAB2,436DAEB7,43B5F261
41EC3333,45810498,45A81DD9,436DD4D4,43B6152A
41EC4CCD,45811C63,45A8410B,436DFAF8,43B637FB
41EC54F8,458123FB,45A84C46,436E0722,43B64317
41EC5E24,45812C82,45A858E3,436E14CE,43B64F92
41EC6666,45813431,45A86440,436E211D,43B65ACF
41EC6D30,45813A81,45A86D99,436E2B3E,43B6640E
41EC8000,45814C02,45A8877F,436E474B,43B67DAC
41EC9194,45815C5F,45A89FB5,436E6183,43B6959E
41EC96D7,45816146,45A8A6F5,436E695E,43B69CCA
41EC999A,458163D9,45A8AAC2,436E6D7E,43B6A08D
41ECB333,45817BB2,45A8CE0C,436E93B2,43B6C374
41ECB5D9,45817E29,45A8D1B2,436E97A8,43B6C710
41ECCCCD,45819390,45A8F15D,436EB9F1,43B6E662
41ECE666,4581AB70,45A914B3,436EE032,43B70954
41ECFB17,4581BEC1,45A93149,436EFF20,43B72597
41ED0000,4581C355,45A93812,436F0677,43B72C4C
41ED199A,4581DB3E,45A95B76,436F2CC6,43B74F4C
41ED3333,4581F32B,45A97EE0,436F5315,43B7724F
41ED3A22,4581F9A7,45A98878,436F5D77,43B77BCC
41ED4CCD,45820B1B,45A9A252,436F796C,43B7955A
41ED5255,45821048,45A9A9FA,436F81B5,43B79CED
41ED630D,45821FED,45A9C124,436F9AC2,43B7B3D3
41ED6666,4582230F,45A9C5C7,436F9FC6,43B7B868
41ED8000,45823B07,45A9E946,436FC626,43B7DB80
41ED999A,45825305,45AA0CCB,436FEC8B,43B7FE9C
41EDAA8A,458262E4,45AA244F,437005F6,43B815D9
41EDB333,45826B04,45AA3055,437012F6,43B821BD
41EDC256,45827936,45AA455D,437029B0,43B83685
41EDCAA9,45828105,45AA50EE,4370362F,43B841F4
41EDCCCD,45828307,45AA53E7,43703966,43B844E3
41EDE666,45829B0E,45AA777F,43705FDA,43B86811
41EDF563,4582A922,45AA8C58,43707660,43B87CAC
41EE0000,4582B31A,45AA9B1E,43708654,43B88B45
41EE0838,4582BAD3,45AAA68F,437092B0,43B89692
41EE199A,4582CB2A,45AABEC3,4370ACD4,43B8AE7E
41EE3333,4582E33C,45AAE26F,4370D356,43B8D1BC
41EE4CCD,4582FB54,45AB0621,4370F9E1,43B8F502
41EE5EA7,45830C23,45AB1F09,437114C3,43B90D9D
41EE6666,4583136D,45AB29D9,4371206E,43B9184B
41EE6DF7,45831A8F,45AB3469,43712BD5,43B922BB
41EE8000,45832B8C,45AB4D99,43714704,43B93B9C
41EE999A,458343B0,45AB7160,43716D9E,43B95EF3
41EEB333,45835BD5,45AB952A,4371943A,43B9824F
41EECCCD,45837400,45ABB8FE,4371BADC,43B9A5B2
41EEE666,45838C2D,45ABDCD7,4371E184,43B9C919
41EF0000,4583A45F,45AC00B7,43720831,43B9EC87
41EF199A,4583BC96,45AC249E,43722EE7,43BA0FFC
41EF3333,4583D4CF,45AC488B,4372559C,43BA3374
41EF4CCD,4583ED0C,45AC6C7F,43727C5B,43BA56F5
41EF6666,4584054E,45AC9079,4372A31D,43BA7A7A
41EF7E6C,45841C14,45ACB242,4372C780,43BA9BD4
41EF8000,45841D93,45ACB47A,4372C9E2,43BA9E05
41EF999A,458435DD,45ACD882,4372F0B0,43BAC197
41EFB333,45844E29,45ACFC8F,43731782,43BAE52E
41EFCCCD,4584667A,45AD20A4,43733E59,43BB08CC
41EFD661,45846F94,45AD2E25,43734CE3,43BB1620
41EFE666,45847ECF,45AD44BF,43736534,43BB2C6E
41F00000,45849728,45AD68E1,43738C17,43BB5017
41F01615,4584AC2B,45AD8811,4373ADA4,43BB6EDF
41F0199A,4584AF85,45AD8D0B,4373B2FD,43BB73C6
41F01BDA,4584B1A9,45AD9038,4373B668,43BB76EA
41F03333,4584C7E4,45ADB139,4373D9E7,43BB977B
41F04CCD,4584E04A,45ADD56E,437400D8,43BBBB37
41F056DB,4584E9DF,45ADE3A9,43741027,43BBC940
41F0593D,4584EC24,45ADE709,437413C7,43BBCC95
41F06666,4584F8B0,45ADF9AB,437427CF,43BBDEF7
41F08000,4585111E,45AE1DED,43744ECB,43BC02BE
41F08112,45851222,45AE1F73,4374506C,43BC043D
41F0896C,45851A1C,45AE2B49,43745D24,43BC0FEA
41F0999A,4585298E,45AE4238,437475CB,43BC268A
41F0A99B,458538D6,45AE58EB,43748E30,43BC3CF0
41F0B333,45854200,45AE6687,43749CD0,43BC4A5D
41F0CCCD,45855A78,45AE8ADF,4374C3DB,43BC6E36
41F0E666,458572F4,45AEAF3B,4374EAEA,43BC9213
41F0F0D8,45857CF2,45AEBE13,4374FADB,43BCA0B8
41F0F72B,45858300,45AEC710,43750483,43BCA996
41F10000,45858B74,45AED3A1,43751200,43BCB5F8
41F1199A,4585A3F8,45AEF80A,4375391B,43BCD9E4
41F11C68,4585A6A8,45AEFC08,43753D64,43BCDDD3
41F13333,4585BC7F,45AF1C7B,4375603B,43BCFDD3
41F14CCD,4585D50B,45AF40F4,43758761,43BD21CA
41F16666,4585ED9A,45AF6572,4375AE8A,43BD45C6
41F1686F,4585EF8E,45AF6858,4375B1A6,43BD48A2
41F17488,4585FB2B,45AF799A,4375C42A,43BD59A6
41F174B5,4585FB56,45AF79DB,4375C46E,43BD59E4
41F18000,4586062D,45AF89F8,4375D5B9,43BD69C8
41F18D86,4586132A,45AF9D44,4375EA6E,43BD7CD1
41F1999A,45861EC5,45AFAE85,4375FCF0,43BD8DD1
41F1B333,4586375F,45AFD316,43762425,43BDB1DF
41F1CCCD,45864FFF,45AFF7B0,43764B67,43BDD5F3
41F1E666,458668A1,45B01C4F,437672A9,43BDFA0D
41F1F27B,45867443,45B02D9B,43768534,43BE0B18
41F20000,45868148,45B040F7,437699F3,43BE1E2E
41F2132E,458693C2,45B05C70,4376B766,43BE3943
41F2199A,458699F3,45B065A4,4376C143,43BE4254
41F23333,4586B2A1,45B08A58,4376E895,43BE6680
41F23ECF,4586BDD4,45B09AFF,4376FA6E,43BE76E9
41F242E8,4586C1C8,45B0A0E0,437700BA,43BE7CB5
41F24CCD,4586CB55,45B0AF13,43770FEE,43BE8AB3
41F26666,4586E40A,45B0D3D3,4377374C,43BEAEEB
41F26FA9,4586ECFC,45B0E122,4377458D,43BEBC06
41F27811,4586F51A,45B0ED36,4377527C,43BEC7EE
41F28000,4586FCC5,45B0F89C,43775EB1,43BED329
41F2999A,45871584,45B11D6B,4377861B,43BEF76F
41F2A0F8,45871CA3,45B12805,43779173,43BF01DF
41F2B333,45872E45,45B14241,4377AD88,43BF1BB7
41F2B8C3,458733A8,45B14A42,4377B619,43BF239B
41F2C5F8,4587406F,45B15D46,4377CA74,43BF3657
41F2CCCD,4587470C,45B1671D,4377D4FC,43BF4008
41F2E666,45875FD7,45B18BFF,4377FC73,43BF645E
41F30000,458778A5,45B1B0E9,437823F2,43BF88BB
41F3199A,45879177,45B1D5DB,43784B75,43BFAD1E
41F31B30,45879301,45B1D824,43784DE9,43BFAF5E
41F33333,4587AA4D,45B1FAD1,437872FE,43BFD185
41F34CCD,4587C328,45B21FD0,43789A8C,43BFF5F5
41F36666,4587DC04,45B244D3,4378C21E,43C01A68
41F378E2,4587EDFB,45B25F92,4378DEB3,43C034BE
41F38000,4587F4E7,45B269E0,4378E9B6,43C03EE3
41F3940B,45880865,45B286E5,437908B9,43C05B77
41F3999A,45880DCE,45B28EF1,43791154,43C06364
41F3ADCA,45882172,45B2AC33,43793094,43C08031
41F3B333,458826B6,45B2B40A,437938F7,43C087E9
41F3B540,458828B5,45B2B703,43793C23,43C08AD7
41F3CABB,45883DA1,45B2D62A,43795D6A,43C0A983
41F3CCCD,45883FA5,45B2D92A,4379609E,43C0AC77
41F3D763,458849F6,45B2E885,43797106,43C0BB96
41F3D7DB,45884A69,45B2E935,437971C0,43C0BC41
41F3E5E3,45885816,45B2FD92,43798780,43C0D04E
41F3E666,45885895,45B2FE50,4379884C,43C0D109
41F40000,4588718D,45B3237D,4379AFFD,43C0F5A3
41F4199A,45888A87,45B348B3,4379D7B8,43C11A42
41F43333,4588A383,45B36DEC,4379FF73,43C13EE6
41F44CCD,4588BC86,45B3932E,437A2736,43C16391
41F46666,4588D58A,45B3B876,437A4EFC,43C18842
41F4778A,4588E64E,45B3D16F,437A69A1,43C1A0D7
41F48000,4588EE95,45B3DDC5,437A76C8,43C1ACFA
41F486E9,4588F558,45B3E7D9,437A8189,43C1B6E3
41F4999A,458907A3,45B4031C,437A9E9B,43C1D1B6
41F4B333,458920B4,45B42876,437AC673,43C1F679
41F4C258,45892F8B,45B43E95,437ADE07,43C20C3C
41F4CCCD,458939CA,45B44DDA,437AEE50,43C21B44
41F4E666,458952E3,45B47344,437B1631,43C24011
41F4F5D9,4589620A,45B489DC,437B2E45,43C2564B
41F50000,45896C00,45B498B5,437B3E19,43C264E7
41F50B81,4589774B,45B4A98B,437B5009,43C27577
41F5199A,45898522,45B4BE2E,437B6607,43C289C4
41F53333,45899E48,45B4E3AB,437B8DF8,43C2AEA5
41F536F6,4589A1FA,45B4E930,437B93D7,43C2B410
41F54CCD,4589B771,45B50931,437BB5EF,43C2D38D
41F56666,4589D09E,45B52EBC,437BDDE9,43C2F87A
41F58000,4589E9D1,45B55451,437C05ED,43C31D6F
41F5999A,458A0307,45B579EB,437C2DF4,43C3426A
41F5B333,458A1C40,45B59F8B,437C5601,43C36769
41F5C018,458A28F5,45B5B281,437C6A2D,43C37A0E
41F5CCCD,458A357E,45B5C533,437C7E13,43C38C6F
41F5E666,458A4EBE,45B5EAE1,437CA629,43C3B17B
41F5F381,458A5BAE,45B5FE2C,437CBAB0,43C3C474
41F60000,458A6804,45B61096,437CCE45,43C3D68E
41F61081,458A7852,45B628E8,437CE824,43C3EE78
41F6199A,458A814E,45B63653,437CF669,43C3FBA7
41F61F1E,458A86C2,45B63E75,437CFF0F,43C403A7
41F62374,458A8B0A,45B644DA,437D05DC,43C409EF
41F63333,458A9A9C,45B65C15,437D1E8F,43C420C6
41F64281,458AA9BE,45B672AC,437D3692,43C436FA
41F64CCD,458AB3ED,45B681DF,437D46BA,43C445EB
41F66666,458ACD42,45B6A7AE,437D6EEB,43C46B16
41F68000,458AE69D,45B6CD86,437D9724,43C49047
41F6999A,458AFFFA,45B6F365,437DBF62,43C4B580
41F69FFA,458B064C,45B6FCD5,437DC967,43C4BEC5
41F6A1BD,458B080A,45B6FF71,437DCC2B,43C4C154
41F6B333,458B195C,45B7194A,437DE7A1,43C4DABC
41F6BB43,458B215B,45B7253A,437DF450,43C4E677
41F6CCCD,458B32C2,45B73F36,437E0FE8,43C50000
41F6E666,458B4C2B,45B76528,437E3835,43C5254A
41F70000,458B6599,45B78B25,437E6087,43C54A99
41F713C7,458B7941,45B7A87E,437E7FAF,43C56771
41F7199A,458B7F0B,45B7B125,437E88DD,43C56FF0
41F71CCB,458B8238,45B7B5E3,437E8DE6,43C57499
41F72095,458B85FC,45B7BB82,437E93DE,43C57A20
41F7258A,458B8AEA,45B7C2E1,437E9BB0,43C5815D
41F73333,458B9881,45B7D72B,437EB138,43C5954C
41F74CCD,458BB1FA,45B7FD3A,437ED99D,43C5BAAF
41F75E65,458BC380,45B81766,437EF55F,43C5D463
41F76666,458BCB78,45B8234E,437F0200,43C5E017
41F78000,458BE4FB,45B8496C,437F2A6E,43C60586
41F78D5C,458BF24C,45B85D51,437F3F89,43C61912
41F7999A,458BFE80,45B86F90,437F52E1,43C62AFB
41F7AD8B,458C1265,45B88D4A,437F7266,43C6482D
41F7B333,458C180B,45B895B8,437F7B57,43C65076
41F7CCCD,458C319A,45B8BBEB,437FA3D4,43C675F7
41F7E666,458C4B2A,45B8E222,437FCC57,43C69B7F
41F7F0A8,458C556B,45B8F174,437FDC91,43C6AA8B
41F80000,458C64C2,45B90862,437FF4DC,43C6C10D
41F8199A,458C7E5C,45B92EA7,43800EB5,43C6E6A1
41F826D0,458C8B94,45B9426B,4380192C,43C6FA09
41F83333,458C97F9,45B954F4,438022FE,43C70C3B
41F84CCD,458CB19D,45B97B48,43803749,43C731DB
41F8607F,458CC558,45B998C9,438046E8,43C74ED3
41F86666,458CCB42,45B9A1A2,43804B97,43C75781
41F8746C,458CD951,45B9B6A8,438056B8,43C76C24
41F88000,458CE4ED,45B9C804,43805FE9,43C77D2E
41F8999A,458CFE9C,45B9EE6E,4380743C,43C7A2E2
41F8AF7B,458D1492,45BA0F45,4380859E,43C7C320
41F8B333,458D184E,45BA14DB,43808892,43C7C89B
41F8CCCD,458D3205,45BA3B54,43809CEC,43C7EE5A
41F8D6C4,458D3C08,45BA4A4D,4380A4D8,43C7FD0E
41F8E666,458D4BBF,45BA61CE,4380B147,43C81420
41F8EFAD,458D5513,45BA6FC4,4380B8A8,43C821D0
41F90000,458D657E,45BA8854,4380C5A5,43C839EC
41F9199A,458D7F41,45BAAEE0,4380DA07,43C85FBF
41F92D60,458D932A,45BACCAB,4380E9C6,43C87CF8
41F93333,458D9908,45BAD572,4380EE69,43C88595
41F94CCD,458DB2D3,45BAFC0C,438102D2,43C8AB74
41F96666,458DCCA2,45BB22A9,4381173A,43C8D15A
41F96FA9,458DD5FA,45BB30A5,43811E9C,43C8DF0F
41F97DD1,458DE441,45BB4607,438129E8,43C8F408
41F98000,458DE675,45BB4952,43812BA6,43C8F744
41F9999A,458E004D,45BB7002,43814015,43C91D34
41F9B333,458E1A29,45BB96B6,43815485,43C9432B
41F9BFEC,458E2703,45BBA9F5,43815EAF,43C9560E
41F9CCCD,458E3408,45BBBD73,438168FA,43C9692B
41F9E666,458E4DEB,45BBE435,43817D70,43C98F2F
41F9EE31,458E55CD,45BBF003,438183AC,43C99AC1
41FA0000,458E67D3,45BC0B00,438191EA,43C9B538
41FA199A,458E81BF,45BC31D0,4381A666,43C9DB49
41FA211E,458E895C,45BC3D39,4381AC6A,43C9E678
41FA3333,458E9BAE,45BC58A8,4381BAE4,43CA015F
41FA4CCD,458EB5A3,45BC7F89,4381CF66,43CA277D
41FA6666,458ECF9B,45BCA66E,4381E3EB,43CA4DA0
41FA7D8C,458EE719,45BCC9A1,4381F679,43CA7022
41FA8000,458EE997,45BCCD5C,4381F871,43CA73CA
41FA9308,458EFCEB,45BCEA51,438207B6,43CA902D
41FA999A,458F0397,45BCF450,43820CFB,43CA99FB
41FAA4F9,458F0F25,45BD05A1,4382161B,43CAAAF2
41FAB333,458F1D9B,45BD1B4B,43822186,43CAC030
41FAC7C5,458F3286,45BD3AA4,4382320B,43CADEE8
41FACCCD,458F37A3,45BD424D,43823616,43CAE66B
41FAE666,458F51B0,45BD6956,43824AA7,43CB0CAD
41FB0000,458F6BC1,45BD9069,43825F3C,43CB32F8
41FB199A,458F85D5,45BDB781,438273D3,43CB5946
41FB3333,458F9FEF,45BDDE9E,4382886D,43CB7F9B
41FB4CCD,458FBA0D,45BE05C5,43829D0A,43CBA5F9
41FB6666,458FD42D,45BE2CF1,4382B1A8,43CBCC5A
41FB8000,458FEE53,45BE5424,4382C64B,43CBF2C1
41FB999A,4590087B,45BE7B60,4382DAF0,43CC1932
41FBB333,459022A9,45BEA2A2,4382EF97,43CC3FA6
41FBC912,4590390A,45BEC431,4383013E,43CC6085
41FBCCCD,45903CDB,45BEC9EC,43830441,43CC6623
41FBE666,45905711,45BEF13A,438318EE,43CC8CA3
41FBF955,45906A76,45BF0E52,4383283A,43CCA921
41FBFE09,45906F48,45BF158D,43832C08,43CCB035
41FC0000,4590714B,45BF1892,43832D9E,43CCB32C
41FC0FC5,45908175,45BF30D2,43833A5D,43CCCAEB
41FC1490,4590865E,45BF3832,43833E3D,43CCD223
41FC199A,45908B89,45BF3FF1,43834250,43CCD9BB
41FC3333,4590A5CB,45BF6756,43835705,43CD004F
41FC4CCD,4590C012,45BF8EC4,43836BBC,43CD26E9
41FC6666,4590DA5C,45BFB636,43838077,43CD4D8A
41FC8000,4590F4AB,45BFDDB1,43839534,43CD7433
41FC8CB5,459101BB,45BFF14C,43839F81,43CD8765
41FC999A,45910EFE,45C00535,4383A9F4,43CD9AE2
41FCB333,45912955,45C02CBB,4383BEB6,43CDC196
41FCCCCD,459143B0,45C0544B,4383D37C,43CDE851
41FCD3FF,45914B19,45C05F6D,4383D953,43CDF335
41FCE666,45915E0E,45C07BE2,4383E844,43CE0F10
41FCED49,45916528,45C0868B,4383EDDC,43CE197E
41FCEF48,45916736,45C089A1,4383EF7B,43CE1C84
41FD0000,45917873,45C0A382,4383FD0F,43CE35D8
41FD0A46,4591830A,45C0B36A,43840568,43CE456A
41FD0D34,45918610,45C0B7F2,438407CA,43CE49DA
41FD199A,459192D9,45C0CB28,438411DE,43CE5CA6
41FD1FEA,4591995D,45C0D4EF,438416FF,43CE6638
41FD3333,4591AD46,45C0F2D4,438426AD,43CE8379
41FD4CCD,4591C7B5,45C11A89,43843B80,43CEAA56
41FD6666,4591E229,45C14241,43845057,43CED135
41FD781B,4591F477,45C15DC0,43845EC1,43CEEC1D
41FD79AA,4591F614,45C1602C,43846006,43CEEE7D
41FD8000,4591FCA2,45C16A04,4384652F,43CEF81D
41FD804D,4591FCF1,45C16A7D,4384656D,43CEF892
41FD8075,4591FD1B,45C16ABA,4384658E,43CEF8CF
41FD999A,4592171E,45C191CF,43847A0B,43CF1F0C
41FDA544,45922332,45C1A3F0,4384838B,43CF30CA
41FDB333,4592319E,45C1B99D,43848EE8,43CF4600
41FDCCCD,45924C24,45C1E176,4384A3C8,43CF6CFA
41FDE03C,45926049,45C1FFB8,4384B3A4,43CF8A94
41FDE666,459266AD,45C20953,4384B8AB,43CF93FA
41FDF6DE,459277C0,45C222FE,4384C61D,43CFAD13
41FE0000,4592813A,45C2313A,4384CD92,43CFBB01
41FE199A,45929BCC,45C25929,4384E27C,43CFE211
41FE1BE4,45929E2C,45C25CB9,4384E45B,43CFE58D
41FE3333,4592B661,45C2811C,4384F768,43D00923
41FE375D,4592BAB3,45C2879C,4384FACF,43D00F7F
41FE4CCD,4592D0FA,45C2A918,43850C56,43D0303E
41FE6666,4592EB97,45C2D119,43852146,43D0575D
41FE8000,4593063B,45C2F923,4385363B,43D07E86
41FE9985,459320CC,45C32115,43854B20,43D0A593
41FE999A,459320E1,45C32134,43854B32,43D0A5B2
41FEB333,45933B8A,45C3494C,4385602B,43D0CCE8
41FECCCD,4593563A,45C3716D,43857528,43D0F424
41FEE666,459370EC,45C39992,43858A26,43D11B62
41FEEBAC,4593766C,45C3A1D8,43858E7A,43D12379
41FF0000,45938BA4,45C3C1C1,43859F28,43D142AB
41FF0853,45939453,45C3CED3,4385A5FE,43D14F72
41FF0C57,45939885,45C3D522,4385A949,43D1559B
41FF199A,4593A660,45C3E9F7,4385B42D,43D169F8
41FF21A0,4593AEC1,45C3F692,4385BAC3,43D1764C
41FF262E,4593B383,45C3FDBB,4385BE82,43D17D49
41FF3333,4593C11E,45C41232,4385C934,43D1914C
41FF3A6D,4593C8AB,45C41D8E,4385CF24,43D19C66
41FF4CCD,4593DBE2,45C43A77,4385DE3F,43D1B8A6
41FF6666,4593F6A9,45C462C0,4385F34A,43D1E007
41FF8000,45941176,45C48B13,4386085A,43D2076E
41FF999A,45942C46,45C4B36D,43861D6D,43D22EDC
41FF9D22,45942FFA,45C4B8FF,43862056,43D2344E
41FFB333,4594471A,45C4DBCD,43863281,43D25650
