scenario,dt_s,rainnc_mm,rainncv_mm,snownc_mm,snowncv_mm,graupelnc_mm,graupelncv_mm,sr,nwfa2d_kg_s,nifa2d_kg_s
aero-ice-demott-dep, 1.0000000000000000E+001, 2.7021656023862306E-009, 2.7021656023862306E-009, 2.7021656023862306E-009, 2.7021656023862306E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9963003396987915E-001, 0.0000000000000000E+000, 0.0000000000000000E+000
