scenario,k,t1d_entry_hex,t1d_entry_k,t1d_exit_hex,t1d_exit_k,pii_hex,pii,round_trip_exit_hex,round_trip_matches
aero-nc-effrad,10,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F580E2B,  8.4396618604660034E-01,438E8000,1
aero-nc-effrad,11,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F543B40,  8.2902908325195312E-01,438E8000,1
aero-nc-effrad,12,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F5079A9,  8.1435638666152954E-01,438E8000,1
aero-nc-effrad,13,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F4CC917,  7.9994338750839233E-01,438E8000,1
aero-nc-effrad,14,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F49293D,  7.8578549623489380E-01,438E8000,1
aero-nc-effrad,15,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F4599CE,  7.7187812328338623E-01,438E8000,1
aero-nc-effrad,16,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F421A82,  7.5821697711944580E-01,438E8000,1
aero-nc-effrad,17,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F3EAB0D,  7.4479752779006958E-01,438E8000,1
aero-nc-effrad,18,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F3B4B29,  7.3161560297012329E-01,438E8000,1
aero-nc-effrad,19,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F37FA90,  7.1866703033447266E-01,438E8000,1
aero-nc-effrad,20,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F34B8FB,  7.0594757795333862E-01,438E8000,1
aero-nc-effrad,21,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F318627,  6.9345325231552124E-01,438E8000,1
aero-nc-effrad,22,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F2E61D1,  6.8118005990982056E-01,438E8000,1
aero-nc-effrad,23,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F2B4BB8,  6.6912412643432617E-01,438E8000,1
aero-nc-effrad,24,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F28439A,  6.5728151798248291E-01,438E8000,1
aero-nc-sed,1,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F7DB976,  9.9111115932464600E-01,438E8000,1
aero-nc-sed,2,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F793BDF,  9.7356981039047241E-01,438E8000,1
aero-nc-sed,3,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F74D2A1,  9.5633894205093384E-01,438E8000,1
aero-nc-sed,4,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F707D60,  9.3941307067871094E-01,438E8000,1
aero-nc-sed,5,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F6C3BC0,  9.2278671264648438E-01,438E8000,1
aero-nc-sed,6,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F680D69,  9.0645462274551392E-01,438E8000,1
aero-nc-sed,7,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F63F204,  8.9041161537170410E-01,438E8000,1
aero-nc-sed,8,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F5FE93A,  8.7465250492095947E-01,438E8000,1
aero-nc-sed,9,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F5BF2B8,  8.5917234420776367E-01,438E8000,1
aero-nc-sed,10,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F580E2B,  8.4396618604660034E-01,438E8000,1
aero-nc-sed,11,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F543B40,  8.2902908325195312E-01,438E8000,1
aero-nc-sed,12,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F5079A9,  8.1435638666152954E-01,438E8000,1
aero-nc-sed,13,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F4CC917,  7.9994338750839233E-01,438E8000,1
aero-nc-sed,14,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F49293D,  7.8578549623489380E-01,438E8000,1
aero-nc-sed,15,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F4599CE,  7.7187812328338623E-01,438E8000,1
aero-nc-sed,16,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F421A82,  7.5821697711944580E-01,438E8000,1
aero-nc-sed,17,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F3EAB0D,  7.4479752779006958E-01,438E8000,1
aero-nc-sed,18,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F3B4B29,  7.3161560297012329E-01,438E8000,1
aero-nc-sed,19,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F37FA90,  7.1866703033447266E-01,438E8000,1
aero-nc-sed,20,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F34B8FB,  7.0594757795333862E-01,438E8000,1
aero-nc-sed,21,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F318627,  6.9345325231552124E-01,438E8000,1
aero-nc-sed,22,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F2E61D1,  6.8118005990982056E-01,438E8000,1
aero-nc-sed,23,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F2B4BB8,  6.6912412643432617E-01,438E8000,1
aero-nc-sed,24,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F28439A,  6.5728151798248291E-01,438E8000,1
aero-scav-rain,1,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F7DB976,  9.9111115932464600E-01,438E8000,1
aero-scav-rain,2,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F793BDF,  9.7356981039047241E-01,438E8000,1
aero-scav-rain,3,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F74D2A1,  9.5633894205093384E-01,438E8000,1
aero-scav-rain,4,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F707D60,  9.3941307067871094E-01,438E8000,1
aero-scav-rain,5,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F6C3BC0,  9.2278671264648438E-01,438E8000,1
aero-scav-rain,6,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F680D69,  9.0645462274551392E-01,438E8000,1
aero-scav-rain,7,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F63F204,  8.9041161537170410E-01,438E8000,1
aero-scav-rain,8,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F5FE93A,  8.7465250492095947E-01,438E8000,1
aero-scav-rain,9,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F5BF2B8,  8.5917234420776367E-01,438E8000,1
aero-scav-rain,10,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F580E2B,  8.4396618604660034E-01,438E8000,1
aero-scav-rain,11,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F543B40,  8.2902908325195312E-01,438E8000,1
aero-scav-rain,12,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F5079A9,  8.1435638666152954E-01,438E8000,1
aero-scav-rain,13,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F4CC917,  7.9994338750839233E-01,438E8000,1
aero-scav-rain,14,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F49293D,  7.8578549623489380E-01,438E8000,1
aero-scav-rain,15,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F4599CE,  7.7187812328338623E-01,438E8000,1
aero-scav-rain,16,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F421A82,  7.5821697711944580E-01,438E8000,1
aero-scav-rain,17,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F3EAB0D,  7.4479752779006958E-01,438E8000,1
aero-scav-rain,18,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F3B4B29,  7.3161560297012329E-01,438E8000,1
aero-scav-rain,19,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F37FA90,  7.1866703033447266E-01,438E8000,1
aero-scav-rain,20,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F34B8FB,  7.0594757795333862E-01,438E8000,1
aero-scav-rain,21,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F318627,  6.9345325231552124E-01,438E8000,1
aero-scav-rain,22,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F2E61D1,  6.8118005990982056E-01,438E8000,1
aero-scav-rain,23,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F2B4BB8,  6.6912412643432617E-01,438E8000,1
aero-scav-rain,24,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F28439A,  6.5728151798248291E-01,438E8000,1
aero-scav-frozen,1,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F7DB976,  9.9111115932464600E-01,43820000,1
aero-scav-frozen,2,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F793BDF,  9.7356981039047241E-01,43820000,1
aero-scav-frozen,3,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F74D2A1,  9.5633894205093384E-01,43820000,1
aero-scav-frozen,4,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F707D60,  9.3941307067871094E-01,43820000,1
aero-scav-frozen,5,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F6C3BC0,  9.2278671264648438E-01,43820000,1
aero-scav-frozen,6,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F680D69,  9.0645462274551392E-01,43820000,1
aero-scav-frozen,7,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F63F204,  8.9041161537170410E-01,43820000,1
aero-scav-frozen,8,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F5FE93A,  8.7465250492095947E-01,43820000,1
aero-scav-frozen,9,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F5BF2B8,  8.5917234420776367E-01,43820000,1
aero-scav-frozen,10,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F580E2B,  8.4396618604660034E-01,43820000,1
aero-scav-frozen,11,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F543B40,  8.2902908325195312E-01,43820000,1
aero-scav-frozen,12,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F5079A9,  8.1435638666152954E-01,43820000,1
aero-scav-frozen,13,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F4CC917,  7.9994338750839233E-01,43820000,1
aero-scav-frozen,14,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F49293D,  7.8578549623489380E-01,43820000,1
aero-scav-frozen,15,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F4599CE,  7.7187812328338623E-01,43820000,1
aero-scav-frozen,16,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F421A82,  7.5821697711944580E-01,43820000,1
aero-scav-frozen,17,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F3EAB0D,  7.4479752779006958E-01,43820000,1
aero-scav-frozen,18,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F3B4B29,  7.3161560297012329E-01,43820000,1
aero-scav-frozen,19,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F37FA90,  7.1866703033447266E-01,43820000,1
aero-scav-frozen,20,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F34B8FB,  7.0594757795333862E-01,43820000,1
aero-scav-frozen,21,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F318627,  6.9345325231552124E-01,43820000,1
aero-scav-frozen,22,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F2E61D1,  6.8118005990982056E-01,43820000,1
aero-scav-frozen,23,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F2B4BB8,  6.6912412643432617E-01,43820000,1
aero-scav-frozen,24,43820000,  2.6000000000000000E+02,43820000,  2.6000000000000000E+02,3F28439A,  6.5728151798248291E-01,43820000,1
aero-ice-demott-dep,1,43700000,  2.4000000000000000E+02,43700001,  2.4000001525878906E+02,3F7DB976,  9.9111115932464600E-01,43700001,1
aero-ice-demott-dep,2,43700000,  2.4000000000000000E+02,43700001,  2.4000001525878906E+02,3F793BDF,  9.7356981039047241E-01,43700001,1
aero-ice-demott-dep,3,43700000,  2.4000000000000000E+02,43700001,  2.4000001525878906E+02,3F74D2A1,  9.5633894205093384E-01,43700001,1
aero-ice-demott-dep,4,43700000,  2.4000000000000000E+02,43700001,  2.4000001525878906E+02,3F707D60,  9.3941307067871094E-01,43700001,1
aero-ice-demott-dep,5,436FFFFF,  2.3999998474121094E+02,43700000,  2.4000000000000000E+02,3F6C3BC0,  9.2278671264648438E-01,436FFFFF,0
aero-ice-demott-dep,6,436FFFFF,  2.3999998474121094E+02,43700000,  2.4000000000000000E+02,3F680D69,  9.0645462274551392E-01,436FFFFF,0
aero-ice-demott-dep,7,43700000,  2.4000000000000000E+02,43700001,  2.4000001525878906E+02,3F63F204,  8.9041161537170410E-01,43700000,0
aero-ice-demott-dep,8,43700000,  2.4000000000000000E+02,43700001,  2.4000001525878906E+02,3F5FE93A,  8.7465250492095947E-01,43700002,0
aero-ice-demott-dep,9,43700000,  2.4000000000000000E+02,43700001,  2.4000001525878906E+02,3F5BF2B8,  8.5917234420776367E-01,43700001,1
aero-ice-demott-dep,10,43700000,  2.4000000000000000E+02,43700001,  2.4000001525878906E+02,3F580E2B,  8.4396618604660034E-01,43700002,0
aero-ice-demott-dep,11,43700000,  2.4000000000000000E+02,43700002,  2.4000003051757812E+02,3F543B40,  8.2902908325195312E-01,43700002,1
aero-ice-demott-dep,12,43700000,  2.4000000000000000E+02,43700002,  2.4000003051757812E+02,3F5079A9,  8.1435638666152954E-01,43700002,1
aero-ice-demott-dep,13,43700000,  2.4000000000000000E+02,43700002,  2.4000003051757812E+02,3F4CC917,  7.9994338750839233E-01,43700002,1
aero-ice-demott-dep,14,436FFFFF,  2.3999998474121094E+02,43700001,  2.4000001525878906E+02,3F49293D,  7.8578549623489380E-01,43700001,1
aero-ice-demott-dep,15,436FFFFF,  2.3999998474121094E+02,43700001,  2.4000001525878906E+02,3F4599CE,  7.7187812328338623E-01,43700001,1
aero-ice-demott-dep,16,436FFFFF,  2.3999998474121094E+02,43700001,  2.4000001525878906E+02,3F421A82,  7.5821697711944580E-01,43700001,1
aero-ice-demott-dep,17,43700000,  2.4000000000000000E+02,43700002,  2.4000003051757812E+02,3F3EAB0D,  7.4479752779006958E-01,43700002,1
aero-ice-demott-dep,18,43700000,  2.4000000000000000E+02,43700002,  2.4000003051757812E+02,3F3B4B29,  7.3161560297012329E-01,43700002,1
aero-ice-demott-dep,19,43700000,  2.4000000000000000E+02,43700002,  2.4000003051757812E+02,3F37FA90,  7.1866703033447266E-01,43700002,1
aero-ice-demott-dep,20,43700001,  2.4000001525878906E+02,43700004,  2.4000006103515625E+02,3F34B8FB,  7.0594757795333862E-01,43700003,0
aero-ice-demott-dep,21,43700000,  2.4000000000000000E+02,43700003,  2.4000004577636719E+02,3F318627,  6.9345325231552124E-01,43700003,1
aero-ice-demott-dep,22,43700000,  2.4000000000000000E+02,43700003,  2.4000004577636719E+02,3F2E61D1,  6.8118005990982056E-01,43700002,0
aero-ice-demott-dep,23,43700000,  2.4000000000000000E+02,43700003,  2.4000004577636719E+02,3F2B4BB8,  6.6912412643432617E-01,43700003,1
aero-ice-demott-dep,24,43700000,  2.4000000000000000E+02,43700003,  2.4000004577636719E+02,3F28439A,  6.5728151798248291E-01,43700003,1
aero-ice-demott-idxin,1,43700000,  2.4000000000000000E+02,43700039,  2.4000086975097656E+02,3F7DB976,  9.9111115932464600E-01,43700039,1
aero-ice-demott-idxin,2,43700000,  2.4000000000000000E+02,4370058C,  2.4002166748046875E+02,3F793BDF,  9.7356981039047241E-01,4370058C,1
aero-ice-demott-idxin,3,43700000,  2.4000000000000000E+02,437009F3,  2.4003886413574219E+02,3F74D2A1,  9.5633894205093384E-01,437009F3,1
aero-ice-demott-idxin,4,43700000,  2.4000000000000000E+02,4370041A,  2.4001602172851562E+02,3F707D60,  9.3941307067871094E-01,4370041A,1
aero-ice-demott-idxin,5,436FFFFF,  2.3999998474121094E+02,436FF976,  2.3997445678710938E+02,3F6C3BC0,  9.2278671264648438E-01,436FF975,0
aero-ice-demott-idxin,6,436FFFFF,  2.3999998474121094E+02,436FF4B7,  2.3995591735839844E+02,3F680D69,  9.0645462274551392E-01,436FF4B7,1
aero-ice-demott-idxin,7,43700000,  2.4000000000000000E+02,436FFD72,  2.3999002075195312E+02,3F63F204,  8.9041161537170410E-01,436FFD73,0
aero-ice-demott-idxin,8,43700000,  2.4000000000000000E+02,437008EC,  2.4003485107421875E+02,3F5FE93A,  8.7465250492095947E-01,437008EC,1
aero-ice-demott-idxin,9,43700000,  2.4000000000000000E+02,436FFFF8,  2.3999987792968750E+02,3F5BF2B8,  8.5917234420776367E-01,436FFFF9,0
aero-ice-demott-idxin,10,43700000,  2.4000000000000000E+02,43700001,  2.4000001525878906E+02,3F580E2B,  8.4396618604660034E-01,43700002,0
aero-ice-demott-idxin,11,43700000,  2.4000000000000000E+02,43700031,  2.4000074768066406E+02,3F543B40,  8.2902908325195312E-01,43700032,0
aero-ice-demott-idxin,12,43700000,  2.4000000000000000E+02,43700B96,  2.4004525756835938E+02,3F5079A9,  8.1435638666152954E-01,43700B96,1
aero-ice-demott-idxin,13,43700000,  2.4000000000000000E+02,43700001,  2.4000001525878906E+02,3F4CC917,  7.9994338750839233E-01,43700000,0
aero-ice-demott-idxin,14,436FFFFF,  2.3999998474121094E+02,43700000,  2.4000000000000000E+02,3F49293D,  7.8578549623489380E-01,436FFFFF,0
aero-ice-demott-idxin,15,436FFFFF,  2.3999998474121094E+02,4370003C,  2.4000091552734375E+02,3F4599CE,  7.7187812328338623E-01,4370003B,0
aero-ice-demott-idxin,16,436FFFFF,  2.3999998474121094E+02,43700E6D,  2.4005635070800781E+02,3F421A82,  7.5821697711944580E-01,43700E6E,0
aero-ice-demott-idxin,17,43700000,  2.4000000000000000E+02,43700001,  2.4000001525878906E+02,3F3EAB0D,  7.4479752779006958E-01,43700002,0
aero-ice-demott-idxin,18,43700000,  2.4000000000000000E+02,43700001,  2.4000001525878906E+02,3F3B4B29,  7.3161560297012329E-01,43700001,1
aero-ice-demott-idxin,19,43700000,  2.4000000000000000E+02,4370004C,  2.4000115966796875E+02,3F37FA90,  7.1866703033447266E-01,4370004C,1
aero-ice-demott-idxin,20,43700001,  2.4000001525878906E+02,437011FB,  2.4007023620605469E+02,3F34B8FB,  7.0594757795333862E-01,437011FB,1
aero-ice-demott-idxin,21,43700000,  2.4000000000000000E+02,43700001,  2.4000001525878906E+02,3F318627,  6.9345325231552124E-01,43700000,0
aero-ice-demott-idxin,22,43700000,  2.4000000000000000E+02,43700002,  2.4000003051757812E+02,3F2E61D1,  6.8118005990982056E-01,43700002,1
aero-ice-demott-idxin,23,43700000,  2.4000000000000000E+02,4370005F,  2.4000144958496094E+02,3F2B4BB8,  6.6912412643432617E-01,4370005F,1
aero-ice-demott-idxin,24,43700000,  2.4000000000000000E+02,43701665,  2.4008747863769531E+02,3F28439A,  6.5728151798248291E-01,43701665,1
aero-ice-koop,1,43660000,  2.3000000000000000E+02,43660001,  2.3000001525878906E+02,3F7DB976,  9.9111115932464600E-01,43660001,1
aero-ice-koop,2,43660000,  2.3000000000000000E+02,43660001,  2.3000001525878906E+02,3F793BDF,  9.7356981039047241E-01,43660001,1
aero-ice-koop,3,43660000,  2.3000000000000000E+02,43660002,  2.3000003051757812E+02,3F74D2A1,  9.5633894205093384E-01,43660002,1
aero-ice-koop,4,43660000,  2.3000000000000000E+02,43660003,  2.3000004577636719E+02,3F707D60,  9.3941307067871094E-01,43660003,1
aero-ice-koop,5,43660000,  2.3000000000000000E+02,43660007,  2.3000010681152344E+02,3F6C3BC0,  9.2278671264648438E-01,43660007,1
aero-ice-koop,6,43660000,  2.3000000000000000E+02,43660001,  2.3000001525878906E+02,3F680D69,  9.0645462274551392E-01,43660001,1
aero-ice-koop,7,43660000,  2.3000000000000000E+02,43660001,  2.3000001525878906E+02,3F63F204,  8.9041161537170410E-01,43660001,1
aero-ice-koop,8,43660000,  2.3000000000000000E+02,43660002,  2.3000003051757812E+02,3F5FE93A,  8.7465250492095947E-01,43660002,1
aero-ice-koop,9,43660000,  2.3000000000000000E+02,43660003,  2.3000004577636719E+02,3F5BF2B8,  8.5917234420776367E-01,43660004,0
aero-ice-koop,10,43660000,  2.3000000000000000E+02,43660009,  2.3000013732910156E+02,3F580E2B,  8.4396618604660034E-01,43660008,0
aero-ice-koop,11,43660001,  2.3000001525878906E+02,43660002,  2.3000003051757812E+02,3F543B40,  8.2902908325195312E-01,43660002,1
aero-ice-koop,12,43660001,  2.3000001525878906E+02,43660002,  2.3000003051757812E+02,3F5079A9,  8.1435638666152954E-01,43660002,1
aero-ice-koop,13,43660000,  2.3000000000000000E+02,43660002,  2.3000003051757812E+02,3F4CC917,  7.9994338750839233E-01,43660002,1
aero-ice-koop,14,43660000,  2.3000000000000000E+02,43660004,  2.3000006103515625E+02,3F49293D,  7.8578549623489380E-01,43660005,0
aero-ice-koop,15,43660001,  2.3000001525878906E+02,4366000C,  2.3000018310546875E+02,3F4599CE,  7.7187812328338623E-01,4366000C,1
aero-ice-koop,16,43660001,  2.3000001525878906E+02,43660002,  2.3000003051757812E+02,3F421A82,  7.5821697711944580E-01,43660002,1
aero-ice-koop,17,4365FFFF,  2.2999998474121094E+02,43660000,  2.3000000000000000E+02,3F3EAB0D,  7.4479752779006958E-01,4365FFFF,0
aero-ice-koop,18,43660000,  2.3000000000000000E+02,43660002,  2.3000003051757812E+02,3F3B4B29,  7.3161560297012329E-01,43660002,1
aero-ice-koop,19,43660001,  2.3000001525878906E+02,43660006,  2.3000009155273438E+02,3F37FA90,  7.1866703033447266E-01,43660006,1
aero-ice-koop,20,43660000,  2.3000000000000000E+02,4366000F,  2.3000022888183594E+02,3F34B8FB,  7.0594757795333862E-01,4366000F,1
aero-ice-koop,21,43660000,  2.3000000000000000E+02,43660001,  2.3000001525878906E+02,3F318627,  6.9345325231552124E-01,43660001,1
aero-ice-koop,22,43660000,  2.3000000000000000E+02,43660001,  2.3000001525878906E+02,3F2E61D1,  6.8118005990982056E-01,43660000,0
aero-ice-koop,23,43660000,  2.3000000000000000E+02,43660003,  2.3000004577636719E+02,3F2B4BB8,  6.6912412643432617E-01,43660003,1
aero-ice-koop,24,43660001,  2.3000001525878906E+02,43660007,  2.3000010681152344E+02,3F28439A,  6.5728151798248291E-01,43660007,1
aero-cloud-freeze-nc,1,43700000,  2.4000000000000000E+02,436FD7C8,  2.3984289550781250E+02,3F7DB976,  9.9111115932464600E-01,436FD7C8,1
aero-cloud-freeze-nc,2,43700000,  2.4000000000000000E+02,436FD523,  2.3983256530761719E+02,3F793BDF,  9.7356981039047241E-01,436FD523,1
aero-cloud-freeze-nc,3,43700000,  2.4000000000000000E+02,436FD1CC,  2.3981951904296875E+02,3F74D2A1,  9.5633894205093384E-01,436FD1CC,1
aero-cloud-freeze-nc,4,43700000,  2.4000000000000000E+02,436FCE54,  2.3980596923828125E+02,3F707D60,  9.3941307067871094E-01,436FCE54,1
aero-cloud-freeze-nc,5,436FFFFF,  2.3999998474121094E+02,436FCB3B,  2.3979386901855469E+02,3F6C3BC0,  9.2278671264648438E-01,436FCB3C,0
aero-cloud-freeze-nc,6,436FFFFF,  2.3999998474121094E+02,436FF0A0,  2.3993994140625000E+02,3F680D69,  9.0645462274551392E-01,436FF09F,0
aero-cloud-freeze-nc,7,43700000,  2.4000000000000000E+02,436FFD02,  2.3998831176757812E+02,3F63F204,  8.9041161537170410E-01,436FFD03,0
aero-cloud-freeze-nc,8,43700000,  2.4000000000000000E+02,436FFF9F,  2.3999851989746094E+02,3F5FE93A,  8.7465250492095947E-01,436FFFA0,0
aero-cloud-freeze-nc,9,43700000,  2.4000000000000000E+02,436FFFF8,  2.3999987792968750E+02,3F5BF2B8,  8.5917234420776367E-01,436FFFF9,0
aero-cloud-freeze-nc,10,43700000,  2.4000000000000000E+02,43700000,  2.4000000000000000E+02,3F580E2B,  8.4396618604660034E-01,43700000,1
aero-cloud-freeze-nc,11,43700000,  2.4000000000000000E+02,43700000,  2.4000000000000000E+02,3F543B40,  8.2902908325195312E-01,43700000,1
aero-cloud-freeze-nc,12,43700000,  2.4000000000000000E+02,43700000,  2.4000000000000000E+02,3F5079A9,  8.1435638666152954E-01,43700000,1
aero-cloud-freeze-nc,13,43700000,  2.4000000000000000E+02,43700000,  2.4000000000000000E+02,3F4CC917,  7.9994338750839233E-01,43700000,1
aero-cloud-freeze-nc,14,436FFFFF,  2.3999998474121094E+02,436FFFFF,  2.3999998474121094E+02,3F49293D,  7.8578549623489380E-01,436FFFFF,1
aero-cloud-freeze-nc,15,436FFFFF,  2.3999998474121094E+02,436FFFFF,  2.3999998474121094E+02,3F4599CE,  7.7187812328338623E-01,436FFFFF,1
aero-cloud-freeze-nc,16,436FFFFF,  2.3999998474121094E+02,436FFFFF,  2.3999998474121094E+02,3F421A82,  7.5821697711944580E-01,436FFFFF,1
aero-cloud-freeze-nc,17,43700000,  2.4000000000000000E+02,43700000,  2.4000000000000000E+02,3F3EAB0D,  7.4479752779006958E-01,43700000,1
aero-cloud-freeze-nc,18,43700000,  2.4000000000000000E+02,43700000,  2.4000000000000000E+02,3F3B4B29,  7.3161560297012329E-01,43700000,1
aero-cloud-freeze-nc,19,43700000,  2.4000000000000000E+02,43700000,  2.4000000000000000E+02,3F37FA90,  7.1866703033447266E-01,43700000,1
aero-cloud-freeze-nc,20,43700001,  2.4000001525878906E+02,43700001,  2.4000001525878906E+02,3F34B8FB,  7.0594757795333862E-01,43700001,1
aero-cloud-freeze-nc,21,43700000,  2.4000000000000000E+02,43700000,  2.4000000000000000E+02,3F318627,  6.9345325231552124E-01,43700000,1
aero-cloud-freeze-nc,22,43700000,  2.4000000000000000E+02,43700000,  2.4000000000000000E+02,3F2E61D1,  6.8118005990982056E-01,43700000,1
aero-cloud-freeze-nc,23,43700000,  2.4000000000000000E+02,43700000,  2.4000000000000000E+02,3F2B4BB8,  6.6912412643432617E-01,43700000,1
aero-cloud-freeze-nc,24,43700000,  2.4000000000000000E+02,43700000,  2.4000000000000000E+02,3F28439A,  6.5728151798248291E-01,43700000,1
aero-nc-cap,1,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F7DB976,  9.9111115932464600E-01,438E8000,1
aero-nc-cap,2,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F793BDF,  9.7356981039047241E-01,438E8000,1
aero-nc-cap,3,438E8000,  2.8500000000000000E+02,438E8000,  2.8500000000000000E+02,3F74D2A1,  9.5633894205093384E-01,438E8000,1
