tempc_c,rho_kg_m3,nifa_per_m3,xni_per_m3
-3.5000000000000000E+001, 6.4999997615814209E-001, 5.0000000000000000E+006, 3.4833007812500000E+004
-3.5000000000000000E+001, 6.4999997615814209E-001, 5.0000000000000000E+007, 2.9463950000000000E+005
-3.5000000000000000E+001, 6.4999997615814209E-001, 5.0000000000000000E+008, 2.4922467500000000E+006
-3.5000000000000000E+001, 6.4999997615814209E-001, 5.0000000000000000E+009, 2.1080992000000000E+007
-3.5000000000000000E+001, 6.4999997615814209E-001, 9.9989995520000000E+009, 4.0086296000000000E+007
-3.5000000000000000E+001, 1.0000000000000000E+000, 5.0000000000000000E+003, 3.3498852539062500E+003
-3.5000000000000000E+001, 1.0000000000000000E+000, 5.0000000000000000E+004, 3.3498852539062500E+003
-3.5000000000000000E+001, 1.0000000000000000E+000, 5.0000000000000000E+005, 4.2490532226562500E+003
-3.5000000000000000E+001, 1.0000000000000000E+000, 5.0000000000000000E+006, 3.5941164062500000E+004
-3.5000000000000000E+001, 1.0000000000000000E+000, 5.0000000000000000E+007, 3.0401303125000000E+005
-3.5000000000000000E+001, 1.0000000000000000E+000, 5.0000000000000000E+008, 2.5715337500000000E+006
-3.5000000000000000E+001, 1.0000000000000000E+000, 5.0000000000000000E+009, 2.1751652000000000E+007
-3.5000000000000000E+001, 1.0000000000000000E+000, 9.9989995520000000E+009, 4.1361580000000000E+007
-3.5000000000000000E+001, 1.2500000000000000E+000, 5.0000000000000000E+003, 4.1873564453125000E+003
-3.5000000000000000E+001, 1.2500000000000000E+000, 5.0000000000000000E+004, 4.1873564453125000E+003
-3.5000000000000000E+001, 1.2500000000000000E+000, 5.0000000000000000E+005, 4.3185458984375000E+003
-3.5000000000000000E+001, 1.2500000000000000E+000, 5.0000000000000000E+006, 3.6528980468750000E+004
-3.5000000000000000E+001, 1.2500000000000000E+000, 5.0000000000000000E+007, 3.0898506250000000E+005
-3.5000000000000000E+001, 1.2500000000000000E+000, 5.0000000000000000E+008, 2.6135902500000000E+006
-3.5000000000000000E+001, 1.2500000000000000E+000, 5.0000000000000000E+009, 2.2107398000000000E+007
-3.5000000000000000E+001, 1.2500000000000000E+000, 9.9989995520000000E+009, 4.2038040000000000E+007
-4.0000000000000000E+001, 3.4999999403953552E-001, 5.0000000000000000E+003, 1.6690723876953125E+003
-4.0000000000000000E+001, 3.4999999403953552E-001, 5.0000000000000000E+004, 1.6690723876953125E+003
-4.0000000000000000E+001, 3.4999999403953552E-001, 5.0000000000000000E+005, 6.6589438476562500E+003
-4.0000000000000000E+001, 3.4999999403953552E-001, 5.0000000000000000E+006, 7.6331750000000000E+004
-4.0000000000000000E+001, 3.4999999403953552E-001, 5.0000000000000000E+007, 8.7499412500000000E+005
-4.0000000000000000E+001, 3.4999999403953552E-001, 5.0000000000000000E+008, 1.0030097000000000E+007
-4.0000000000000000E+001, 3.4999999403953552E-001, 5.0000000000000000E+009, 1.1497544800000000E+008
-4.0000000000000000E+001, 3.4999999403953552E-001, 9.9989995520000000E+009, 2.3957425600000000E+008
-4.0000000000000000E+001, 6.4999997615814209E-001, 5.0000000000000000E+003, 3.0997060546875000E+003
-4.0000000000000000E+001, 6.4999997615814209E-001, 5.0000000000000000E+004, 3.0997060546875000E+003
-4.0000000000000000E+001, 6.4999997615814209E-001, 5.0000000000000000E+005, 6.4189316406250000E+003
-4.0000000000000000E+001, 6.4999997615814209E-001, 5.0000000000000000E+006, 7.3580500000000000E+004
-4.0000000000000000E+001, 6.4999997615814209E-001, 5.0000000000000000E+007, 8.4345650000000000E+005
-4.0000000000000000E+001, 6.4999997615814209E-001, 5.0000000000000000E+008, 9.6685780000000000E+006
-4.0000000000000000E+001, 6.4999997615814209E-001, 5.0000000000000000E+009, 1.1083132800000000E+008
-4.0000000000000000E+001, 6.4999997615814209E-001, 9.9989995520000000E+009, 2.3093916800000000E+008
-4.0000000000000000E+001, 1.0000000000000000E+000, 5.0000000000000000E+003, 4.7687783203125000E+003
-4.0000000000000000E+001, 1.0000000000000000E+000, 5.0000000000000000E+004, 4.7687783203125000E+003
-4.0000000000000000E+001, 1.0000000000000000E+000, 5.0000000000000000E+005, 6.2570341796875000E+003
-4.0000000000000000E+001, 1.0000000000000000E+000, 5.0000000000000000E+006, 7.1724664062500000E+004
-4.0000000000000000E+001, 1.0000000000000000E+000, 5.0000000000000000E+007, 8.2218293750000000E+005
-4.0000000000000000E+001, 1.0000000000000000E+000, 5.0000000000000000E+008, 9.4247190000000000E+006
-4.0000000000000000E+001, 1.0000000000000000E+000, 5.0000000000000000E+009, 1.0803596800000000E+008
-4.0000000000000000E+001, 1.0000000000000000E+000, 9.9989995520000000E+009, 2.2511444800000000E+008
-4.0000000000000000E+001, 1.2500000000000000E+000, 5.0000000000000000E+003, 5.9609726562500000E+003
-4.0000000000000000E+001, 1.2500000000000000E+000, 5.0000000000000000E+004, 5.9609726562500000E+003
-4.0000000000000000E+001, 1.2500000000000000E+000, 5.0000000000000000E+005, 6.1747846679687500E+003
-4.0000000000000000E+001, 1.2500000000000000E+000, 5.0000000000000000E+006, 7.0781820312500000E+004
-4.0000000000000000E+001, 1.2500000000000000E+000, 5.0000000000000000E+007, 8.1137506250000000E+005
-4.0000000000000000E+001, 1.2500000000000000E+000, 5.0000000000000000E+008, 9.3008270000000000E+006
-4.0000000000000000E+001, 1.2500000000000000E+000, 5.0000000000000000E+009, 1.0661580800000000E+008
-4.0000000000000000E+001, 1.2500000000000000E+000, 9.9989995520000000E+009, 2.2215524800000000E+008
