temp_k,qv,qvs,nwfa_per_m3,dt_s,xni_per_m3
 2.2000000000000000E+002, 6.1252743762452155E-005, 5.5684311519144103E-005, 3.0000000000000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2000000000000000E+002, 6.1252743762452155E-005, 5.5684311519144103E-005, 9.9989995520000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 7.8998033131938428E-005, 9.8747543233912438E-005, 1.1100000000000000E+007, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.2500000000000000E+002, 7.8998033131938428E-005, 9.8747543233912438E-005, 1.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.2500000000000000E+002, 7.8998033131938428E-005, 9.8747543233912438E-005, 3.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.2500000000000000E+002, 7.8998033131938428E-005, 9.8747543233912438E-005, 3.0000000000000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.2500000000000000E+002, 7.8998033131938428E-005, 9.8747543233912438E-005, 9.9989995520000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.2500000000000000E+002, 8.8872788182925433E-005, 9.8747543233912438E-005, 1.1100000000000000E+007, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.2500000000000000E+002, 8.8872788182925433E-005, 9.8747543233912438E-005, 1.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.2500000000000000E+002, 8.8872788182925433E-005, 9.8747543233912438E-005, 3.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.2500000000000000E+002, 8.8872788182925433E-005, 9.8747543233912438E-005, 3.0000000000000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.2500000000000000E+002, 8.8872788182925433E-005, 9.8747543233912438E-005, 9.9989995520000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.2500000000000000E+002, 9.4303904916159809E-005, 9.8747543233912438E-005, 1.1100000000000000E+007, 1.0000000000000000E+001, 1.4904785156250000E+004
 2.2500000000000000E+002, 9.4303904916159809E-005, 9.8747543233912438E-005, 1.0000000000000000E+008, 1.0000000000000000E+001, 1.3427734375000000E+005
 2.2500000000000000E+002, 9.4303904916159809E-005, 9.8747543233912438E-005, 3.0000000000000000E+008, 1.0000000000000000E+001, 4.0283203125000000E+005
 2.2500000000000000E+002, 9.4303904916159809E-005, 9.8747543233912438E-005, 3.0000000000000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.4303904916159809E-005, 9.8747543233912438E-005, 9.9989995520000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.4797636847943068E-005, 9.8747543233912438E-005, 1.1100000000000000E+007, 1.0000000000000000E+001, 2.1608828125000000E+005
 2.2500000000000000E+002, 9.4797636847943068E-005, 9.8747543233912438E-005, 1.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.4797636847943068E-005, 9.8747543233912438E-005, 3.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.4797636847943068E-005, 9.8747543233912438E-005, 3.0000000000000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.4797636847943068E-005, 9.8747543233912438E-005, 9.9989995520000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.5291376055683941E-005, 9.8747543233912438E-005, 1.1100000000000000E+007, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.5291376055683941E-005, 9.8747543233912438E-005, 1.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.5291376055683941E-005, 9.8747543233912438E-005, 3.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.5291376055683941E-005, 9.8747543233912438E-005, 3.0000000000000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.5291376055683941E-005, 9.8747543233912438E-005, 9.9989995520000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.5785122539382428E-005, 9.8747543233912438E-005, 1.1100000000000000E+007, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.5785122539382428E-005, 9.8747543233912438E-005, 1.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.5785122539382428E-005, 9.8747543233912438E-005, 3.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.5785122539382428E-005, 9.8747543233912438E-005, 3.0000000000000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.5785122539382428E-005, 9.8747543233912438E-005, 9.9989995520000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.6278854471165687E-005, 9.8747543233912438E-005, 1.1100000000000000E+007, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.6278854471165687E-005, 9.8747543233912438E-005, 1.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.6278854471165687E-005, 9.8747543233912438E-005, 3.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.6278854471165687E-005, 9.8747543233912438E-005, 3.0000000000000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.6278854471165687E-005, 9.8747543233912438E-005, 9.9989995520000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.6772593678906560E-005, 9.8747543233912438E-005, 1.1100000000000000E+007, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.6772593678906560E-005, 9.8747543233912438E-005, 1.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.6772593678906560E-005, 9.8747543233912438E-005, 3.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.6772593678906560E-005, 9.8747543233912438E-005, 3.0000000000000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.6772593678906560E-005, 9.8747543233912438E-005, 9.9989995520000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.7266332886647433E-005, 9.8747543233912438E-005, 1.1100000000000000E+007, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.7266332886647433E-005, 9.8747543233912438E-005, 1.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.7266332886647433E-005, 9.8747543233912438E-005, 3.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.7266332886647433E-005, 9.8747543233912438E-005, 3.0000000000000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.7266332886647433E-005, 9.8747543233912438E-005, 9.9989995520000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.7760072094388306E-005, 9.8747543233912438E-005, 1.1100000000000000E+007, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.7760072094388306E-005, 9.8747543233912438E-005, 1.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.7760072094388306E-005, 9.8747543233912438E-005, 3.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.7760072094388306E-005, 9.8747543233912438E-005, 3.0000000000000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.7760072094388306E-005, 9.8747543233912438E-005, 9.9989995520000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.8747543233912438E-005, 9.8747543233912438E-005, 1.1100000000000000E+007, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.8747543233912438E-005, 9.8747543233912438E-005, 1.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.8747543233912438E-005, 9.8747543233912438E-005, 3.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.8747543233912438E-005, 9.8747543233912438E-005, 3.0000000000000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 9.8747543233912438E-005, 9.8747543233912438E-005, 9.9989995520000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 1.0862229828489944E-004, 9.8747543233912438E-005, 1.1100000000000000E+007, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 1.0862229828489944E-004, 9.8747543233912438E-005, 1.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 1.0862229828489944E-004, 9.8747543233912438E-005, 3.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 1.0862229828489944E-004, 9.8747543233912438E-005, 3.0000000000000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.2500000000000000E+002, 1.0862229828489944E-004, 9.8747543233912438E-005, 9.9989995520000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.3625166320707649E-004, 1.7031456809490919E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.3625166320707649E-004, 1.7031456809490919E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.3625166320707649E-004, 1.7031456809490919E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.3625166320707649E-004, 1.7031456809490919E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.3625166320707649E-004, 1.7031456809490919E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.5328310837503523E-004, 1.7031456809490919E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.5328310837503523E-004, 1.7031456809490919E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.5328310837503523E-004, 1.7031456809490919E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.5328310837503523E-004, 1.7031456809490919E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.5328310837503523E-004, 1.7031456809490919E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.6265040903817862E-004, 1.7031456809490919E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.6265040903817862E-004, 1.7031456809490919E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.6265040903817862E-004, 1.7031456809490919E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.6265040903817862E-004, 1.7031456809490919E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.6265040903817862E-004, 1.7031456809490919E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.6350198711734265E-004, 1.7031456809490919E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.6350198711734265E-004, 1.7031456809490919E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.6350198711734265E-004, 1.7031456809490919E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.6350198711734265E-004, 1.7031456809490919E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.6350198711734265E-004, 1.7031456809490919E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3000000000000000E+002, 1.6435355064459145E-004, 1.7031456809490919E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 1.9848346710205078E+000
 2.3000000000000000E+002, 1.6435355064459145E-004, 1.7031456809490919E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 1.7881393432617188E+001
 2.3000000000000000E+002, 1.6435355064459145E-004, 1.7031456809490919E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 5.3644180297851562E+001
 2.3000000000000000E+002, 1.6435355064459145E-004, 1.7031456809490919E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 5.3644177246093750E+002
 2.3000000000000000E+002, 1.6435355064459145E-004, 1.7031456809490919E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 1.7879604492187500E+003
 2.3000000000000000E+002, 1.6520512872375548E-004, 1.7031456809490919E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 2.7787685394287109E+001
 2.3000000000000000E+002, 1.6520512872375548E-004, 1.7031456809490919E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 2.5033950805664062E+002
 2.3000000000000000E+002, 1.6520512872375548E-004, 1.7031456809490919E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 7.5101855468750000E+002
 2.3000000000000000E+002, 1.6520512872375548E-004, 1.7031456809490919E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 7.5101850585937500E+003
 2.3000000000000000E+002, 1.6520512872375548E-004, 1.7031456809490919E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 2.5031445312500000E+004
 2.3000000000000000E+002, 1.6605670680291951E-004, 1.7031456809490919E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 3.5991668701171875E+002
 2.3000000000000000E+002, 1.6605670680291951E-004, 1.7031456809490919E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 3.2424926757812500E+003
 2.3000000000000000E+002, 1.6605670680291951E-004, 1.7031456809490919E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 9.7274785156250000E+003
 2.3000000000000000E+002, 1.6605670680291951E-004, 1.7031456809490919E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 9.7274781250000000E+004
 2.3000000000000000E+002, 1.6605670680291951E-004, 1.7031456809490919E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 3.2421681250000000E+005
 2.3000000000000000E+002, 1.6690828488208354E-004, 1.7031456809490919E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 4.6895029296875000E+003
 2.3000000000000000E+002, 1.6690828488208354E-004, 1.7031456809490919E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 4.2247773437500000E+004
 2.3000000000000000E+002, 1.6690828488208354E-004, 1.7031456809490919E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 1.2674332031250000E+005
 2.3000000000000000E+002, 1.6690828488208354E-004, 1.7031456809490919E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.6690828488208354E-004, 1.7031456809490919E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.6775984840933233E-004, 1.7031456809490919E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 6.5317601562500000E+004
 2.3000000000000000E+002, 1.6775984840933233E-004, 1.7031456809490919E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 5.8844687500000000E+005
 2.3000000000000000E+002, 1.6775984840933233E-004, 1.7031456809490919E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.6775984840933233E-004, 1.7031456809490919E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.6775984840933233E-004, 1.7031456809490919E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.6861142648849636E-004, 1.7031456809490919E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 9.8551675000000000E+005
 2.3000000000000000E+002, 1.6861142648849636E-004, 1.7031456809490919E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.6861142648849636E-004, 1.7031456809490919E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.6861142648849636E-004, 1.7031456809490919E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.6861142648849636E-004, 1.7031456809490919E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.7031456809490919E-004, 1.7031456809490919E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.7031456809490919E-004, 1.7031456809490919E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.7031456809490919E-004, 1.7031456809490919E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.7031456809490919E-004, 1.7031456809490919E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.7031456809490919E-004, 1.7031456809490919E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.8734602781478316E-004, 1.7031456809490919E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.8734602781478316E-004, 1.7031456809490919E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.8734602781478316E-004, 1.7031456809490919E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.8734602781478316E-004, 1.7031456809490919E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3000000000000000E+002, 1.8734602781478316E-004, 1.7031456809490919E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3300000000000000E+002, 1.8661773356143385E-004, 2.3327216331381351E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 1.8661773356143385E-004, 2.3327216331381351E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 1.8661773356143385E-004, 2.3327216331381351E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 1.8661773356143385E-004, 2.3327216331381351E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 1.8661773356143385E-004, 2.3327216331381351E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.0994494843762368E-004, 2.3327216331381351E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.0994494843762368E-004, 2.3327216331381351E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.0994494843762368E-004, 2.3327216331381351E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.0994494843762368E-004, 2.3327216331381351E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.0994494843762368E-004, 2.3327216331381351E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2277490643318743E-004, 2.3327216331381351E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2277490643318743E-004, 2.3327216331381351E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2277490643318743E-004, 2.3327216331381351E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2277490643318743E-004, 2.3327216331381351E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2277490643318743E-004, 2.3327216331381351E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2394127154257149E-004, 2.3327216331381351E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2394127154257149E-004, 2.3327216331381351E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2394127154257149E-004, 2.3327216331381351E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2394127154257149E-004, 2.3327216331381351E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2394127154257149E-004, 2.3327216331381351E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2510763665195554E-004, 2.3327216331381351E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2510763665195554E-004, 2.3327216331381351E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2510763665195554E-004, 2.3327216331381351E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2510763665195554E-004, 2.3327216331381351E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2510763665195554E-004, 2.3327216331381351E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2627400176133960E-004, 2.3327216331381351E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2627400176133960E-004, 2.3327216331381351E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2627400176133960E-004, 2.3327216331381351E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2627400176133960E-004, 2.3327216331381351E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2627400176133960E-004, 2.3327216331381351E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2744036687072366E-004, 2.3327216331381351E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2744036687072366E-004, 2.3327216331381351E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2744036687072366E-004, 2.3327216331381351E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2744036687072366E-004, 2.3327216331381351E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2744036687072366E-004, 2.3327216331381351E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 0.0000000000000000E+000
 2.3300000000000000E+002, 2.2860671742819250E-004, 2.3327216331381351E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 6.6161155700683594E-001
 2.3300000000000000E+002, 2.2860671742819250E-004, 2.3327216331381351E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 5.9604644775390625E+000
 2.3300000000000000E+002, 2.2860671742819250E-004, 2.3327216331381351E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 1.7881393432617188E+001
 2.3300000000000000E+002, 2.2860671742819250E-004, 2.3327216331381351E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 1.7881393432617188E+002
 2.3300000000000000E+002, 2.2860671742819250E-004, 2.3327216331381351E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 5.9598681640625000E+002
 2.3300000000000000E+002, 2.2977308253757656E-004, 2.3327216331381351E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 8.6009502410888672E+000
 2.3300000000000000E+002, 2.2977308253757656E-004, 2.3327216331381351E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 7.7486038208007812E+001
 2.3300000000000000E+002, 2.2977308253757656E-004, 2.3327216331381351E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 2.3245811462402344E+002
 2.3300000000000000E+002, 2.2977308253757656E-004, 2.3327216331381351E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 2.3245810546875000E+003
 2.3300000000000000E+002, 2.2977308253757656E-004, 2.3327216331381351E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 7.7478286132812500E+003
 2.3300000000000000E+002, 2.3093944764696062E-004, 2.3327216331381351E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 1.0982751464843750E+002
 2.3300000000000000E+002, 2.3093944764696062E-004, 2.3327216331381351E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 9.8943713378906250E+002
 2.3300000000000000E+002, 2.3093944764696062E-004, 2.3327216331381351E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 2.9683112792968750E+003
 2.3300000000000000E+002, 2.3093944764696062E-004, 2.3327216331381351E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 2.9683113281250000E+004
 2.3300000000000000E+002, 2.3093944764696062E-004, 2.3327216331381351E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 9.8933812500000000E+004
 2.3300000000000000E+002, 2.3327216331381351E-004, 2.3327216331381351E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 1.8990236328125000E+004
 2.3300000000000000E+002, 2.3327216331381351E-004, 2.3327216331381351E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 1.7108321875000000E+005
 2.3300000000000000E+002, 2.3327216331381351E-004, 2.3327216331381351E-004, 3.0000000000000000E+008, 1.0000000000000000E+001, 5.1324962500000000E+005
 2.3300000000000000E+002, 2.3327216331381351E-004, 2.3327216331381351E-004, 3.0000000000000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3300000000000000E+002, 2.3327216331381351E-004, 2.3327216331381351E-004, 9.9989995520000000E+009, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3300000000000000E+002, 2.5659939274191856E-004, 2.3327216331381351E-004, 1.1100000000000000E+007, 1.0000000000000000E+001, 1.0000000000000000E+006
 2.3300000000000000E+002, 2.5659939274191856E-004, 2.3327216331381351E-004, 1.0000000000000000E+008, 1.0000000000000000E+001, 1.0000000000000000E+006
