scenario,dt_s,rainnc_mm,rainncv_mm,snownc_mm,snowncv_mm,graupelnc_mm,graupelncv_mm,sr,nwfa2d_kg_s,nifa2d_kg_s
aero-ice-demott-idxin, 1.0000000000000000E+001, 1.3351112138479948E-003, 1.3351112138479948E-003, 8.9025474153459072E-005, 8.9025474153459072E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.6680192947387695E-002, 0.0000000000000000E+000, 0.0000000000000000E+000
