temp_k,w_m_s,nccn_per_m3,activated_per_m3
 2.4800000000000000E+002, 1.9999999552965164E-002, 3.1600000000000000E+008, 5.6903880000000000E+007
 2.4800000000000000E+002, 1.9999999552965164E-002, 1.0000000000000000E+009, 7.7119576000000000E+007
 2.4800000000000000E+002, 1.9999999552965164E-002, 3.1600000000000000E+009, 1.2983024800000000E+008
 2.4800000000000000E+002, 1.9999999552965164E-002, 1.0000000000000000E+010, 3.2002432000000000E+008
 2.4800000000000000E+002, 1.9999999552965164E-002, 2.0000000000000000E+010, 6.4004864000000000E+008
 2.4800000000000000E+002, 5.0000000745058060E-002, 5.0000000000000000E+006, 3.8207650000000000E+006
 2.4800000000000000E+002, 5.0000000745058060E-002, 1.0000000000000000E+007, 7.6415300000000000E+006
 2.4800000000000000E+002, 5.0000000745058060E-002, 1.1100000000000000E+007, 8.4714880000000000E+006
 2.4800000000000000E+002, 5.0000000745058060E-002, 3.1600000000000000E+007, 2.0625054000000000E+007
 2.4800000000000000E+002, 5.0000000745058060E-002, 1.0000000000000000E+008, 5.2704580000000000E+007
 2.4800000000000000E+002, 5.0000000745058060E-002, 3.1600000000000000E+008, 1.0640576000000000E+008
 2.4800000000000000E+002, 5.0000000745058060E-002, 1.0000000000000000E+009, 1.6609803200000000E+008
 2.4800000000000000E+002, 5.0000000745058060E-002, 3.1600000000000000E+009, 2.3868089600000000E+008
 2.4800000000000000E+002, 5.0000000745058060E-002, 1.0000000000000000E+010, 4.3485782400000000E+008
 2.4800000000000000E+002, 5.0000000745058060E-002, 2.0000000000000000E+010, 8.6971564800000000E+008
 2.4800000000000000E+002, 1.0000000149011612E-001, 5.0000000000000000E+006, 4.4281815000000000E+006
 2.4800000000000000E+002, 1.0000000149011612E-001, 1.0000000000000000E+007, 8.8563630000000000E+006
 2.4800000000000000E+002, 1.0000000149011612E-001, 1.1100000000000000E+007, 9.8207050000000000E+006
 2.4800000000000000E+002, 1.0000000149011612E-001, 3.1600000000000000E+007, 2.4713538000000000E+007
 2.4800000000000000E+002, 1.0000000149011612E-001, 1.0000000000000000E+008, 6.7009300000000000E+007
 2.4800000000000000E+002, 1.0000000149011612E-001, 3.1600000000000000E+008, 1.5362750400000000E+008
 2.4800000000000000E+002, 1.0000000149011612E-001, 1.0000000000000000E+009, 2.5930000000000000E+008
 2.4800000000000000E+002, 1.0000000149011612E-001, 3.1600000000000000E+009, 3.7047523200000000E+008
 2.4800000000000000E+002, 1.0000000149011612E-001, 1.0000000000000000E+010, 5.5118400000000000E+008
 2.4800000000000000E+002, 1.0000000149011612E-001, 2.0000000000000000E+010, 1.1023680000000000E+009
 2.4800000000000000E+002, 3.1600001454353333E-001, 5.0000000000000000E+006, 4.8838980000000000E+006
 2.4800000000000000E+002, 3.1600001454353333E-001, 1.0000000000000000E+007, 9.7677960000000000E+006
 2.4800000000000000E+002, 3.1600001454353333E-001, 1.1100000000000000E+007, 1.0838396000000000E+007
 2.4800000000000000E+002, 3.1600001454353333E-001, 3.1600000000000000E+007, 2.9585910000000000E+007
 2.4800000000000000E+002, 3.1600001454353333E-001, 1.0000000000000000E+008, 8.5321400000000000E+007
 2.4800000000000000E+002, 3.1600001454353333E-001, 3.1600000000000000E+008, 2.3386779200000000E+008
 2.4800000000000000E+002, 3.1600001454353333E-001, 1.0000000000000000E+009, 5.4022598400000000E+008
 2.4800000000000000E+002, 3.1600001454353333E-001, 3.1600000000000000E+009, 8.1938796800000000E+008
 2.4800000000000000E+002, 3.1600001454353333E-001, 1.0000000000000000E+010, 1.1725134080000000E+009
 2.4800000000000000E+002, 3.1600001454353333E-001, 2.0000000000000000E+010, 2.3450268160000000E+009
 2.4800000000000000E+002, 5.0000000000000000E-001, 5.0000000000000000E+006, 4.9258990000000000E+006
 2.4800000000000000E+002, 5.0000000000000000E-001, 1.0000000000000000E+007, 9.8517980000000000E+006
 2.4800000000000000E+002, 5.0000000000000000E-001, 1.1100000000000000E+007, 1.0932940000000000E+007
 2.4800000000000000E+002, 5.0000000000000000E-001, 3.1600000000000000E+007, 3.0283534000000000E+007
 2.4800000000000000E+002, 5.0000000000000000E-001, 1.0000000000000000E+008, 8.9919888000000000E+007
 2.4800000000000000E+002, 5.0000000000000000E-001, 3.1600000000000000E+008, 2.5620646400000000E+008
 2.4800000000000000E+002, 5.0000000000000000E-001, 1.0000000000000000E+009, 6.5160448000000000E+008
 2.4800000000000000E+002, 5.0000000000000000E-001, 3.1600000000000000E+009, 1.1389984000000000E+009
 2.4800000000000000E+002, 5.0000000000000000E-001, 1.0000000000000000E+010, 1.4207349760000000E+009
 2.4800000000000000E+002, 5.0000000000000000E-001, 2.0000000000000000E+010, 2.8414699520000000E+009
 2.4800000000000000E+002, 1.0000000000000000E+000, 5.0000000000000000E+006, 4.9893435000000000E+006
 2.4800000000000000E+002, 1.0000000000000000E+000, 1.0000000000000000E+007, 9.9786870000000000E+006
 2.4800000000000000E+002, 1.0000000000000000E+000, 1.1100000000000000E+007, 1.1075755000000000E+007
 2.4800000000000000E+002, 1.0000000000000000E+000, 3.1600000000000000E+007, 3.1337340000000000E+007
 2.4800000000000000E+002, 1.0000000000000000E+000, 1.0000000000000000E+008, 9.6866200000000000E+007
 2.4800000000000000E+002, 1.0000000000000000E+000, 3.1600000000000000E+008, 2.8995052800000000E+008
 2.4800000000000000E+002, 1.0000000000000000E+000, 1.0000000000000000E+009, 8.1984902400000000E+008
 2.4800000000000000E+002, 1.0000000000000000E+000, 3.1600000000000000E+009, 1.6217908480000000E+009
 2.4800000000000000E+002, 1.0000000000000000E+000, 1.0000000000000000E+010, 1.7956898560000000E+009
 2.4800000000000000E+002, 1.0000000000000000E+000, 2.0000000000000000E+010, 3.5913797120000000E+009
 2.4800000000000000E+002, 3.1600000858306885E+000, 5.0000000000000000E+006, 4.9965100000000000E+006
 2.4800000000000000E+002, 3.1600000858306885E+000, 1.0000000000000000E+007, 9.9930200000000000E+006
 2.4800000000000000E+002, 3.1600000858306885E+000, 1.1100000000000000E+007, 1.1092252000000000E+007
 2.4800000000000000E+002, 3.1600000858306885E+000, 3.1600000000000000E+007, 3.1577942000000000E+007
 2.4800000000000000E+002, 3.1600000858306885E+000, 1.0000000000000000E+008, 9.9669496000000000E+007
 2.4800000000000000E+002, 3.1600000858306885E+000, 3.1600000000000000E+008, 3.1156649600000000E+008
 2.4800000000000000E+002, 3.1600000858306885E+000, 1.0000000000000000E+009, 9.5146700800000000E+008
 2.4800000000000000E+002, 3.1600000858306885E+000, 3.1600000000000000E+009, 2.4713538560000000E+009
 2.4800000000000000E+002, 3.1600000858306885E+000, 1.0000000000000000E+010, 1.4622926080000000E+009
 2.4800000000000000E+002, 3.1600000858306885E+000, 2.0000000000000000E+010, 2.9245852160000000E+009
 2.4800000000000000E+002, 1.0000000000000000E+001, 5.0000000000000000E+006, 4.9965100000000000E+006
 2.4800000000000000E+002, 1.0000000000000000E+001, 1.0000000000000000E+007, 9.9930200000000000E+006
 2.4800000000000000E+002, 1.0000000000000000E+001, 1.1100000000000000E+007, 1.1092252000000000E+007
 2.4800000000000000E+002, 1.0000000000000000E+001, 3.1600000000000000E+007, 3.1577942000000000E+007
 2.4800000000000000E+002, 1.0000000000000000E+001, 1.0000000000000000E+008, 9.9930200000000000E+007
 2.4800000000000000E+002, 1.0000000000000000E+001, 3.1600000000000000E+008, 3.1558412800000000E+008
 2.4800000000000000E+002, 1.0000000000000000E+001, 1.0000000000000000E+009, 9.9421996800000000E+008
 2.4800000000000000E+002, 1.0000000000000000E+001, 3.1600000000000000E+009, 3.0066357760000000E+009
 2.4800000000000000E+002, 1.0000000000000000E+001, 1.0000000000000000E+010, 6.3202700800000000E+008
 2.4800000000000000E+002, 1.0000000000000000E+001, 2.0000000000000000E+010, 1.2640540160000000E+009
 2.4800000000000000E+002, 1.0000000000000000E+002, 5.0000000000000000E+006, 4.9965100000000000E+006
 2.4800000000000000E+002, 1.0000000000000000E+002, 1.0000000000000000E+007, 9.9930200000000000E+006
 2.4800000000000000E+002, 1.0000000000000000E+002, 1.1100000000000000E+007, 1.1092253000000000E+007
 2.4800000000000000E+002, 1.0000000000000000E+002, 3.1600000000000000E+007, 3.1577942000000000E+007
 2.4800000000000000E+002, 1.0000000000000000E+002, 1.0000000000000000E+008, 9.9930200000000000E+007
 2.4800000000000000E+002, 1.0000000000000000E+002, 3.1600000000000000E+008, 3.1577942400000000E+008
 2.4800000000000000E+002, 1.0000000000000000E+002, 1.0000000000000000E+009, 9.9930195200000000E+008
 2.4800000000000000E+002, 1.0000000000000000E+002, 3.1600000000000000E+009, 3.1577034240000000E+009
 2.4800000000000000E+002, 1.0000000000000000E+002, 1.0000000000000000E+010, 4.7898489600000000E+008
 2.4800000000000000E+002, 1.0000000000000000E+002, 2.0000000000000000E+010, 9.5796979200000000E+008
 2.4800000000000000E+002, 2.0000000000000000E+002, 5.0000000000000000E+006, 4.9965100000000000E+006
 2.4800000000000000E+002, 2.0000000000000000E+002, 1.0000000000000000E+007, 9.9930200000000000E+006
 2.4800000000000000E+002, 2.0000000000000000E+002, 1.1100000000000000E+007, 1.1092253000000000E+007
 2.4800000000000000E+002, 2.0000000000000000E+002, 3.1600000000000000E+007, 3.1577942000000000E+007
 2.4800000000000000E+002, 2.0000000000000000E+002, 1.0000000000000000E+008, 9.9930200000000000E+007
 2.4800000000000000E+002, 2.0000000000000000E+002, 3.1600000000000000E+008, 3.1577942400000000E+008
 2.4800000000000000E+002, 2.0000000000000000E+002, 1.0000000000000000E+009, 9.9930195200000000E+008
 2.4800000000000000E+002, 2.0000000000000000E+002, 3.1600000000000000E+009, 3.1577034240000000E+009
 2.4800000000000000E+002, 2.0000000000000000E+002, 1.0000000000000000E+010, 4.7898489600000000E+008
 2.4800000000000000E+002, 2.0000000000000000E+002, 2.0000000000000000E+010, 9.5796979200000000E+008
 2.5314999389648438E+002, 4.9999998882412910E-003, 5.0000000000000000E+006, 1.9563280000000000E+006
 2.5314999389648438E+002, 4.9999998882412910E-003, 1.0000000000000000E+007, 3.9126560000000000E+006
 2.5314999389648438E+002, 4.9999998882412910E-003, 1.1100000000000000E+007, 4.3342360000000000E+006
 2.5314999389648438E+002, 4.9999998882412910E-003, 3.1600000000000000E+007, 9.4387030000000000E+006
 2.5314999389648438E+002, 4.9999998882412910E-003, 1.0000000000000000E+008, 1.9400884000000000E+007
 2.5314999389648438E+002, 4.9999998882412910E-003, 3.1600000000000000E+008, 2.8894146000000000E+007
 2.5314999389648438E+002, 4.9999998882412910E-003, 1.0000000000000000E+009, 3.4959188000000000E+007
 2.5314999389648438E+002, 4.9999998882412910E-003, 3.1600000000000000E+009, 8.5504480000000000E+007
 2.5314999389648438E+002, 4.9999998882412910E-003, 1.0000000000000000E+010, 2.6639475200000000E+008
 2.5314999389648438E+002, 4.9999998882412910E-003, 2.0000000000000000E+010, 5.3278950400000000E+008
 2.5314999389648438E+002, 9.9999997764825821E-003, 5.0000000000000000E+006, 1.9563280000000000E+006
 2.5314999389648438E+002, 9.9999997764825821E-003, 1.0000000000000000E+007, 3.9126560000000000E+006
 2.5314999389648438E+002, 9.9999997764825821E-003, 1.1100000000000000E+007, 4.3342360000000000E+006
 2.5314999389648438E+002, 9.9999997764825821E-003, 3.1600000000000000E+007, 9.4387030000000000E+006
 2.5314999389648438E+002, 9.9999997764825821E-003, 1.0000000000000000E+008, 1.9400884000000000E+007
 2.5314999389648438E+002, 9.9999997764825821E-003, 3.1600000000000000E+008, 2.8894146000000000E+007
 2.5314999389648438E+002, 9.9999997764825821E-003, 1.0000000000000000E+009, 3.4959188000000000E+007
 2.5314999389648438E+002, 9.9999997764825821E-003, 3.1600000000000000E+009, 8.5504480000000000E+007
 2.5314999389648438E+002, 9.9999997764825821E-003, 1.0000000000000000E+010, 2.6639475200000000E+008
 2.5314999389648438E+002, 9.9999997764825821E-003, 2.0000000000000000E+010, 5.3278950400000000E+008
 2.5314999389648438E+002, 1.9999999552965164E-002, 5.0000000000000000E+006, 2.5718910000000000E+006
 2.5314999389648438E+002, 1.9999999552965164E-002, 1.0000000000000000E+007, 5.1437820000000000E+006
 2.5314999389648438E+002, 1.9999999552965164E-002, 1.1100000000000000E+007, 5.6991770000000000E+006
 2.5314999389648438E+002, 1.9999999552965164E-002, 3.1600000000000000E+007, 1.2794850000000000E+007
 2.5314999389648438E+002, 1.9999999552965164E-002, 1.0000000000000000E+008, 2.8476524000000000E+007
 2.5314999389648438E+002, 1.9999999552965164E-002, 3.1600000000000000E+008, 4.7950612000000000E+007
 2.5314999389648438E+002, 1.9999999552965164E-002, 1.0000000000000000E+009, 6.1508916000000000E+007
 2.5314999389648438E+002, 1.9999999552965164E-002, 3.1600000000000000E+009, 1.0112520000000000E+008
 2.5314999389648438E+002, 1.9999999552965164E-002, 1.0000000000000000E+010, 2.8955145600000000E+008
 2.5314999389648438E+002, 1.9999999552965164E-002, 2.0000000000000000E+010, 5.7910291200000000E+008
 2.5314999389648438E+002, 5.0000000745058060E-002, 5.0000000000000000E+006, 3.4782717500000000E+006
 2.5314999389648438E+002, 5.0000000745058060E-002, 1.0000000000000000E+007, 6.9565435000000000E+006
 2.5314999389648438E+002, 5.0000000745058060E-002, 1.1100000000000000E+007, 7.7105970000000000E+006
 2.5314999389648438E+002, 5.0000000745058060E-002, 3.1600000000000000E+007, 1.8276142000000000E+007
 2.5314999389648438E+002, 5.0000000745058060E-002, 1.0000000000000000E+008, 4.3898128000000000E+007
 2.5314999389648438E+002, 5.0000000745058060E-002, 3.1600000000000000E+008, 8.8706360000000000E+007
 2.5314999389648438E+002, 5.0000000745058060E-002, 1.0000000000000000E+009, 1.3579129600000000E+008
 2.5314999389648438E+002, 5.0000000745058060E-002, 3.1600000000000000E+009, 1.8459584000000000E+008
 2.5314999389648438E+002, 5.0000000745058060E-002, 1.0000000000000000E+010, 3.7577443200000000E+008
 2.5314999389648438E+002, 5.0000000745058060E-002, 2.0000000000000000E+010, 7.5154886400000000E+008
 2.5314999389648438E+002, 1.0000000149011612E-001, 5.0000000000000000E+006, 4.1359610000000000E+006
 2.5314999389648438E+002, 1.0000000149011612E-001, 1.0000000000000000E+007, 8.2719220000000000E+006
 2.5314999389648438E+002, 1.0000000149011612E-001, 1.1100000000000000E+007, 9.1714040000000000E+006
 2.5314999389648438E+002, 1.0000000149011612E-001, 3.1600000000000000E+007, 2.2677012000000000E+007
 2.5314999389648438E+002, 1.0000000149011612E-001, 1.0000000000000000E+008, 5.6703996000000000E+007
 2.5314999389648438E+002, 1.0000000149011612E-001, 3.1600000000000000E+008, 1.2824543200000000E+008
 2.5314999389648438E+002, 1.0000000149011612E-001, 1.0000000000000000E+009, 2.1731398400000000E+008
 2.5314999389648438E+002, 1.0000000149011612E-001, 3.1600000000000000E+009, 2.9262960000000000E+008
 2.5314999389648438E+002, 1.0000000149011612E-001, 1.0000000000000000E+010, 4.7925580800000000E+008
 2.5314999389648438E+002, 1.0000000149011612E-001, 2.0000000000000000E+010, 9.5851161600000000E+008
 2.5314999389648438E+002, 3.1600001454353333E-001, 5.0000000000000000E+006, 4.7634025000000000E+006
 2.5314999389648438E+002, 3.1600001454353333E-001, 1.0000000000000000E+007, 9.5268050000000000E+006
 2.5314999389648438E+002, 3.1600001454353333E-001, 1.1100000000000000E+007, 1.0569261000000000E+007
 2.5314999389648438E+002, 3.1600001454353333E-001, 3.1600000000000000E+007, 2.8281682000000000E+007
 2.5314999389648438E+002, 3.1600001454353333E-001, 1.0000000000000000E+008, 7.8207400000000000E+007
 2.5314999389648438E+002, 3.1600001454353333E-001, 3.1600000000000000E+008, 2.1174939200000000E+008
 2.5314999389648438E+002, 3.1600001454353333E-001, 1.0000000000000000E+009, 4.5916300800000000E+008
 2.5314999389648438E+002, 3.1600001454353333E-001, 3.1600000000000000E+009, 7.5144800000000000E+008
 2.5314999389648438E+002, 3.1600001454353333E-001, 1.0000000000000000E+010, 1.0440958720000000E+009
 2.5314999389648438E+002, 3.1600001454353333E-001, 2.0000000000000000E+010, 2.0881917440000000E+009
 2.5314999389648438E+002, 5.0000000000000000E-001, 5.0000000000000000E+006, 4.8471330000000000E+006
 2.5314999389648438E+002, 5.0000000000000000E-001, 1.0000000000000000E+007, 9.6942660000000000E+006
 2.5314999389648438E+002, 5.0000000000000000E-001, 1.1100000000000000E+007, 1.0756790000000000E+007
 2.5314999389648438E+002, 5.0000000000000000E-001, 3.1600000000000000E+007, 2.9357214000000000E+007
 2.5314999389648438E+002, 5.0000000000000000E-001, 1.0000000000000000E+008, 8.4349000000000000E+007
 2.5314999389648438E+002, 5.0000000000000000E-001, 3.1600000000000000E+008, 2.3668862400000000E+008
 2.5314999389648438E+002, 5.0000000000000000E-001, 1.0000000000000000E+009, 5.7106003200000000E+008
 2.5314999389648438E+002, 5.0000000000000000E-001, 3.1600000000000000E+009, 1.0981200640000000E+009
 2.5314999389648438E+002, 5.0000000000000000E-001, 1.0000000000000000E+010, 1.4939152640000000E+009
 2.5314999389648438E+002, 5.0000000000000000E-001, 2.0000000000000000E+010, 2.9878305280000000E+009
 2.5314999389648438E+002, 1.0000000000000000E+000, 5.0000000000000000E+006, 4.9736145000000000E+006
 2.5314999389648438E+002, 1.0000000000000000E+000, 1.0000000000000000E+007, 9.9472290000000000E+006
 2.5314999389648438E+002, 1.0000000000000000E+000, 1.1100000000000000E+007, 1.1040065000000000E+007
 2.5314999389648438E+002, 1.0000000000000000E+000, 3.1600000000000000E+007, 3.0981870000000000E+007
 2.5314999389648438E+002, 1.0000000000000000E+000, 1.0000000000000000E+008, 9.3626296000000000E+007
 2.5314999389648438E+002, 1.0000000000000000E+000, 3.1600000000000000E+008, 2.7436099200000000E+008
 2.5314999389648438E+002, 1.0000000000000000E+000, 1.0000000000000000E+009, 7.4008793600000000E+008
 2.5314999389648438E+002, 1.0000000000000000E+000, 3.1600000000000000E+009, 1.6217908480000000E+009
 2.5314999389648438E+002, 1.0000000000000000E+000, 1.0000000000000000E+010, 2.1733969920000000E+009
 2.5314999389648438E+002, 1.0000000000000000E+000, 2.0000000000000000E+010, 4.3467939840000000E+009
 2.5314999389648438E+002, 3.1600000858306885E+000, 5.0000000000000000E+006, 4.9961475000000000E+006
 2.5314999389648438E+002, 3.1600000858306885E+000, 1.0000000000000000E+007, 9.9922950000000000E+006
 2.5314999389648438E+002, 3.1600000858306885E+000, 1.1100000000000000E+007, 1.1091371000000000E+007
 2.5314999389648438E+002, 3.1600000858306885E+000, 3.1600000000000000E+007, 3.1550292000000000E+007
 2.5314999389648438E+002, 3.1600000858306885E+000, 1.0000000000000000E+008, 9.9168792000000000E+007
 2.5314999389648438E+002, 3.1600000858306885E+000, 3.1600000000000000E+008, 3.0609718400000000E+008
 2.5314999389648438E+002, 3.1600000858306885E+000, 1.0000000000000000E+009, 9.1756499200000000E+008
 2.5314999389648438E+002, 3.1600000858306885E+000, 3.1600000000000000E+009, 2.5327557120000000E+009
 2.5314999389648438E+002, 3.1600000858306885E+000, 1.0000000000000000E+010, 3.5424486400000000E+009
 2.5314999389648438E+002, 3.1600000858306885E+000, 2.0000000000000000E+010, 7.0848972800000000E+009
 2.5314999389648438E+002, 1.0000000000000000E+001, 5.0000000000000000E+006, 4.9965100000000000E+006
 2.5314999389648438E+002, 1.0000000000000000E+001, 1.0000000000000000E+007, 9.9930200000000000E+006
 2.5314999389648438E+002, 1.0000000000000000E+001, 1.1100000000000000E+007, 1.1092252000000000E+007
 2.5314999389648438E+002, 1.0000000000000000E+001, 3.1600000000000000E+007, 3.1577942000000000E+007
 2.5314999389648438E+002, 1.0000000000000000E+001, 1.0000000000000000E+008, 9.9930200000000000E+007
 2.5314999389648438E+002, 1.0000000000000000E+001, 3.1600000000000000E+008, 3.1495561600000000E+008
 2.5314999389648438E+002, 1.0000000000000000E+001, 1.0000000000000000E+009, 9.8596998400000000E+008
 2.5314999389648438E+002, 1.0000000000000000E+001, 3.1600000000000000E+009, 3.0066357760000000E+009
 2.5314999389648438E+002, 1.0000000000000000E+001, 1.0000000000000000E+010, 4.0588738560000000E+009
 2.5314999389648438E+002, 1.0000000000000000E+001, 2.0000000000000000E+010, 8.1177477120000000E+009
 2.5314999389648438E+002, 1.0000000000000000E+002, 5.0000000000000000E+006, 4.9965100000000000E+006
 2.5314999389648438E+002, 1.0000000000000000E+002, 1.0000000000000000E+007, 9.9930200000000000E+006
 2.5314999389648438E+002, 1.0000000000000000E+002, 1.1100000000000000E+007, 1.1092253000000000E+007
 2.5314999389648438E+002, 1.0000000000000000E+002, 3.1600000000000000E+007, 3.1577942000000000E+007
 2.5314999389648438E+002, 1.0000000000000000E+002, 1.0000000000000000E+008, 9.9930200000000000E+007
 2.5314999389648438E+002, 1.0000000000000000E+002, 3.1600000000000000E+008, 3.1577942400000000E+008
 2.5314999389648438E+002, 1.0000000000000000E+002, 1.0000000000000000E+009, 9.9929657600000000E+008
 2.5314999389648438E+002, 1.0000000000000000E+002, 3.1600000000000000E+009, 3.1576540160000000E+009
 2.5314999389648438E+002, 1.0000000000000000E+002, 1.0000000000000000E+010, 9.1380879360000000E+009
 2.5314999389648438E+002, 1.0000000000000000E+002, 2.0000000000000000E+010, 1.8276175872000000E+010
 2.5314999389648438E+002, 2.0000000000000000E+002, 5.0000000000000000E+006, 4.9965100000000000E+006
 2.5314999389648438E+002, 2.0000000000000000E+002, 1.0000000000000000E+007, 9.9930200000000000E+006
 2.5314999389648438E+002, 2.0000000000000000E+002, 1.1100000000000000E+007, 1.1092253000000000E+007
 2.5314999389648438E+002, 2.0000000000000000E+002, 3.1600000000000000E+007, 3.1577942000000000E+007
 2.5314999389648438E+002, 2.0000000000000000E+002, 1.0000000000000000E+008, 9.9930200000000000E+007
 2.5314999389648438E+002, 2.0000000000000000E+002, 3.1600000000000000E+008, 3.1577942400000000E+008
 2.5314999389648438E+002, 2.0000000000000000E+002, 1.0000000000000000E+009, 9.9929657600000000E+008
 2.5314999389648438E+002, 2.0000000000000000E+002, 3.1600000000000000E+009, 3.1576540160000000E+009
 2.5314999389648438E+002, 2.0000000000000000E+002, 1.0000000000000000E+010, 9.1380879360000000E+009
 2.5314999389648438E+002, 2.0000000000000000E+002, 2.0000000000000000E+010, 1.8276175872000000E+010
 2.5800000000000000E+002, 4.9999998882412910E-003, 5.0000000000000000E+006, 1.9563280000000000E+006
 2.5800000000000000E+002, 4.9999998882412910E-003, 1.0000000000000000E+007, 3.9126560000000000E+006
 2.5800000000000000E+002, 4.9999998882412910E-003, 1.1100000000000000E+007, 4.3342360000000000E+006
 2.5800000000000000E+002, 4.9999998882412910E-003, 3.1600000000000000E+007, 9.4387030000000000E+006
 2.5800000000000000E+002, 4.9999998882412910E-003, 1.0000000000000000E+008, 1.9400884000000000E+007
 2.5800000000000000E+002, 4.9999998882412910E-003, 3.1600000000000000E+008, 2.8894146000000000E+007
 2.5800000000000000E+002, 4.9999998882412910E-003, 1.0000000000000000E+009, 3.4959188000000000E+007
 2.5800000000000000E+002, 4.9999998882412910E-003, 3.1600000000000000E+009, 8.5504480000000000E+007
 2.5800000000000000E+002, 4.9999998882412910E-003, 1.0000000000000000E+010, 2.6639475200000000E+008
 2.5800000000000000E+002, 4.9999998882412910E-003, 2.0000000000000000E+010, 5.3278950400000000E+008
 2.5800000000000000E+002, 9.9999997764825821E-003, 5.0000000000000000E+006, 1.9563280000000000E+006
 2.5800000000000000E+002, 9.9999997764825821E-003, 1.0000000000000000E+007, 3.9126560000000000E+006
 2.5800000000000000E+002, 9.9999997764825821E-003, 1.1100000000000000E+007, 4.3342360000000000E+006
 2.5800000000000000E+002, 9.9999997764825821E-003, 3.1600000000000000E+007, 9.4387030000000000E+006
 2.5800000000000000E+002, 9.9999997764825821E-003, 1.0000000000000000E+008, 1.9400884000000000E+007
 2.5800000000000000E+002, 9.9999997764825821E-003, 3.1600000000000000E+008, 2.8894146000000000E+007
 2.5800000000000000E+002, 9.9999997764825821E-003, 1.0000000000000000E+009, 3.4959188000000000E+007
 2.5800000000000000E+002, 9.9999997764825821E-003, 3.1600000000000000E+009, 8.5504480000000000E+007
 2.5800000000000000E+002, 9.9999997764825821E-003, 1.0000000000000000E+010, 2.6639475200000000E+008
 2.5800000000000000E+002, 9.9999997764825821E-003, 2.0000000000000000E+010, 5.3278950400000000E+008
 2.5800000000000000E+002, 1.9999999552965164E-002, 5.0000000000000000E+006, 2.5718910000000000E+006
 2.5800000000000000E+002, 1.9999999552965164E-002, 1.0000000000000000E+007, 5.1437820000000000E+006
 2.5800000000000000E+002, 1.9999999552965164E-002, 1.1100000000000000E+007, 5.6991770000000000E+006
 2.5800000000000000E+002, 1.9999999552965164E-002, 3.1600000000000000E+007, 1.2794850000000000E+007
 2.5800000000000000E+002, 1.9999999552965164E-002, 1.0000000000000000E+008, 2.8476524000000000E+007
 2.5800000000000000E+002, 1.9999999552965164E-002, 3.1600000000000000E+008, 4.7950612000000000E+007
 2.5800000000000000E+002, 1.9999999552965164E-002, 1.0000000000000000E+009, 6.1508916000000000E+007
 2.5800000000000000E+002, 1.9999999552965164E-002, 3.1600000000000000E+009, 1.0112520000000000E+008
 2.5800000000000000E+002, 1.9999999552965164E-002, 1.0000000000000000E+010, 2.8955145600000000E+008
 2.5800000000000000E+002, 1.9999999552965164E-002, 2.0000000000000000E+010, 5.7910291200000000E+008
 2.5800000000000000E+002, 5.0000000745058060E-002, 5.0000000000000000E+006, 3.4782717500000000E+006
 2.5800000000000000E+002, 5.0000000745058060E-002, 1.0000000000000000E+007, 6.9565435000000000E+006
 2.5800000000000000E+002, 5.0000000745058060E-002, 1.1100000000000000E+007, 7.7105970000000000E+006
 2.5800000000000000E+002, 5.0000000745058060E-002, 3.1600000000000000E+007, 1.8276142000000000E+007
 2.5800000000000000E+002, 5.0000000745058060E-002, 1.0000000000000000E+008, 4.3898128000000000E+007
 2.5800000000000000E+002, 5.0000000745058060E-002, 3.1600000000000000E+008, 8.8706360000000000E+007
 2.5800000000000000E+002, 5.0000000745058060E-002, 1.0000000000000000E+009, 1.3579129600000000E+008
 2.5800000000000000E+002, 5.0000000745058060E-002, 3.1600000000000000E+009, 1.8459584000000000E+008
 2.5800000000000000E+002, 5.0000000745058060E-002, 1.0000000000000000E+010, 3.7577443200000000E+008
 2.5800000000000000E+002, 5.0000000745058060E-002, 2.0000000000000000E+010, 7.5154886400000000E+008
 2.5800000000000000E+002, 1.0000000149011612E-001, 5.0000000000000000E+006, 4.1359610000000000E+006
 2.5800000000000000E+002, 1.0000000149011612E-001, 1.0000000000000000E+007, 8.2719220000000000E+006
 2.5800000000000000E+002, 1.0000000149011612E-001, 1.1100000000000000E+007, 9.1714040000000000E+006
 2.5800000000000000E+002, 1.0000000149011612E-001, 3.1600000000000000E+007, 2.2677012000000000E+007
 2.5800000000000000E+002, 1.0000000149011612E-001, 1.0000000000000000E+008, 5.6703996000000000E+007
 2.5800000000000000E+002, 1.0000000149011612E-001, 3.1600000000000000E+008, 1.2824543200000000E+008
 2.5800000000000000E+002, 1.0000000149011612E-001, 1.0000000000000000E+009, 2.1731398400000000E+008
 2.5800000000000000E+002, 1.0000000149011612E-001, 3.1600000000000000E+009, 2.9262960000000000E+008
 2.5800000000000000E+002, 1.0000000149011612E-001, 1.0000000000000000E+010, 4.7925580800000000E+008
 2.5800000000000000E+002, 1.0000000149011612E-001, 2.0000000000000000E+010, 9.5851161600000000E+008
 2.5800000000000000E+002, 3.1600001454353333E-001, 5.0000000000000000E+006, 4.7634025000000000E+006
 2.5800000000000000E+002, 3.1600001454353333E-001, 1.0000000000000000E+007, 9.5268050000000000E+006
 2.5800000000000000E+002, 3.1600001454353333E-001, 1.1100000000000000E+007, 1.0569261000000000E+007
