scenario,dt_s,rainnc_mm,rainncv_mm,snownc_mm,snowncv_mm,graupelnc_mm,graupelncv_mm,sr,nwfa2d_kg_s,nifa2d_kg_s
aero-cloud-freeze-nc, 1.0000000000000000E+001, 4.3830408685607836E-005, 4.3830408685607836E-005, 4.2948478949256241E-005, 4.2948478949256241E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.7987860441207886E-001, 0.0000000000000000E+000, 0.0000000000000000E+000
