scenario,dt_s,rainnc_mm,rainncv_mm,snownc_mm,snowncv_mm,graupelnc_mm,graupelncv_mm,sr,nwfa2d_kg_s,nifa2d_kg_s
wp08-freeze, 1.0000000000000000E+001, 1.1308402754366398E-003, 1.1308402754366398E-003, 1.1230125091969967E-003, 1.1230125091969967E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9307793378829956E-001, 0.0000000000000000E+000, 0.0000000000000000E+000
