scenario,dt_s,rainnc_mm,rainncv_mm,snownc_mm,snowncv_mm,graupelnc_mm,graupelncv_mm,sr,nwfa2d_kg_s,nifa2d_kg_s
aero-scav-frozen, 1.0000000000000000E+001, 7.5204400345683098E-003, 7.5204400345683098E-003, 9.2608091654255986E-004, 9.2608091654255986E-004, 6.5943589434027672E-003, 6.5943589434027672E-003, 1.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
