max_cfl,target_cfl,mif,precision,last_S,last_Sn,last_Sd,out_S,out_Sn,out_Sd,out_real
 0.300000000E+01, 0.120000005E+01, 0.150999999E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.300000000E+01, 0.120000005E+01, 0.200000000E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.300000000E+01, 0.839999974E+00, 0.104999995E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.300000000E+01, 0.839999974E+00, 0.150999999E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.300000000E+01, 0.839999974E+00, 0.200000000E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.300000000E+01, 0.200000000E+01, 0.104999995E+01,100,30,0,1,15,0,1, 0.150000000E+02
 0.300000000E+01, 0.200000000E+01, 0.150999999E+01,100,30,0,1,15,0,1, 0.150000000E+02
 0.300000000E+01, 0.200000000E+01, 0.200000000E+01,100,30,0,1,15,0,1, 0.150000000E+02
 0.300000000E+01, 0.500000000E+00, 0.104999995E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.300000000E+01, 0.500000000E+00, 0.150999999E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.300000000E+01, 0.500000000E+00, 0.200000000E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.600000000E+01, 0.120000005E+01, 0.104999995E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.600000000E+01, 0.120000005E+01, 0.150999999E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.600000000E+01, 0.120000005E+01, 0.200000000E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.600000000E+01, 0.839999974E+00, 0.104999995E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.600000000E+01, 0.839999974E+00, 0.150999999E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.600000000E+01, 0.839999974E+00, 0.200000000E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.600000000E+01, 0.200000000E+01, 0.104999995E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.600000000E+01, 0.200000000E+01, 0.150999999E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.600000000E+01, 0.200000000E+01, 0.200000000E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.600000000E+01, 0.500000000E+00, 0.104999995E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.600000000E+01, 0.500000000E+00, 0.150999999E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.600000000E+01, 0.500000000E+00, 0.200000000E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.500000000E+02, 0.120000005E+01, 0.104999995E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.500000000E+02, 0.120000005E+01, 0.150999999E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.500000000E+02, 0.120000005E+01, 0.200000000E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.500000000E+02, 0.839999974E+00, 0.104999995E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.500000000E+02, 0.839999974E+00, 0.150999999E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.500000000E+02, 0.839999974E+00, 0.200000000E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.500000000E+02, 0.200000000E+01, 0.104999995E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.500000000E+02, 0.200000000E+01, 0.150999999E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.500000000E+02, 0.200000000E+01, 0.200000000E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.500000000E+02, 0.500000000E+00, 0.104999995E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.500000000E+02, 0.500000000E+00, 0.150999999E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.500000000E+02, 0.500000000E+00, 0.200000000E+01,100,30,0,1,3,0,1, 0.300000000E+01
 0.000000000E+00, 0.120000005E+01, 0.104999995E+01,100,60,0,1,63,0,1, 0.630000000E+02
 0.000000000E+00, 0.120000005E+01, 0.150999999E+01,100,60,0,1,90,3,5, 0.905999985E+02
 0.000000000E+00, 0.120000005E+01, 0.200000000E+01,100,60,0,1,120,0,1, 0.120000000E+03
 0.000000000E+00, 0.839999974E+00, 0.104999995E+01,100,60,0,1,63,0,1, 0.630000000E+02
 0.000000000E+00, 0.839999974E+00, 0.150999999E+01,100,60,0,1,90,3,5, 0.905999985E+02
 0.000000000E+00, 0.839999974E+00, 0.200000000E+01,100,60,0,1,120,0,1, 0.120000000E+03
 0.000000000E+00, 0.200000000E+01, 0.104999995E+01,100,60,0,1,63,0,1, 0.630000000E+02
 0.000000000E+00, 0.200000000E+01, 0.150999999E+01,100,60,0,1,90,3,5, 0.905999985E+02
 0.000000000E+00, 0.200000000E+01, 0.200000000E+01,100,60,0,1,120,0,1, 0.120000000E+03
 0.000000000E+00, 0.500000000E+00, 0.104999995E+01,100,60,0,1,63,0,1, 0.630000000E+02
 0.000000000E+00, 0.500000000E+00, 0.150999999E+01,100,60,0,1,90,3,5, 0.905999985E+02
 0.000000000E+00, 0.500000000E+00, 0.200000000E+01,100,60,0,1,120,0,1, 0.120000000E+03
 0.500000024E-03, 0.120000005E+01, 0.104999995E+01,100,60,0,1,63,0,1, 0.630000000E+02
 0.500000024E-03, 0.120000005E+01, 0.150999999E+01,100,60,0,1,90,3,5, 0.905999985E+02
 0.500000024E-03, 0.120000005E+01, 0.200000000E+01,100,60,0,1,120,0,1, 0.120000000E+03
 0.500000024E-03, 0.839999974E+00, 0.104999995E+01,100,60,0,1,63,0,1, 0.630000000E+02
 0.500000024E-03, 0.839999974E+00, 0.150999999E+01,100,60,0,1,90,3,5, 0.905999985E+02
 0.500000024E-03, 0.839999974E+00, 0.200000000E+01,100,60,0,1,120,0,1, 0.120000000E+03
 0.500000024E-03, 0.200000000E+01, 0.104999995E+01,100,60,0,1,63,0,1, 0.630000000E+02
 0.500000024E-03, 0.200000000E+01, 0.150999999E+01,100,60,0,1,90,3,5, 0.905999985E+02
 0.500000024E-03, 0.200000000E+01, 0.200000000E+01,100,60,0,1,120,0,1, 0.120000000E+03
 0.500000024E-03, 0.500000000E+00, 0.104999995E+01,100,60,0,1,63,0,1, 0.630000000E+02
 0.500000024E-03, 0.500000000E+00, 0.150999999E+01,100,60,0,1,90,3,5, 0.905999985E+02
 0.500000024E-03, 0.500000000E+00, 0.200000000E+01,100,60,0,1,120,0,1, 0.120000000E+03
 0.100000005E-02, 0.120000005E+01, 0.104999995E+01,100,60,0,1,72000,0,1, 0.720000000E+05
 0.100000005E-02, 0.120000005E+01, 0.150999999E+01,100,60,0,1,72000,0,1, 0.720000000E+05
 0.100000005E-02, 0.120000005E+01, 0.200000000E+01,100,60,0,1,72000,0,1, 0.720000000E+05
 0.100000005E-02, 0.839999974E+00, 0.104999995E+01,100,60,0,1,50400,0,1, 0.504000000E+05
 0.100000005E-02, 0.839999974E+00, 0.150999999E+01,100,60,0,1,50400,0,1, 0.504000000E+05
 0.100000005E-02, 0.839999974E+00, 0.200000000E+01,100,60,0,1,50400,0,1, 0.504000000E+05
 0.100000005E-02, 0.200000000E+01, 0.104999995E+01,100,60,0,1,120000,0,1, 0.120000000E+06
 0.100000005E-02, 0.200000000E+01, 0.150999999E+01,100,60,0,1,120000,0,1, 0.120000000E+06
 0.100000005E-02, 0.200000000E+01, 0.200000000E+01,100,60,0,1,120000,0,1, 0.120000000E+06
 0.100000005E-02, 0.500000000E+00, 0.104999995E+01,100,60,0,1,30000,0,1, 0.300000000E+05
 0.100000005E-02, 0.500000000E+00, 0.150999999E+01,100,60,0,1,30000,0,1, 0.300000000E+05
 0.100000005E-02, 0.500000000E+00, 0.200000000E+01,100,60,0,1,30000,0,1, 0.300000000E+05
 0.999999978E-02, 0.120000005E+01, 0.104999995E+01,100,60,0,1,7200,0,1, 0.720000000E+04
 0.999999978E-02, 0.120000005E+01, 0.150999999E+01,100,60,0,1,7200,0,1, 0.720000000E+04
 0.999999978E-02, 0.120000005E+01, 0.200000000E+01,100,60,0,1,7200,0,1, 0.720000000E+04
 0.999999978E-02, 0.839999974E+00, 0.104999995E+01,100,60,0,1,5040,0,1, 0.504000000E+04
 0.999999978E-02, 0.839999974E+00, 0.150999999E+01,100,60,0,1,5040,0,1, 0.504000000E+04
 0.999999978E-02, 0.839999974E+00, 0.200000000E+01,100,60,0,1,5040,0,1, 0.504000000E+04
 0.999999978E-02, 0.200000000E+01, 0.104999995E+01,100,60,0,1,12000,0,1, 0.120000000E+05
 0.999999978E-02, 0.200000000E+01, 0.150999999E+01,100,60,0,1,12000,0,1, 0.120000000E+05
 0.999999978E-02, 0.200000000E+01, 0.200000000E+01,100,60,0,1,12000,0,1, 0.120000000E+05
 0.999999978E-02, 0.500000000E+00, 0.104999995E+01,100,60,0,1,3000,0,1, 0.300000000E+04
 0.999999978E-02, 0.500000000E+00, 0.150999999E+01,100,60,0,1,3000,0,1, 0.300000000E+04
 0.999999978E-02, 0.500000000E+00, 0.200000000E+01,100,60,0,1,3000,0,1, 0.300000000E+04
 0.100000001E+00, 0.120000005E+01, 0.104999995E+01,100,60,0,1,720,0,1, 0.720000000E+03
 0.100000001E+00, 0.120000005E+01, 0.150999999E+01,100,60,0,1,720,0,1, 0.720000000E+03
 0.100000001E+00, 0.120000005E+01, 0.200000000E+01,100,60,0,1,720,0,1, 0.720000000E+03
 0.100000001E+00, 0.839999974E+00, 0.104999995E+01,100,60,0,1,504,0,1, 0.504000000E+03
 0.100000001E+00, 0.839999974E+00, 0.150999999E+01,100,60,0,1,504,0,1, 0.504000000E+03
 0.100000001E+00, 0.839999974E+00, 0.200000000E+01,100,60,0,1,504,0,1, 0.504000000E+03
 0.100000001E+00, 0.200000000E+01, 0.104999995E+01,100,60,0,1,1200,0,1, 0.120000000E+04
 0.100000001E+00, 0.200000000E+01, 0.150999999E+01,100,60,0,1,1200,0,1, 0.120000000E+04
 0.100000001E+00, 0.200000000E+01, 0.200000000E+01,100,60,0,1,1200,0,1, 0.120000000E+04
 0.100000001E+00, 0.500000000E+00, 0.104999995E+01,100,60,0,1,300,0,1, 0.300000000E+03
 0.100000001E+00, 0.500000000E+00, 0.150999999E+01,100,60,0,1,300,0,1, 0.300000000E+03
 0.100000001E+00, 0.500000000E+00, 0.200000000E+01,100,60,0,1,300,0,1, 0.300000000E+03
 0.200000003E+00, 0.120000005E+01, 0.104999995E+01,100,60,0,1,360,0,1, 0.360000000E+03
 0.200000003E+00, 0.120000005E+01, 0.150999999E+01,100,60,0,1,360,0,1, 0.360000000E+03
 0.200000003E+00, 0.120000005E+01, 0.200000000E+01,100,60,0,1,360,0,1, 0.360000000E+03
 0.200000003E+00, 0.839999974E+00, 0.104999995E+01,100,60,0,1,252,0,1, 0.252000000E+03
 0.200000003E+00, 0.839999974E+00, 0.150999999E+01,100,60,0,1,252,0,1, 0.252000000E+03
 0.200000003E+00, 0.839999974E+00, 0.200000000E+01,100,60,0,1,252,0,1, 0.252000000E+03
 0.200000003E+00, 0.200000000E+01, 0.104999995E+01,100,60,0,1,600,0,1, 0.600000000E+03
 0.200000003E+00, 0.200000000E+01, 0.150999999E+01,100,60,0,1,600,0,1, 0.600000000E+03
 0.200000003E+00, 0.200000000E+01, 0.200000000E+01,100,60,0,1,600,0,1, 0.600000000E+03
 0.200000003E+00, 0.500000000E+00, 0.104999995E+01,100,60,0,1,150,0,1, 0.150000000E+03
 0.200000003E+00, 0.500000000E+00, 0.150999999E+01,100,60,0,1,150,0,1, 0.150000000E+03
 0.200000003E+00, 0.500000000E+00, 0.200000000E+01,100,60,0,1,150,0,1, 0.150000000E+03
 0.300000012E+00, 0.120000005E+01, 0.104999995E+01,100,60,0,1,240,0,1, 0.240000000E+03
 0.300000012E+00, 0.120000005E+01, 0.150999999E+01,100,60,0,1,240,0,1, 0.240000000E+03
 0.300000012E+00, 0.120000005E+01, 0.200000000E+01,100,60,0,1,240,0,1, 0.240000000E+03
 0.300000012E+00, 0.839999974E+00, 0.104999995E+01,100,60,0,1,168,0,1, 0.168000000E+03
 0.300000012E+00, 0.839999974E+00, 0.150999999E+01,100,60,0,1,168,0,1, 0.168000000E+03
 0.300000012E+00, 0.839999974E+00, 0.200000000E+01,100,60,0,1,168,0,1, 0.168000000E+03
 0.300000012E+00, 0.200000000E+01, 0.104999995E+01,100,60,0,1,400,1,5, 0.400200012E+03
 0.300000012E+00, 0.200000000E+01, 0.150999999E+01,100,60,0,1,400,1,5, 0.400200012E+03
 0.300000012E+00, 0.200000000E+01, 0.200000000E+01,100,60,0,1,400,1,5, 0.400200012E+03
 0.300000012E+00, 0.500000000E+00, 0.104999995E+01,100,60,0,1,100,1,5, 0.100199997E+03
 0.300000012E+00, 0.500000000E+00, 0.150999999E+01,100,60,0,1,100,1,5, 0.100199997E+03
 0.300000012E+00, 0.500000000E+00, 0.200000000E+01,100,60,0,1,100,1,5, 0.100199997E+03
 0.400000006E+00, 0.120000005E+01, 0.104999995E+01,100,60,0,1,180,0,1, 0.180000000E+03
 0.400000006E+00, 0.120000005E+01, 0.150999999E+01,100,60,0,1,180,0,1, 0.180000000E+03
 0.400000006E+00, 0.120000005E+01, 0.200000000E+01,100,60,0,1,180,0,1, 0.180000000E+03
 0.400000006E+00, 0.839999974E+00, 0.104999995E+01,100,60,0,1,126,0,1, 0.126000000E+03
 0.400000006E+00, 0.839999974E+00, 0.150999999E+01,100,60,0,1,126,0,1, 0.126000000E+03
 0.400000006E+00, 0.839999974E+00, 0.200000000E+01,100,60,0,1,126,0,1, 0.126000000E+03
 0.400000006E+00, 0.200000000E+01, 0.104999995E+01,100,60,0,1,300,0,1, 0.300000000E+03
 0.400000006E+00, 0.200000000E+01, 0.150999999E+01,100,60,0,1,300,0,1, 0.300000000E+03
 0.400000006E+00, 0.200000000E+01, 0.200000000E+01,100,60,0,1,300,0,1, 0.300000000E+03
 0.400000006E+00, 0.500000000E+00, 0.104999995E+01,100,60,0,1,75,0,1, 0.750000000E+02
 0.400000006E+00, 0.500000000E+00, 0.150999999E+01,100,60,0,1,75,0,1, 0.750000000E+02
 0.400000006E+00, 0.500000000E+00, 0.200000000E+01,100,60,0,1,75,0,1, 0.750000000E+02
 0.500000000E+00, 0.120000005E+01, 0.104999995E+01,100,60,0,1,144,0,1, 0.144000000E+03
 0.500000000E+00, 0.120000005E+01, 0.150999999E+01,100,60,0,1,144,0,1, 0.144000000E+03
 0.500000000E+00, 0.120000005E+01, 0.200000000E+01,100,60,0,1,144,0,1, 0.144000000E+03
 0.500000000E+00, 0.839999974E+00, 0.104999995E+01,100,60,0,1,100,4,5, 0.100800003E+03
 0.500000000E+00, 0.839999974E+00, 0.150999999E+01,100,60,0,1,100,4,5, 0.100800003E+03
 0.500000000E+00, 0.839999974E+00, 0.200000000E+01,100,60,0,1,100,4,5, 0.100800003E+03
 0.500000000E+00, 0.200000000E+01, 0.104999995E+01,100,60,0,1,240,0,1, 0.240000000E+03
 0.500000000E+00, 0.200000000E+01, 0.150999999E+01,100,60,0,1,240,0,1, 0.240000000E+03
 0.500000000E+00, 0.200000000E+01, 0.200000000E+01,100,60,0,1,240,0,1, 0.240000000E+03
 0.500000000E+00, 0.500000000E+00, 0.104999995E+01,100,60,0,1,60,0,1, 0.600000000E+02
 0.500000000E+00, 0.500000000E+00, 0.150999999E+01,100,60,0,1,60,0,1, 0.600000000E+02
 0.500000000E+00, 0.500000000E+00, 0.200000000E+01,100,60,0,1,60,0,1, 0.600000000E+02
 0.600000024E+00, 0.120000005E+01, 0.104999995E+01,100,60,0,1,120,0,1, 0.120000000E+03
 0.600000024E+00, 0.120000005E+01, 0.150999999E+01,100,60,0,1,120,0,1, 0.120000000E+03
 0.600000024E+00, 0.120000005E+01, 0.200000000E+01,100,60,0,1,120,0,1, 0.120000000E+03
 0.600000024E+00, 0.839999974E+00, 0.104999995E+01,100,60,0,1,84,0,1, 0.840000000E+02
 0.600000024E+00, 0.839999974E+00, 0.150999999E+01,100,60,0,1,84,0,1, 0.840000000E+02
 0.600000024E+00, 0.839999974E+00, 0.200000000E+01,100,60,0,1,84,0,1, 0.840000000E+02
 0.600000024E+00, 0.200000000E+01, 0.104999995E+01,100,60,0,1,199,4,5, 0.199800003E+03
 0.600000024E+00, 0.200000000E+01, 0.150999999E+01,100,60,0,1,199,4,5, 0.199800003E+03
 0.600000024E+00, 0.200000000E+01, 0.200000000E+01,100,60,0,1,199,4,5, 0.199800003E+03
 0.600000024E+00, 0.500000000E+00, 0.104999995E+01,100,60,0,1,45,0,1, 0.450000000E+02
 0.600000024E+00, 0.500000000E+00, 0.150999999E+01,100,60,0,1,45,0,1, 0.450000000E+02
 0.600000024E+00, 0.500000000E+00, 0.200000000E+01,100,60,0,1,45,0,1, 0.450000000E+02
 0.699999988E+00, 0.120000005E+01, 0.104999995E+01,100,60,0,1,102,3,5, 0.102599998E+03
 0.699999988E+00, 0.120000005E+01, 0.150999999E+01,100,60,0,1,102,3,5, 0.102599998E+03
 0.699999988E+00, 0.120000005E+01, 0.200000000E+01,100,60,0,1,102,3,5, 0.102599998E+03
 0.699999988E+00, 0.839999974E+00, 0.104999995E+01,100,60,0,1,72,0,1, 0.720000000E+02
 0.699999988E+00, 0.839999974E+00, 0.150999999E+01,100,60,0,1,72,0,1, 0.720000000E+02
 0.699999988E+00, 0.839999974E+00, 0.200000000E+01,100,60,0,1,72,0,1, 0.720000000E+02
 0.699999988E+00, 0.200000000E+01, 0.104999995E+01,100,60,0,1,171,3,5, 0.171600006E+03
 0.699999988E+00, 0.200000000E+01, 0.150999999E+01,100,60,0,1,171,3,5, 0.171600006E+03
 0.699999988E+00, 0.200000000E+01, 0.200000000E+01,100,60,0,1,171,3,5, 0.171600006E+03
 0.699999988E+00, 0.500000000E+00, 0.104999995E+01,100,60,0,1,34,1,5, 0.342000008E+02
 0.699999988E+00, 0.500000000E+00, 0.150999999E+01,100,60,0,1,34,1,5, 0.342000008E+02
 0.699999988E+00, 0.500000000E+00, 0.200000000E+01,100,60,0,1,34,1,5, 0.342000008E+02
 0.800000012E+00, 0.120000005E+01, 0.104999995E+01,100,60,0,1,90,0,1, 0.900000000E+02
 0.800000012E+00, 0.120000005E+01, 0.150999999E+01,100,60,0,1,90,0,1, 0.900000000E+02
 0.800000012E+00, 0.120000005E+01, 0.200000000E+01,100,60,0,1,90,0,1, 0.900000000E+02
 0.800000012E+00, 0.839999974E+00, 0.104999995E+01,100,60,0,1,63,0,1, 0.630000000E+02
 0.800000012E+00, 0.839999974E+00, 0.150999999E+01,100,60,0,1,63,0,1, 0.630000000E+02
 0.800000012E+00, 0.839999974E+00, 0.200000000E+01,100,60,0,1,63,0,1, 0.630000000E+02
 0.800000012E+00, 0.200000000E+01, 0.104999995E+01,100,60,0,1,150,0,1, 0.150000000E+03
 0.800000012E+00, 0.200000000E+01, 0.150999999E+01,100,60,0,1,150,0,1, 0.150000000E+03
 0.800000012E+00, 0.200000000E+01, 0.200000000E+01,100,60,0,1,150,0,1, 0.150000000E+03
 0.800000012E+00, 0.500000000E+00, 0.104999995E+01,100,60,0,1,26,2,5, 0.263999996E+02
 0.800000012E+00, 0.500000000E+00, 0.150999999E+01,100,60,0,1,26,2,5, 0.263999996E+02
 0.800000012E+00, 0.500000000E+00, 0.200000000E+01,100,60,0,1,26,2,5, 0.263999996E+02
 0.839999974E+00, 0.120000005E+01, 0.104999995E+01,100,60,0,1,85,4,5, 0.858000031E+02
 0.839999974E+00, 0.120000005E+01, 0.150999999E+01,100,60,0,1,85,4,5, 0.858000031E+02
 0.839999974E+00, 0.120000005E+01, 0.200000000E+01,100,60,0,1,85,4,5, 0.858000031E+02
 0.839999974E+00, 0.839999974E+00, 0.104999995E+01,100,60,0,1,60,0,1, 0.600000000E+02
 0.839999974E+00, 0.839999974E+00, 0.150999999E+01,100,60,0,1,60,0,1, 0.600000000E+02
 0.839999974E+00, 0.839999974E+00, 0.200000000E+01,100,60,0,1,60,0,1, 0.600000000E+02
 0.839999974E+00, 0.200000000E+01, 0.104999995E+01,100,60,0,1,142,4,5, 0.142800003E+03
 0.839999974E+00, 0.200000000E+01, 0.150999999E+01,100,60,0,1,142,4,5, 0.142800003E+03
 0.839999974E+00, 0.200000000E+01, 0.200000000E+01,100,60,0,1,142,4,5, 0.142800003E+03
 0.839999974E+00, 0.500000000E+00, 0.104999995E+01,100,60,0,1,23,2,5, 0.233999996E+02
 0.839999974E+00, 0.500000000E+00, 0.150999999E+01,100,60,0,1,23,2,5, 0.233999996E+02
 0.839999974E+00, 0.500000000E+00, 0.200000000E+01,100,60,0,1,23,2,5, 0.233999996E+02
 0.899999976E+00, 0.120000005E+01, 0.104999995E+01,100,60,0,1,79,4,5, 0.798000031E+02
 0.899999976E+00, 0.120000005E+01, 0.150999999E+01,100,60,0,1,79,4,5, 0.798000031E+02
 0.899999976E+00, 0.120000005E+01, 0.200000000E+01,100,60,0,1,79,4,5, 0.798000031E+02
 0.899999976E+00, 0.839999974E+00, 0.104999995E+01,100,60,0,1,54,0,1, 0.540000000E+02
 0.899999976E+00, 0.839999974E+00, 0.150999999E+01,100,60,0,1,54,0,1, 0.540000000E+02
 0.899999976E+00, 0.839999974E+00, 0.200000000E+01,100,60,0,1,54,0,1, 0.540000000E+02
 0.899999976E+00, 0.200000000E+01, 0.104999995E+01,100,60,0,1,133,1,5, 0.133199997E+03
 0.899999976E+00, 0.200000000E+01, 0.150999999E+01,100,60,0,1,133,1,5, 0.133199997E+03
 0.899999976E+00, 0.200000000E+01, 0.200000000E+01,100,60,0,1,133,1,5, 0.133199997E+03
 0.899999976E+00, 0.500000000E+00, 0.104999995E+01,100,60,0,1,19,4,5, 0.197999992E+02
 0.899999976E+00, 0.500000000E+00, 0.150999999E+01,100,60,0,1,19,4,5, 0.197999992E+02
 0.899999976E+00, 0.500000000E+00, 0.200000000E+01,100,60,0,1,19,4,5, 0.197999992E+02
 0.100000000E+01, 0.120000005E+01, 0.104999995E+01,100,60,0,1,72,0,1, 0.720000000E+02
 0.100000000E+01, 0.120000005E+01, 0.150999999E+01,100,60,0,1,72,0,1, 0.720000000E+02
 0.100000000E+01, 0.120000005E+01, 0.200000000E+01,100,60,0,1,72,0,1, 0.720000000E+02
 0.100000000E+01, 0.839999974E+00, 0.104999995E+01,100,60,0,1,45,3,5, 0.455999985E+02
 0.100000000E+01, 0.839999974E+00, 0.150999999E+01,100,60,0,1,45,3,5, 0.455999985E+02
 0.100000000E+01, 0.839999974E+00, 0.200000000E+01,100,60,0,1,45,3,5, 0.455999985E+02
 0.100000000E+01, 0.200000000E+01, 0.104999995E+01,100,60,0,1,120,0,1, 0.120000000E+03
 0.100000000E+01, 0.200000000E+01, 0.150999999E+01,100,60,0,1,120,0,1, 0.120000000E+03
 0.100000000E+01, 0.200000000E+01, 0.200000000E+01,100,60,0,1,120,0,1, 0.120000000E+03
 0.100000000E+01, 0.500000000E+00, 0.104999995E+01,100,60,0,1,15,0,1, 0.150000000E+02
 0.100000000E+01, 0.500000000E+00, 0.150999999E+01,100,60,0,1,15,0,1, 0.150000000E+02
 0.100000000E+01, 0.500000000E+00, 0.200000000E+01,100,60,0,1,15,0,1, 0.150000000E+02
 0.110000002E+01, 0.120000005E+01, 0.104999995E+01,100,60,0,1,65,2,5, 0.654000015E+02
 0.110000002E+01, 0.120000005E+01, 0.150999999E+01,100,60,0,1,65,2,5, 0.654000015E+02
 0.110000002E+01, 0.120000005E+01, 0.200000000E+01,100,60,0,1,65,2,5, 0.654000015E+02
 0.110000002E+01, 0.839999974E+00, 0.104999995E+01,100,60,0,1,39,0,1, 0.390000000E+02
 0.110000002E+01, 0.839999974E+00, 0.150999999E+01,100,60,0,1,39,0,1, 0.390000000E+02
 0.110000002E+01, 0.839999974E+00, 0.200000000E+01,100,60,0,1,39,0,1, 0.390000000E+02
 0.110000002E+01, 0.200000000E+01, 0.104999995E+01,100,60,0,1,109,1,5, 0.109199997E+03
 0.110000002E+01, 0.200000000E+01, 0.150999999E+01,100,60,0,1,109,1,5, 0.109199997E+03
 0.110000002E+01, 0.200000000E+01, 0.200000000E+01,100,60,0,1,109,1,5, 0.109199997E+03
 0.110000002E+01, 0.500000000E+00, 0.104999995E+01,100,60,0,1,10,4,5, 0.108000002E+02
 0.110000002E+01, 0.500000000E+00, 0.150999999E+01,100,60,0,1,10,4,5, 0.108000002E+02
 0.110000002E+01, 0.500000000E+00, 0.200000000E+01,100,60,0,1,10,4,5, 0.108000002E+02
 0.120000005E+01, 0.120000005E+01, 0.104999995E+01,100,60,0,1,60,0,1, 0.600000000E+02
 0.120000005E+01, 0.120000005E+01, 0.150999999E+01,100,60,0,1,60,0,1, 0.600000000E+02
 0.120000005E+01, 0.120000005E+01, 0.200000000E+01,100,60,0,1,60,0,1, 0.600000000E+02
 0.120000005E+01, 0.839999974E+00, 0.104999995E+01,100,60,0,1,33,0,1, 0.330000000E+02
 0.120000005E+01, 0.839999974E+00, 0.150999999E+01,100,60,0,1,33,0,1, 0.330000000E+02
 0.120000005E+01, 0.839999974E+00, 0.200000000E+01,100,60,0,1,33,0,1, 0.330000000E+02
 0.120000005E+01, 0.200000000E+01, 0.104999995E+01,100,60,0,1,100,1,5, 0.100199997E+03
 0.120000005E+01, 0.200000000E+01, 0.150999999E+01,100,60,0,1,100,1,5, 0.100199997E+03
 0.120000005E+01, 0.200000000E+01, 0.200000000E+01,100,60,0,1,100,1,5, 0.100199997E+03
 0.120000005E+01, 0.500000000E+00, 0.104999995E+01,100,60,0,1,7,1,5, 0.719999981E+01
 0.120000005E+01, 0.500000000E+00, 0.150999999E+01,100,60,0,1,7,1,5, 0.719999981E+01
 0.120000005E+01, 0.500000000E+00, 0.200000000E+01,100,60,0,1,7,1,5, 0.719999981E+01
 0.129999995E+01, 0.120000005E+01, 0.104999995E+01,100,60,0,1,52,4,5, 0.527999992E+02
 0.129999995E+01, 0.120000005E+01, 0.150999999E+01,100,60,0,1,52,4,5, 0.527999992E+02
 0.129999995E+01, 0.120000005E+01, 0.200000000E+01,100,60,0,1,52,4,5, 0.527999992E+02
 0.129999995E+01, 0.839999974E+00, 0.104999995E+01,100,60,0,1,28,1,5, 0.282000008E+02
 0.129999995E+01, 0.839999974E+00, 0.150999999E+01,100,60,0,1,28,1,5, 0.282000008E+02
 0.129999995E+01, 0.839999974E+00, 0.200000000E+01,100,60,0,1,28,1,5, 0.282000008E+02
 0.129999995E+01, 0.200000000E+01, 0.104999995E+01,100,60,0,1,92,2,5, 0.924000015E+02
 0.129999995E+01, 0.200000000E+01, 0.150999999E+01,100,60,0,1,92,2,5, 0.924000015E+02
 0.129999995E+01, 0.200000000E+01, 0.200000000E+01,100,60,0,1,92,2,5, 0.924000015E+02
 0.129999995E+01, 0.500000000E+00, 0.104999995E+01,100,60,0,1,6,0,1, 0.600000000E+01
 0.129999995E+01, 0.500000000E+00, 0.150999999E+01,100,60,0,1,6,0,1, 0.600000000E+01
 0.129999995E+01, 0.500000000E+00, 0.200000000E+01,100,60,0,1,6,0,1, 0.600000000E+01
 0.150000000E+01, 0.120000005E+01, 0.104999995E+01,100,60,0,1,42,0,1, 0.420000000E+02
 0.150000000E+01, 0.120000005E+01, 0.150999999E+01,100,60,0,1,42,0,1, 0.420000000E+02
 0.150000000E+01, 0.120000005E+01, 0.200000000E+01,100,60,0,1,42,0,1, 0.420000000E+02
 0.150000000E+01, 0.839999974E+00, 0.104999995E+01,100,60,0,1,20,2,5, 0.203999996E+02
 0.150000000E+01, 0.839999974E+00, 0.150999999E+01,100,60,0,1,20,2,5, 0.203999996E+02
 0.150000000E+01, 0.839999974E+00, 0.200000000E+01,100,60,0,1,20,2,5, 0.203999996E+02
