field,step,k,j,i,value,bits
phb,0,12,4,14, 7.454246875E+004,1200723772
phb,0,13,4,1, 8.101711719E+004,1201552527
phb,0,13,4,2, 8.114506250E+004,1201568904
phb,0,13,4,3, 8.109306250E+004,1201562248
phb,0,13,4,4, 8.094744531E+004,1201543609
phb,0,13,4,5, 8.094992969E+004,1201543927
phb,0,13,4,6, 8.109640625E+004,1201562676
phb,0,13,4,7, 8.114369531E+004,1201568729
phb,0,13,4,8, 8.101332031E+004,1201552041
phb,0,13,4,9, 8.092169531E+004,1201540313
phb,0,13,4,10, 8.102093750E+004,1201553016
phb,0,13,4,11, 8.114630469E+004,1201569063
phb,0,13,4,12, 8.108967188E+004,1201561814
phb,0,13,4,13, 8.094505469E+004,1201543303
phb,0,13,4,14, 8.095252344E+004,1201544259
phb,0,14,4,1, 8.735204688E+004,1202363398
phb,0,14,4,2, 8.747152344E+004,1202378691
phb,0,14,4,3, 8.742296875E+004,1202372476
phb,0,14,4,4, 8.728700781E+004,1202355073
phb,0,14,4,5, 8.728932031E+004,1202355369
phb,0,14,4,6, 8.742609375E+004,1202372876
phb,0,14,4,7, 8.747024219E+004,1202378527
phb,0,14,4,8, 8.734850000E+004,1202362944
phb,0,14,4,9, 8.726296094E+004,1202351995
phb,0,14,4,10, 8.735561719E+004,1202363855
phb,0,14,4,11, 8.747267188E+004,1202378838
phb,0,14,4,12, 8.741979688E+004,1202372070
phb,0,14,4,13, 8.728476562E+004,1202354786
phb,0,14,4,14, 8.729174219E+004,1202355679
phb,0,15,4,1, 9.361282812E+004,1203164778
phb,0,15,4,2, 9.372392188E+004,1203178998
phb,0,15,4,3, 9.367878125E+004,1203173220
phb,0,15,4,4, 9.355235156E+004,1203157037
phb,0,15,4,5, 9.355450781E+004,1203157313
phb,0,15,4,6, 9.368167969E+004,1203173591
phb,0,15,4,7, 9.372273438E+004,1203178846
phb,0,15,4,8, 9.360954688E+004,1203164358
phb,0,15,4,9, 9.353000000E+004,1203154176
phb,0,15,4,10, 9.361615625E+004,1203165204
phb,0,15,4,11, 9.372499219E+004,1203179135
phb,0,15,4,12, 9.367582812E+004,1203172842
phb,0,15,4,13, 9.355027344E+004,1203156771
phb,0,15,4,14, 9.355675781E+004,1203157601
phb,0,16,4,1, 9.979582031E+004,1203956201
phb,0,16,4,2, 9.989863281E+004,1203969361
phb,0,16,4,3, 9.985684375E+004,1203964012
phb,0,16,4,4, 9.973985156E+004,1203949037
phb,0,16,4,5, 9.974183594E+004,1203949291
phb,0,16,4,6, 9.985953906E+004,1203964357
phb,0,16,4,7, 9.989753125E+004,1203969220
phb,0,16,4,8, 9.979277344E+004,1203955811
phb,0,16,4,9, 9.971916406E+004,1203946389
phb,0,16,4,10, 9.979889844E+004,1203956595
phb,0,16,4,11, 9.989963281E+004,1203969489
phb,0,16,4,12, 9.985412500E+004,1203963664
phb,0,16,4,13, 9.973792188E+004,1203948790
phb,0,16,4,14, 9.974392969E+004,1203949559
phb,0,17,4,1, 1.058968438E+005,1204737132
phb,0,17,4,2, 1.059915000E+005,1204749248
phb,0,17,4,3, 1.059530312E+005,1204744324
phb,0,17,4,4, 1.058453281E+005,1204730538
phb,0,17,4,5, 1.058471562E+005,1204730772
phb,0,17,4,6, 1.059555078E+005,1204744641
phb,0,17,4,7, 1.059904766E+005,1204749117
phb,0,17,4,8, 1.058940469E+005,1204736774
phb,0,17,4,9, 1.058262812E+005,1204728100
phb,0,17,4,10, 1.058996797E+005,1204737495
phb,0,17,4,11, 1.059924062E+005,1204749364
phb,0,17,4,12, 1.059505234E+005,1204744003
phb,0,17,4,13, 1.058435547E+005,1204730311
phb,0,17,4,14, 1.058490781E+005,1204731018
phb,0,18,4,1, 1.119112812E+005,1205506980
phb,0,18,4,2, 1.119978750E+005,1205518064
phb,0,18,4,3, 1.119626875E+005,1205513560
phb,0,18,4,4, 1.118641406E+005,1205500946
phb,0,18,4,5, 1.118658203E+005,1205501161
phb,0,18,4,6, 1.119649453E+005,1205513849
phb,0,18,4,7, 1.119969453E+005,1205517945
phb,0,18,4,8, 1.119087188E+005,1205506652
phb,0,18,4,9, 1.118467188E+005,1205498716
phb,0,18,4,10, 1.119138750E+005,1205507312
phb,0,18,4,11, 1.119987031E+005,1205518170
phb,0,18,4,12, 1.119603828E+005,1205513265
phb,0,18,4,13, 1.118625156E+005,1205500738
phb,0,18,4,14, 1.118675703E+005,1205501385
phb,0,19,4,1, 1.178337969E+005,1206265062
phb,0,19,4,2, 1.179124688E+005,1206275132
phb,0,19,4,3, 1.178805000E+005,1206271040
phb,0,19,4,4, 1.177909844E+005,1206259582
phb,0,19,4,5, 1.177925078E+005,1206259777
phb,0,19,4,6, 1.178825469E+005,1206271302
phb,0,19,4,7, 1.179116172E+005,1206275023
phb,0,19,4,8, 1.178314766E+005,1206264765
phb,0,19,4,9, 1.177751562E+005,1206257556
phb,0,19,4,10, 1.178361562E+005,1206265364
phb,0,19,4,11, 1.179132266E+005,1206275229
phb,0,19,4,12, 1.178784141E+005,1206270773
phb,0,19,4,13, 1.177895078E+005,1206259393
phb,0,19,4,14, 1.177941094E+005,1206259982
phb,0,20,4,1, 1.236583438E+005,1207010604
phb,0,20,4,2, 1.237292031E+005,1207019674
phb,0,20,4,3, 1.237004062E+005,1207015988
phb,0,20,4,4, 1.236197734E+005,1207005667
phb,0,20,4,5, 1.236211406E+005,1207005842
phb,0,20,4,6, 1.237022578E+005,1207016225
phb,0,20,4,7, 1.237284375E+005,1207019576
phb,0,20,4,8, 1.236562500E+005,1207010336
phb,0,20,4,9, 1.236055078E+005,1207003841
phb,0,20,4,10, 1.236604688E+005,1207010876
phb,0,20,4,11, 1.237298984E+005,1207019763
phb,0,20,4,12, 1.236985312E+005,1207015748
phb,0,20,4,13, 1.236184375E+005,1207005496
phb,0,20,4,14, 1.236225781E+005,1207006026
phb,0,21,4,1, 1.293778047E+005,1207742695
phb,0,21,4,2, 1.294410078E+005,1207750785
phb,0,21,4,3, 1.294153203E+005,1207747497
phb,0,21,4,4, 1.293433984E+005,1207738291
phb,0,21,4,5, 1.293446172E+005,1207738447
phb,0,21,4,6, 1.294169766E+005,1207747709
phb,0,21,4,7, 1.294403203E+005,1207750697
phb,0,21,4,8, 1.293759297E+005,1207742455
phb,0,21,4,9, 1.293306797E+005,1207736663
phb,0,21,4,10, 1.293796875E+005,1207742936
phb,0,21,4,11, 1.294416250E+005,1207750864
phb,0,21,4,12, 1.294136484E+005,1207747283
phb,0,21,4,13, 1.293422109E+005,1207738139
phb,0,21,4,14, 1.293458984E+005,1207738611
phb,0,22,4,1, 1.349838281E+005,1208209909
phb,0,22,4,2, 1.350395469E+005,1208213475
phb,0,22,4,3, 1.350169062E+005,1208212026
phb,0,22,4,4, 1.349535156E+005,1208207969
phb,0,22,4,5, 1.349545938E+005,1208208038
phb,0,22,4,6, 1.350183594E+005,1208212119
phb,0,22,4,7, 1.350389375E+005,1208213436
phb,0,22,4,8, 1.349821875E+005,1208209804
phb,0,22,4,9, 1.349423125E+005,1208207252
phb,0,22,4,10, 1.349855156E+005,1208210017
phb,0,22,4,11, 1.350400781E+005,1208213509
phb,0,22,4,12, 1.350154219E+005,1208211931
phb,0,22,4,13, 1.349524844E+005,1208207903
phb,0,22,4,14, 1.349557188E+005,1208208110
phb,0,23,4,1, 1.404664531E+005,1208560797
phb,0,23,4,2, 1.405148125E+005,1208563892
phb,0,23,4,3, 1.404951562E+005,1208562634
phb,0,23,4,4, 1.404401250E+005,1208559112
phb,0,23,4,5, 1.404410625E+005,1208559172
phb,0,23,4,6, 1.404964219E+005,1208562715
phb,0,23,4,7, 1.405142812E+005,1208563858
phb,0,23,4,8, 1.404650312E+005,1208560706
phb,0,23,4,9, 1.404303906E+005,1208558489
phb,0,23,4,10, 1.404678906E+005,1208560889
phb,0,23,4,11, 1.405152812E+005,1208563922
phb,0,23,4,12, 1.404938750E+005,1208562552
phb,0,23,4,13, 1.404392188E+005,1208559054
phb,0,23,4,14, 1.404420469E+005,1208559235
phb,0,24,4,1, 1.458133750E+005,1208903000
phb,0,24,4,2, 1.458545781E+005,1208905637
phb,0,24,4,3, 1.458378281E+005,1208904565
phb,0,24,4,4, 1.457909531E+005,1208901565
phb,0,24,4,5, 1.457917500E+005,1208901616
phb,0,24,4,6, 1.458389062E+005,1208904634
phb,0,24,4,7, 1.458541250E+005,1208905608
phb,0,24,4,8, 1.458121719E+005,1208902923
phb,0,24,4,9, 1.457826719E+005,1208901035
phb,0,24,4,10, 1.458146094E+005,1208903079
phb,0,24,4,11, 1.458549844E+005,1208905663
phb,0,24,4,12, 1.458367500E+005,1208904496
phb,0,24,4,13, 1.457901875E+005,1208901516
phb,0,24,4,14, 1.457925781E+005,1208901669
phb,0,25,4,1, 1.510092188E+005,1209235534
phb,0,25,4,2, 1.510434844E+005,1209237727
phb,0,25,4,3, 1.510295625E+005,1209236836
phb,0,25,4,4, 1.509906094E+005,1209234343
phb,0,25,4,5, 1.509912500E+005,1209234384
phb,0,25,4,6, 1.510304531E+005,1209236893
phb,0,25,4,7, 1.510430938E+005,1209237702
phb,0,25,4,8, 1.510082344E+005,1209235471
phb,0,25,4,9, 1.509837188E+005,1209233902
phb,0,25,4,10, 1.510102656E+005,1209235601
phb,0,25,4,11, 1.510438125E+005,1209237748
phb,0,25,4,12, 1.510286562E+005,1209236778
phb,0,25,4,13, 1.509899531E+005,1209234301
phb,0,25,4,14, 1.509919531E+005,1209234429
phb,0,26,4,1, 1.560340469E+005,1209557123
phb,0,26,4,2, 1.560615781E+005,1209558885
phb,0,26,4,3, 1.560503906E+005,1209558169
phb,0,26,4,4, 1.560190938E+005,1209556166
phb,0,26,4,5, 1.560196094E+005,1209556199
phb,0,26,4,6, 1.560511094E+005,1209558215
phb,0,26,4,7, 1.560612656E+005,1209558865
phb,0,26,4,8, 1.560332500E+005,1209557072
phb,0,26,4,9, 1.560135469E+005,1209555811
phb,0,26,4,10, 1.560348750E+005,1209557176
phb,0,26,4,11, 1.560618438E+005,1209558902
phb,0,26,4,12, 1.560496562E+005,1209558122
phb,0,26,4,13, 1.560185625E+005,1209556132
phb,0,26,4,14, 1.560201719E+005,1209556235
phb,0,27,4,1, 1.608606719E+005,1209866027
phb,0,27,4,2, 1.608817344E+005,1209867375
phb,0,27,4,3, 1.608731562E+005,1209866826
phb,0,27,4,4, 1.608492188E+005,1209865294
phb,0,27,4,5, 1.608496094E+005,1209865319
phb,0,27,4,6, 1.608737031E+005,1209866861
phb,0,27,4,7, 1.608814844E+005,1209867359
phb,0,27,4,8, 1.608600312E+005,1209865986
phb,0,27,4,9, 1.608449844E+005,1209865023
phb,0,27,4,10, 1.608612812E+005,1209866066
phb,0,27,4,11, 1.608819219E+005,1209867387
phb,0,27,4,12, 1.608726094E+005,1209866791
phb,0,27,4,13, 1.608488125E+005,1209865268
phb,0,27,4,14, 1.608500312E+005,1209865346
phb,0,28,4,1, 1.654496875E+005,1210159724
phb,0,28,4,2, 1.654645938E+005,1210160678
phb,0,28,4,3, 1.654585312E+005,1210160290
phb,0,28,4,4, 1.654415781E+005,1210159205
phb,0,28,4,5, 1.654418594E+005,1210159223
phb,0,28,4,6, 1.654589219E+005,1210160315
phb,0,28,4,7, 1.654644375E+005,1210160668
phb,0,28,4,8, 1.654492344E+005,1210159695
phb,0,28,4,9, 1.654385625E+005,1210159012
phb,0,28,4,10, 1.654501250E+005,1210159752
phb,0,28,4,11, 1.654647188E+005,1210160686
phb,0,28,4,12, 1.654581250E+005,1210160264
phb,0,28,4,13, 1.654412812E+005,1210159186
phb,0,28,4,14, 1.654421562E+005,1210159242
phb,0,29,4,1, 1.697377656E+005,1210434161
phb,0,29,4,2, 1.697469375E+005,1210434748
phb,0,29,4,3, 1.697432031E+005,1210434509
phb,0,29,4,4, 1.697327812E+005,1210433842
phb,0,29,4,5, 1.697329531E+005,1210433853
phb,0,29,4,6, 1.697434531E+005,1210434525
phb,0,29,4,7, 1.697468438E+005,1210434742
phb,0,29,4,8, 1.697375000E+005,1210434144
phb,0,29,4,9, 1.697309375E+005,1210433724
phb,0,29,4,10, 1.697380469E+005,1210434179
phb,0,29,4,11, 1.697470156E+005,1210434753
phb,0,29,4,12, 1.697429688E+005,1210434494
phb,0,29,4,13, 1.697326094E+005,1210433831
phb,0,29,4,14, 1.697331406E+005,1210433865
phb,0,30,4,1, 1.736017500E+005,1210681456
phb,0,30,4,2, 1.736057344E+005,1210681711
phb,0,30,4,3, 1.736041094E+005,1210681607
phb,0,30,4,4, 1.735995625E+005,1210681316
phb,0,30,4,5, 1.735996719E+005,1210681323
phb,0,30,4,6, 1.736042188E+005,1210681614
phb,0,30,4,7, 1.736057031E+005,1210681709
phb,0,30,4,8, 1.736016406E+005,1210681449
phb,0,30,4,9, 1.735987812E+005,1210681266
phb,0,30,4,10, 1.736018750E+005,1210681464
phb,0,30,4,11, 1.736057812E+005,1210681714
phb,0,30,4,12, 1.736040156E+005,1210681601
phb,0,30,4,13, 1.735995156E+005,1210681313
phb,0,30,4,14, 1.735997344E+005,1210681327
phb,0,31,4,1, 1.765800000E+005,1210872064
phb,0,31,4,2, 1.765800000E+005,1210872064
phb,0,31,4,3, 1.765800000E+005,1210872064
phb,0,31,4,4, 1.765800000E+005,1210872064
phb,0,31,4,5, 1.765800000E+005,1210872064
phb,0,31,4,6, 1.765800000E+005,1210872064
phb,0,31,4,7, 1.765800000E+005,1210872064
phb,0,31,4,8, 1.765800000E+005,1210872064
phb,0,31,4,9, 1.765800000E+005,1210872064
phb,0,31,4,10, 1.765800000E+005,1210872064
phb,0,31,4,11, 1.765800000E+005,1210872064
phb,0,31,4,12, 1.765800000E+005,1210872064
phb,0,31,4,13, 1.765800000E+005,1210872064
phb,0,31,4,14, 1.765800000E+005,1210872064
phb,0,1,5,1, 6.532734375E+002,1143165312
phb,0,1,5,2, 1.528617065E+003,1153373119
phb,0,1,5,3, 1.172903198E+003,1150459111
phb,0,1,5,4, 1.766399231E+002,1127261138
phb,0,1,5,5, 1.936900787E+002,1128378537
phb,0,1,5,6, 1.195748901E+003,1150646263
phb,0,1,5,7, 1.519332886E+003,1153297063
phb,0,1,5,8, 6.272714844E+002,1142739296
phb,0,1,5,9, 4.449917376E-001,1055118837
phb,0,1,5,10, 6.794269409E+002,1143593811
phb,0,1,5,11, 1.537062378E+003,1153442303
phb,0,1,5,12, 1.149620850E+003,1150268382
phb,0,1,5,13, 1.602803955E+002,1126189000
phb,0,1,5,14, 2.114115448E+002,1129539931
phb,0,2,5,1, 7.666680176E+003,1173329265
phb,0,2,5,2, 8.507126953E+003,1174727810
phb,0,2,5,3, 8.165594238E+003,1174351041
phb,0,2,5,4, 7.209047363E+003,1172392033
phb,0,2,5,5, 7.225417480E+003,1172425559
phb,0,2,5,6, 8.187529297E+003,1174395964
phb,0,2,5,7, 8.498213867E+003,1174718683
phb,0,2,5,8, 7.641714355E+003,1173278135
phb,0,2,5,9, 7.039876465E+003,1172045571
phb,0,2,5,10, 7.691790527E+003,1173380691
phb,0,2,5,11, 8.515236328E+003,1174736114
phb,0,2,5,12, 8.143239258E+003,1174305258
phb,0,2,5,13, 7.193339844E+003,1172359864
phb,0,2,5,14, 7.242432129E+003,1172460405
phb,0,3,5,1, 1.463186133E+004,1180999538
phb,0,3,5,2, 1.543765234E+004,1181824668
phb,0,3,5,3, 1.511020117E+004,1181489358
phb,0,3,5,4, 1.419309863E+004,1180550245
phb,0,3,5,5, 1.420879395E+004,1180566317
phb,0,3,5,6, 1.513123340E+004,1181510895
phb,0,3,5,7, 1.542910645E+004,1181815917
phb,0,3,5,8, 1.460792383E+004,1180975026
phb,0,3,5,9, 1.403090430E+004,1180384158
phb,0,3,5,10, 1.465593750E+004,1181024192
phb,0,3,5,11, 1.544542676E+004,1181832629
phb,0,3,5,12, 1.508876953E+004,1181467412
phb,0,3,5,13, 1.417804004E+004,1180534825
phb,0,3,5,14, 1.422510742E+004,1180583022
phb,0,4,5,1, 2.154747461E+004,1185437427
phb,0,4,5,2, 2.231885547E+004,1185832374
phb,0,4,5,3, 2.200538867E+004,1185671879
phb,0,4,5,4, 2.112744727E+004,1185222373
phb,0,4,5,5, 2.114247461E+004,1185230067
phb,0,4,5,6, 2.202552344E+004,1185682188
phb,0,4,5,7, 2.231067578E+004,1185828186
phb,0,4,5,8, 2.152456055E+004,1185425695
phb,0,4,5,9, 2.097218164E+004,1185142877
phb,0,4,5,10, 2.157052148E+004,1185449227
phb,0,4,5,11, 2.232629688E+004,1185836184
phb,0,4,5,12, 2.198487109E+004,1185661374
phb,0,4,5,13, 2.111303125E+004,1185214992
phb,0,4,5,14, 2.115808984E+004,1185238062
phb,0,5,5,1, 2.841203125E+004,1188952080
phb,0,5,5,2, 2.914925781E+004,1189329540
phb,0,5,5,3, 2.884966797E+004,1189176150
phb,0,5,5,4, 2.801060156E+004,1188746548
phb,0,5,5,5, 2.802496289E+004,1188753901
phb,0,5,5,6, 2.886891016E+004,1189186002
phb,0,5,5,7, 2.914143945E+004,1189325537
phb,0,5,5,8, 2.839013477E+004,1188940869
phb,0,5,5,9, 2.786220898E+004,1188670571
phb,0,5,5,10, 2.843405859E+004,1188963358
phb,0,5,5,11, 2.915636719E+004,1189333180
phb,0,5,5,12, 2.883006055E+004,1189166111
phb,0,5,5,13, 2.799682422E+004,1188739494
phb,0,5,5,14, 2.803988672E+004,1188761542
phb,0,6,5,1, 3.522398047E+004,1191811067
phb,0,6,5,2, 3.592731250E+004,1191991120
phb,0,6,5,3, 3.564149609E+004,1191917951
phb,0,6,5,4, 3.484100781E+004,1191713026
phb,0,6,5,5, 3.485470703E+004,1191716533
phb,0,6,5,6, 3.565985547E+004,1191922651
phb,0,6,5,7, 3.591985156E+004,1191989210
phb,0,6,5,8, 3.520308984E+004,1191805719
phb,0,6,5,9, 3.469943750E+004,1191676784
phb,0,6,5,10, 3.524499219E+004,1191816446
phb,0,6,5,11, 3.593409766E+004,1191992857
phb,0,6,5,12, 3.562278906E+004,1191913162
phb,0,6,5,13, 3.482785938E+004,1191709660
phb,0,6,5,14, 3.486894531E+004,1191720178
phb,0,7,5,1, 4.198163281E+004,1193541026
phb,0,7,5,2, 4.265133984E+004,1193712471
phb,0,7,5,3, 4.237918750E+004,1193642800
phb,0,7,5,4, 4.161696875E+004,1193447672
phb,0,7,5,5, 4.163001172E+004,1193451011
phb,0,7,5,6, 4.239666797E+004,1193647275
phb,0,7,5,7, 4.264423828E+004,1193710653
phb,0,7,5,8, 4.196173438E+004,1193535932
phb,0,7,5,9, 4.148216016E+004,1193413161
phb,0,7,5,10, 4.200164062E+004,1193546148
phb,0,7,5,11, 4.265780078E+004,1193714125
phb,0,7,5,12, 4.236137500E+004,1193638240
phb,0,7,5,13, 4.160445312E+004,1193444468
phb,0,7,5,14, 4.164357031E+004,1193454482
phb,0,8,5,1, 4.868319531E+004,1195256626
phb,0,8,5,2, 4.931955859E+004,1195419535
phb,0,8,5,3, 4.906095703E+004,1195353333
phb,0,8,5,4, 4.833668750E+004,1195167920
phb,0,8,5,5, 4.834908203E+004,1195171093
phb,0,8,5,6, 4.907756250E+004,1195357584
phb,0,8,5,7, 4.931280859E+004,1195417807
phb,0,8,5,8, 4.866428906E+004,1195251786
phb,0,8,5,9, 4.820859375E+004,1195135128
phb,0,8,5,10, 4.870220703E+004,1195261493
phb,0,8,5,11, 4.932569141E+004,1195421105
phb,0,8,5,12, 4.904402344E+004,1195348998
phb,0,8,5,13, 4.832478906E+004,1195164874
phb,0,8,5,14, 4.836196484E+004,1195174391
phb,0,9,5,1, 5.532671484E+004,1196957367
phb,0,9,5,2, 5.593002344E+004,1197111814
phb,0,9,5,3, 5.568485156E+004,1197049050
phb,0,9,5,4, 5.499820703E+004,1196873269
phb,0,9,5,5, 5.500995703E+004,1196876277
phb,0,9,5,6, 5.570059766E+004,1197053081
phb,0,9,5,7, 5.592362891E+004,1197110177
phb,0,9,5,8, 5.530879297E+004,1196952779
phb,0,9,5,9, 5.487676953E+004,1196842181
phb,0,9,5,10, 5.534474219E+004,1196961982
phb,0,9,5,11, 5.593583984E+004,1197113303
phb,0,9,5,12, 5.566880078E+004,1197044941
phb,0,9,5,13, 5.498692969E+004,1196870382
phb,0,9,5,14, 5.502217188E+004,1196879404
phb,0,10,5,1, 6.191009766E+004,1198642713
phb,0,10,5,2, 6.248064844E+004,1198788774
phb,0,10,5,3, 6.224879297E+004,1198729419
phb,0,10,5,4, 6.159942578E+004,1198563181
phb,0,10,5,5, 6.161053906E+004,1198566026
phb,0,10,5,6, 6.226368359E+004,1198733231
phb,0,10,5,7, 6.247460156E+004,1198787226
phb,0,10,5,8, 6.189314453E+004,1198638373
phb,0,10,5,9, 6.148457812E+004,1198533780
phb,0,10,5,10, 6.192714453E+004,1198647077
phb,0,10,5,11, 6.248615234E+004,1198790183
phb,0,10,5,12, 6.223361328E+004,1198725533
phb,0,10,5,13, 6.158876172E+004,1198560451
phb,0,10,5,14, 6.162208594E+004,1198568982
phb,0,11,5,1, 6.843105469E+004,1199941511
phb,0,11,5,2, 6.896915625E+004,1200010388
phb,0,11,5,3, 6.875047656E+004,1199982397
phb,0,11,5,4, 6.813804688E+004,1199904006
phb,0,11,5,5, 6.814852344E+004,1199905347
phb,0,11,5,6, 6.876452344E+004,1199984195
phb,0,11,5,7, 6.896345312E+004,1200009658
phb,0,11,5,8, 6.841506250E+004,1199939464
phb,0,11,5,9, 6.802972656E+004,1199890141
phb,0,11,5,10, 6.844712500E+004,1199943568
phb,0,11,5,11, 6.897434375E+004,1200011052
phb,0,11,5,12, 6.873616406E+004,1199980565
phb,0,11,5,13, 6.812798438E+004,1199902718
phb,0,11,5,14, 6.815942188E+004,1199906742
phb,0,12,5,1, 7.488711719E+004,1200767887
phb,0,12,5,2, 7.539309375E+004,1200832652
phb,0,12,5,3, 7.518747656E+004,1200806333
phb,0,12,5,4, 7.461159375E+004,1200732620
phb,0,12,5,5, 7.462145312E+004,1200733882
phb,0,12,5,6, 7.520067969E+004,1200808023
phb,0,12,5,7, 7.538773438E+004,1200831966
phb,0,12,5,8, 7.487207812E+004,1200765962
phb,0,12,5,9, 7.450975000E+004,1200719584
phb,0,12,5,10, 7.490223438E+004,1200769822
phb,0,12,5,11, 7.539796875E+004,1200833276
phb,0,12,5,12, 7.517401562E+004,1200804610
phb,0,12,5,13, 7.460214062E+004,1200731410
phb,0,12,5,14, 7.463169531E+004,1200735193
phb,0,13,5,1, 8.127553125E+004,1201585604
phb,0,13,5,2, 8.174971875E+004,1201646300
phb,0,13,5,3, 8.155701562E+004,1201621634
phb,0,13,5,4, 8.101731250E+004,1201552552
phb,0,13,5,5, 8.102655469E+004,1201553735
phb,0,13,5,6, 8.156939844E+004,1201623219
phb,0,13,5,7, 8.174469531E+004,1201645657
phb,0,13,5,8, 8.126144531E+004,1201583801
phb,0,13,5,9, 8.092186719E+004,1201540335
phb,0,13,5,10, 8.128969531E+004,1201587417
phb,0,13,5,11, 8.175430469E+004,1201646887
phb,0,13,5,12, 8.154439844E+004,1201620019
phb,0,13,5,13, 8.100846094E+004,1201551419
phb,0,13,5,14, 8.103615625E+004,1201554964
phb,0,14,5,1, 8.759332812E+004,1202394282
phb,0,14,5,2, 8.803609375E+004,1202450956
phb,0,14,5,3, 8.785616406E+004,1202427925
phb,0,14,5,4, 8.735224219E+004,1202363423
phb,0,14,5,5, 8.736085938E+004,1202364526
phb,0,14,5,6, 8.786772656E+004,1202429405
phb,0,14,5,7, 8.803139844E+004,1202450355
phb,0,14,5,8, 8.758017969E+004,1202392599
phb,0,14,5,9, 8.726311719E+004,1202352015
phb,0,14,5,10, 8.760656250E+004,1202395976
phb,0,14,5,11, 8.804036719E+004,1202451503
phb,0,14,5,12, 8.784438281E+004,1202426417
phb,0,14,5,13, 8.734396875E+004,1202362364
phb,0,14,5,14, 8.736982812E+004,1202365674
phb,0,15,5,1, 9.383718750E+004,1203193496
phb,0,15,5,2, 9.424888281E+004,1203246193
phb,0,15,5,3, 9.408157031E+004,1203224777
phb,0,15,5,4, 9.361300781E+004,1203164801
phb,0,15,5,5, 9.362103125E+004,1203165828
phb,0,15,5,6, 9.409232031E+004,1203226153
phb,0,15,5,7, 9.424452344E+004,1203245635
phb,0,15,5,8, 9.382496094E+004,1203191931
phb,0,15,5,9, 9.353014062E+004,1203154194
phb,0,15,5,10, 9.384948438E+004,1203195070
phb,0,15,5,11, 9.425285156E+004,1203246701
phb,0,15,5,12, 9.407062500E+004,1203223376
phb,0,15,5,13, 9.360532031E+004,1203163817
phb,0,15,5,14, 9.362936719E+004,1203166895
phb,0,16,5,1, 1.000034609E+005,1203982779
phb,0,16,5,2, 1.003844688E+005,1204031548
phb,0,16,5,3, 1.002296250E+005,1204011728
phb,0,16,5,4, 9.979598438E+004,1203956222
phb,0,16,5,5, 9.980340625E+004,1203957172
phb,0,16,5,6, 1.002395781E+005,1204013002
phb,0,16,5,7, 1.003804375E+005,1204031032
phb,0,16,5,8, 9.999214844E+004,1203981331
phb,0,16,5,9, 9.971928906E+004,1203946405
phb,0,16,5,10, 1.000148438E+005,1203984236
phb,0,16,5,11, 1.003881484E+005,1204032019
phb,0,16,5,12, 1.002194922E+005,1204010431
phb,0,16,5,13, 9.978887500E+004,1203955312
phb,0,16,5,14, 9.981112500E+004,1203958160
phb,0,17,5,1, 1.060879922E+005,1204761599
phb,0,17,5,2, 1.064387266E+005,1204806493
phb,0,17,5,3, 1.062961797E+005,1204788247
phb,0,17,5,4, 1.058970000E+005,1204737152
phb,0,17,5,5, 1.059038281E+005,1204738026
phb,0,17,5,6, 1.063053516E+005,1204789421
phb,0,17,5,7, 1.064350078E+005,1204806017
phb,0,17,5,8, 1.060775781E+005,1204760266
phb,0,17,5,9, 1.058264062E+005,1204728116
phb,0,17,5,10, 1.060984688E+005,1204762940
phb,0,17,5,11, 1.064421094E+005,1204806926
phb,0,17,5,12, 1.062868594E+005,1204787054
phb,0,17,5,13, 1.058904531E+005,1204736314
phb,0,17,5,14, 1.059109375E+005,1204738936
phb,0,18,5,1, 1.120861641E+005,1205529365
phb,0,18,5,2, 1.124070469E+005,1205570438
phb,0,18,5,3, 1.122766328E+005,1205553745
phb,0,18,5,4, 1.119114219E+005,1205506998
phb,0,18,5,5, 1.119176641E+005,1205507797
phb,0,18,5,6, 1.122850156E+005,1205554818
phb,0,18,5,7, 1.124036562E+005,1205570004
phb,0,18,5,8, 1.120766328E+005,1205528145
phb,0,18,5,9, 1.118468203E+005,1205498729
phb,0,18,5,10, 1.120957422E+005,1205530591
phb,0,18,5,11, 1.124101406E+005,1205570834
phb,0,18,5,12, 1.122681094E+005,1205552654
phb,0,18,5,13, 1.119054375E+005,1205506232
phb,0,18,5,14, 1.119241719E+005,1205508630
phb,0,19,5,1, 1.179926641E+005,1206285397
phb,0,19,5,2, 1.182841641E+005,1206322709
phb,0,19,5,3, 1.181656953E+005,1206307545
phb,0,19,5,4, 1.178339297E+005,1206265079
phb,0,19,5,5, 1.178396094E+005,1206265806
phb,0,19,5,6, 1.181733125E+005,1206308520
phb,0,19,5,7, 1.182810781E+005,1206322314
phb,0,19,5,8, 1.179840156E+005,1206284290
phb,0,19,5,9, 1.177752500E+005,1206257568
phb,0,19,5,10, 1.180013828E+005,1206286513
phb,0,19,5,11, 1.182869844E+005,1206323070
phb,0,19,5,12, 1.181579453E+005,1206306553
phb,0,19,5,13, 1.178284922E+005,1206264383
phb,0,19,5,14, 1.178455156E+005,1206266562
phb,0,20,5,1, 1.238014609E+005,1207028923
phb,0,20,5,2, 1.240640547E+005,1207062535
phb,0,20,5,3, 1.239573359E+005,1207048875
phb,0,20,5,4, 1.236584531E+005,1207010618
