field,step,k,j,i,value,bits
msfvy,0,0,2,4, 1.015296817E+000,1065481535
msfvy,0,0,2,5, 1.011633635E+000,1065450806
msfvy,0,0,2,6, 1.007247210E+000,1065414010
msfvy,0,0,2,7, 1.002410054E+000,1065373433
msfvy,0,0,2,8, 9.974231124E-001,1065309983
msfvy,0,0,2,9, 9.925963879E-001,1065229004
msfvy,0,0,2,10, 9.882299900E-001,1065155748
msfvy,0,0,2,11, 9.845953584E-001,1065094769
msfvy,0,0,2,12, 9.819185734E-001,1065049860
msfvy,0,0,2,13, 9.803659320E-001,1065023811
msfvy,0,0,2,14, 9.800341129E-001,1065018244
msfvy,0,0,3,1, 1.019601345E+000,1065517644
msfvy,0,0,3,2, 1.019974947E+000,1065520778
msfvy,0,0,3,3, 1.019106746E+000,1065513495
msfvy,0,0,3,4, 1.017050505E+000,1065496246
msfvy,0,0,3,5, 1.013934135E+000,1065470104
msfvy,0,0,3,6, 1.009951472E+000,1065436695
msfvy,0,0,3,7, 1.005349994E+000,1065398095
msfvy,0,0,3,8, 1.000415921E+000,1065356705
msfvy,0,0,3,9, 9.954559803E-001,1065276980
msfvy,0,0,3,10, 9.907785654E-001,1065198506
msfvy,0,0,3,11, 9.866744876E-001,1065129651
msfvy,0,0,3,12, 9.833989143E-001,1065074696
msfvy,0,0,3,13, 9.811555743E-001,1065037059
msfvy,0,0,3,14, 9.800838232E-001,1065019078
msfvy,0,0,4,1, 1.018787503E+000,1065510817
msfvy,0,0,4,2, 1.019900084E+000,1065520150
msfvy,0,0,4,3, 1.019775391E+000,1065519104
msfvy,0,0,4,4, 1.018421173E+000,1065507744
msfvy,0,0,4,5, 1.015921712E+000,1065486777
msfvy,0,0,4,6, 1.012432218E+000,1065457505
msfvy,0,0,4,7, 1.008169770E+000,1065421749
msfvy,0,0,4,8, 1.003399372E+000,1065381732
msfvy,0,0,4,9, 9.984175563E-001,1065326667
msfvy,0,0,4,10, 9.935342073E-001,1065244738
msfvy,0,0,4,11, 9.890528321E-001,1065169553
msfvy,0,0,4,12, 9.852521420E-001,1065105788
msfvy,0,0,4,13, 9.823683500E-001,1065057406
msfvy,0,0,4,14, 9.805808067E-001,1065027416
msfvy,0,0,5,1, 1.017551661E+000,1065500450
msfvy,0,0,5,2, 1.019378304E+000,1065515773
msfvy,0,0,5,3, 1.019999981E+000,1065520988
msfvy,0,0,5,4, 1.019378304E+000,1065515773
msfvy,0,0,5,5, 1.017551661E+000,1065500450
msfvy,0,0,5,6, 1.014633775E+000,1065475973
msfvy,0,0,5,7, 1.010806084E+000,1065443864
msfvy,0,0,5,8, 1.006306410E+000,1065406118
msfvy,0,0,5,9, 1.001414776E+000,1065365084
msfvy,0,0,5,10, 9.964351058E-001,1065293407
msfvy,0,0,5,11, 9.916770458E-001,1065213580
msfvy,0,0,5,12, 9.874365330E-001,1065142436
msfvy,0,0,5,13, 9.839771390E-001,1065084397
msfvy,0,0,5,14, 9.815139771E-001,1065043072
msfvy,0,0,6,1, 1.015921712E+000,1065486777
msfvy,0,0,6,2, 1.018421173E+000,1065507744
msfvy,0,0,6,3, 1.019775391E+000,1065519104
msfvy,0,0,6,4, 1.019900084E+000,1065520150
msfvy,0,0,6,5, 1.018787503E+000,1065510817
msfvy,0,0,6,6, 1.016506672E+000,1065491684
msfvy,0,0,6,7, 1.013199687E+000,1065463943
msfvy,0,0,6,8, 1.009071946E+000,1065429317
msfvy,0,0,6,9, 1.004380107E+000,1065389959
msfvy,0,0,6,10, 9.994159937E-001,1065343418
msfvy,0,0,6,11, 9.944881797E-001,1065260743
msfvy,0,0,6,12, 9.899030924E-001,1065183818
msfvy,0,0,6,13, 9.859457612E-001,1065117425
msfvy,0,0,6,14, 9.828622341E-001,1065065692
msfvy,0,0,7,1, 1.013934135E+000,1065470104
msfvy,0,0,7,2, 1.017050505E+000,1065496246
msfvy,0,0,7,3, 1.019106746E+000,1065513495
msfvy,0,0,7,4, 1.019974947E+000,1065520778
msfvy,0,0,7,5, 1.019601345E+000,1065517644
msfvy,0,0,7,6, 1.018008947E+000,1065504286
msfvy,0,0,7,7, 1.015296817E+000,1065481535
msfvy,0,0,7,8, 1.011633635E+000,1065450806
msfvy,0,0,7,9, 1.007247210E+000,1065414010
msfvy,0,0,7,10, 1.002410054E+000,1065373433
msfvy,0,0,7,11, 9.974231124E-001,1065309983
msfvy,0,0,7,12, 9.925963879E-001,1065229004
msfvy,0,0,7,13, 9.882299900E-001,1065155748
msfvy,0,0,7,14, 9.845953584E-001,1065094769
msfvy,0,0,8,1, 1.011633635E+000,1065450806
msfvy,0,0,8,2, 1.015296817E+000,1065481535
msfvy,0,0,8,3, 1.018008947E+000,1065504286
msfvy,0,0,8,4, 1.019601345E+000,1065517644
msfvy,0,0,8,5, 1.019974947E+000,1065520778
msfvy,0,0,8,6, 1.019106746E+000,1065513495
msfvy,0,0,8,7, 1.017050505E+000,1065496246
msfvy,0,0,8,8, 1.013934135E+000,1065470104
msfvy,0,0,8,9, 1.009951472E+000,1065436695
msfvy,0,0,8,10, 1.005349994E+000,1065398095
msfvy,0,0,8,11, 1.000415921E+000,1065356705
msfvy,0,0,8,12, 9.954559803E-001,1065276980
msfvy,0,0,8,13, 9.907785654E-001,1065198506
msfvy,0,0,8,14, 9.866744876E-001,1065129651
msfvy,0,0,9,1, 1.009071946E+000,1065429317
msfvy,0,0,9,2, 1.013199687E+000,1065463943
msfvy,0,0,9,3, 1.016506672E+000,1065491684
msfvy,0,0,9,4, 1.018787503E+000,1065510817
msfvy,0,0,9,5, 1.019900084E+000,1065520150
msfvy,0,0,9,6, 1.019775391E+000,1065519104
msfvy,0,0,9,7, 1.018421173E+000,1065507744
msfvy,0,0,9,8, 1.015921712E+000,1065486777
msfvy,0,0,9,9, 1.012432218E+000,1065457505
msfvy,0,0,9,10, 1.008169770E+000,1065421749
msfvy,0,0,9,11, 1.003399372E+000,1065381732
msfvy,0,0,9,12, 9.984175563E-001,1065326667
msfvy,0,0,9,13, 9.935342073E-001,1065244738
msfvy,0,0,9,14, 9.890528321E-001,1065169553
msfvy,0,0,10,1, 1.006306410E+000,1065406118
msfvy,0,0,10,2, 1.010806084E+000,1065443864
msfvy,0,0,10,3, 1.014633775E+000,1065475973
msfvy,0,0,10,4, 1.017551661E+000,1065500450
msfvy,0,0,10,5, 1.019378304E+000,1065515773
msfvy,0,0,10,6, 1.019999981E+000,1065520988
msfvy,0,0,10,7, 1.019378304E+000,1065515773
msfvy,0,0,10,8, 1.017551661E+000,1065500450
msfvy,0,0,10,9, 1.014633775E+000,1065475973
msfvy,0,0,10,10, 1.010806084E+000,1065443864
msfvy,0,0,10,11, 1.006306410E+000,1065406118
msfvy,0,0,10,12, 1.001414776E+000,1065365084
msfvy,0,0,10,13, 9.964351058E-001,1065293407
msfvy,0,0,10,14, 9.916770458E-001,1065213580
msfvy,0,0,11,1, 1.003399372E+000,1065381732
msfvy,0,0,11,2, 1.008169770E+000,1065421749
msfvy,0,0,11,3, 1.012432218E+000,1065457505
msfvy,0,0,11,4, 1.015921712E+000,1065486777
msfvy,0,0,11,5, 1.018421173E+000,1065507744
msfvy,0,0,11,6, 1.019775391E+000,1065519104
msfvy,0,0,11,7, 1.019900084E+000,1065520150
msfvy,0,0,11,8, 1.018787503E+000,1065510817
msfvy,0,0,11,9, 1.016506672E+000,1065491684
msfvy,0,0,11,10, 1.013199687E+000,1065463943
msfvy,0,0,11,11, 1.009071946E+000,1065429317
msfvy,0,0,11,12, 1.004380107E+000,1065389959
msfvy,0,0,11,13, 9.994159937E-001,1065343418
msfvy,0,0,11,14, 9.944881797E-001,1065260743
msfvy,0,0,12,1, 1.000415921E+000,1065356705
msfvy,0,0,12,2, 1.005349994E+000,1065398095
msfvy,0,0,12,3, 1.009951472E+000,1065436695
msfvy,0,0,12,4, 1.013934135E+000,1065470104
msfvy,0,0,12,5, 1.017050505E+000,1065496246
msfvy,0,0,12,6, 1.019106746E+000,1065513495
msfvy,0,0,12,7, 1.019974947E+000,1065520778
msfvy,0,0,12,8, 1.019601345E+000,1065517644
msfvy,0,0,12,9, 1.018008947E+000,1065504286
msfvy,0,0,12,10, 1.015296817E+000,1065481535
msfvy,0,0,12,11, 1.011633635E+000,1065450806
msfvy,0,0,12,12, 1.007247210E+000,1065414010
msfvy,0,0,12,13, 1.002410054E+000,1065373433
msfvy,0,0,12,14, 9.974231124E-001,1065309983
msfvy,0,0,13,1, 9.974231124E-001,1065309983
msfvy,0,0,13,2, 1.002410054E+000,1065373433
msfvy,0,0,13,3, 1.007247210E+000,1065414010
msfvy,0,0,13,4, 1.011633635E+000,1065450806
msfvy,0,0,13,5, 1.015296817E+000,1065481535
msfvy,0,0,13,6, 1.018008947E+000,1065504286
msfvy,0,0,13,7, 1.019601345E+000,1065517644
msfvy,0,0,13,8, 1.019974947E+000,1065520778
msfvy,0,0,13,9, 1.019106746E+000,1065513495
msfvy,0,0,13,10, 1.017050505E+000,1065496246
msfvy,0,0,13,11, 1.013934135E+000,1065470104
msfvy,0,0,13,12, 1.009951472E+000,1065436695
msfvy,0,0,13,13, 1.005349994E+000,1065398095
msfvy,0,0,13,14, 1.000415921E+000,1065356705
phb,0,1,1,1, 7.838811646E+002,1145305189
phb,0,1,1,2, 1.834230713E+003,1155876706
phb,0,1,1,3, 1.407399414E+003,1152380104
phb,0,1,1,4, 2.119551544E+002,1129575557
phb,0,1,1,5, 2.324141846E+002,1130916360
phb,0,1,1,6, 1.434812744E+003,1152604674
phb,0,1,1,7, 1.823090088E+003,1155785442
phb,0,1,1,8, 7.526806641E+002,1144794000
phb,0,1,1,9, 5.339581966E-001,1057534332
phb,0,1,1,10, 8.152634888E+002,1145819357
phb,0,1,1,11, 1.844364258E+003,1155959720
phb,0,1,1,12, 1.379462402E+003,1152151244
phb,0,1,1,13, 1.923249664E+002,1128289073
phb,0,1,1,14, 2.536786499E+002,1132309948
phb,0,2,1,1, 7.792080078E+003,1173586084
phb,0,2,1,2, 8.800556641E+003,1175028282
phb,0,2,1,3, 8.390743164E+003,1174608633
phb,0,2,1,4, 7.242955078E+003,1172461476
phb,0,2,1,5, 7.262597656E+003,1172501704
phb,0,2,1,6, 8.417062500E+003,1174635584
phb,0,2,1,7, 8.789861328E+003,1175017330
phb,0,2,1,8, 7.762123535E+003,1173524733
phb,0,2,1,9, 7.039961914E+003,1172045746
phb,0,2,1,10, 7.822211914E+003,1173647794
phb,0,2,1,11, 8.810287109E+003,1175038246
phb,0,2,1,12, 8.363918945E+003,1174581165
phb,0,2,1,13, 7.224106934E+003,1172422875
phb,0,2,1,14, 7.283014648E+003,1172543518
phb,0,3,1,1, 1.475209082E+004,1181122653
phb,0,3,1,2, 1.571898242E+004,1182112750
phb,0,3,1,3, 1.532606738E+004,1181710405
phb,0,3,1,4, 1.422560840E+004,1180583535
phb,0,3,1,5, 1.424444141E+004,1180602820
phb,0,3,1,6, 1.535130273E+004,1181736246
phb,0,3,1,7, 1.570872656E+004,1182102248
phb,0,3,1,8, 1.472336719E+004,1181093240
phb,0,3,1,9, 1.403098535E+004,1180384241
phb,0,3,1,10, 1.478097852E+004,1181152234
phb,0,3,1,11, 1.572831055E+004,1182122302
phb,0,3,1,12, 1.530034863E+004,1181684069
phb,0,3,1,13, 1.420753711E+004,1180565030
phb,0,3,1,14, 1.426401465E+004,1180622863
phb,0,4,1,1, 2.166257031E+004,1185496356
phb,0,4,1,2, 2.258817188E+004,1185970264
phb,0,4,1,3, 2.221203711E+004,1185777683
phb,0,4,1,4, 2.115856836E+004,1185238307
phb,0,4,1,5, 2.117659766E+004,1185247538
phb,0,4,1,6, 2.223619336E+004,1185790051
phb,0,4,1,7, 2.257835352E+004,1185965237
phb,0,4,1,8, 2.163507422E+004,1185482278
phb,0,4,1,9, 2.097225781E+004,1185142916
phb,0,4,1,10, 2.169022266E+004,1185510514
phb,0,4,1,11, 2.259710352E+004,1185974837
phb,0,4,1,12, 2.218741602E+004,1185765077
phb,0,4,1,13, 2.114126953E+004,1185229450
phb,0,4,1,14, 2.119533789E+004,1185257133
phb,0,5,1,1, 2.852202930E+004,1189008399
phb,0,5,1,2, 2.940664648E+004,1189461323
phb,0,5,1,3, 2.904716602E+004,1189277269
phb,0,5,1,4, 2.804034570E+004,1188761777
phb,0,5,1,5, 2.805757812E+004,1188770600
phb,0,5,1,6, 2.907025586E+004,1189289091
phb,0,5,1,7, 2.939726562E+004,1189456520
phb,0,5,1,8, 2.849575195E+004,1188994945
phb,0,5,1,9, 2.786228320E+004,1188670609
phb,0,5,1,10, 2.854846094E+004,1189021932
phb,0,5,1,11, 2.941518555E+004,1189465695
phb,0,5,1,12, 2.902363867E+004,1189265223
phb,0,5,1,13, 2.802381055E+004,1188753311
phb,0,5,1,14, 2.807548633E+004,1188779769
phb,0,6,1,1, 3.532892188E+004,1191837932
phb,0,6,1,2, 3.617286719E+004,1192053982
phb,0,6,1,3, 3.582991406E+004,1191966186
phb,0,6,1,4, 3.486938281E+004,1191720290
phb,0,6,1,5, 3.488582422E+004,1191724499
phb,0,6,1,6, 3.585194141E+004,1191971825
phb,0,6,1,7, 3.616391797E+004,1192051691
phb,0,6,1,8, 3.530384766E+004,1191831513
phb,0,6,1,9, 3.469950781E+004,1191676802
phb,0,6,1,10, 3.535413672E+004,1191844387
phb,0,6,1,11, 3.618101172E+004,1192056067
phb,0,6,1,12, 3.580746484E+004,1191960439
phb,0,6,1,13, 3.485360547E+004,1191716251
phb,0,6,1,14, 3.490290625E+004,1191728872
phb,0,7,1,1, 4.208155469E+004,1193566606
phb,0,7,1,2, 4.288515625E+004,1193772328
phb,0,7,1,3, 4.255859766E+004,1193688729
phb,0,7,1,4, 4.164398438E+004,1193454588
phb,0,7,1,5, 4.165963672E+004,1193458595
phb,0,7,1,6, 4.257957422E+004,1193694099
phb,0,7,1,7, 4.287663281E+004,1193770146
phb,0,7,1,8, 4.205768359E+004,1193560495
phb,0,7,1,9, 4.148223047E+004,1193413179
phb,0,7,1,10, 4.210556641E+004,1193572753
phb,0,7,1,11, 4.289291406E+004,1193774314
phb,0,7,1,12, 4.253722656E+004,1193683258
phb,0,7,1,13, 4.162896484E+004,1193450743
phb,0,7,1,14, 4.167591016E+004,1193462761
phb,0,8,1,1, 4.877813672E+004,1195280931
phb,0,8,1,2, 4.954173438E+004,1195476412
phb,0,8,1,3, 4.923143359E+004,1195396975
phb,0,8,1,4, 4.836235938E+004,1195174492
phb,0,8,1,5, 4.837723047E+004,1195178299
phb,0,8,1,6, 4.925135938E+004,1195402076
phb,0,8,1,7, 4.953363281E+004,1195474338
phb,0,8,1,8, 4.875545703E+004,1195275125
phb,0,8,1,9, 4.820865625E+004,1195135144
phb,0,8,1,10, 4.880095703E+004,1195286773
phb,0,8,1,11, 4.954910547E+004,1195478299
phb,0,8,1,12, 4.921112500E+004,1195391776
phb,0,8,1,13, 4.834808594E+004,1195170838
phb,0,8,1,14, 4.839269531E+004,1195182258
phb,0,9,1,1, 5.541673047E+004,1196980411
phb,0,9,1,2, 5.614065234E+004,1197165735
phb,0,9,1,3, 5.584648047E+004,1197090427
phb,0,9,1,4, 5.502254297E+004,1196879499
phb,0,9,1,5, 5.503664453E+004,1196883109
phb,0,9,1,6, 5.586537109E+004,1197095263
phb,0,9,1,7, 5.613298047E+004,1197163771
phb,0,9,1,8, 5.539522656E+004,1196974906
phb,0,9,1,9, 5.487682812E+004,1196842196
phb,0,9,1,10, 5.543836328E+004,1196985949
phb,0,9,1,11, 5.614764844E+004,1197167526
phb,0,9,1,12, 5.582722266E+004,1197085497
phb,0,9,1,13, 5.500901172E+004,1196876035
phb,0,9,1,14, 5.505130469E+004,1196886862
phb,0,10,1,1, 6.199522656E+004,1198664506
phb,0,10,1,2, 6.267984766E+004,1198839769
phb,0,10,1,3, 6.240164453E+004,1198768549
phb,0,10,1,4, 6.162244141E+004,1198569073
phb,0,10,1,5, 6.163577734E+004,1198572487
phb,0,10,1,6, 6.241950781E+004,1198773122
phb,0,10,1,7, 6.267258594E+004,1198837910
phb,0,10,1,8, 6.197488672E+004,1198659299
phb,0,10,1,9, 6.148463281E+004,1198533794
phb,0,10,1,10, 6.201567969E+004,1198669742
phb,0,10,1,11, 6.268645703E+004,1198841461
phb,0,10,1,12, 6.238343750E+004,1198763888
phb,0,10,1,13, 6.160964844E+004,1198565798
phb,0,10,1,14, 6.164964062E+004,1198576036
phb,0,11,1,1, 6.851133594E+004,1199951787
phb,0,11,1,2, 6.915702344E+004,1200034435
phb,0,11,1,3, 6.889464062E+004,1200000850
phb,0,11,1,4, 6.815975000E+004,1199906784
phb,0,11,1,5, 6.817232812E+004,1199908394
phb,0,11,1,6, 6.891148438E+004,1200003006
phb,0,11,1,7, 6.915017188E+004,1200033558
phb,0,11,1,8, 6.849215625E+004,1199949332
phb,0,11,1,9, 6.802978125E+004,1199890148
phb,0,11,1,10, 6.853062500E+004,1199954256
phb,0,11,1,11, 6.916326562E+004,1200035234
phb,0,11,1,12, 6.887746875E+004,1199998652
phb,0,11,1,13, 6.814767969E+004,1199905239
phb,0,11,1,14, 6.818539844E+004,1199910067
phb,0,12,1,1, 7.496260938E+004,1200777550
phb,0,12,1,2, 7.556975000E+004,1200855264
phb,0,12,1,3, 7.532303125E+004,1200823684
phb,0,12,1,4, 7.463200781E+004,1200735233
phb,0,12,1,5, 7.464383594E+004,1200736747
phb,0,12,1,6, 7.533887500E+004,1200825712
phb,0,12,1,7, 7.556331250E+004,1200854440
phb,0,12,1,8, 7.494456250E+004,1200775240
phb,0,12,1,9, 7.450979688E+004,1200719590
phb,0,12,1,10, 7.498074219E+004,1200779871
phb,0,12,1,11, 7.557560938E+004,1200856014
phb,0,12,1,12, 7.530688281E+004,1200821617
phb,0,12,1,13, 7.462065625E+004,1200733780
phb,0,12,1,14, 7.465612500E+004,1200738320
phb,0,13,1,1, 8.134627344E+004,1201594659
phb,0,13,1,2, 8.191527344E+004,1201667491
phb,0,13,1,3, 8.168406250E+004,1201637896
phb,0,13,1,4, 8.103645312E+004,1201555002
phb,0,13,1,5, 8.104753125E+004,1201556420
phb,0,13,1,6, 8.169890625E+004,1201639796
phb,0,13,1,7, 8.190925000E+004,1201666720
phb,0,13,1,8, 8.132936719E+004,1201592495
phb,0,13,1,9, 8.092191406E+004,1201540341
phb,0,13,1,10, 8.136328125E+004,1201596836
phb,0,13,1,11, 8.192077344E+004,1201668195
phb,0,13,1,12, 8.166892188E+004,1201635958
phb,0,13,1,13, 8.102581250E+004,1201553640
phb,0,13,1,14, 8.105905469E+004,1201557895
phb,0,14,1,1, 8.765939844E+004,1202402739
phb,0,14,1,2, 8.819066406E+004,1202470741
phb,0,14,1,3, 8.797478125E+004,1202443108
phb,0,14,1,4, 8.737010938E+004,1202365710
phb,0,14,1,5, 8.738045312E+004,1202367034
phb,0,14,1,6, 8.798864062E+004,1202444882
phb,0,14,1,7, 8.818504688E+004,1202470022
phb,0,14,1,8, 8.764360938E+004,1202400718
phb,0,14,1,9, 8.726316406E+004,1202352021
phb,0,14,1,10, 8.767526562E+004,1202404770
phb,0,14,1,11, 8.819580469E+004,1202471399
phb,0,14,1,12, 8.796064844E+004,1202441299
phb,0,14,1,13, 8.736017188E+004,1202364438
phb,0,14,1,14, 8.739121094E+004,1202368411
phb,0,15,1,1, 9.389860938E+004,1203201358
phb,0,15,1,2, 9.439260938E+004,1203264590
phb,0,15,1,3, 9.419187500E+004,1203238896
phb,0,15,1,4, 9.362962500E+004,1203166928
phb,0,15,1,5, 9.363924219E+004,1203168159
phb,0,15,1,6, 9.420476562E+004,1203240546
phb,0,15,1,7, 9.438737500E+004,1203263920
phb,0,15,1,8, 9.388392969E+004,1203199479
phb,0,15,1,9, 9.353017969E+004,1203154199
phb,0,15,1,10, 9.391337500E+004,1203203248
phb,0,15,1,11, 9.439739062E+004,1203265202
phb,0,15,1,12, 9.417873438E+004,1203237214
phb,0,15,1,13, 9.362039062E+004,1203165746
phb,0,15,1,14, 9.364924219E+004,1203169439
phb,0,16,1,1, 1.000602969E+005,1203990054
phb,0,16,1,2, 1.005174922E+005,1204048575
phb,0,16,1,3, 1.003317109E+005,1204024795
phb,0,16,1,4, 9.981135938E+004,1203958190
phb,0,16,1,5, 9.982025781E+004,1203959329
phb,0,16,1,6, 1.003436406E+005,1204026322
phb,0,16,1,7, 1.005126406E+005,1204047954
phb,0,16,1,8, 1.000467109E+005,1203988315
phb,0,16,1,9, 9.971933594E+004,1203946411
phb,0,16,1,10, 1.000739609E+005,1203991803
phb,0,16,1,11, 1.005219141E+005,1204049141
phb,0,16,1,12, 1.003195547E+005,1204023239
phb,0,16,1,13, 9.980281250E+004,1203957096
phb,0,16,1,14, 9.982952344E+004,1203960515
phb,0,17,1,1, 1.061403125E+005,1204768296
phb,0,17,1,2, 1.065611797E+005,1204822167
phb,0,17,1,3, 1.063901641E+005,1204800277
phb,0,17,1,4, 1.059111562E+005,1204738964
phb,0,17,1,5, 1.059193516E+005,1204740013
phb,0,17,1,6, 1.064011328E+005,1204801681
phb,0,17,1,7, 1.065567109E+005,1204821595
phb,0,17,1,8, 1.061278125E+005,1204766696
phb,0,17,1,9, 1.058264453E+005,1204728121
phb,0,17,1,10, 1.061528906E+005,1204769906
phb,0,17,1,11, 1.065652500E+005,1204822688
phb,0,17,1,12, 1.063789609E+005,1204798843
phb,0,17,1,13, 1.059032812E+005,1204737956
phb,0,17,1,14, 1.059278672E+005,1204741103
phb,0,18,1,1, 1.121340312E+005,1205535492
phb,0,18,1,2, 1.125190781E+005,1205584778
phb,0,18,1,3, 1.123626172E+005,1205564751
phb,0,18,1,4, 1.119243750E+005,1205508656
phb,0,18,1,5, 1.119318672E+005,1205509615
phb,0,18,1,6, 1.123726562E+005,1205566036
phb,0,18,1,7, 1.125150078E+005,1205584257
phb,0,18,1,8, 1.121225859E+005,1205534027
phb,0,18,1,9, 1.118468594E+005,1205498734
phb,0,18,1,10, 1.121455391E+005,1205536965
phb,0,18,1,11, 1.125228047E+005,1205585255
phb,0,18,1,12, 1.123523750E+005,1205563440
phb,0,18,1,13, 1.119171719E+005,1205507734
phb,0,18,1,14, 1.119396641E+005,1205510613
phb,0,19,1,1, 1.180361562E+005,1206290964
phb,0,19,1,2, 1.183859375E+005,1206335736
phb,0,19,1,3, 1.182438047E+005,1206317543
phb,0,19,1,4, 1.178456953E+005,1206266585
phb,0,19,1,5, 1.178525078E+005,1206267457
phb,0,19,1,6, 1.182529219E+005,1206318710
phb,0,19,1,7, 1.183822344E+005,1206335262
phb,0,19,1,8, 1.180257656E+005,1206289634
phb,0,19,1,9, 1.177752812E+005,1206257572
phb,0,19,1,10, 1.180466094E+005,1206292302
phb,0,19,1,11, 1.183893281E+005,1206336170
phb,0,19,1,12, 1.182345000E+005,1206316352
phb,0,19,1,13, 1.178391562E+005,1206265748
phb,0,19,1,14, 1.178595859E+005,1206268363
phb,0,20,1,1, 1.238406328E+005,1207033937
phb,0,20,1,2, 1.241557422E+005,1207074271
phb,0,20,1,3, 1.240277031E+005,1207057882
phb,0,20,1,4, 1.236690625E+005,1207011976
phb,0,20,1,5, 1.236751953E+005,1207012761
phb,0,20,1,6, 1.240359141E+005,1207058933
phb,0,20,1,7, 1.241523984E+005,1207073843
phb,0,20,1,8, 1.238312578E+005,1207032737
phb,0,20,1,9, 1.236056328E+005,1207003857
phb,0,20,1,10, 1.238500469E+005,1207035142
phb,0,20,1,11, 1.241587891E+005,1207074661
phb,0,20,1,12, 1.240193203E+005,1207056809
phb,0,20,1,13, 1.236631719E+005,1207011222
phb,0,20,1,14, 1.236815703E+005,1207013577
phb,0,21,1,1, 1.295403906E+005,1207763506
phb,0,21,1,2, 1.298214375E+005,1207799480
phb,0,21,1,3, 1.297072422E+005,1207784863
phb,0,21,1,4, 1.293873594E+005,1207743918
phb,0,21,1,5, 1.293928359E+005,1207744619
phb,0,21,1,6, 1.297145703E+005,1207785801
phb,0,21,1,7, 1.298184688E+005,1207799100
phb,0,21,1,8, 1.295320312E+005,1207762436
phb,0,21,1,9, 1.293307812E+005,1207736676
phb,0,21,1,10, 1.295487891E+005,1207764581
phb,0,21,1,11, 1.298241641E+005,1207799829
phb,0,21,1,12, 1.296997656E+005,1207783906
phb,0,21,1,13, 1.293821016E+005,1207743245
phb,0,21,1,14, 1.293985234E+005,1207745347
phb,0,22,1,1, 1.351271250E+005,1208219080
phb,0,22,1,2, 1.353747812E+005,1208234930
phb,0,22,1,3, 1.352741406E+005,1208228489
phb,0,22,1,4, 1.349922656E+005,1208210449
phb,0,22,1,5, 1.349970781E+005,1208210757
phb,0,22,1,6, 1.352806094E+005,1208228903
phb,0,22,1,7, 1.353721562E+005,1208234762
phb,0,22,1,8, 1.351197500E+005,1208218608
phb,0,22,1,9, 1.349424062E+005,1208207258
phb,0,22,1,10, 1.351345156E+005,1208219553
phb,0,22,1,11, 1.353771875E+005,1208235084
phb,0,22,1,12, 1.352675625E+005,1208228068
phb,0,22,1,13, 1.349876250E+005,1208210152
phb,0,22,1,14, 1.350020938E+005,1208211078
phb,0,23,1,1, 1.405908438E+005,1208568758
phb,0,23,1,2, 1.408058750E+005,1208582520
phb,0,23,1,3, 1.407185000E+005,1208576928
phb,0,23,1,4, 1.404737656E+005,1208561265
phb,0,23,1,5, 1.404779375E+005,1208561532
phb,0,23,1,6, 1.407240938E+005,1208577286
phb,0,23,1,7, 1.408035938E+005,1208582374
phb,0,23,1,8, 1.405844375E+005,1208568348
phb,0,23,1,9, 1.404304688E+005,1208558494
phb,0,23,1,10, 1.405972656E+005,1208569169
phb,0,23,1,11, 1.408079531E+005,1208582653
phb,0,23,1,12, 1.407127812E+005,1208576562
phb,0,23,1,13, 1.404697344E+005,1208561007
phb,0,23,1,14, 1.404822969E+005,1208561811
phb,0,24,1,1, 1.459193594E+005,1208909783
phb,0,24,1,2, 1.461025469E+005,1208921507
phb,0,24,1,3, 1.460281094E+005,1208916743
phb,0,24,1,4, 1.458196094E+005,1208903399
phb,0,24,1,5, 1.458231719E+005,1208903627
phb,0,24,1,6, 1.460328906E+005,1208917049
phb,0,24,1,7, 1.461006094E+005,1208921383
phb,0,24,1,8, 1.459139062E+005,1208909434
phb,0,24,1,9, 1.457827344E+005,1208901039
phb,0,24,1,10, 1.459248281E+005,1208910133
phb,0,24,1,11, 1.461043281E+005,1208921621
phb,0,24,1,12, 1.460232344E+005,1208916431
phb,0,24,1,13, 1.458161875E+005,1208903180
phb,0,24,1,14, 1.458268750E+005,1208903864
phb,0,25,1,1, 1.510973125E+005,1209241172
phb,0,25,1,2, 1.512495625E+005,1209250916
phb,0,25,1,3, 1.511877031E+005,1209246957
phb,0,25,1,4, 1.510144219E+005,1209235867
phb,0,25,1,5, 1.510173750E+005,1209236056
phb,0,25,1,6, 1.511916719E+005,1209247211
phb,0,25,1,7, 1.512479531E+005,1209250813
phb,0,25,1,8, 1.510927812E+005,1209240882
phb,0,25,1,9, 1.509837656E+005,1209233905
phb,0,25,1,10, 1.511018594E+005,1209241463
phb,0,25,1,11, 1.512510469E+005,1209251011
phb,0,25,1,12, 1.511836562E+005,1209246698
phb,0,25,1,13, 1.510115625E+005,1209235684
phb,0,25,1,14, 1.510204688E+005,1209236254
phb,0,26,1,1, 1.561048281E+005,1209561653
phb,0,26,1,2, 1.562271562E+005,1209569482
phb,0,26,1,3, 1.561774531E+005,1209566301
phb,0,26,1,4, 1.560382188E+005,1209557390
phb,0,26,1,5, 1.560405938E+005,1209557542
phb,0,26,1,6, 1.561806406E+005,1209566505
phb,0,26,1,7, 1.562258594E+005,1209569399
phb,0,26,1,8, 1.561011875E+005,1209561420
phb,0,26,1,9, 1.560135938E+005,1209555814
phb,0,26,1,10, 1.561084844E+005,1209561887
