field,step,k,j,i,value,bits
up_heli_max,2,0,7,14, 0.000000000E+000,0
uh,2,0,8,1, 0.000000000E+000,0
up_heli_max,2,0,8,1, 0.000000000E+000,0
uh,2,0,8,2,-1.131695747E+001,-1053486526
up_heli_max,2,0,8,2, 0.000000000E+000,0
uh,2,0,8,3,-4.408998871E+001,-1037018074
up_heli_max,2,0,8,3, 0.000000000E+000,0
uh,2,0,8,4,-2.313219452E+001,-1044836676
up_heli_max,2,0,8,4, 9.191525269E+001,1119343772
uh,2,0,8,5, 4.244959717E+002,1137983356
up_heli_max,2,0,8,5, 6.052598877E+002,1142378658
uh,2,0,8,6, 9.579053955E+002,1148156402
up_heli_max,2,0,8,6, 9.939624634E+002,1148747161
uh,2,0,8,7, 4.180004272E+002,1137770510
up_heli_max,2,0,8,7, 6.026618652E+002,1142336092
uh,2,0,8,8,-1.992932892E+001,-1046515900
up_heli_max,2,0,8,8, 9.343672943E+001,1119543195
uh,2,0,8,9,-3.774945450E+001,-1038680207
up_heli_max,2,0,8,9, 0.000000000E+000,0
uh,2,0,8,10,-5.779505253E+000,-1061621323
up_heli_max,2,0,8,10, 0.000000000E+000,0
uh,2,0,8,11, 0.000000000E+000,0
up_heli_max,2,0,8,11, 0.000000000E+000,0
uh,2,0,8,12, 0.000000000E+000,0
up_heli_max,2,0,8,12, 0.000000000E+000,0
uh,2,0,8,13, 0.000000000E+000,0
up_heli_max,2,0,8,13, 0.000000000E+000,0
uh,2,0,8,14, 0.000000000E+000,0
up_heli_max,2,0,8,14, 0.000000000E+000,0
uh,2,0,9,1, 0.000000000E+000,0
up_heli_max,2,0,9,1, 0.000000000E+000,0
uh,2,0,9,2,-5.335819721E+000,-1062551799
up_heli_max,2,0,9,2, 0.000000000E+000,0
uh,2,0,9,3,-2.444599915E+001,-1044147864
up_heli_max,2,0,9,3, 0.000000000E+000,0
uh,2,0,9,4,-4.984855270E+001,-1035508501
up_heli_max,2,0,9,4, 0.000000000E+000,0
uh,2,0,9,5,-2.638598251E+001,-1043130754
up_heli_max,2,0,9,5, 8.881898499E+001,1118937938
uh,2,0,9,6, 2.015579462E+000,1073807169
up_heli_max,2,0,9,6, 1.539512329E+002,1125774212
uh,2,0,9,7,-2.879931641E+001,-1041865472
up_heli_max,2,0,9,7, 8.737309265E+001,1118748422
uh,2,0,9,8,-4.962602615E+001,-1035566835
up_heli_max,2,0,9,8, 0.000000000E+000,0
uh,2,0,9,9,-2.297038651E+001,-1044921510
up_heli_max,2,0,9,9, 0.000000000E+000,0
uh,2,0,9,10,-4.287480831E+000,-1064750325
up_heli_max,2,0,9,10, 0.000000000E+000,0
uh,2,0,9,11,-1.515404582E-001,-1105515156
up_heli_max,2,0,9,11, 0.000000000E+000,0
uh,2,0,9,12, 0.000000000E+000,0
up_heli_max,2,0,9,12, 0.000000000E+000,0
uh,2,0,9,13, 0.000000000E+000,0
up_heli_max,2,0,9,13, 0.000000000E+000,0
uh,2,0,9,14, 0.000000000E+000,0
up_heli_max,2,0,9,14, 0.000000000E+000,0
uh,2,0,10,1, 0.000000000E+000,0
up_heli_max,2,0,10,1, 0.000000000E+000,0
uh,2,0,10,2,-1.332902431E+000,-1079337844
up_heli_max,2,0,10,2, 0.000000000E+000,0
uh,2,0,10,3,-7.277141094E+000,-1058480553
up_heli_max,2,0,10,3, 0.000000000E+000,0
uh,2,0,10,4,-2.287829971E+001,-1044969790
up_heli_max,2,0,10,4, 0.000000000E+000,0
uh,2,0,10,5,-4.286566925E+001,-1037339022
up_heli_max,2,0,10,5, 0.000000000E+000,0
uh,2,0,10,6,-5.284182739E+001,-1034723832
up_heli_max,2,0,10,6, 0.000000000E+000,0
uh,2,0,10,7,-4.422991562E+001,-1036981393
up_heli_max,2,0,10,7, 0.000000000E+000,0
uh,2,0,10,8,-2.428757095E+001,-1044230926
up_heli_max,2,0,10,8, 0.000000000E+000,0
uh,2,0,10,9,-7.888638496E+000,-1057198150
up_heli_max,2,0,10,9, 0.000000000E+000,0
uh,2,0,10,10,-1.378433585E+000,-1078955901
up_heli_max,2,0,10,10, 0.000000000E+000,0
uh,2,0,10,11,-1.080044657E-001,-1109577358
up_heli_max,2,0,10,11, 0.000000000E+000,0
uh,2,0,10,12,-4.398390302E-004,-1176069582
up_heli_max,2,0,10,12, 0.000000000E+000,0
uh,2,0,10,13, 0.000000000E+000,0
up_heli_max,2,0,10,13, 0.000000000E+000,0
uh,2,0,10,14, 0.000000000E+000,0
up_heli_max,2,0,10,14, 0.000000000E+000,0
uh,2,0,11,1, 0.000000000E+000,0
up_heli_max,2,0,11,1, 0.000000000E+000,0
uh,2,0,11,2, 0.000000000E+000,0
up_heli_max,2,0,11,2, 0.000000000E+000,0
uh,2,0,11,3, 0.000000000E+000,0
up_heli_max,2,0,11,3, 0.000000000E+000,0
uh,2,0,11,4, 0.000000000E+000,0
up_heli_max,2,0,11,4, 0.000000000E+000,0
uh,2,0,11,5,-9.507826805E+000,-1055383537
up_heli_max,2,0,11,5, 0.000000000E+000,0
uh,2,0,11,6,-1.321587563E+001,-1051495366
up_heli_max,2,0,11,6, 0.000000000E+000,0
uh,2,0,11,7,-1.049365997E+001,-1054349816
up_heli_max,2,0,11,7, 0.000000000E+000,0
uh,2,0,11,8,-4.990151882E+000,-1063276717
up_heli_max,2,0,11,8, 0.000000000E+000,0
uh,2,0,11,9,-1.437139034E+000,-1078463444
up_heli_max,2,0,11,9, 0.000000000E+000,0
uh,2,0,11,10,-2.343463600E-001,-1099958146
up_heli_max,2,0,11,10, 0.000000000E+000,0
uh,2,0,11,11,-1.466037612E-002,-1133497837
up_heli_max,2,0,11,11, 0.000000000E+000,0
uh,2,0,11,12, 9.397518588E-004,980834734
up_heli_max,2,0,11,12, 0.000000000E+000,0
uh,2,0,11,13, 3.841951548E-005,941696164
up_heli_max,2,0,11,13, 0.000000000E+000,0
uh,2,0,11,14, 0.000000000E+000,0
up_heli_max,2,0,11,14, 0.000000000E+000,0
uh,2,0,12,1, 0.000000000E+000,0
up_heli_max,2,0,12,1, 0.000000000E+000,0
uh,2,0,12,2, 0.000000000E+000,0
up_heli_max,2,0,12,2, 0.000000000E+000,0
uh,2,0,12,3, 0.000000000E+000,0
up_heli_max,2,0,12,3, 0.000000000E+000,0
uh,2,0,12,4, 0.000000000E+000,0
up_heli_max,2,0,12,4, 0.000000000E+000,0
uh,2,0,12,5, 0.000000000E+000,0
up_heli_max,2,0,12,5, 0.000000000E+000,0
uh,2,0,12,6,-1.391847372E+000,-1078843378
up_heli_max,2,0,12,6, 0.000000000E+000,0
uh,2,0,12,7,-1.125640392E+000,-1081076484
up_heli_max,2,0,12,7, 0.000000000E+000,0
uh,2,0,12,8,-4.872510135E-001,-1090946825
up_heli_max,2,0,12,8, 0.000000000E+000,0
uh,2,0,12,9,-1.321112812E-001,-1106819026
up_heli_max,2,0,12,9, 0.000000000E+000,0
uh,2,0,12,10,-2.326792106E-002,-1128358818
up_heli_max,2,0,12,10, 0.000000000E+000,0
uh,2,0,12,11,-8.967228932E-004,-1167388146
up_heli_max,2,0,12,11, 0.000000000E+000,0
uh,2,0,12,12, 5.328741390E-004,973844628
up_heli_max,2,0,12,12, 0.000000000E+000,0
uh,2,0,12,13, 7.296660624E-005,949552550
up_heli_max,2,0,12,13, 0.000000000E+000,0
uh,2,0,12,14, 1.588197847E-006,903162384
up_heli_max,2,0,12,14, 0.000000000E+000,0
uh,3,0,1,1, 0.000000000E+000,0
up_heli_max,3,0,1,1, 0.000000000E+000,0
uh,3,0,1,2, 0.000000000E+000,0
up_heli_max,3,0,1,2, 0.000000000E+000,0
uh,3,0,1,3, 0.000000000E+000,0
up_heli_max,3,0,1,3, 0.000000000E+000,0
uh,3,0,1,4, 0.000000000E+000,0
up_heli_max,3,0,1,4, 0.000000000E+000,0
uh,3,0,1,5, 0.000000000E+000,0
up_heli_max,3,0,1,5, 0.000000000E+000,0
uh,3,0,1,6, 0.000000000E+000,0
up_heli_max,3,0,1,6, 0.000000000E+000,0
uh,3,0,1,7, 0.000000000E+000,0
up_heli_max,3,0,1,7, 0.000000000E+000,0
uh,3,0,1,8, 0.000000000E+000,0
up_heli_max,3,0,1,8, 0.000000000E+000,0
uh,3,0,1,9, 0.000000000E+000,0
up_heli_max,3,0,1,9, 0.000000000E+000,0
uh,3,0,1,10, 0.000000000E+000,0
up_heli_max,3,0,1,10, 0.000000000E+000,0
uh,3,0,1,11, 0.000000000E+000,0
up_heli_max,3,0,1,11, 0.000000000E+000,0
uh,3,0,1,12, 0.000000000E+000,0
up_heli_max,3,0,1,12, 0.000000000E+000,0
uh,3,0,1,13, 0.000000000E+000,0
up_heli_max,3,0,1,13, 0.000000000E+000,0
uh,3,0,1,14, 0.000000000E+000,0
up_heli_max,3,0,1,14, 0.000000000E+000,0
uh,3,0,2,1, 0.000000000E+000,0
up_heli_max,3,0,2,1, 0.000000000E+000,0
uh,3,0,2,2,-2.105580270E-002,-1129546440
up_heli_max,3,0,2,2, 0.000000000E+000,0
uh,3,0,2,3,-9.755297750E-002,-1110980133
up_heli_max,3,0,2,3, 0.000000000E+000,0
uh,3,0,2,4,-3.048155904E-001,-1097068342
up_heli_max,3,0,2,4, 0.000000000E+000,0
uh,3,0,2,5,-6.780076027E-001,-1087532568
up_heli_max,3,0,2,5, 0.000000000E+000,0
uh,3,0,2,6,-9.338389635E-001,-1083240430
up_heli_max,3,0,2,6, 0.000000000E+000,0
uh,3,0,2,7,-6.870856285E-001,-1087380264
up_heli_max,3,0,2,7, 0.000000000E+000,0
uh,3,0,2,8,-1.611352116E-001,-1104871263
up_heli_max,3,0,2,8, 0.000000000E+000,0
uh,3,0,2,9, 0.000000000E+000,0
up_heli_max,3,0,2,9, 0.000000000E+000,0
uh,3,0,2,10, 0.000000000E+000,0
up_heli_max,3,0,2,10, 0.000000000E+000,0
uh,3,0,2,11, 0.000000000E+000,0
up_heli_max,3,0,2,11, 0.000000000E+000,0
uh,3,0,2,12, 0.000000000E+000,0
up_heli_max,3,0,2,12, 0.000000000E+000,0
uh,3,0,2,13, 0.000000000E+000,0
up_heli_max,3,0,2,13, 0.000000000E+000,0
uh,3,0,2,14, 0.000000000E+000,0
up_heli_max,3,0,2,14, 0.000000000E+000,0
uh,3,0,3,1, 0.000000000E+000,0
up_heli_max,3,0,3,1, 0.000000000E+000,0
uh,3,0,3,2,-1.589684486E-001,-1105016672
up_heli_max,3,0,3,2, 0.000000000E+000,0
uh,3,0,3,3,-8.891233802E-001,-1083990633
up_heli_max,3,0,3,3, 0.000000000E+000,0
uh,3,0,3,4,-2.950028181E+000,-1069757117
up_heli_max,3,0,3,4, 0.000000000E+000,0
uh,3,0,3,5,-6.059324265E+000,-1061034500
up_heli_max,3,0,3,5, 0.000000000E+000,0
uh,3,0,3,6,-7.736035347E+000,-1057518182
up_heli_max,3,0,3,6, 0.000000000E+000,0
uh,3,0,3,7,-5.838756561E+000,-1061497064
up_heli_max,3,0,3,7, 0.000000000E+000,0
uh,3,0,3,8,-1.850120425E+000,-1074999105
up_heli_max,3,0,3,8, 0.000000000E+000,0
uh,3,0,3,9, 0.000000000E+000,0
up_heli_max,3,0,3,9, 0.000000000E+000,0
uh,3,0,3,10, 0.000000000E+000,0
up_heli_max,3,0,3,10, 0.000000000E+000,0
uh,3,0,3,11, 0.000000000E+000,0
up_heli_max,3,0,3,11, 0.000000000E+000,0
uh,3,0,3,12, 0.000000000E+000,0
up_heli_max,3,0,3,12, 0.000000000E+000,0
uh,3,0,3,13, 0.000000000E+000,0
up_heli_max,3,0,3,13, 0.000000000E+000,0
uh,3,0,3,14, 0.000000000E+000,0
up_heli_max,3,0,3,14, 0.000000000E+000,0
uh,3,0,4,1, 0.000000000E+000,0
up_heli_max,3,0,4,1, 0.000000000E+000,0
uh,3,0,4,2,-8.461629748E-001,-1084711389
up_heli_max,3,0,4,2, 0.000000000E+000,0
uh,3,0,4,3,-4.550822735E+000,-1064198057
up_heli_max,3,0,4,3, 0.000000000E+000,0
uh,3,0,4,4,-1.377262974E+001,-1050911567
up_heli_max,3,0,4,4, 0.000000000E+000,0
uh,3,0,4,5,-2.472545624E+001,-1044001348
up_heli_max,3,0,4,5, 0.000000000E+000,0
uh,3,0,4,6,-2.929719353E+001,-1041604441
up_heli_max,3,0,4,6, 0.000000000E+000,0
uh,3,0,4,7,-2.349566269E+001,-1044646114
up_heli_max,3,0,4,7, 0.000000000E+000,0
uh,3,0,4,8,-1.019361401E+001,-1054664437
up_heli_max,3,0,4,8, 0.000000000E+000,0
uh,3,0,4,9, 0.000000000E+000,0
up_heli_max,3,0,4,9, 0.000000000E+000,0
uh,3,0,4,10, 0.000000000E+000,0
up_heli_max,3,0,4,10, 0.000000000E+000,0
uh,3,0,4,11, 0.000000000E+000,0
up_heli_max,3,0,4,11, 0.000000000E+000,0
uh,3,0,4,12, 0.000000000E+000,0
up_heli_max,3,0,4,12, 0.000000000E+000,0
uh,3,0,4,13, 0.000000000E+000,0
up_heli_max,3,0,4,13, 0.000000000E+000,0
uh,3,0,4,14, 0.000000000E+000,0
up_heli_max,3,0,4,14, 0.000000000E+000,0
uh,3,0,5,1, 0.000000000E+000,0
up_heli_max,3,0,5,1, 0.000000000E+000,0
uh,3,0,5,2,-2.908401012E+000,-1069931714
up_heli_max,3,0,5,2, 0.000000000E+000,0
uh,3,0,5,3,-1.337912178E+001,-1051324190
up_heli_max,3,0,5,3, 0.000000000E+000,0
uh,3,0,5,4,-2.785634422E+001,-1042359861
up_heli_max,3,0,5,4, 0.000000000E+000,0
uh,3,0,5,5,-1.484490204E+001,-1049787208
up_heli_max,3,0,5,5, 8.906810760E+001,1118970591
uh,3,0,5,6, 3.158561707E+000,1078601184
up_heli_max,3,0,5,6, 1.558266907E+002,1125897122
uh,3,0,5,7,-1.303656483E+001,-1051683387
up_heli_max,3,0,5,7, 9.108335876E+001,1119234734
uh,3,0,5,8,-2.297849083E+001,-1044917261
up_heli_max,3,0,5,8, 4.021394730E+000,1082175300
uh,3,0,5,9,-1.373444319E+000,-1078997754
up_heli_max,3,0,5,9, 0.000000000E+000,0
uh,3,0,5,10, 0.000000000E+000,0
up_heli_max,3,0,5,10, 0.000000000E+000,0
uh,3,0,5,11, 0.000000000E+000,0
up_heli_max,3,0,5,11, 0.000000000E+000,0
uh,3,0,5,12, 0.000000000E+000,0
up_heli_max,3,0,5,12, 0.000000000E+000,0
uh,3,0,5,13, 0.000000000E+000,0
up_heli_max,3,0,5,13, 0.000000000E+000,0
uh,3,0,5,14, 0.000000000E+000,0
up_heli_max,3,0,5,14, 0.000000000E+000,0
uh,3,0,6,1, 0.000000000E+000,0
up_heli_max,3,0,6,1, 0.000000000E+000,0
uh,3,0,6,2,-6.187106609E+000,-1060766521
up_heli_max,3,0,6,2, 0.000000000E+000,0
uh,3,0,6,3,-2.392496109E+001,-1044421038
up_heli_max,3,0,6,3, 0.000000000E+000,0
uh,3,0,6,4,-1.231443787E+001,-1052440592
up_heli_max,3,0,6,4, 9.208386230E+001,1119365872
uh,3,0,6,5, 2.382579956E+002,1131299340
up_heli_max,3,0,6,5, 6.056056519E+002,1142384323
uh,3,0,6,6, 5.400429688E+002,1141310144
up_heli_max,3,0,6,6, 9.952484131E+002,1148768230
uh,3,0,6,7, 2.355466309E+002,1131121648
up_heli_max,3,0,6,7, 6.046723633E+002,1142369032
uh,3,0,6,8,-9.189055443E+000,-1055717793
up_heli_max,3,0,6,8, 9.864935303E+001,1120226424
uh,3,0,6,9,-1.234946442E+001,-1052403864
up_heli_max,3,0,6,9, 0.000000000E+000,0
uh,3,0,6,10, 0.000000000E+000,0
up_heli_max,3,0,6,10, 0.000000000E+000,0
uh,3,0,6,11, 0.000000000E+000,0
up_heli_max,3,0,6,11, 0.000000000E+000,0
uh,3,0,6,12, 0.000000000E+000,0
up_heli_max,3,0,6,12, 0.000000000E+000,0
uh,3,0,6,13, 0.000000000E+000,0
up_heli_max,3,0,6,13, 0.000000000E+000,0
uh,3,0,6,14, 0.000000000E+000,0
up_heli_max,3,0,6,14, 0.000000000E+000,0
uh,3,0,7,1, 0.000000000E+000,0
up_heli_max,3,0,7,1, 0.000000000E+000,0
uh,3,0,7,2,-8.109539986E+000,-1056849747
up_heli_max,3,0,7,2, 0.000000000E+000,0
uh,3,0,7,3,-2.918693542E+001,-1041662248
up_heli_max,3,0,7,3, 0.000000000E+000,0
uh,3,0,7,4, 7.060879230E+000,1088549561
up_heli_max,3,0,7,4, 1.609586792E+002,1126233452
uh,3,0,7,5, 5.515162354E+002,1141498122
up_heli_max,3,0,7,5, 1.000201904E+003,1148849388
uh,3,0,7,6, 2.386528076E+003,1159014515
up_heli_max,3,0,7,6, 1.649812378E+003,1154365951
uh,3,0,7,7, 5.449881592E+002,1141391166
up_heli_max,3,0,7,7, 9.970650635E+002,1148797994
uh,3,0,7,8, 1.002558231E+001,1092643017
up_heli_max,3,0,7,8, 1.645018463E+002,1126465657
uh,3,0,7,9,-2.143284988E+001,-1045727622
up_heli_max,3,0,7,9, 0.000000000E+000,0
uh,3,0,7,10, 0.000000000E+000,0
up_heli_max,3,0,7,10, 0.000000000E+000,0
uh,3,0,7,11, 0.000000000E+000,0
up_heli_max,3,0,7,11, 0.000000000E+000,0
uh,3,0,7,12, 0.000000000E+000,0
up_heli_max,3,0,7,12, 0.000000000E+000,0
uh,3,0,7,13, 0.000000000E+000,0
up_heli_max,3,0,7,13, 0.000000000E+000,0
uh,3,0,7,14, 0.000000000E+000,0
up_heli_max,3,0,7,14, 0.000000000E+000,0
uh,3,0,8,1, 0.000000000E+000,0
up_heli_max,3,0,8,1, 0.000000000E+000,0
uh,3,0,8,2,-6.483590126E+000,-1060144750
up_heli_max,3,0,8,2, 0.000000000E+000,0
uh,3,0,8,3,-2.501699638E+001,-1043848497
up_heli_max,3,0,8,3, 0.000000000E+000,0
uh,3,0,8,4,-1.307277298E+001,-1051645420
up_heli_max,3,0,8,4, 9.191525269E+001,1119343772
uh,3,0,8,5, 2.385898438E+002,1131321088
up_heli_max,3,0,8,5, 6.052598877E+002,1142378658
uh,3,0,8,6, 5.379753418E+002,1141276268
up_heli_max,3,0,8,6, 9.939624634E+002,1148747161
uh,3,0,8,7, 2.344252930E+002,1131048160
up_heli_max,3,0,8,7, 6.026618652E+002,1142336092
uh,3,0,8,8,-1.120610142E+001,-1053602767
up_heli_max,3,0,8,8, 9.343672943E+001,1119543195
uh,3,0,8,9,-2.114562798E+001,-1045878209
up_heli_max,3,0,8,9, 0.000000000E+000,0
uh,3,0,8,10,-3.259134531E+000,-1068460631
up_heli_max,3,0,8,10, 0.000000000E+000,0
uh,3,0,8,11, 0.000000000E+000,0
up_heli_max,3,0,8,11, 0.000000000E+000,0
uh,3,0,8,12, 0.000000000E+000,0
up_heli_max,3,0,8,12, 0.000000000E+000,0
uh,3,0,8,13, 0.000000000E+000,0
up_heli_max,3,0,8,13, 0.000000000E+000,0
uh,3,0,8,14, 0.000000000E+000,0
up_heli_max,3,0,8,14, 0.000000000E+000,0
uh,3,0,9,1, 0.000000000E+000,0
up_heli_max,3,0,9,1, 0.000000000E+000,0
uh,3,0,9,2,-3.057671309E+000,-1069305629
up_heli_max,3,0,9,2, 0.000000000E+000,0
uh,3,0,9,3,-1.389649773E+001,-1050781682
up_heli_max,3,0,9,3, 0.000000000E+000,0
uh,3,0,9,4,-2.819513512E+001,-1042182237
up_heli_max,3,0,9,4, 0.000000000E+000,0
uh,3,0,9,5,-1.501662827E+001,-1049607140
up_heli_max,3,0,9,5, 8.881898499E+001,1118937938
uh,3,0,9,6, 7.453694344E-001,1061081224
up_heli_max,3,0,9,6, 1.539512329E+002,1125774212
uh,3,0,9,7,-1.656860924E+001,-1048277885
up_heli_max,3,0,9,7, 8.737309265E+001,1118748422
uh,3,0,9,8,-2.798903275E+001,-1042290294
up_heli_max,3,0,9,8, 0.000000000E+000,0
uh,3,0,9,9,-1.289011478E+001,-1051836951
up_heli_max,3,0,9,9, 0.000000000E+000,0
uh,3,0,9,10,-2.408739090E+000,-1072027448
up_heli_max,3,0,9,10, 0.000000000E+000,0
uh,3,0,9,11,-8.597685397E-002,-1112533854
up_heli_max,3,0,9,11, 0.000000000E+000,0
uh,3,0,9,12, 0.000000000E+000,0
up_heli_max,3,0,9,12, 0.000000000E+000,0
uh,3,0,9,13, 0.000000000E+000,0
up_heli_max,3,0,9,13, 0.000000000E+000,0
uh,3,0,9,14, 0.000000000E+000,0
up_heli_max,3,0,9,14, 0.000000000E+000,0
uh,3,0,10,1, 0.000000000E+000,0
up_heli_max,3,0,10,1, 0.000000000E+000,0
uh,3,0,10,2,-7.593781948E-001,-1086167396
up_heli_max,3,0,10,2, 0.000000000E+000,0
uh,3,0,10,3,-4.116784573E+000,-1065108301
up_heli_max,3,0,10,3, 0.000000000E+000,0
uh,3,0,10,4,-1.291520882E+001,-1051810638
up_heli_max,3,0,10,4, 0.000000000E+000,0
uh,3,0,10,5,-2.418546677E+001,-1044284458
up_heli_max,3,0,10,5, 0.000000000E+000,0
uh,3,0,10,6,-2.978609657E+001,-1041348115
up_heli_max,3,0,10,6, 0.000000000E+000,0
uh,3,0,10,7,-2.488526726E+001,-1043917561
up_heli_max,3,0,10,7, 0.000000000E+000,0
uh,3,0,10,8,-1.363598824E+001,-1051054846
up_heli_max,3,0,10,8, 0.000000000E+000,0
uh,3,0,10,9,-4.418825150E+000,-1064474876
up_heli_max,3,0,10,9, 0.000000000E+000,0
uh,3,0,10,10,-7.679301500E-001,-1086023918
up_heli_max,3,0,10,10, 0.000000000E+000,0
uh,3,0,10,11,-5.864570290E-002,-1116719494
up_heli_max,3,0,10,11, 0.000000000E+000,0
uh,3,0,10,12,-1.858604955E-004,-1186798708
up_heli_max,3,0,10,12, 0.000000000E+000,0
uh,3,0,10,13, 0.000000000E+000,0
up_heli_max,3,0,10,13, 0.000000000E+000,0
uh,3,0,10,14, 0.000000000E+000,0
up_heli_max,3,0,10,14, 0.000000000E+000,0
uh,3,0,11,1, 0.000000000E+000,0
up_heli_max,3,0,11,1, 0.000000000E+000,0
uh,3,0,11,2, 0.000000000E+000,0
up_heli_max,3,0,11,2, 0.000000000E+000,0
uh,3,0,11,3, 0.000000000E+000,0
up_heli_max,3,0,11,3, 0.000000000E+000,0
uh,3,0,11,4, 0.000000000E+000,0
up_heli_max,3,0,11,4, 0.000000000E+000,0
uh,3,0,11,5,-5.365962029E+000,-1062488586
up_heli_max,3,0,11,5, 0.000000000E+000,0
uh,3,0,11,6,-7.443789482E+000,-1058131066
up_heli_max,3,0,11,6, 0.000000000E+000,0
uh,3,0,11,7,-5.860114098E+000,-1061452274
up_heli_max,3,0,11,7, 0.000000000E+000,0
uh,3,0,11,8,-2.765321493E+000,-1070531833
up_heli_max,3,0,11,8, 0.000000000E+000,0
uh,3,0,11,9,-7.963886261E-001,-1085546464
up_heli_max,3,0,11,9, 0.000000000E+000,0
uh,3,0,11,10,-1.290352643E-001,-1107025454
up_heli_max,3,0,11,10, 0.000000000E+000,0
uh,3,0,11,11,-6.708093919E-003,-1143222382
up_heli_max,3,0,11,11, 0.000000000E+000,0
uh,3,0,11,12, 8.957799291E-004,980079302
up_heli_max,3,0,11,12, 0.000000000E+000,0
uh,3,0,11,13, 2.991352449E-005,939192014
up_heli_max,3,0,11,13, 0.000000000E+000,0
uh,3,0,11,14, 0.000000000E+000,0
up_heli_max,3,0,11,14, 0.000000000E+000,0
uh,3,0,12,1, 0.000000000E+000,0
up_heli_max,3,0,12,1, 0.000000000E+000,0
uh,3,0,12,2, 0.000000000E+000,0
up_heli_max,3,0,12,2, 0.000000000E+000,0
uh,3,0,12,3, 0.000000000E+000,0
up_heli_max,3,0,12,3, 0.000000000E+000,0
uh,3,0,12,4, 0.000000000E+000,0
up_heli_max,3,0,12,4, 0.000000000E+000,0
uh,3,0,12,5, 0.000000000E+000,0
up_heli_max,3,0,12,5, 0.000000000E+000,0
uh,3,0,12,6,-7.920292616E-001,-1085619602
up_heli_max,3,0,12,6, 0.000000000E+000,0
uh,3,0,12,7,-6.254730225E-001,-1088413952
up_heli_max,3,0,12,7, 0.000000000E+000,0
uh,3,0,12,8,-2.604295015E-001,-1098557692
up_heli_max,3,0,12,8, 0.000000000E+000,0
uh,3,0,12,9,-7.026603818E-002,-1114642524
up_heli_max,3,0,12,9, 0.000000000E+000,0
uh,3,0,12,10,-1.289165765E-002,-1135396984
up_heli_max,3,0,12,10, 0.000000000E+000,0
uh,3,0,12,11,-2.586596820E-004,-1182294857
up_heli_max,3,0,12,11, 0.000000000E+000,0
uh,3,0,12,12, 4.207274760E-004,970757398
up_heli_max,3,0,12,12, 0.000000000E+000,0
uh,3,0,12,13, 5.525791858E-005,946324669
up_heli_max,3,0,12,13, 0.000000000E+000,0
uh,3,0,12,14, 1.193085041E-006,899686935
up_heli_max,3,0,12,14, 0.000000000E+000,0
