schema_version,case,case_family,repetition,k,record,field,value
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,BIGG_ACTIVE,temperature_c,-30.0000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,BIGG_ACTIVE,qrain_kg_kg,0.499999998E-11
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,BIGG_ACTIVE,nrain_m3,0.516290072E-6
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,BIGG_ACTIVE,rain_diameter_m,0.149999990E-2
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,BIGG_ACTIVE,bigg_diameter_m,0.124713217E-3
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,BIGG_ACTIVE,qrfrz_total_rate_s-1,0.499977837E-11
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,BIGG_ACTIVE,qrfrz_snow_rate_s-1,0.311816545E-15
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,BIGG_ACTIVE,qrfrz_dense_rate_s-1,0.499946655E-11
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,BIGG_ACTIVE,crfrz_total_rate_m-3_s-1,0.478309744E-6
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,BIGG_ACTIVE,crfrz_snow_rate_m-3_s-1,0.533820526E-7
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,BIGG_ACTIVE,crfrz_dense_rate_m-3_s-1,0.424927691E-6
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,BIGG_ACTIVE,vrfrz_dense_rate_m3_m-3_s-1,0.608175247E-14
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,BIGG_ACTIVE,temperature_c,-40.0000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,BIGG_ACTIVE,qrain_kg_kg,0.999999994E-8
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,BIGG_ACTIVE,nrain_m3,0.929020229E-3
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,BIGG_ACTIVE,rain_diameter_m,0.149999990E-2
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,BIGG_ACTIVE,bigg_diameter_m,0.444901843E-5
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,BIGG_ACTIVE,qrfrz_total_rate_s-1,0.999998395E-8
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,BIGG_ACTIVE,qrfrz_snow_rate_s-1,0.105071507E-11
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,BIGG_ACTIVE,qrfrz_dense_rate_s-1,0.999893324E-8
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,BIGG_ACTIVE,crfrz_total_rate_m-3_s-1,0.926582143E-3
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,BIGG_ACTIVE,crfrz_snow_rate_m-3_s-1,0.161960779E-3
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,BIGG_ACTIVE,crfrz_dense_rate_m-3_s-1,0.764621363E-3
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,BIGG_ACTIVE,vrfrz_dense_rate_m3_m-3_s-1,0.109435993E-10
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,FROZEN_DEP_PRE,combined_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,FROZEN_DEP_PRE,shared_limit_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,FROZEN_SUB_PRE,combined_rate_s-1,-0.417579620E-15
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,FROZEN_SUB_PRE,shared_limit_s-1,0.199999999E-11
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,FROZEN_DEP_PRE,combined_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,FROZEN_DEP_PRE,shared_limit_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,FROZEN_SUB_PRE,combined_rate_s-1,-0.674517429E-15
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,FROZEN_SUB_PRE,shared_limit_s-1,0.199999999E-10
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,FROZEN_DEP_PRE,combined_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,FROZEN_DEP_PRE,shared_limit_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,FROZEN_SUB_PRE,combined_rate_s-1,-0.524160413E-12
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,FROZEN_SUB_PRE,shared_limit_s-1,0.399999998E-7
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,temperature_c,-5.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,qrztot_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,qrzmax_pre_cold_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,rain_dt_cap_rate_s-1,0.499999998E-12
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,fwet1,0.424876907E-5
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,rain_diameter_m,0.999999972E-9
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,rain_ventilation,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,nrain_m3,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,qrfrz_total_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,qrfrz_snow_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,qrfrz_dense_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,crfrz_total_rate_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,crfrz_snow_rate_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,crfrz_dense_rate_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,qiacr_total_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,qiacr_snow_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,qiacr_dense_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,ciacr_total_rate_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,ciacr_snow_rate_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,ciacr_dense_rate_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,viacr_dense_rate_m3_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_PRE_COLD,qsacr_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_FACTOR,temperature_c,-5.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_FACTOR,qrztot_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_FACTOR,qrzmax_final_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_FACTOR,shared_factor,1.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,temperature_c,-30.0000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,qrztot_rate_s-1,0.499977837E-11
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,qrzmax_pre_cold_rate_s-1,0.395093680E-12
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,rain_dt_cap_rate_s-1,0.499999998E-11
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,fwet1,0.432803063E-4
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,rain_diameter_m,0.149999990E-2
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,rain_ventilation,11.7875824
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,nrain_m3,0.516290072E-6
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,qrfrz_total_rate_s-1,0.499977837E-11
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,qrfrz_snow_rate_s-1,0.311816545E-15
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,qrfrz_dense_rate_s-1,0.499946655E-11
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,crfrz_total_rate_m-3_s-1,0.478309744E-6
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,crfrz_snow_rate_m-3_s-1,0.533820526E-7
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,crfrz_dense_rate_m-3_s-1,0.424927691E-6
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,qiacr_total_rate_s-1,0.138123368E-18
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,qiacr_snow_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,qiacr_dense_rate_s-1,0.138123368E-18
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,ciacr_total_rate_m-3_s-1,0.999471984E-15
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,ciacr_snow_rate_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,ciacr_dense_rate_m-3_s-1,0.999471984E-15
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,viacr_dense_rate_m3_m-3_s-1,0.168024369E-21
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_PRE_COLD,qsacr_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_FACTOR,temperature_c,-30.0000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_FACTOR,qrztot_rate_s-1,0.499977837E-11
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_FACTOR,qrzmax_final_rate_s-1,0.395093680E-12
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_FACTOR,shared_factor,0.790222362E-1
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,temperature_c,-40.0000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,qrztot_rate_s-1,0.100005080E-7
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,qrzmax_pre_cold_rate_s-1,0.281107781E-8
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,rain_dt_cap_rate_s-1,0.999999994E-8
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,fwet1,0.172327127E-3
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,rain_diameter_m,0.149999990E-2
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,rain_ventilation,11.7058458
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,nrain_m3,0.929020229E-3
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,qrfrz_total_rate_s-1,0.999998395E-8
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,qrfrz_snow_rate_s-1,0.105071507E-11
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,qrfrz_dense_rate_s-1,0.999893324E-8
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,crfrz_total_rate_m-3_s-1,0.926582143E-3
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,crfrz_snow_rate_m-3_s-1,0.161960779E-3
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,crfrz_dense_rate_m-3_s-1,0.764621363E-3
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,qiacr_total_rate_s-1,0.524056222E-12
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,qiacr_snow_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,qiacr_dense_rate_s-1,0.524056222E-12
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,ciacr_total_rate_m-3_s-1,0.341179374E-8
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,ciacr_snow_rate_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,ciacr_dense_rate_m-3_s-1,0.341179374E-8
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,viacr_dense_rate_m3_m-3_s-1,0.573567354E-15
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_PRE_COLD,qsacr_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_FACTOR,temperature_c,-40.0000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_FACTOR,qrztot_rate_s-1,0.100005080E-7
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_FACTOR,qrzmax_final_rate_s-1,0.999999994E-8
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_FACTOR,shared_factor,0.999949217
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_POST,shared_factor,1.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_POST,qrfrz_total_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_POST,qrfrz_snow_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_POST,qrfrz_dense_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_POST,crfrz_total_rate_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_POST,crfrz_snow_rate_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_POST,crfrz_dense_rate_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_POST,vrfrz_dense_rate_m3_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_POST,qiacr_total_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_POST,qiacr_snow_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_POST,qiacr_dense_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_POST,ciacr_total_rate_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_POST,ciacr_snow_rate_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_POST,ciacr_dense_rate_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_POST,viacr_dense_rate_m3_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,2,RAIN_HEAT_POST,qsacr_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_POST,shared_factor,0.790222362E-1
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_POST,qrfrz_total_rate_s-1,0.395093680E-12
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_POST,qrfrz_snow_rate_s-1,0.246404399E-16
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_POST,qrfrz_dense_rate_s-1,0.395069014E-12
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_POST,crfrz_total_rate_m-3_s-1,0.377971041E-7
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_POST,crfrz_snow_rate_m-3_s-1,0.421836921E-8
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_POST,crfrz_dense_rate_m-3_s-1,0.335787362E-7
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_POST,vrfrz_dense_rate_m3_m-3_s-1,0.480593683E-15
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_POST,qiacr_total_rate_s-1,0.109148178E-19
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_POST,qiacr_snow_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_POST,qiacr_dense_rate_s-1,0.109148178E-19
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_POST,ciacr_total_rate_m-3_s-1,0.789805085E-16
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_POST,ciacr_snow_rate_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_POST,ciacr_dense_rate_m-3_s-1,0.789805085E-16
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_POST,viacr_dense_rate_m3_m-3_s-1,0.132776618E-22
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,3,RAIN_HEAT_POST,qsacr_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_POST,shared_factor,0.999949217
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_POST,qrfrz_total_rate_s-1,0.999947591E-8
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_POST,qrfrz_snow_rate_s-1,0.105066173E-11
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_POST,qrfrz_dense_rate_s-1,0.999842520E-8
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_POST,crfrz_total_rate_m-3_s-1,0.926535111E-3
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_POST,crfrz_snow_rate_m-3_s-1,0.161952557E-3
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_POST,crfrz_dense_rate_m-3_s-1,0.764582539E-3
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_POST,vrfrz_dense_rate_m3_m-3_s-1,0.109430433E-10
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_POST,qiacr_total_rate_s-1,0.524029604E-12
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_POST,qiacr_snow_rate_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_POST,qiacr_dense_rate_s-1,0.524029604E-12
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_POST,ciacr_total_rate_m-3_s-1,0.341162054E-8
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_POST,ciacr_snow_rate_m-3_s-1,0.00000000
gpuwm.nssl2.fused-gs.diagnostics.v1,threshold_cleanup_dt1,zero_threshold,0,4,RAIN_HEAT_POST,ciacr_dense_rate_m-3_s-1,0.341162054E-8
