domain,valid_time,forecast_hour,t2_mae,t2_corr,psfc_mae,psfc_corr,wind10_corr,qvapor_corr,w_corr,rainnc_corr,cpu_rainnc_mean_mm,gpu_rainnc_mean_mm,refl_comp_corr,refl_comp_mae,refl_csi20,cpu_refl_max,gpu_refl_max
d01,1970-01-01_12_00_00,0.0,1.42179151213107,-0.27477505842954775,1.3090497218589816,-0.2192373113363498,-0.057816865284261144,0.08672990129303305,-0.06987678046754776,-0.1335059557999479,-0.041489191353321075,-0.11729227006435394,-0.1248338567392507,0.865056182568272,nan,2.4627039432525635,2.844874382019043
d01,1970-01-01_13_00_00,1.0,1.3849858446564112,-0.2176769279347946,1.0362937793963485,0.2771421974063971,0.061469181077464914,-0.05115570240709753,-0.07087535669738317,-0.0013204855729173296,0.17350991070270538,0.04723747447133064,0.1307073082022039,0.6874210126698017,nan,2.406934976577759,2.0908467769622803
