k,tbq
1249,0.104482256
1250,0.105062783
1251,0.105646327
1252,0.106232919
1253,0.106822364
1254,0.107414864
1255,0.108010456
1256,0.108609132
1257,0.109210923
1258,0.109815627
1259,0.110423468
1260,0.111034475
1261,0.111648425
1262,0.112265766
1263,0.112886094
1264,0.113509633
1265,0.114136398
1266,0.114766195
1267,0.115399458
1268,0.116035774
1269,0.116675377
1270,0.117318057
1271,0.117964275
1272,0.118613608
1273,0.119266272
1274,0.119922325
1275,0.120581500
1276,0.121244311
1277,0.121910304
1278,0.122579709
1279,0.123252325
1280,0.123928636
1281,0.124608174
1282,0.125291213
1283,0.125977740
1284,0.126667798
1285,0.127361149
1286,0.128058046
1287,0.128758758
1288,0.129462570
1289,0.130170226
1290,0.130881250
1291,0.131596148
1292,0.132314458
1293,0.133036435
1294,0.133761838
1295,0.134491205
1296,0.135224015
1297,0.135960564
1298,0.136700869
1299,0.137444675
1300,0.138192534
1301,0.138943940
1302,0.139699146
1303,0.140458196
1304,0.141221106
1305,0.141987622
1306,0.142758295
1307,0.143532589
1308,0.144310832
1309,0.145092726
1310,0.145878866
1311,0.146668687
1312,0.147462517
1313,0.148260355
1314,0.149062246
1315,0.149868160
1316,0.150677875
1317,0.151491955
1318,0.152309865
1319,0.153131872
1320,0.153957739
1321,0.154788077
1322,0.155622289
1323,0.156460702
1324,0.157303333
1325,0.158150181
1326,0.159001306
1327,0.159856394
1328,0.160716087
1329,0.161579773
1330,0.162447810
1331,0.163319871
1332,0.164196625
1333,0.165077433
1334,0.165962994
1335,0.166852653
1336,0.167746767
1337,0.168645039
1338,0.169548094
1339,0.170455351
1340,0.171367466
1341,0.172283798
1342,0.173204705
1343,0.174130201
1344,0.175059974
1345,0.175994709
1346,0.176933765
1347,0.177877486
1348,0.178825900
1349,0.179779023
1350,0.180736557
1351,0.181699172
1352,0.182666227
1353,0.183638081
1354,0.184614733
1355,0.185596243
1356,0.186582610
1357,0.187573865
1358,0.188569665
1359,0.189570382
1360,0.190576062
1361,0.191586703
1362,0.192602351
1363,0.193622991
1364,0.194648311
1365,0.195679054
1366,0.196714506
1367,0.197755054
1368,0.198800743
1369,0.199851558
1370,0.200907171
1371,0.201968372
1372,0.203034401
1373,0.204105645
1374,0.205182165
1375,0.206263974
1376,0.207351089
1377,0.208443537
1378,0.209540933
1379,0.210643709
1380,0.211752295
1381,0.212865904
1382,0.213984951
1383,0.215109468
1384,0.216239080
1385,0.217374623
1386,0.218515292
1387,0.219661936
1388,0.220813781
1389,0.221971214
1390,0.223134309
1391,0.224302635
1392,0.225477070
1393,0.226657242
1394,0.227842718
1395,0.229033947
1396,0.230230972
1397,0.231433809
1398,0.232642472
1399,0.233857021
1400,0.235077456
1401,0.236303359
1402,0.237535208
1403,0.238773465
1404,0.240017280
1405,0.241267085
1406,0.242522970
1407,0.243784904
1408,0.245052472
1409,0.246326655
1410,0.247606501
1411,0.248892978
1412,0.250185192
1413,0.251483679
1414,0.252788365
1415,0.254099369
1416,0.255416662
1417,0.256739825
1418,0.258069813
1419,0.259405732
1420,0.260748565
1421,0.262097329
1422,0.263452590
1423,0.264814347
1424,0.266182631
1425,0.267557472
1426,0.268938392
1427,0.270326436
1428,0.271720618
1429,0.273121983
1430,0.274529517
1431,0.275943786
1432,0.277364820
1433,0.278792650
1434,0.280227274
1435,0.281668752
1436,0.283116549
1437,0.284571826
1438,0.286033452
1439,0.287502617
1440,0.288978189
1441,0.290460795
1442,0.291950464
1443,0.293447226
1444,0.294951051
1445,0.296462059
1446,0.297980219
1447,0.299505025
1448,0.301037610
1449,0.302576900
1450,0.304124087
1451,0.305677980
1452,0.307239234
1453,0.308807880
1454,0.310383916
1455,0.311967462
1456,0.313558429
1457,0.315156937
1458,0.316762984
1459,0.318376005
1460,0.319997251
1461,0.321625501
1462,0.323261410
1463,0.324905664
1464,0.326557040
1465,0.328216165
1466,0.329883099
1467,0.331557900
1468,0.333240509
1469,0.334931046
1470,0.336628884
1471,0.338335335
1472,0.340049744
1473,0.341771573
1474,0.343502104
1475,0.345240086
1476,0.346986204
1477,0.348740488
1478,0.350502968
1479,0.352274358
1480,0.354053348
1481,0.355839968
1482,0.357635587
1483,0.359439611
1484,0.361252040
1485,0.363072902
1486,0.364901543
1487,0.366739392
1488,0.368585140
1489,0.370440125
1490,0.372303069
1491,0.374174625
1492,0.376054883
1493,0.377944589
1494,0.379842371
1495,0.381748915
1496,0.383664310
1497,0.385588586
1498,0.387521029
1499,0.389463156
1500,0.391414285
1501,0.393374443
1502,0.395342857
1503,0.397321165
1504,0.399307847
1505,0.401304454
1506,0.403309524
1507,0.405324578
1508,0.407348156
1509,0.409381092
1510,0.411423326
1511,0.413475811
1512,0.415536910
1513,0.417607486
1514,0.419687599
1515,0.421777278
1516,0.423876524
1517,0.425985426
1518,0.428104013
1519,0.430231452
1520,0.432369500
1521,0.434517354
1522,0.436674178
1523,0.438841701
1524,0.441019177
1525,0.443205774
1526,0.445403159
1527,0.447609752
1528,0.449827313
1529,0.452054113
1530,0.454291075
1531,0.456539094
1532,0.458796471
1533,0.461064160
1534,0.463342160
1535,0.465631425
1536,0.467930198
1537,0.470239460
1538,0.472559184
1539,0.474889457
1540,0.477230310
1541,0.479581773
1542,0.481943935
1543,0.484316766
1544,0.486700356
1545,0.489094764
1546,0.491499096
1547,0.493915230
1548,0.496342301
1549,0.498780310
1550,0.501228392
1551,0.503688514
1552,0.506159782
1553,0.508641124
1554,0.511134744
1555,0.513639569
1556,0.516154647
1557,0.518682122
1558,0.521219909
1559,0.523770213
1560,0.526331902
1561,0.528904140
1562,0.531487942
1563,0.534084320
1564,0.536691368
1565,0.539311111
1566,0.541941583
1567,0.544584930
1568,0.547239065
1569,0.549905062
1570,0.552584052
1571,0.555274010
1572,0.557975948
1573,0.560691118
1574,0.563417256
1575,0.566155612
1576,0.568907261
1577,0.571670175
1578,0.574445367
1579,0.577233970
1580,0.580033958
1581,0.582846403
1582,0.585671306
1583,0.588509977
1584,0.591360152
1585,0.594222963
1586,0.597098529
1587,0.599986792
1588,0.602889121
1589,0.605803132
1590,0.608730078
1591,0.611670017
1592,0.614624143
1593,0.617590129
1594,0.620569289
1595,0.623561621
1596,0.626568377
1597,0.629587233
1598,0.632619441
1599,0.635665059
1600,0.638724089
1601,0.641797841
1602,0.644883931
1603,0.647983611
1604,0.651098251
1605,0.654225290
1606,0.657366157
1607,0.660520792
1608,0.663690567
1609,0.666873038
1610,0.670069396
1611,0.673281193
1612,0.676505744
1613,0.679744482
1614,0.682998717
1615,0.686265886
1616,0.689548731
1617,0.692844629
1618,0.696156263
1619,0.699481010
1620,0.702820361
1621,0.706175625
1622,0.709544241
1623,0.712928832
1624,0.716328263
1625,0.719741166
1626,0.723170340
1627,0.726613045
1628,0.730072141
1629,0.733546317
1630,0.737034202
1631,0.740538716
1632,0.744058430
1633,0.747592032
1634,0.751142442
1635,0.754708230
1636,0.758289516
1637,0.761886358
1638,0.765497327
1639,0.769125402
1640,0.772769213
1641,0.776428819
1642,0.780104220
1643,0.783795595
1644,0.787502885
1645,0.791226208
1646,0.794965625
1647,0.798722684
1648,0.802494466
1649,0.806282520
1650,0.810086906
1651,0.813909292
1652,0.817746520
1653,0.821600318
1654,0.825472295
1655,0.829359233
1656,0.833262980
1657,0.837185085
1658,0.841122448
1659,0.845076799
1660,0.849046409
1661,0.853034675
1662,0.857040048
1663,0.861062586
1664,0.865102351
1665,0.869159341
1666,0.873233855
1667,0.877327323
1668,0.881436646
1669,0.885563612
1670,0.889708161
1671,0.893872023
1672,0.898052037
1673,0.902251601
1674,0.906467319
1675,0.910702765
1676,0.914954424
1677,0.919225991
1678,0.923514009
1679,0.927821994
1680,0.932148278
1681,0.936492980
1682,0.940856099
1683,0.945237756
1684,0.949638069
1685,0.954056978
1686,0.958494604
1687,0.962951124
1688,0.967426538
1689,0.971920729
1690,0.976435959
1691,0.980968356
1692,0.985521734
1693,0.990092576
1694,0.994684517
1695,0.999294043
1696,1.00392485
1697,1.00857532
1698,1.01324344
1699,1.01793301
1700,1.02264237
1701,1.02737164
1702,1.03212082
1703,1.03688991
1704,1.04168117
1705,1.04649043
1706,1.05131984
1707,1.05617177
1708,1.06104183
1709,1.06593239
1710,1.07084560
1711,1.07577932
1712,1.08073151
1713,1.08570659
1714,1.09070253
1715,1.09571934
1716,1.10075712
1717,1.10581601
1718,1.11089599
1719,1.11599720
1720,1.12112188
1721,1.12626565
1722,1.13143086
1723,1.13662004
1724,1.14183056
1725,1.14706063
1726,1.15231466
1727,1.15759063
1728,1.16288853
1729,1.16820848
1730,1.17355049
1731,1.17891455
1732,1.18430102
1733,1.18970978
1734,1.19514322
1735,1.20059693
1736,1.20607555
1737,1.21157444
1738,1.21709859
1739,1.22264540
1740,1.22821522
1741,1.23380578
1742,1.23942411
1743,1.24506319
1744,1.25072563
1745,1.25641143
1746,1.26212060
1747,1.26785576
1748,1.27361214
1749,1.27939451
1750,1.28520083
1751,1.29103112
1752,1.29688525
1753,1.30276346
1754,1.30866575
1755,1.31459236
1756,1.32054329
1757,1.32651865
1758,1.33252096
1759,1.33854544
1760,1.34459710
1761,1.35067356
1762,1.35677481
1763,1.36290121
1764,1.36905241
1765,1.37522900
1766,1.38143063
1767,1.38765764
1768,1.39391279
1769,1.40019059
1770,1.40649688
1771,1.41282880
1772,1.41918373
1773,1.42556739
1774,1.43197703
1775,1.43841267
1776,1.44487727
1777,1.45136523
1778,1.45787978
1779,1.46442342
1780,1.47099364
1781,1.47758782
1782,1.48421144
1783,1.49086201
1784,1.49753952
1785,1.50424397
1786,1.51097834
1787,1.51773727
1788,1.52452636
1789,1.53134000
1790,1.53818405
1791,1.54505575
1792,1.55195522
1793,1.55888247
1794,1.56583774
1795,1.57282114
1796,1.57983243
1797,1.58687508
1798,1.59394610
1799,1.60104251
1800,1.60817051
1801,1.61532712
1802,1.62251246
1803,1.62972677
1804,1.63697302
1805,1.64424539
1806,1.65154994
1807,1.65888071
1808,1.66624391
1809,1.67363667
1810,1.68105900
1811,1.68851101
1812,1.69599283
1813,1.70350790
1814,1.71104956
1815,1.71862471
1816,1.72622681
1817,1.73386264
1818,1.74152875
1819,1.74922550
1820,1.75695622
1821,1.76471448
1822,1.77250695
1823,1.78032684
1824,1.78818154
1825,1.79606724
1826,1.80398440
1827,1.81193304
1828,1.81991303
1829,1.82792485
1830,1.83597195
1831,1.84405088
1832,1.85215831
1833,1.86030138
1834,1.86847675
1835,1.87668788
1836,1.88492811
1837,1.89320087
1838,1.90150988
1839,1.90985167
1840,1.91822278
1841,1.92663062
1842,1.93507159
1843,1.94354951
1844,1.95205724
1845,1.96060205
1846,1.96917701
1847,1.97778928
1848,1.98643541
1849,1.99511552
1850,2.00382996
1851,2.01258206
1852,2.02136493
1853,2.03018618
1854,2.03903794
1855,2.04792857
1856,2.05685401
1857,2.06581807
1858,2.07481360
1859,2.08384395
1860,2.09291410
1861,2.10201931
1862,2.11116028
1863,2.12033701
1864,2.12954926
1865,2.13879776
1866,2.14808655
1867,2.15741110
1868,2.16676807
1869,2.17616582
1870,2.18560004
1871,2.19507527
1872,2.20458293
1873,2.21413159
1874,2.22371364
1875,2.23333693
1876,2.24299765
1877,2.25269556
1878,2.26243591
1879,2.27220941
1880,2.28202510
1881,2.29187894
1882,2.30176640
1883,2.31170106
1884,2.32166958
1885,2.33167696
1886,2.34172726
1887,2.35181189
1888,2.36193991
1889,2.37210703
1890,2.38231349
1891,2.39256382
1892,2.40284896
1893,2.41317844
1894,2.42354774
1895,2.43395686
1896,2.44440627
1897,2.45489550
1898,2.46542978
1899,2.47600007
1900,2.48661542
1901,2.49727178
1902,2.50796866
1903,2.51871157
1904,2.52949095
1905,2.54031634
1906,2.55117846
1907,2.56208682
1908,2.57303715
1909,2.58403420
1910,2.59506822
1911,2.60614944
1912,2.61727309
1913,2.62843919
1914,2.63964748
1915,2.65089893
1916,2.66219306
1917,2.67353559
1918,2.68492126
1919,2.69634986
1920,2.70782256
1921,2.71933842
1922,2.73090339
1923,2.74251246
1924,2.75416017
1925,2.76585746
1926,2.77760434
1927,2.78939056
1928,2.80122662
1929,2.81310225
1930,2.82502842
1931,2.83699965
1932,2.84902167
1933,2.86108327
1934,2.87319660
1935,2.88534975
1936,2.89755464
1937,2.90981078
1938,2.92210793
1939,2.93445683
1940,2.94684672
1941,2.95928884
1942,2.97177792
1943,2.98431420
1944,2.99690318
1945,3.00953960
1946,3.02221775
1947,3.03494930
1948,3.04772854
1949,3.06056166
1950,3.07343721
1951,3.08636665
1952,3.09934497
1953,3.11237168
1954,3.12544703
1955,3.13857794
1956,3.15175724
1957,3.16498637
1958,3.17826462
1959,3.19159293
1960,3.20497036
1961,3.21840453
1962,3.23188829
1963,3.24542284
1964,3.25900769
1965,3.27264309
1966,3.28633547
1967,3.30007887
1968,3.31387353
1969,3.32771945
1970,3.34161663
1971,3.35557222
1972,3.36957955
1973,3.38363886
1974,3.39775038
1975,3.41191411
1976,3.42613697
1977,3.44040608
1978,3.45473456
1979,3.46911597
1980,3.48355746
1981,3.49804568
1982,3.51259398
1983,3.52719617
1984,3.54185247
1985,3.55656958
1986,3.57133412
1987,3.58615994
1988,3.60104036
1989,3.61597610
1990,3.63096642
1991,3.64601898
1992,3.66112685
1993,3.67629051
1994,3.69150972
1995,3.70678496
1996,3.72212362
1997,3.73751831
1998,3.75296950
1999,3.76847768
2000,3.78404260
2001,3.80383039
2002,3.81765079
2003,3.83151555
2004,3.84542513
2005,3.85937929
2006,3.87337828
2007,3.88742256
2008,3.90151191
2009,3.91564655
2010,3.92982602
2011,3.94405174
2012,3.95832276
2013,3.97263956
2014,3.98700213
2015,4.00141048
2016,4.01586533
2017,4.03036690
2018,4.04491425
2019,4.05950832
2020,4.07414913
2021,4.08883619
2022,4.10357094
2023,4.11835241
2024,4.13318062
2025,4.14805651
2026,4.16298008
2027,4.17795086
2028,4.19296980
2029,4.20803595
2030,4.22315025
2031,4.23831272
2032,4.25352335
2033,4.26878262
2034,4.28409004
2035,4.29944611
2036,4.31485081
2037,4.33030415
2038,4.34580755
2039,4.36135960
2040,4.37696028
2041,4.39261103
2042,4.40831137
2043,4.42406130
2044,4.43986082
2045,4.45571041
2046,4.47161007
2047,4.48756027
2048,4.50356054
2049,4.51961136
2050,4.53571320
2051,4.55186558
2052,4.56806850
2053,4.58432293
2054,4.60062838
2055,4.61698532
2056,4.63339329
2057,4.64985323
2058,4.66636467
2059,4.68292856
2060,4.69954395
2061,4.71621180
2062,4.73293209
2063,4.74970484
2064,4.76653004
2065,4.78340769
2066,4.80033827
2067,4.81732225
2068,4.83435917
2069,4.85144997
2070,4.86859369
2071,4.88579130
2072,4.90304232
2073,4.92034721
2074,4.93770647
2075,4.95511961
2076,4.97258711
2077,4.99010897
2078,5.00768614
2079,5.02531719
2080,5.04300356
2081,5.06074524
2082,5.07854176
2083,5.09639406
2084,5.11430120
2085,5.13226461
2086,5.15028381
2087,5.16835833
2088,5.18648958
2089,5.20467710
2090,5.22292089
2091,5.24122095
2092,5.25957775
2093,5.27799177
2094,5.29646254
2095,5.31499100
2096,5.33357620
2097,5.35221863
2098,5.37091923
2099,5.38967752
2100,5.40849352
2101,5.42736769
2102,5.44630003
2103,5.46529102
2104,5.48434067
2105,5.50344849
2106,5.52261543
2107,5.54184151
2108,5.56112623
2109,5.58047104
2110,5.59987450
2111,5.61933804
2112,5.63886166
2113,5.65844488
2114,5.67808819
2115,5.69779158
2116,5.71755600
2117,5.73738098
2118,5.75726604
2119,5.77721262
2120,5.79721975
2121,5.81728840
2122,5.83741856
2123,5.85760975
2124,5.87786341
2125,5.89817858
2126,5.91855526
2127,5.93899488
2128,5.95949697
2129,5.98006105
2130,6.00068808
2131,6.02137804
2132,6.04213095
2133,6.06294680
2134,6.08382654
2135,6.10476923
2136,6.12577629
2137,6.14684629
2138,6.16798067
2139,6.18917990
2140,6.21044254
2141,6.23177004
2142,6.25316238
2143,6.27461910
2144,6.29614162
2145,6.31772900
2146,6.33938122
2147,6.36109972
2148,6.38288355
2149,6.40473366
2150,6.42664957
2151,6.44863129
2152,6.47067976
2153,6.49279451
2154,6.51497650
2155,6.53722525
2156,6.55954075
2157,6.58192348
2158,6.60437441
2159,6.62689257
2160,6.64947844
2161,6.67213202
2162,6.69485426
2163,6.71764421
2164,6.74050283
2165,6.76342964
2166,6.78642607
2167,6.80949116
2168,6.83262587
2169,6.85582924
2170,6.87910271
2171,6.90244579
2172,6.92585850
2173,6.94934130
2174,6.97289467
2175,6.99651861
2176,7.02021313
2177,7.04397726
2178,7.06781340
2179,7.09172106
2180,7.11569977
2181,7.13975000
2182,7.16387177
2183,7.18806553
2184,7.21233130
2185,7.23666954
2186,7.26107979
2187,7.28556299
2188,7.31011963
2189,7.33474827
2190,7.35945082
2191,7.38422585
2192,7.40907526
2193,7.43399811
2194,7.45899487
2195,7.48406601
2196,7.50921154
2197,7.53443146
2198,7.55972624
2199,7.58509588
2200,7.61053991
2201,7.63605976
2202,7.66165543
2203,7.68732548
2204,7.71307278
2205,7.73889542
2206,7.76479483
2207,7.79077053
2208,7.81682158
2209,7.84295034
2210,7.86915636
2211,7.89543962
2212,7.92180109
2213,7.94823837
2214,7.97475433
2215,8.00134754
2216,8.02801991
2217,8.05477047
2218,8.08159828
2219,8.10850620
2220,8.13549328
2221,8.16255856
2222,8.18970490
2223,8.21692944
2224,8.24423313
2225,8.27161789
2226,8.29908276
2227,8.32662773
2228,8.35425282
2229,8.38195896
2230,8.40974617
2231,8.43761539
2232,8.46556473
2233,8.49359608
2234,8.52170944
2235,8.54990482
2236,8.57818222
2237,8.60654163
2238,8.63498402
2239,8.66350842
2240,8.69211674
2241,8.72080803
2242,8.74958324
2243,8.77844143
2244,8.80738354
2245,8.83641052
2246,8.86552143
2247,8.89471626
2248,8.92399502
2249,8.95335960
2250,8.98281002
2251,9.01234531
2252,9.04196548
2253,9.07167053
2254,9.10146332
2255,9.13134193
2256,9.16130638
2257,9.19135761
2258,9.22149563
2259,9.25172234
2260,9.28203392
2261,9.31243324
2262,9.34292126
2263,9.37349606
2264,9.40415955
2265,9.43491173
2266,9.46575165
2267,9.49668026
2268,9.52769852
2269,9.55880642
2270,9.59000111
2271,9.62128830
2272,9.65266514
2273,9.68413067
2274,9.71568680
2275,9.74733448
2276,9.77907085
2277,9.81089973
2278,9.84281921
2279,9.87483025
2280,9.90693283
2281,9.93912697
2282,9.97141457
2283,10.0037937
2284,10.0362644
2285,10.0688286
2286,10.1014853
2287,10.1342363
2288,10.1670799
2289,10.2000170
2290,10.2330484
2291,10.2661734
2292,10.2993937
2293,10.3327074
2294,10.3661165
2295,10.3996210
2296,10.4332190
2297,10.4669142
2298,10.5007038
2299,10.5345917
2300,10.5685749
2301,10.6026525
2302,10.6368294
2303,10.6711016
2304,10.7054710
2305,10.7399397
2306,10.7745028
2307,10.8091660
2308,10.8439264
2309,10.8787842
2310,10.9137421
2311,10.9487972
2312,10.9839535
2313,11.0192070
2314,11.0545616
2315,11.0900145
2316,11.1255693
2317,11.1612225
2318,11.1969776
2319,11.2328310
2320,11.2687874
2321,11.3048439
2322,11.3410025
2323,11.3772631
2324,11.4136248
2325,11.4500904
2326,11.4866552
2327,11.5233250
2328,11.5600967
2329,11.5969725
2330,11.6339512
2331,11.6710329
2332,11.7082186
2333,11.7455101
2334,11.7829046
2335,11.8204021
2336,11.8580065
2337,11.8957148
2338,11.9335308
2339,11.9714499
2340,12.0094776
2341,12.0476093
2342,12.0858479
2343,12.1241913
2344,12.1626444
2345,12.2012033
2346,12.2398710
2347,12.2786446
2348,12.3175249
2349,12.3565168
2350,12.3956137
2351,12.4348221
2352,12.4741383
2353,12.5135651
2354,12.5530987
2355,12.5927439
2356,12.6324968
2357,12.6723633
2358,12.7123375
2359,12.7524233
2360,12.7926207
2361,12.8329277
2362,12.8733492
2363,12.9138794
2364,12.9545250
2365,12.9952793
2366,13.0361481
2367,13.0771303
2368,13.1182251
2369,13.1594324
2370,13.2007551
2371,13.2421885
2372,13.2837381
2373,13.3254032
2374,13.3671818
2375,13.4090757
2376,13.4510841
2377,13.4932079
2378,13.5354481
2379,13.5778046
2380,13.6202774
2381,13.6628675
2382,13.7055721
2383,13.7483969
2384,13.7913370
2385,13.8343935
2386,13.8775721
2387,13.9208660
2388,13.9642801
2389,14.0078106
2390,14.0514631
2391,14.0952320
2392,14.1391239
2393,14.1831341
2394,14.2272625
2395,14.2715139
2396,14.3158855
2397,14.3603773
2398,14.4049892
2399,14.4497271
2400,14.4945822
2401,14.5395632
2402,14.5846653
2403,14.6298885
2404,14.6752357
2405,14.7207088
2406,14.7663012
2407,14.8120193
2408,14.8578615
2409,14.9038277
2410,14.9499197
2411,14.9961357
2412,15.0424795
2413,15.0889444
2414,15.1355391
2415,15.1822577
2416,15.2291059
2417,15.2760763
2418,15.3231783
2419,15.3704033
2420,15.4177589
2421,15.4652414
2422,15.5128489
2423,15.5605907
2424,15.6084566
2425,15.6564560
2426,15.7045822
2427,15.7528391
2428,15.8012228
2429,15.8497410
2430,15.8983879
2431,15.9471655
2432,15.9960737
2433,16.0451164
2434,16.0942879
2435,16.1435909
2436,16.1930275
2437,16.2425976
2438,16.2922993
2439,16.3421345
2440,16.3921051
2441,16.4422092
2442,16.4924450
2443,16.5428162
2444,16.5933247
2445,16.6439648
2446,16.6947441
2447,16.7456551
2448,16.7967014
2449,16.8478909
2450,16.8992100
2451,16.9506702
2452,17.0022659
2453,17.0540009
2454,17.1058712
2455,17.1578808
2456,17.2100296
2457,17.2623158
2458,17.3147430
2459,17.3673077
2460,17.4200134
2461,17.4728584
2462,17.5258465
2463,17.5789700
2464,17.6322403
2465,17.6856480
2466,17.7392006
2467,17.7928925
2468,17.8467293
2469,17.9007034
2470,17.9548264
2471,18.0090885
2472,18.0634956
2473,18.1180458
2474,18.1727448
2475,18.2275848
2476,18.2825680
2477,18.3376999
2478,18.3929729
2479,18.4483967
2480,18.5039654
2481,18.5596790
2482,18.6155396
2483,18.6715488
2484,18.7277031
2485,18.7840061
2486,18.8404598
2487,18.8970585
2488,18.9538097
2489,19.0107079
2490,19.0677567
2491,19.1249523
2492,19.1823025
2493,19.2397995
2494,19.2974491
2495,19.3552475
2496,19.4131985
2497,19.4713020
2498,19.5295563
2499,19.5879688
2500,19.6465263
2501,19.7052422
2502,19.7641087
2503,19.8231316
2504,19.8823071
2505,19.9416370
2506,20.0011215
2507,20.0607624
2508,20.1205578
2509,20.1805115
2510,20.2406178
2511,20.3008823
2512,20.3613052
2513,20.4218845
2514,20.4826183
2515,20.5435143
2516,20.6045685
2517,20.6657791
2518,20.7271500
2519,20.7886791
2520,20.8503685
2521,20.9122200
2522,20.9742279
2523,21.0363998
2524,21.0987301
2525,21.1612263
2526,21.2238789
2527,21.2866974
2528,21.3496761
2529,21.4128208
2530,21.4761257
2531,21.5395985
2532,21.6032295
2533,21.6670284
2534,21.7309914
2535,21.7951202
2536,21.8594112
2537,21.9238701
2538,21.9884968
2539,22.0532856
2540,22.1182461
2541,22.1833725
2542,22.2486668
2543,22.3141270
2544,22.3797588
2545,22.4455547
2546,22.5115261
2547,22.5776596
2548,22.6439629
2549,22.7104397
2550,22.7770901
2551,22.8439083
2552,22.9108982
2553,22.9780598
2554,23.0453930
2555,23.1128960
2556,23.1805744
2557,23.2484283
2558,23.3164520
2559,23.3846493
2560,23.4530220
2561,23.5215702
2562,23.5902920
2563,23.6591892
2564,23.7282619
2565,23.7975140
2566,23.8669415
2567,23.9365425
2568,24.0063248
2569,24.0762825
2570,24.1464176
2571,24.2167320
2572,24.2872238
2573,24.3579006
2574,24.4287491
2575,24.4997807
2576,24.5709934
2577,24.6423874
2578,24.7139626
2579,24.7857189
2580,24.8576546
2581,24.9297752
2582,25.0020828
2583,25.0745621
2584,25.1472340
2585,25.2200871
2586,25.2931194
2587,25.3663425
2588,25.4397526
2589,25.5133457
2590,25.5871201
2591,25.6610870
2592,25.7352390
2593,25.8095779
2594,25.8840981
2595,25.9588146
2596,26.0337162
2597,26.1088009
2598,26.1840839
2599,26.2595520
2600,26.3352127
2601,26.4110565
2602,26.4870968
2603,26.5633278
2604,26.6397514
2605,26.7163620
2606,26.7931709
2607,26.8701687
2608,26.9473610
2609,27.0247421
2610,27.1023197
2611,27.1800957
2612,27.2580605
2613,27.3362217
2614,27.4145813
2615,27.4931393
2616,27.5718842
2617,27.6508312
2618,27.7299786
2619,27.8093224
2620,27.8888569
2621,27.9685974
2622,28.0485344
2623,28.1286640
2624,28.2089996
2625,28.2895393
2626,28.3702812
2627,28.4512119
2628,28.5323544
2629,28.6136932
2630,28.6952381
2631,28.7769794
2632,28.8589268
2633,28.9410801
2634,29.0234394
2635,29.1059971
2636,29.1887646
2637,29.2717304
2638,29.3549042
2639,29.4382877
2640,29.5218792
2641,29.6056709
2642,29.6896744
2643,29.7738781
2644,29.8583031
2645,29.9429302
2646,30.0277596
2647,30.1128101
2648,30.1980629
2649,30.2835236
2650,30.3692017
2651,30.4550877
2652,30.5411949
2653,30.6275005
2654,30.7140217
2655,30.8007603
2656,30.8877125
2657,30.9748707
2658,31.0622559
2659,31.1498489
2660,31.2376537
2661,31.3256798
2662,31.4139194
2663,31.5023766
2664,31.5910454
2665,31.6799412
2666,31.7690487
2667,31.8583775
2668,31.9479179
2669,32.0376816
2670,32.1276741
2671,32.2178802
2672,32.3083000
2673,32.3989449
2674,32.4898186
2675,32.5809021
2676,32.6722183
2677,32.7637482
2678,32.8555145
2679,32.9474869
2680,33.0396996
2681,33.1321297
2682,33.2247849
2683,33.3176651
2684,33.4107780
2685,33.5041122
2686,33.5976715
2687,33.6914558
2688,33.7854767
2689,33.8797226
2690,33.9741898
2691,34.0689011
2692,34.1638298
2693,34.2590027
2694,34.3543930
2695,34.4500198
2696,34.5458755
2697,34.6419678
2698,34.7382812
2699,34.8348351
2700,34.9316292
2701,35.0286484
2702,35.1259079
2703,35.2233963
2704,35.3211288
2705,35.4190826
2706,35.5172844
2707,35.6157265
2708,35.7144051
2709,35.8133087
2710,35.9124565
2711,36.0118484
2712,36.1114769
2713,36.2113419
2714,36.3114548
2715,36.4118042
2716,36.5123901
2717,36.6132240
2718,36.7143021
2719,36.8156204
2720,36.9171753
2721,37.0189857
2722,37.1210327
2723,37.2233238
2724,37.3258591
2725,37.4286461
2726,37.5316772
2727,37.6349449
2728,37.7384758
2729,37.8422508
2730,37.9462662
2731,38.0505333
2732,38.1550484
2733,38.2598267
2734,38.3648415
2735,38.4701004
2736,38.5756226
2737,38.6813965
2738,38.7874069
2739,38.8936844
2740,39.0002213
2741,39.1070023
2742,39.2140350
2743,39.3213272
2744,39.4288712
2745,39.5366745
2746,39.6447220
2747,39.7530403
2748,39.8616142
2749,39.9704399
2750,40.0795288
2751,40.1888809
2752,40.2984848
2753,40.4083481
2754,40.5184822
2755,40.6288643
2756,40.7395096
2757,40.8504219
2758,40.9615898
2759,41.0730247
2760,41.1847229
2761,41.2966881
2762,41.4089165
2763,41.5214081
2764,41.6341591
2765,41.7471848
2766,41.8604774
2767,41.9740372
2768,42.0878525
2769,42.2019501
2770,42.3163185
2771,42.4309425
2772,42.5458374
2773,42.6610107
2774,42.7764549
2775,42.8921661
2776,43.0081444
2777,43.1244049
2778,43.2409439
2779,43.3577423
2780,43.4748116
2781,43.5921669
2782,43.7098007
2783,43.8276901
2784,43.9458771
2785,44.0643349
2786,44.1830635
2787,44.3020668
2788,44.4213600
2789,44.5409355
2790,44.6607742
2791,44.7808952
2792,44.9013100
2793,45.0220032
2794,45.1429634
2795,45.2642212
2796,45.3857613
2797,45.5075836
2798,45.6296768
2799,45.7520638
2800,45.8747406
2801,45.9976883
2802,46.1209297
