k,tbq
2803,46.2444611
2804,46.3682785
2805,46.4923820
2806,46.6167755
2807,46.7414551
2808,46.8664322
2809,46.9916801
2810,47.1172409
2811,47.2430916
2812,47.3692055
2813,47.4956398
2814,47.6223640
2815,47.7493782
2816,47.8766785
2817,48.0042839
2818,48.1321793
2819,48.2603683
2820,48.3888474
2821,48.5176315
2822,48.6467247
2823,48.7760887
2824,48.9057732
2825,49.0357590
2826,49.1660271
2827,49.2965965
2828,49.4274788
2829,49.5586586
2830,49.6901436
2831,49.8219261
2832,49.9540100
2833,50.0863991
2834,50.2190971
2835,50.3520927
2836,50.4853935
2837,50.6190071
2838,50.7529182
2839,50.8871536
2840,51.0216827
2841,51.1565247
2842,51.2916718
2843,51.4271240
2844,51.5629005
2845,51.6989822
2846,51.8353653
2847,51.9720726
2848,52.1090851
2849,52.2464142
2850,52.3840523
2851,52.5220184
2852,52.6602936
2853,52.7988701
2854,52.9377747
2855,53.0769920
2856,53.2165413
2857,53.3563805
2858,53.4965591
2859,53.6370583
2860,53.7778740
2861,53.9189949
2862,54.0604591
2863,54.2022285
2864,54.3443184
2865,54.4867439
2866,54.6294899
2867,54.7725601
2868,54.9159508
2869,55.0596619
2870,55.2037125
2871,55.3480873
2872,55.4927711
2873,55.6378059
2874,55.7831573
2875,55.9288330
2876,56.0748482
2877,56.2211952
2878,56.3678627
2879,56.5148659
2880,56.6622086
2881,56.8098679
2882,56.9578857
2883,57.1062088
2884,57.2548714
2885,57.4038849
2886,57.5532188
2887,57.7028999
2888,57.8529243
2889,58.0032730
2890,58.1539574
2891,58.3049889
2892,58.4563599
2893,58.6080780
2894,58.7601242
2895,58.9125214
2896,59.0652542
2897,59.2183266
2898,59.3717461
2899,59.5255127
2900,59.6796265
2901,59.8340645
2902,59.9888763
2903,60.1440277
2904,60.2995262
2905,60.4553528
2906,60.6115532
2907,60.7680969
2908,60.9249916
2909,61.0822144
2910,61.2398186
2911,61.3977699
2912,61.5560455
2913,61.7146950
2914,61.8737106
2915,62.0330696
2916,62.1927719
2917,62.3528557
2918,62.5132713
2919,62.6740532
2920,62.8351974
2921,62.9966888
2922,63.1585503
2923,63.3207741
2924,63.4833450
2925,63.6462936
2926,63.8095932
2927,63.9732475
2928,64.1372757
2929,64.3016739
2930,64.4664230
2931,64.6315460
2932,64.7970200
2933,64.9628754
2934,65.1291046
2935,65.2956924
2936,65.4626465
2937,65.6299667
2938,65.7976532
2939,65.9657288
2940,66.1341629
2941,66.3029785
2942,66.4721451
2943,66.6417084
2944,66.8116302
2945,66.9819336
2946,67.1526108
2947,67.3236618
2948,67.4951019
2949,67.6669083
2950,67.8390884
2951,68.0116577
2952,68.1846008
2953,68.3579178
2954,68.5316315
2955,68.7057114
2956,68.8801956
2957,69.0550385
2958,69.2302704
2959,69.4058990
2960,69.5819092
2961,69.7582779
2962,69.9350662
2963,70.1122360
2964,70.2897797
2965,70.4677124
2966,70.6460571
2967,70.8247757
2968,71.0038757
2969,71.1833725
2970,71.3632812
2971,71.5435638
2972,71.7242432
2973,71.9053268
2974,72.0867996
2975,72.2686386
2976,72.4509048
2977,72.6335831
2978,72.8166275
2979,73.0000839
2980,73.1839294
2981,73.3681946
2982,73.5528488
2983,73.7378998
2984,73.9233627
2985,74.1092300
2986,74.2954865
2987,74.4821548
2988,74.6692352
2989,74.8567123
2990,75.0445786
2991,75.2328796
2992,75.4215927
2993,75.6106949
2994,75.8002167
2995,75.9901352
2996,76.1804886
2997,76.3712540
2998,76.5624008
2999,76.7539825
3000,76.9459839
3001,77.1383743
3002,77.3312073
3003,77.5244446
3004,77.7180939
3005,77.9121552
3006,78.1066589
3007,78.3015594
3008,78.4969101
3009,78.6926346
3010,78.8888321
3011,79.0854111
3012,79.2824173
3013,79.4798660
3014,79.6777420
3015,79.8760223
3016,80.0747299
3017,80.2738647
3018,80.4734497
3019,80.6734467
3020,80.8738632
3021,81.0747223
3022,81.2760239
3023,81.4777374
3024,81.6798782
3025,81.8824615
3026,82.0854721
3027,82.2889099
3028,82.4928055
3029,82.6971359
3030,82.9018936
3031,83.1070709
3032,83.3126984
3033,83.5187759
3034,83.7253113
3035,83.9322433
3036,84.1396332
3037,84.3474808
3038,84.5557251
3039,84.7644577
3040,84.9736404
3041,85.1832581
3042,85.3932877
3043,85.6038055
3044,85.8147507
3045,86.0261536
3046,86.2379913
3047,86.4503021
3048,86.6630478
3049,86.8762283
3050,87.0898972
3051,87.3040085
3052,87.5185547
3053,87.7335510
3054,87.9490356
3055,88.1649628
3056,88.3813400
3057,88.5981750
3058,88.8154678
3059,89.0332489
3060,89.2514572
3061,89.4701309
3062,89.6892853
3063,89.9088745
3064,90.1289291
3065,90.3494568
3066,90.5704575
3067,90.7919312
3068,91.0138397
3069,91.2362518
3070,91.4591141
3071,91.6824570
3072,91.9062347
3073,92.1305161
3074,92.3552780
3075,92.5804825
3076,92.8061600
3077,93.0323257
3078,93.2589798
3079,93.4860687
3080,93.7136765
3081,93.9417572
3082,94.1703110
3083,94.3993149
3084,94.6288147
3085,94.8588181
3086,95.0892868
3087,95.3202209
3088,95.5516663
3089,95.7835922
3090,96.0159836
3091,96.2488632
3092,96.4822540
3093,96.7161102
3094,96.9504395
3095,97.1852951
3096,97.4206238
3097,97.6564560
3098,97.8927383
3099,98.1295395
3100,98.3668518
3101,98.6046143
3102,98.8429184
3103,99.0817108
3104,99.3209915
3105,99.5607605
3106,99.8010330
3107,100.041809
3108,100.283073
3109,100.524826
3110,100.767113
3111,101.009911
3112,101.253174
3113,101.496948
3114,101.741264
3115,101.986069
3116,102.231339
3117,102.477158
3118,102.723480
3119,102.970337
3120,103.217651
3121,103.465485
3122,103.713875
3123,103.962761
3124,104.212135
3125,104.462044
3126,104.712471
3127,104.963394
3128,105.214844
3129,105.466827
3130,105.719315
3131,105.972328
3132,106.225838
3133,106.479912
3134,106.734489
3135,106.989578
3136,107.245224
3137,107.501373
3138,107.758034
3139,108.015228
3140,108.272987
3141,108.531258
3142,108.790009
3143,109.049332
3144,109.309189
3145,109.569595
3146,109.830482
3147,110.091949
3148,110.353943
3149,110.616447
3150,110.879509
3151,111.143120
3152,111.407280
3153,111.671936
3154,111.937172
3155,112.202919
3156,112.469223
3157,112.736053
3158,113.003456
3159,113.271393
3160,113.539879
3161,113.808899
3162,114.078461
3163,114.348625
3164,114.619278
3165,114.890518
3166,115.162270
3167,115.434608
3168,115.707481
3169,115.980934
3170,116.254936
3171,116.529488
3172,116.804588
3173,117.080276
3174,117.356445
3175,117.633247
3176,117.910583
3177,118.188484
3178,118.466957
3179,118.746010
3180,119.025627
3181,119.305733
3182,119.586472
3183,119.867783
3184,120.149651
3185,120.432083
3186,120.715096
3187,120.998688
3188,121.282799
3189,121.567520
3190,121.852821
3191,122.138695
3192,122.425156
3193,122.712181
3194,122.999794
3195,123.287994
3196,123.576675
3197,123.866058
3198,124.155983
3199,124.446465
3200,124.737587
3201,125.029259
3202,125.321510
3203,125.614342
3204,125.907768
3205,126.201805
3206,126.496422
3207,126.791634
3208,127.087440
3209,127.383812
3210,127.680824
3211,127.978340
3212,128.276505
3213,128.575287
3214,128.874649
3215,129.174606
3216,129.475204
3217,129.776352
3218,130.078064
3219,130.380447
3220,130.683411
3221,130.986984
3222,131.291183
3223,131.595978
3224,131.901352
3225,132.207306
3226,132.513931
3227,132.821152
3228,133.128998
3229,133.437439
3230,133.746506
3231,134.056183
3232,134.366470
3233,134.677307
3234,134.988846
3235,135.300964
3236,135.613754
3237,135.927124
3238,136.241135
3239,136.555756
3240,136.870956
3241,137.186798
3242,137.503326
3243,137.820450
3244,138.138199
3245,138.456573
3246,138.775574
3247,139.095215
3248,139.415451
3249,139.736343
3250,140.057877
3251,140.380035
3252,140.702866
3253,141.026276
3254,141.350388
3255,141.675018
3256,142.000397
3257,142.326401
3258,142.653030
3259,142.980301
3260,143.308228
3261,143.636780
3262,143.965942
3263,144.295807
3264,144.626358
3265,144.957520
3266,145.289291
3267,145.621765
3268,145.954895
3269,146.288635
3270,146.623016
3271,146.958084
3272,147.293808
3273,147.630188
3274,147.967255
3275,148.304962
3276,148.643341
3277,148.982315
3278,149.321976
3279,149.662354
3280,150.003372
3281,150.345062
3282,150.687393
3283,151.030441
3284,151.374130
3285,151.718414
3286,152.063431
3287,152.409149
3288,152.755539
3289,153.102570
3290,153.450302
3291,153.798691
3292,154.147736
3293,154.497482
3294,154.847931
3295,155.199051
3296,155.550812
3297,155.903305
3298,156.256500
3299,156.610336
3300,156.964813
3301,157.320023
3302,157.675980
3303,158.032562
3304,158.389862
3305,158.747833
3306,159.106522
3307,159.465851
3308,159.825928
3309,160.186646
3310,160.548126
3311,160.910294
3312,161.273178
3313,161.636703
3314,162.000900
3315,162.365891
3316,162.731537
3317,163.097931
3318,163.464996
3319,163.832779
3320,164.201263
3321,164.570480
3322,164.940323
3323,165.310928
3324,165.682266
3325,166.054367
3326,166.427124
3327,166.800598
3328,167.174805
3329,167.549652
3330,167.925293
3331,168.301666
3332,168.678711
3333,169.056503
3334,169.435043
3335,169.814316
3336,170.194305
3337,170.574936
3338,170.956345
3339,171.338516
3340,171.721420
3341,172.105026
3342,172.489395
3343,172.874512
3344,173.260269
3345,173.646805
3346,174.034134
3347,174.422150
3348,174.810959
3349,175.200500
3350,175.590729
3351,175.981674
3352,176.373444
3353,176.765930
3354,177.159180
3355,177.553162
3356,177.947922
3357,178.343430
3358,178.739655
3359,179.136581
3360,179.534332
3361,179.932861
3362,180.332108
3363,180.732132
3364,181.132935
3365,181.534439
3366,181.936707
3367,182.339737
3368,182.743561
3369,183.148163
3370,183.553513
3371,183.959656
3372,184.366547
3373,184.774200
3374,185.182556
3375,185.591751
3376,186.001709
3377,186.412460
3378,186.823990
3379,187.236282
3380,187.649399
3381,188.063141
3382,188.477768
3383,188.893204
3384,189.309402
3385,189.726410
3386,190.144150
3387,190.562729
3388,190.981995
3389,191.402084
3390,191.823029
3391,192.244751
3392,192.667206
3393,193.090500
3394,193.514603
3395,193.939484
3396,194.365112
3397,194.791595
3398,195.218857
3399,195.646927
3400,196.075836
3401,196.505508
3402,196.935959
3403,197.367188
3404,197.799316
3405,198.232239
3406,198.665909
3407,199.100433
3408,199.535782
3409,199.971924
3410,200.408890
3411,200.846603
3412,201.285202
3413,201.724640
3414,202.164856
3415,202.605927
3416,203.047760
3417,203.490479
3418,203.933914
3419,204.378265
3420,204.823425
3421,205.269424
3422,205.716248
3423,206.163940
3424,206.612411
3425,207.061661
3426,207.511841
3427,207.962845
3428,208.414642
3429,208.867310
3430,209.320862
3431,209.775192
3432,210.230316
3433,210.686325
3434,211.143219
3435,211.600906
3436,212.059479
3437,212.518860
3438,212.979126
3439,213.440277
3440,213.902130
3441,214.364975
3442,214.828629
3443,215.293167
3444,215.758514
3445,216.224777
3446,216.691925
3447,217.159882
3448,217.628632
3449,218.098297
3450,218.568878
3451,219.040253
3452,219.512543
3453,219.985641
3454,220.459656
3455,220.934494
3456,221.410339
3457,221.886902
3458,222.364487
3459,222.842880
3460,223.322098
3461,223.802246
3462,224.283295
3463,224.765091
3464,225.247894
3465,225.731628
3466,226.216202
3467,226.701584
3468,227.187912
3469,227.675171
3470,228.163239
3471,228.652145
3472,229.142105
3473,229.632904
3474,230.124634
3475,230.617203
3476,231.110718
3477,231.604935
3478,232.100235
3479,232.596481
3480,233.093536
3481,233.591568
3482,234.090439
3483,234.590256
3484,235.091049
3485,235.592560
3486,236.095139
3487,236.598557
3488,237.102936
3489,237.608292
3490,238.114487
3491,238.621536
3492,239.129547
3493,239.638550
3494,240.148376
3495,240.659180
3496,241.170959
3497,241.683594
3498,242.197205
3499,242.711792
3500,243.227127
3501,243.743546
3502,244.260849
3503,244.779099
3504,245.298370
3505,245.818466
3506,246.339600
3507,246.861450
3508,247.384399
3509,247.908340
3510,248.433182
3511,248.959015
3512,249.485672
3513,250.013397
3514,250.541946
3515,251.071518
3516,251.602066
3517,252.133499
3518,252.665939
3519,253.199402
3520,253.733734
3521,254.269073
3522,254.805283
3523,255.342514
3524,255.880768
3525,256.419922
3526,256.960052
3527,257.501221
3528,258.043274
3529,258.586212
3530,259.130341
3531,259.675293
3532,260.221344
3533,260.768219
3534,261.316162
3535,261.865112
3536,262.415009
3537,262.965759
3538,263.517578
3539,264.070557
3540,264.624268
3541,265.179169
3542,265.734985
3543,266.291687
3544,266.849487
3545,267.408264
3546,267.967987
3547,268.528748
3548,269.090576
3549,269.653412
3550,270.217163
3551,270.781891
3552,271.347626
3553,271.914398
3554,272.482269
3555,273.051025
3556,273.620850
3557,274.191620
3558,274.763580
3559,275.336334
3560,275.910156
3561,276.485016
3562,277.060944
3563,277.637817
3564,278.215759
3565,278.794800
3566,279.374725
3567,279.955780
3568,280.537750
3569,281.120789
3570,281.704926
3571,282.290100
3572,282.876251
3573,283.463470
3574,284.051666
3575,284.640930
3576,285.231262
3577,285.822540
3578,286.414948
3579,287.008423
3580,287.602844
3581,288.198364
3582,288.794861
3583,289.392609
3584,289.991272
3585,290.591064
3586,291.191803
3587,291.793640
3588,292.396454
3589,293.000366
3590,293.605408
3591,294.211517
3592,294.818634
3593,295.426849
3594,296.036194
3595,296.646484
3596,297.257782
3597,297.870300
3598,298.483795
3599,299.098450
3600,299.714203
3601,300.330963
3602,300.948792
3603,301.567657
3604,302.187622
3605,302.808746
3606,303.430969
3607,304.054199
3608,304.678558
3609,305.304077
3610,305.930573
3611,306.558197
3612,307.186798
3613,307.816742
3614,308.447662
3615,309.079559
3616,309.712738
3617,310.346954
3618,310.982178
3619,311.618561
3620,312.256042
3621,312.894714
3622,313.534393
3623,314.175354
3624,314.817200
3625,315.460358
3626,316.104401
3627,316.749725
3628,317.396240
3629,318.043732
3630,318.692413
3631,319.342102
3632,319.993164
3633,320.645050
3634,321.298248
3635,321.952515
3636,322.607941
3637,323.264526
3638,323.922180
3639,324.580994
3640,325.240814
3641,325.902039
3642,326.564240
3643,327.227661
3644,327.892090
3645,328.557892
3646,329.224701
3647,329.892578
3648,330.561646
3649,331.231903
3650,331.903381
3651,332.575897
3652,333.249603
3653,333.924530
3654,334.600647
3655,335.277679
3656,335.956055
3657,336.635651
3658,337.316284
3659,337.998169
3660,338.681274
3661,339.365387
3662,340.050751
3663,340.737335
3664,341.424988
3665,342.113861
3666,342.803955
3667,343.495270
3668,344.187653
3669,344.881439
3670,345.576111
3671,346.272034
3672,346.969208
3673,347.667603
3674,348.367249
3675,349.067932
3676,349.769897
3677,350.472931
3678,351.177368
3679,351.882874
3680,352.589661
3681,353.297668
3682,354.006775
3683,354.717133
3684,355.428772
3685,356.141479
3686,356.855438
3687,357.570679
3688,358.286987
3689,359.004761
3690,359.723572
3691,360.443695
3692,361.164917
3693,361.887390
3694,362.611145
3695,363.336182
3696,364.062317
3697,364.789703
3698,365.518402
3699,366.248383
3700,366.979279
3701,367.711639
3702,368.445282
3703,369.180206
3704,369.916260
3705,370.653595
3706,371.392242
3707,372.131805
3708,372.873016
3709,373.615173
3710,374.358826
3711,375.103607
3712,375.849823
3713,376.597015
3714,377.345520
3715,378.095490
3716,378.846619
3717,379.598877
3718,380.352570
3719,381.107452
3720,381.863647
3721,382.621155
3722,383.379791
3723,384.139740
3724,384.901031
3725,385.663635
3726,386.427399
3727,387.192474
3728,387.958862
3729,388.726440
3730,389.495331
3731,390.265747
3732,391.037109
3733,391.809998
3734,392.584229
3735,393.359650
3736,394.136383
3737,394.914093
3738,395.693512
3739,396.474091
3740,397.256042
3741,398.039124
3742,398.823761
3743,399.609589
3744,400.396576
3745,401.185089
3746,401.974792
3747,402.765839
3748,403.558289
3749,404.352051
3750,405.147034
3751,405.943359
3752,406.741058
3753,407.539948
3754,408.340424
3755,409.142059
3756,409.945068
3757,410.749451
3758,411.555054
3759,412.361816
3760,413.170166
3761,413.979889
3762,414.791016
3763,415.603333
3764,416.417053
3765,417.232147
3766,418.048462
3767,418.866150
3768,419.685242
3769,420.505737
3770,421.327637
3771,422.150726
3772,422.975250
3773,423.801178
3774,424.628296
3775,425.456848
3776,426.287018
3777,427.118378
3778,427.950958
3779,428.785156
3780,429.620575
3781,430.457428
3782,431.295685
3783,432.135162
3784,432.976288
3785,433.818665
3786,434.662415
3787,435.507629
3788,436.354095
3789,437.201935
3790,438.051270
3791,438.901825
3792,439.753998
3793,440.607666
3794,441.462524
3795,442.318848
3796,443.176392
3797,444.035431
3798,444.896118
3799,445.758026
3800,446.621399
3801,447.486023
3802,448.352325
3803,449.219666
3804,450.088684
3805,450.959167
3806,451.830902
3807,452.704315
3808,453.578979
3809,454.455109
3810,455.332733
3811,456.211395
3812,457.091980
3813,457.973816
3814,458.857117
3815,459.741699
3816,460.628021
3817,461.515564
3818,462.404633
3819,463.294922
3820,464.186981
3821,465.080261
3822,465.975311
3823,466.871582
3824,467.769409
3825,468.668488
3826,469.569092
3827,470.471191
3828,471.374786
3829,472.279877
3830,473.186523
3831,474.094421
3832,475.003845
3833,475.914581
3834,476.827026
3835,477.741028
3836,478.656311
3837,479.573334
3838,480.491699
3839,481.411346
3840,482.332489
3841,483.255402
3842,484.179626
3843,485.105408
3844,486.032715
3845,486.961548
3846,487.891724
3847,488.823425
3848,489.756683
3849,490.691498
3850,491.627594
3851,492.565491
3852,493.504669
3853,494.445465
3854,495.387787
3855,496.331421
3856,497.276855
3857,498.223633
3858,499.172211
3859,500.122131
3860,501.073395
3861,502.026428
3862,502.981049
3863,503.936768
3864,504.894287
3865,505.853363
3866,506.814056
3867,507.776062
3868,508.739960
3869,509.705109
3870,510.671631
3871,511.640015
3872,512.609985
3873,513.581299
3874,514.554443
3875,515.528992
3876,516.505066
3877,517.482544
3878,518.461609
3879,519.442505
3880,520.424805
3881,521.408630
3882,522.394165
3883,523.381226
3884,524.369690
3885,525.359863
3886,526.351562
3887,527.344849
3888,528.339783
3889,529.336365
3890,530.334290
3891,531.334167
3892,532.335083
3893,533.337952
3894,534.342407
3895,535.348511
3896,536.356018
3897,537.365417
3898,538.376221
3899,539.388611
3900,540.402405
3901,541.418091
3902,542.435242
3903,543.454224
3904,544.474670
3905,545.496704
3906,546.520447
3907,547.545532
3908,548.572571
3909,549.601074
3910,550.631165
3911,551.662964
3912,552.696350
3913,553.731567
3914,554.768066
3915,555.806519
3916,556.846375
3917,557.888000
3918,558.931274
3919,559.976196
3920,561.022766
3921,562.070801
3922,563.120544
3923,564.171997
3924,565.225098
3925,566.279907
3926,567.336426
3927,568.394592
3928,569.454224
3929,570.515564
3930,571.578613
3931,572.643372
3932,573.709839
3933,574.778015
3934,575.847595
3935,576.919189
3936,577.992310
3937,579.067017
3938,580.143555
3939,581.221497
3940,582.301392
3941,583.383057
3942,584.466187
3943,585.551331
3944,586.637634
3945,587.725952
3946,588.816040
3947,589.907837
3948,591.001099
3949,592.096313
3950,593.193054
3951,594.291626
3952,595.391846
3953,596.493835
3954,597.597290
3955,598.702820
3956,599.810120
3957,600.918823
3958,602.029358
3959,603.141663
3960,604.255432
3961,605.371216
3962,606.488770
3963,607.608154
3964,608.729004
3965,609.851562
3966,610.976013
3967,612.102173
3968,613.230164
3969,614.359863
3970,615.491089
3971,616.624451
3972,617.759277
3973,618.896179
3974,620.034241
3975,621.174500
3976,622.316528
3977,623.460327
3978,624.605652
3979,625.753052
3980,626.901978
3981,628.052734
3982,629.205261
3983,630.359619
3984,631.515808
3985,632.673828
3986,633.833313
3987,634.994934
3988,636.158142
3989,637.323181
3990,638.489990
3991,639.658630
3992,640.829163
3993,642.001465
3994,643.175598
3995,644.351624
3996,645.528870
3997,646.708496
3998,647.889771
3999,649.072815
4000,650.257751
4001,651.444580
4002,652.633179
4003,653.823303
4004,655.015381
4005,656.209595
4006,657.405396
4007,658.603271
4008,659.802795
4009,661.004150
4010,662.207397
4011,663.412170
4012,664.619141
4013,665.827698
4014,667.038452
4015,668.250732
4016,669.464905
4017,670.680969
4018,671.898987
4019,673.118835
4020,674.340576
4021,675.563904
4022,676.789490
4023,678.016907
4024,679.245911
4025,680.476807
4026,681.709656
4027,682.944397
4028,684.181030
4029,685.419556
4030,686.660095
4031,687.902466
4032,689.146423
4033,690.392334
4034,691.640503
4035,692.890259
4036,694.141907
4037,695.395874
4038,696.651428
4039,697.908875
4040,699.167969
4041,700.429321
4042,701.692261
4043,702.957520
4044,704.224304
4045,705.493408
4046,706.764160
4047,708.036926
4048,709.311523
4049,710.588135
4050,711.866699
4051,713.147156
4052,714.429382
4053,715.713806
4054,717.000244
4055,718.288269
4056,719.578186
4057,720.870178
4058,722.164490
4059,723.460449
4060,724.758362
4061,726.058228
4062,727.360168
4063,728.663696
4064,729.969543
4065,731.277039
4066,732.586853
4067,733.898315
4068,735.212219
4069,736.527710
4070,737.845154
4071,739.164673
4072,740.486145
4073,741.809692
4074,743.135193
4075,744.462769
4076,745.792297
4077,747.123535
4078,748.456726
4079,749.792358
4080,751.129578
4081,752.469238
4082,753.810608
4083,755.153992
4084,756.499695
4085,757.846802
4086,759.196289
4087,760.547791
4088,761.901306
4089,763.256958
4090,764.614197
4091,765.973877
4092,767.335266
4093,768.699036
4094,770.064575
4095,771.432129
4096,772.802063
4097,774.173767
4098,775.547546
4099,776.923340
4100,778.301147
4101,779.681091
4102,781.063110
4103,782.447205
4104,783.833008
4105,785.221252
4106,786.611633
4107,788.003662
4108,789.397827
4109,790.794373
4110,792.192688
4111,793.593506
4112,794.996033
4113,796.400574
4114,797.807312
4115,799.216125
4116,800.627075
4117,802.040039
4118,803.455200
4119,804.872498
4120,806.291504
4121,807.712952
4122,809.136169
4123,810.561890
4124,811.989746
4125,813.419312
4126,814.851440
4127,816.285278
4128,817.721252
4129,819.159363
4130,820.599670
4131,822.042419
4132,823.486938
4133,824.933655
4134,826.382446
4135,827.833496
4136,829.286560
4137,830.741455
4138,832.198914
4139,833.658569
4140,835.120300
4141,836.583862
4142,838.049927
4143,839.518188
4144,840.988281
4145,842.460449
4146,843.935181
4147,845.411743
4148,846.890503
4149,848.371826
4150,849.854919
4151,851.340271
4152,852.827698
4153,854.317444
4154,855.809326
4155,857.303345
4156,858.799988
4157,860.298523
4158,861.799133
4159,863.301636
4160,864.806702
4161,866.314026
4162,867.823120
4163,869.334839
4164,870.848755
4165,872.364868
4166,873.882874
4167,875.403076
4168,876.925903
4169,878.450562
4170,879.977905
4171,881.506958
4172,883.038757
4173,884.572327
4174,886.108154
4175,887.646240
4176,889.187012
4177,890.729553
4178,892.274353
4179,893.821838
4180,895.371216
4181,896.922302
4182,898.476196
4183,900.032288
4184,901.591064
4185,903.151733
4186,904.714661
4187,906.279846
4188,907.847290
4189,909.416565
4190,910.988586
4191,912.562866
4192,914.139465
4193,915.717896
4194,917.299072
4195,918.882507
4196,920.467773
4197,922.055847
4198,923.646179
4199,925.238342
4200,926.833313
4201,928.430603
4202,930.029724
4203,931.631104
4204,933.235291
4205,934.841370
4206,936.450195
4207,938.061340
4208,939.674316
4209,941.290100
4210,942.907837
4211,944.527771
4212,946.150146
4213,947.775269
4214,949.402222
4215,951.032104
4216,952.663757
4217,954.297791
4218,955.934143
4219,957.572876
4220,959.214417
4221,960.857849
4222,962.503601
4223,964.152283
4224,965.802734
4225,967.455627
4226,969.110901
4227,970.768433
4228,972.428467
4229,974.091309
4230,975.755981
4231,977.423157
4232,979.092590
4233,980.764526
4234,982.438721
4235,984.115417
4236,985.794495
4237,987.475830
4238,989.160217
4239,990.846497
4240,992.534607
4241,994.225586
4242,995.919617
4243,997.615356
4244,999.313660
4245,1001.01434
4246,1002.71753
4247,1004.42303
4248,1006.13086
4249,1007.84125
4250,1009.55408
4251,1011.26923
4252,1012.98694
4253,1014.70703
4254,1016.42999
4255,1018.15442
4256,1019.88184
4257,1021.61176
4258,1023.34393
4259,1025.07922
4260,1026.81641
4261,1028.55603
4262,1030.29810
4263,1032.04260
4264,1033.78967
4265,1035.53918
4266,1037.29114
4267,1039.04553
4268,1040.80286
4269,1042.56226
4270,1044.32361
4271,1046.08789
4272,1047.85510
4273,1049.62451
4274,1051.39624
4275,1053.17053
4276,1054.94775
4277,1056.72693
4278,1058.50867
4279,1060.29297
4280,1062.07959
4281,1063.86938
4282,1065.66113
4283,1067.45532
4284,1069.25269
4285,1071.05139
4286,1072.85376
4287,1074.65796
4288,1076.46545
4289,1078.27478
4290,1080.08667
4291,1081.90149
4292,1083.71851
4293,1085.53796
4294,1087.36047
4295,1089.18506
4296,1091.01270
4297,1092.84229
4298,1094.67505
4299,1096.51038
4300,1098.34766
4301,1100.18738
4302,1102.03040
4303,1103.87585
4304,1105.72339
4305,1107.57397
4306,1109.42712
4307,1111.28235
4308,1113.14075
4309,1115.00159
4310,1116.86511
4311,1118.73059
4312,1120.59924
4313,1122.47046
4314,1124.34436
4315,1126.22070
4316,1128.09961
4317,1129.98120
4318,1131.86548
4319,1133.75232
4320,1135.64111
4321,1137.53320
4322,1139.42834
4323,1141.32556
4324,1143.22534
4325,1145.12781
4326,1147.03345
4327,1148.94116
4328,1150.85144
4329,1152.76501
4330,1154.68054
4331,1156.59937
4332,1158.52014
4333,1160.44312
4334,1162.36975
4335,1164.29907
4336,1166.23047
4337,1168.16504
4338,1170.10242
4339,1172.04175
4340,1173.98438
4341,1175.92957
4342,1177.87744
4343,1179.82800
4344,1181.78113
4345,1183.73706
4346,1185.69568
4347,1187.65698
4348,1189.61975
4349,1191.58630
4350,1193.55615
4351,1195.52808
4352,1197.50269
4353,1199.48010
4354,1201.46069
4355,1203.44336
4356,1205.42944
4357,1207.41748
4358,1209.40894
4359,1211.40247
4360,1213.39929
4361,1215.39819
4362,1217.40051
4363,1219.40430
4364,1221.41199
4365,1223.42236
4366,1225.43542
4367,1227.45142
4368,1229.46997
4369,1231.49133
4370,1233.51526
4371,1235.54211
4372,1237.57166
4373,1239.60388
4374,1241.63953
4375,1243.67725
4376,1245.71777
4377,1247.76160
4378,1249.80701
4379,1251.85583
4380,1253.90796
4381,1255.96228
4382,1258.02002
4383,1260.08032
4384,1262.14355
4385,1264.20959
4386,1266.27783
4387,1268.34924
4388,1270.42371
4389,1272.50073
4390,1274.58130
4391,1276.66394
4392,1278.74878
4393,1280.83716
4394,1282.92822
4395,1285.02271
4396,1287.11938
4397,1289.21948
4398,1291.32190
4399,1293.42749
4400,1295.53540
4401,1297.64685
4402,1299.76099
4403,1301.87805
4404,1303.99792
4405,1306.12061
4406,1308.24609
4407,1310.37378
4408,1312.50488
4409,1314.63892
4410,1316.77588
4411,1318.91614
4412,1321.05872
4413,1323.20471
4414,1325.35291
4415,1327.50464
4416,1329.65930
4417,1331.81665
4418,1333.97644
4419,1336.13953
4420,1338.30554
4421,1340.47461
4422,1342.64563
4423,1344.82031
4424,1346.99854
4425,1349.17908
4426,1351.36230
4427,1353.54919
4428,1355.73828
4429,1357.93103
4430,1360.12646
4431,1362.32422
4432,1364.52563
4433,1366.72998
4434,1368.93701
4435,1371.14709
4436,1373.36011
4437,1375.57532
4438,1377.79407
4439,1380.01648
4440,1382.24121
4441,1384.46948
4442,1386.69995
4443,1388.93408
4444,1391.17053
4445,1393.41040
4446,1395.65344
4447,1397.89929
4448,1400.14807
4449,1402.39990
4450,1404.65454
4451,1406.91296
4452,1409.17285
4453,1411.43640
4454,1413.70361
4455,1415.97314
4456,1418.24634
4457,1420.52246
4458,1422.80164
4459,1425.08301
4460,1427.36804
4461,1429.65674
4462,1431.94775
4463,1434.24170
4464,1436.53882
4465,1438.83948
4466,1441.14185
4467,1443.44775
4468,1445.75745
4469,1448.07019
4470,1450.38574
4471,1452.70459
4472,1455.02625
4473,1457.35095
4474,1459.67871
4475,1462.00940
4476,1464.34399
4477,1466.68079
4478,1469.02136
4479,1471.36499
4480,1473.71094
4481,1476.05981
4482,1478.41260
4483,1480.76819
