case,k,iland,isoil,nroot,delt,conflx,prcpms,rainf,patm,qvatm,qcatm,glw,gsw,gswin,emiss,rnet,qkms,tkms,pc,cst_before,cst_after,drip,infwater,rho,vegfrac,lai,qwrtz,rhocs,dqm,qmin,ref,wilt,psis,bclh,ksat,sat,cn,tabs,soilmois_before,soilmois_after,tso_before,tso_after,smfrkeep_before,smfrkeep_after,keepfr_before,keepfr_after,soilice,soiliqw,soilt_before,soilt_after,qvg_before,qvg_after,qsg_before,qsg_after,qcg_before,qcg_after,dew,edir1,ec1,ett1,eeta,qfx,hfx,s,evapl,prcpl,fltot,runoff1,runoff2,mavail_before,mavail_after,infiltrp,smf
frozen_crop_rain,6,12,6,6,60.0000000,40.0000000,0.399999999E-5,1.00000000,0.949999988,0.350000011E-2,0.00000000,330.000000,420.000000,500.000000,0.935000002,110.000000,0.149999997E-1,0.999999978E-2,0.400000006,0.799999980E-4,0.803327712E-4,0.00000000,0.399999999E-5,1.10000002,0.550000012,5.67999983,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.500000024E-3,0.500000000,270.000000,0.295000017,0.294999778,270.250000,270.249908,0.327777803,0.237195864,0.00000000,0.00000000,0.237196729,0.815229565E-1,269.000000,269.258118,0.300000003E-2,0.288884365E-2,0.400000019E-2,0.288884365E-2,0.00000000,0.244462630E-3,0.916734643E-5,0.00000000,0.00000000,0.00000000,-0.100840816E-4,-25.2102032,-8.31844807,137.335236,-0.100840816E-4,0.399999999E-5,10.5067139,0.371375290E-5,0.00000000,0.600000024,1.00000000,-0.290785124E-6,0.00000000
frozen_crop_rain,7,12,6,6,60.0000000,40.0000000,0.399999999E-5,1.00000000,0.949999988,0.350000011E-2,0.00000000,330.000000,420.000000,500.000000,0.935000002,110.000000,0.149999997E-1,0.999999978E-2,0.400000006,0.799999980E-4,0.803327712E-4,0.00000000,0.399999999E-5,1.10000002,0.550000012,5.67999983,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.500000024E-3,0.500000000,270.000000,0.298000008,0.297999710,270.700012,270.699982,0.331111133,0.235838383,0.00000000,0.00000000,0.235838741,0.857451260E-1,269.000000,269.258118,0.300000003E-2,0.288884365E-2,0.400000019E-2,0.288884365E-2,0.00000000,0.244462630E-3,0.916734643E-5,0.00000000,0.00000000,0.00000000,-0.100840816E-4,-25.2102032,-8.31844807,137.335236,-0.100840816E-4,0.399999999E-5,10.5067139,0.371375290E-5,0.00000000,0.600000024,1.00000000,-0.290785124E-6,0.00000000
frozen_crop_rain,8,12,6,6,60.0000000,40.0000000,0.399999999E-5,1.00000000,0.949999988,0.350000011E-2,0.00000000,330.000000,420.000000,500.000000,0.935000002,110.000000,0.149999997E-1,0.999999978E-2,0.400000006,0.799999980E-4,0.803327712E-4,0.00000000,0.399999999E-5,1.10000002,0.550000012,5.67999983,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.500000024E-3,0.500000000,270.000000,0.300999999,0.300999671,271.149994,271.149994,0.334444463,0.233336508,0.00000000,0.00000000,0.233336508,0.909971297E-1,269.000000,269.258118,0.300000003E-2,0.288884365E-2,0.400000019E-2,0.288884365E-2,0.00000000,0.244462630E-3,0.916734643E-5,0.00000000,0.00000000,0.00000000,-0.100840816E-4,-25.2102032,-8.31844807,137.335236,-0.100840816E-4,0.399999999E-5,10.5067139,0.371375290E-5,0.00000000,0.600000024,1.00000000,-0.290785124E-6,0.00000000
frozen_crop_rain,9,12,6,6,60.0000000,40.0000000,0.399999999E-5,1.00000000,0.949999988,0.350000011E-2,0.00000000,330.000000,420.000000,500.000000,0.935000002,110.000000,0.149999997E-1,0.999999978E-2,0.400000006,0.799999980E-4,0.803327712E-4,0.00000000,0.399999999E-5,1.10000002,0.550000012,5.67999983,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.500000024E-3,0.500000000,270.000000,0.303999990,0.303999990,271.600006,271.600006,0.337777764,0.229032502,0.00000000,0.00000000,0.229032502,0.978707373E-1,269.000000,269.258118,0.300000003E-2,0.288884365E-2,0.400000019E-2,0.288884365E-2,0.00000000,0.244462630E-3,0.916734643E-5,0.00000000,0.00000000,0.00000000,-0.100840816E-4,-25.2102032,-8.31844807,137.335236,-0.100840816E-4,0.399999999E-5,10.5067139,0.371375290E-5,0.00000000,0.600000024,1.00000000,-0.290785124E-6,0.00000000
humid_bare_dew,1,16,8,6,60.0000000,40.0000000,0.00000000,0.00000000,0.949999988,0.179999992E-1,0.00000000,330.000000,420.000000,500.000000,0.850000024,80.0000000,0.149999997E-1,0.999999978E-2,0.300000012,0.00000000,0.656540010E-6,0.00000000,0.00000000,1.10000002,0.100000001,0.750000000,0.100000001,1320000.00,0.416999996,0.599999987E-1,0.356999993,0.170000002,-0.356000006,7.75000000,0.169999998E-5,0.500000024E-3,0.500000000,289.000000,0.180000007,0.181879789,290.000000,288.436646,0.00000000,0.200000003,0.00000000,0.00000000,0.00000000,0.180000007,290.000000,288.436646,0.999999978E-2,0.113682831E-1,0.120000001E-1,0.113682831E-1,0.00000000,0.265268702E-2,0.994757429E-4,0.00000000,0.00000000,0.00000000,-0.109423323E-3,-273.558319,-6.31668282,-118.915726,-0.109423323E-3,0.00000000,21.5607300,0.107664277E-8,0.00000000,0.600000024,0.612389863,-0.974043459E-7,0.00000000
humid_bare_dew,2,16,8,6,60.0000000,40.0000000,0.00000000,0.00000000,0.949999988,0.179999992E-1,0.00000000,330.000000,420.000000,500.000000,0.850000024,80.0000000,0.149999997E-1,0.999999978E-2,0.300000012,0.00000000,0.656540010E-6,0.00000000,0.00000000,1.10000002,0.100000001,0.750000000,0.100000001,1320000.00,0.416999996,0.599999987E-1,0.356999993,0.170000002,-0.356000006,7.75000000,0.169999998E-5,0.500000024E-3,0.500000000,289.000000,0.182000011,0.182002291,289.649994,289.558899,0.00000000,0.202222228,0.00000000,0.00000000,0.00000000,0.182000011,290.000000,288.436646,0.999999978E-2,0.113682831E-1,0.120000001E-1,0.113682831E-1,0.00000000,0.265268702E-2,0.994757429E-4,0.00000000,0.00000000,0.00000000,-0.109423323E-3,-273.558319,-6.31668282,-118.915726,-0.109423323E-3,0.00000000,21.5607300,0.107664277E-8,0.00000000,0.600000024,0.612389863,-0.974043459E-7,0.00000000
humid_bare_dew,3,16,8,6,60.0000000,40.0000000,0.00000000,0.00000000,0.949999988,0.179999992E-1,0.00000000,330.000000,420.000000,500.000000,0.850000024,80.0000000,0.149999997E-1,0.999999978E-2,0.300000012,0.00000000,0.656540010E-6,0.00000000,0.00000000,1.10000002,0.100000001,0.750000000,0.100000001,1320000.00,0.416999996,0.599999987E-1,0.356999993,0.170000002,-0.356000006,7.75000000,0.169999998E-5,0.500000024E-3,0.500000000,289.000000,0.184000000,0.183999434,289.299988,289.303528,0.00000000,0.204444438,0.00000000,0.00000000,0.00000000,0.184000000,290.000000,288.436646,0.999999978E-2,0.113682831E-1,0.120000001E-1,0.113682831E-1,0.00000000,0.265268702E-2,0.994757429E-4,0.00000000,0.00000000,0.00000000,-0.109423323E-3,-273.558319,-6.31668282,-118.915726,-0.109423323E-3,0.00000000,21.5607300,0.107664277E-8,0.00000000,0.600000024,0.612389863,-0.974043459E-7,0.00000000
humid_bare_dew,4,16,8,6,60.0000000,40.0000000,0.00000000,0.00000000,0.949999988,0.179999992E-1,0.00000000,330.000000,420.000000,500.000000,0.850000024,80.0000000,0.149999997E-1,0.999999978E-2,0.300000012,0.00000000,0.656540010E-6,0.00000000,0.00000000,1.10000002,0.100000001,0.750000000,0.100000001,1320000.00,0.416999996,0.599999987E-1,0.356999993,0.170000002,-0.356000006,7.75000000,0.169999998E-5,0.500000024E-3,0.500000000,289.000000,0.186000004,0.185999855,288.950012,288.951202,0.00000000,0.206666663,0.00000000,0.00000000,0.00000000,0.186000004,290.000000,288.436646,0.999999978E-2,0.113682831E-1,0.120000001E-1,0.113682831E-1,0.00000000,0.265268702E-2,0.994757429E-4,0.00000000,0.00000000,0.00000000,-0.109423323E-3,-273.558319,-6.31668282,-118.915726,-0.109423323E-3,0.00000000,21.5607300,0.107664277E-8,0.00000000,0.600000024,0.612389863,-0.974043459E-7,0.00000000
humid_bare_dew,5,16,8,6,60.0000000,40.0000000,0.00000000,0.00000000,0.949999988,0.179999992E-1,0.00000000,330.000000,420.000000,500.000000,0.850000024,80.0000000,0.149999997E-1,0.999999978E-2,0.300000012,0.00000000,0.656540010E-6,0.00000000,0.00000000,1.10000002,0.100000001,0.750000000,0.100000001,1320000.00,0.416999996,0.599999987E-1,0.356999993,0.170000002,-0.356000006,7.75000000,0.169999998E-5,0.500000024E-3,0.500000000,289.000000,0.188000008,0.187999979,288.600006,288.600067,0.00000000,0.208888888,0.00000000,0.00000000,0.00000000,0.188000008,290.000000,288.436646,0.999999978E-2,0.113682831E-1,0.120000001E-1,0.113682831E-1,0.00000000,0.265268702E-2,0.994757429E-4,0.00000000,0.00000000,0.00000000,-0.109423323E-3,-273.558319,-6.31668282,-118.915726,-0.109423323E-3,0.00000000,21.5607300,0.107664277E-8,0.00000000,0.600000024,0.612389863,-0.974043459E-7,0.00000000
humid_bare_dew,6,16,8,6,60.0000000,40.0000000,0.00000000,0.00000000,0.949999988,0.179999992E-1,0.00000000,330.000000,420.000000,500.000000,0.850000024,80.0000000,0.149999997E-1,0.999999978E-2,0.300000012,0.00000000,0.656540010E-6,0.00000000,0.00000000,1.10000002,0.100000001,0.750000000,0.100000001,1320000.00,0.416999996,0.599999987E-1,0.356999993,0.170000002,-0.356000006,7.75000000,0.169999998E-5,0.500000024E-3,0.500000000,289.000000,0.190000013,0.189999998,288.250000,288.250031,0.00000000,0.211111113,0.00000000,0.00000000,0.00000000,0.190000013,290.000000,288.436646,0.999999978E-2,0.113682831E-1,0.120000001E-1,0.113682831E-1,0.00000000,0.265268702E-2,0.994757429E-4,0.00000000,0.00000000,0.00000000,-0.109423323E-3,-273.558319,-6.31668282,-118.915726,-0.109423323E-3,0.00000000,21.5607300,0.107664277E-8,0.00000000,0.600000024,0.612389863,-0.974043459E-7,0.00000000
humid_bare_dew,7,16,8,6,60.0000000,40.0000000,0.00000000,0.00000000,0.949999988,0.179999992E-1,0.00000000,330.000000,420.000000,500.000000,0.850000024,80.0000000,0.149999997E-1,0.999999978E-2,0.300000012,0.00000000,0.656540010E-6,0.00000000,0.00000000,1.10000002,0.100000001,0.750000000,0.100000001,1320000.00,0.416999996,0.599999987E-1,0.356999993,0.170000002,-0.356000006,7.75000000,0.169999998E-5,0.500000024E-3,0.500000000,289.000000,0.192000002,0.192000017,287.899994,287.899994,0.00000000,0.213333324,0.00000000,0.00000000,0.00000000,0.192000002,290.000000,288.436646,0.999999978E-2,0.113682831E-1,0.120000001E-1,0.113682831E-1,0.00000000,0.265268702E-2,0.994757429E-4,0.00000000,0.00000000,0.00000000,-0.109423323E-3,-273.558319,-6.31668282,-118.915726,-0.109423323E-3,0.00000000,21.5607300,0.107664277E-8,0.00000000,0.600000024,0.612389863,-0.974043459E-7,0.00000000
humid_bare_dew,8,16,8,6,60.0000000,40.0000000,0.00000000,0.00000000,0.949999988,0.179999992E-1,0.00000000,330.000000,420.000000,500.000000,0.850000024,80.0000000,0.149999997E-1,0.999999978E-2,0.300000012,0.00000000,0.656540010E-6,0.00000000,0.00000000,1.10000002,0.100000001,0.750000000,0.100000001,1320000.00,0.416999996,0.599999987E-1,0.356999993,0.170000002,-0.356000006,7.75000000,0.169999998E-5,0.500000024E-3,0.500000000,289.000000,0.194000006,0.193999991,287.549988,287.550018,0.00000000,0.215555549,0.00000000,0.00000000,0.00000000,0.194000006,290.000000,288.436646,0.999999978E-2,0.113682831E-1,0.120000001E-1,0.113682831E-1,0.00000000,0.265268702E-2,0.994757429E-4,0.00000000,0.00000000,0.00000000,-0.109423323E-3,-273.558319,-6.31668282,-118.915726,-0.109423323E-3,0.00000000,21.5607300,0.107664277E-8,0.00000000,0.600000024,0.612389863,-0.974043459E-7,0.00000000
humid_bare_dew,9,16,8,6,60.0000000,40.0000000,0.00000000,0.00000000,0.949999988,0.179999992E-1,0.00000000,330.000000,420.000000,500.000000,0.850000024,80.0000000,0.149999997E-1,0.999999978E-2,0.300000012,0.00000000,0.656540010E-6,0.00000000,0.00000000,1.10000002,0.100000001,0.750000000,0.100000001,1320000.00,0.416999996,0.599999987E-1,0.356999993,0.170000002,-0.356000006,7.75000000,0.169999998E-5,0.500000024E-3,0.500000000,289.000000,0.196000010,0.196000010,287.200012,287.200012,0.00000000,0.217777774,0.00000000,0.00000000,0.00000000,0.196000010,290.000000,288.436646,0.999999978E-2,0.113682831E-1,0.120000001E-1,0.113682831E-1,0.00000000,0.265268702E-2,0.994757429E-4,0.00000000,0.00000000,0.00000000,-0.109423323E-3,-273.558319,-6.31668282,-118.915726,-0.109423323E-3,0.00000000,21.5607300,0.107664277E-8,0.00000000,0.600000024,0.612389863,-0.974043459E-7,0.00000000
