case,idx,arm,k,qes,he,hes,qeso,heo,heso,qes_cup,q_cup,he_cup,hes_cup,gamma_cup1,t_cup,qeso_cup,qo_cup,heo_cup,heso_cup,zo_cup,po_cup,gammao_cup,tn_cup,u_cup,v_cup,entr2d_a,zu_pdf,cd,entr2d_b,upme,upmd,upmeu,upmdu,hc,uc,vc,hco,dby,dbyo,dbyt,cdd,ddme,ddmd,ddmeu,ddmdu,mentrd2d,hcdo,ucd,vcd,dbydo,c1d,qcdo,qrcdo,pwdo,qco,qrco,pwo,clw_all,dellu,dellv,dellah,dellaq,dellaqc,dellat,xhe,xq,xt,xqes,xhes,xqes_cup,xq_cup,xhe_cup,xhes_cup,gamma_cupx,xt_cup,xhc,xdby,outt_o,outq_o,outqc_o,outt_ke,outu_f,outv_f,dtempdz
10,3,0,19, 8.5543775931000710E-003, 3.3631440625000000E+005, 3.4314450000000000E+005, 8.5556218400597572E-003, 3.3632031250000000E+005, 3.4314968750000000E+005, 9.1615896672010422E-003, 6.3314661383628845E-003, 3.3693862500000000E+005, 3.4401393750000000E+005, 1.5926189422607422E+000, 2.7870974731445312E+002, 9.1629270464181900E-003, 6.3330144621431828E-003, 3.3694459375000000E+005, 3.4401937500000000E+005, 4.2085000000000000E+003, 6.2537487792968750E+002, 1.5928277969360352E+000, 2.7871182250976562E+002, 1.1297750473022461E+001,-6.7939996719360352E-001, 4.2619059968274087E-005, 3.5180470347404480E-001, 9.9999997171806854E-010, 3.6256478051654994E-004, 5.1531009376049042E-002, 1.4212909604793822E-007, 5.1531292498111725E-002, 4.2638728814381466E-007, 3.4995781250000000E+005, 8.6200323104858398E+000, 3.4657631069421768E-002, 3.4996437500000000E+005, 5.9438750000000000E+003, 5.9450000000000000E+003, 2.0485458000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0000001869630069E-005, 3.4401937500000000E+005, 1.1297750473022461E+001,-6.7939996719360352E-001, 0.0000000000000000E+000, 1.0000000474974513E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0623781941831112E-002, 3.0979473376646638E-004, 1.6827631043270230E-004, 9.0769864618778229E-004, 7.5542880222201347E-004,-2.0144782320130616E-004,-1.3574233055114746E+000,-1.1242796063015703E-006, 1.3868491066659772E-007, 1.4474857598543167E-003, 3.3632018750000000E+005, 5.8237668126821518E-003, 2.7742819213867188E+002, 8.5557112470269203E-003, 3.4315006250000000E+005, 9.1630127280950546E-003, 6.3329041004180908E-003, 3.3694443750000000E+005, 3.4401975000000000E+005, 1.5928409099578857E+000, 2.7871197509765625E+002, 3.4996421875000000E+005, 5.9444687500000000E+003, 1.7122544022640795E-006,-1.3299286116819076E-009, 1.6405263258967295E-010, 1.7147700646091835E-006, 8.9360901256441139E-007,-2.3829589679280616E-007,-6.5000122413039207E-003
10,3,0,20, 7.4209300801157951E-003, 3.3536165625000000E+005, 3.4166712500000000E+005, 7.4220062233507633E-003, 3.3536750000000000E+005, 3.4167187500000000E+005, 7.9876538366079330E-003, 5.3605395369231701E-003, 3.3583803125000000E+005, 3.4240581250000000E+005, 1.4150862693786621E+000, 2.7608374023437500E+002, 7.9888142645359039E-003, 5.3620636463165283E-003, 3.3584390625000000E+005, 3.4241078125000000E+005, 4.6125000000000000E+003, 5.9561694335937500E+002, 1.4152712821960449E+000, 2.7608575439453125E+002, 1.1903749465942383E+001,-8.4099996089935303E-001, 4.4016243919031695E-005, 4.0333557128906250E-001, 9.9999997171806854E-010, 3.2124185236170888E-004, 5.4677806794643402E-002, 1.7020761333697010E-007, 5.4678145796060562E-002, 5.1062284001091029E-007, 3.4821468750000000E+005, 8.9999942779541016E+000,-6.6665597259998322E-002, 3.4822115625000000E+005, 5.8088750000000000E+003, 5.8103750000000000E+003, 2.2937436000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0000001869630069E-005, 3.4241078125000000E+005, 1.1903749465942383E+001,-8.4099996089935303E-001, 0.0000000000000000E+000, 1.0000000474974513E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.3506909906864166E-003, 3.0796707142144442E-004, 2.0072994811926037E-004, 9.3006063252687454E-004, 8.9704140555113554E-004,-2.3921040701679885E-004,-1.1271953582763672E+000,-1.1511190223245649E-006, 1.6490193388563057E-007, 1.7436278285458684E-003, 3.3536740625000000E+005, 4.9001327715814114E-003, 2.7474368286132812E+002, 7.4221096001565456E-003, 3.4167234375000000E+005, 7.9889101907610893E-003, 5.3619500249624252E-003, 3.3584381250000000E+005, 3.4241118750000000E+005, 1.4152864217758179E+000, 2.7608593750000000E+002, 3.4822100000000000E+005, 5.8098125000000000E+003, 2.0625657271011733E-006,-1.3616773264502058E-009, 1.9506517234813003E-010, 2.0655529624491464E-006, 1.0611248626446468E-006,-2.8296588538978540E-007,-6.4999856986105442E-003
10,3,0,21, 6.3737221062183380E-003, 3.3470806250000000E+005, 3.4046456250000000E+005, 6.3736750744283199E-003, 3.3470868750000000E+005, 3.4046434375000000E+005, 6.8973260931670666E-003, 4.4849333353340626E-003, 3.3503487500000000E+005, 3.4106584375000000E+005, 1.2465717792510986E+000, 2.7334075927734375E+002, 6.8978406488895416E-003, 4.4858315959572792E-003, 3.3503809375000000E+005, 3.4106812500000000E+005, 5.0345000000000000E+003, 5.6576342773437500E+002, 1.2466562986373901E+000, 2.7334170532226562E+002, 1.2536750793457031E+001,-1.0097999572753906E+000, 4.5477314415620640E-005, 4.5801320672035217E-001, 9.9999997171806854E-010, 2.8362730517983437E-004, 5.7158224284648895E-002, 2.0152580759713601E-007, 5.7158626616001129E-002, 6.0457739436969860E-007, 3.4668031250000000E+005, 9.3836259841918945E+000,-1.6896736621856689E-001, 3.4668668750000000E+005, 5.6144687500000000E+003, 5.6185625000000000E+003, 2.5409604000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0000001869630069E-005, 3.4106812500000000E+005, 1.2536750793457031E+001,-1.0097999572753906E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1449234858155251E-003, 3.0407530721276999E-004, 2.3508863523602486E-004, 9.4567425549030304E-004, 1.0574162006378174E-003,-2.8197764186188579E-004,-7.9771220684051514E-001,-1.1731854101526551E-006, 1.9328128075812856E-007, 2.1267447154968977E-003, 3.3470862500000000E+005, 4.0712985210120678E-003, 2.7194012451171875E+002, 6.3737779855728149E-003, 3.4046481250000000E+005, 6.8979440256953239E-003, 4.4857156462967396E-003, 3.3503800000000000E+005, 3.4106856250000000E+005, 1.2466728687286377E+000, 2.7334191894531250E+002, 3.4668653125000000E+005, 5.6179687500000000E+003, 2.5157607979053864E-006,-1.3877800020267728E-009, 2.2863556881080882E-010, 2.5192821340169758E-006, 1.2508347708717338E-006,-3.3355593132000649E-007,-6.4999964088201523E-003
10,3,0,22, 5.4163364693522453E-003, 3.3435212500000000E+005, 3.3954559375000000E+005, 5.4162982851266861E-003, 3.3435265625000000E+005, 3.3954540625000000E+005, 5.8950292877852917E-003, 3.7050377577543259E-003, 3.3453009375000000E+005, 3.4000506250000000E+005, 1.0880744457244873E+000, 2.7048074340820312E+002, 5.8949869126081467E-003, 3.7053099367767572E-003, 3.3453068750000000E+005, 3.4000487500000000E+005, 5.4745000000000000E+003, 5.3593359375000000E+002, 1.0880674123764038E+000, 2.7048065185546875E+002, 1.3196750640869141E+001,-1.1857999563217163E+000, 4.7001311031635851E-005, 5.1517122983932495E-001, 9.9999997171806854E-010, 2.4940446019172668E-004, 5.8846589177846909E-002, 2.3594841991325666E-007, 5.8847062289714813E-002, 7.0784528816147940E-007, 3.4535196875000000E+005, 9.7693319320678711E+000,-2.7182227373123169E-001, 3.4535771875000000E+005, 5.3469062500000000E+003, 5.3528437500000000E+003, 2.7861206000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0000001869630069E-005, 3.4000487500000000E+005, 1.3196750640869141E+001,-1.1857999563217163E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0107085630297661E-003, 3.2847776310518384E-004, 2.4707033298909664E-004, 9.5259677618741989E-004, 1.2375205988064408E-003,-3.3000623807311058E-004,-2.7948668599128723E-001,-1.1101930112999980E-006, 2.4602300641163311E-007, 2.4860515259206295E-003, 3.3435262500000000E+005, 3.3390929456800222E-003, 2.6902163696289062E+002, 5.4164025932550430E-003, 3.3954590625000000E+005, 5.8950902894139290E-003, 3.7051956169307232E-003, 3.3453062500000000E+005, 3.4000537500000000E+005, 1.0880844593048096E+000, 2.7048089599609375E+002, 3.4535759375000000E+005, 5.3522187500000000E+003, 2.9407906367850956E-006,-1.3132652743053086E-009, 2.9102459331298292E-010, 2.9449115572788287E-006, 1.4638832226410159E-006,-3.9036973475958803E-007,-6.5000401809811592E-003
10,3,0,23, 4.5507494360208511E-003, 3.3437696875000000E+005, 3.3891528125000000E+005, 4.5507093891501427E-003, 3.3437743750000000E+005, 3.3891506250000000E+005, 4.9835429526865482E-003, 3.0371875036507845E-003, 3.3436456250000000E+005, 3.3923043750000000E+005, 9.4042450189590454E-001, 2.6750372314453125E+002, 4.9835038371384144E-003, 3.0374322086572647E-003, 3.3436506250000000E+005, 3.3923025000000000E+005, 5.9325000000000000E+003, 5.0624404907226562E+002, 9.4041770696640015E-001, 2.6750363159179688E+002, 1.3883749961853027E+001,-1.3689999580383301E+000, 4.8335186875192448E-005, 5.7401758432388306E-001, 9.9999997171806854E-010, 2.1822130656801164E-004, 5.9625122696161270E-002, 2.7323235940457380E-007, 5.9625670313835144E-002, 8.1969710663543083E-007, 3.4422431250000000E+005, 1.0155226707458496E+001,-3.7472736835479736E-001, 3.4422950000000000E+005, 4.9938750000000000E+003, 4.9992500000000000E+003, 3.0240848000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0000001869630069E-005, 3.3923025000000000E+005, 1.3883749961853027E+001,-1.3689999580383301E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.9526525437831879E-003, 3.6274566082283854E-004, 2.5692125200293958E-004, 9.7646750509738922E-004, 1.4381498331204057E-003,-3.8350626709870994E-004, 4.8025697469711304E-001,-9.7638610441208584E-007, 3.1782033715899161E-007, 2.9095839709043503E-003, 3.3437750000000000E+005, 2.7355628553777933E-003, 2.6598617553710938E+002, 4.5508202165365219E-003, 3.3891565625000000E+005, 4.9836114048957825E-003, 3.0373279005289078E-003, 3.3436506250000000E+005, 3.3923078125000000E+005, 9.4043612480163574E-001, 2.6750390625000000E+002, 3.4422940625000000E+005, 4.9986250000000000E+003, 3.4417939787090290E-006,-1.1549829981305493E-009, 3.7595482282881676E-010, 3.4465831504348898E-006, 1.7012107491609640E-006,-4.5365578671408002E-007,-6.5000155009329319E-003
10,3,0,24, 3.7772408686578274E-003, 3.3480940625000000E+005, 3.3857425000000000E+005, 3.7771950010210276E-003, 3.3480978125000000E+005, 3.3857400000000000E+005, 4.1639953851699829E-003, 2.5033676065504551E-003, 3.3459318750000000E+005, 3.3874475000000000E+005, 8.0426794290542603E-001, 2.6440972900390625E+002, 4.1639520786702633E-003, 2.5035839062184095E-003, 3.3459362500000000E+005, 3.3874453125000000E+005, 6.4085000000000000E+003, 4.7680795288085938E+002, 8.0426031351089478E-001, 2.6440960693359375E+002, 1.4597749710083008E+001,-1.5593999624252319E+000, 4.8912370402831584E-005, 6.3364243507385254E-001, 9.9999997171806854E-010, 1.8970857490785420E-004, 5.9382453560829163E-002, 3.1301937042371719E-007, 5.9383079409599304E-002, 9.3905811127115157E-007, 3.4329765625000000E+005, 1.0539037704467773E+001,-4.7707712650299072E-001, 3.4330240625000000E+005, 4.5529062500000000E+003, 4.5578750000000000E+003, 3.2492438000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0000001869630069E-005, 3.3874453125000000E+005, 1.4597749710083008E+001,-1.5593999624252319E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9766325391829014E-003, 3.9938403642736375E-004, 2.6132972561754286E-004, 1.0019154287874699E-003, 1.6598617658019066E-003,-4.4262901064939797E-004, 1.1953687667846680E+000,-8.8516503637947608E-007, 4.0645500121172518E-007, 3.3947026822715998E-003, 3.3480987500000000E+005, 2.2714189253747463E-003, 2.6283367919921875E+002, 3.7773011717945337E-003, 3.3857456250000000E+005, 4.1640605777502060E-003, 2.5034910067915916E-003, 3.3459368750000000E+005, 3.3874512500000000E+005, 8.0427938699722290E-001, 2.6440991210937500E+002, 3.4330231250000000E+005, 4.5571875000000000E+003, 4.0156487557396758E-006,-1.0470760924974343E-009, 4.8080223136182099E-010, 4.0211762097897008E-006, 1.9634774162113899E-006,-5.2359303026605630E-007,-6.4999922178685665E-003
10,3,0,25, 3.0945215839892626E-003, 3.3543665625000000E+005, 3.3851931250000000E+005, 3.0944736208766699E-003, 3.3543690625000000E+005, 3.3851900000000000E+005, 3.4358813427388668E-003, 2.0663829054683447E-003, 3.3512303125000000E+005, 3.3854678125000000E+005, 6.8005090951919556E-001, 2.6119873046875000E+002, 3.4358343109488487E-003, 2.0665694028139114E-003, 3.3512334375000000E+005, 3.3854650000000000E+005, 6.9025000000000000E+003, 4.4773437500000000E+002, 6.8004232645034790E-001, 2.6119857788085938E+002, 1.5338750839233398E+001,-1.7569999694824219E+000, 4.8896727093961090E-005, 6.9302457571029663E-001, 9.9999997171806854E-010, 1.6350178339052945E-004, 5.8015104383230209E-002, 3.5482858606883383E-007, 5.8015812188386917E-002, 1.0644857866282109E-006, 3.4257034375000000E+005, 1.0917984008789062E+001,-5.7812947034835815E-001, 3.4257471875000000E+005, 4.0235625000000000E+003, 4.0282187500000000E+003, 3.4554888000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0000001869630069E-005, 3.3854650000000000E+005, 1.5338750839233398E+001,-1.7569999694824219E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0880460292100906E-003, 4.3488200753927231E-004, 2.5797443231567740E-004, 1.0219579562544823E-003, 1.9029201939702034E-003,-5.0744594773277640E-004, 1.7983624935150146E+000,-8.6714118197050993E-007, 5.1056088068435201E-007, 3.9504137821495533E-003, 3.3543709375000000E+005, 1.8615447916090488E-003, 2.5956420898437500E+002, 3.0945758335292339E-003, 3.3851965625000000E+005, 3.4359386190772057E-003, 2.0664818584918976E-003, 3.3512350000000000E+005, 3.3854712500000000E+005, 6.8006116151809692E-001, 2.6119894409179688E+002, 3.4257465625000000E+005, 4.0275312500000000E+003, 4.6730083340662532E-006,-1.0257553695325328E-009, 6.0395072276619999E-010, 4.6793452384008560E-006, 2.2509950667881640E-006,-6.0026604842278175E-007,-6.5000015310943127E-003
10,3,0,26, 2.4998262524604797E-003, 3.3625459375000000E+005, 3.3874350000000000E+005, 2.4997820146381855E-003, 3.3625475000000000E+005, 3.3874321875000000E+005, 2.7971738018095493E-003, 1.6828586813062429E-003, 3.3584562500000000E+005, 3.3863140625000000E+005, 5.6801617145538330E-001, 2.5787072753906250E+002, 2.7971277013421059E-003, 1.6830144450068474E-003, 3.3584581250000000E+005, 3.3863112500000000E+005, 7.4145000000000000E+003, 4.1912762451171875E+002, 5.6800764799118042E-001, 2.5787054443359375E+002, 1.6106750488281250E+001,-1.9617999792098999E+000, 4.8881433031056076E-005, 7.5103932619094849E-001, 9.9999997171806854E-010, 1.3923538790550083E-004, 5.5422764271497726E-002, 3.9805081541999243E-007, 5.5423561483621597E-002, 1.1941524462599773E-006, 3.4201928125000000E+005, 1.1288618087768555E+001,-6.7696511745452881E-001, 3.4202334375000000E+005, 3.3878750000000000E+003, 3.3922187500000000E+003, 3.6352764000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0000001869630069E-005, 3.3863112500000000E+005, 1.6106750488281250E+001,-1.9617999792098999E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2886574044823647E-003, 4.6446631313301623E-004, 2.4515582481399179E-004, 1.0286951437592506E-003, 2.1672039292752743E-003,-5.7792133884504437E-004, 2.4886941909790039E+000,-6.8235817707318347E-007, 6.2483178453476285E-007, 4.1778781451284885E-003, 3.3625500000000000E+005, 1.5043290331959724E-003, 2.5617770385742188E+002, 2.4998716544359922E-003, 3.3874387500000000E+005, 2.7972236275672913E-003, 1.6829369124025106E-003, 3.3584606250000000E+005, 3.3863175000000000E+005, 5.6802529096603394E-001, 2.5787097167968750E+002, 3.4202331250000000E+005, 3.3915625000000000E+003, 4.9420800678490195E-006,-8.0717255102058516E-010, 7.3912365117223544E-010, 4.9492969083075877E-006, 2.5636206828494323E-006,-6.8363254968062392E-007,-6.4999805763363838E-003
10,3,0,27, 1.6277993563562632E-003, 3.3725721875000000E+005, 3.3833353125000000E+005, 1.6277598915621638E-003, 3.3725728125000000E+005, 3.3833321875000000E+005, 2.0638126879930496E-003, 1.3507660478353500E-003, 3.3675590625000000E+005, 3.3853850000000000E+005, 4.3052017688751221E-001, 2.5442575073242188E+002, 2.0637710113078356E-003, 1.3508900301530957E-003, 3.3675600000000000E+005, 3.3853821875000000E+005, 7.9445000000000000E+003, 3.9108666992187500E+002, 4.3051230907440186E-001, 2.5442550659179688E+002, 1.6901750564575195E+001,-2.1737999916076660E+000, 4.5179844164522365E-005, 8.0646169185638428E-001, 9.9999997171806854E-010, 1.1654323316179216E-004, 5.1505234092473984E-002, 4.4194101178618439E-007, 5.1506116986274719E-002, 1.3258230637802626E-006, 3.4162309375000000E+005, 1.1646595001220703E+001,-7.7242553234100342E-001, 3.4162690625000000E+005, 3.0845937500000000E+003, 3.0886875000000000E+003, 3.8045364000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0000001869630069E-005, 3.3853821875000000E+005, 1.6901750564575195E+001,-2.1737999916076660E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4355868808925152E-003, 5.5338355014100671E-004, 2.5509973056614399E-004, 1.1629965156316757E-003, 2.4520284496247768E-003,-6.5387377981096506E-004, 3.2608926296234131E+000,-7.0952705755189527E-007, 8.4739912153963814E-007, 5.0146519206464291E-003, 3.3725759375000000E+005, 1.1973119108006358E-003, 2.5267425537109375E+002, 1.6278430121019483E-003, 3.3833390625000000E+005, 2.0638573914766312E-003, 1.3508205302059650E-003, 3.3675631250000000E+005, 3.3853887500000000E+005, 4.3052873015403748E-001, 2.5442597961425781E+002, 3.4162687500000000E+005, 3.0880000000000000E+003, 5.9319131651136559E-006,-8.3931106509282927E-010, 1.0024021612764500E-009, 5.9400786085461732E-006, 2.9005441319895908E-006,-7.7347789328996441E-007,-6.4999894239008427E-003
10,3,0,28, 1.2300242669880390E-003, 3.3843675000000000E+005, 3.3916831250000000E+005, 1.2299913214519620E-003, 3.3843665625000000E+005, 3.3916793750000000E+005, 1.4289118116721511E-003, 1.0673369979485869E-003, 3.3784700000000000E+005, 3.3875093750000000E+005, 3.0660200119018555E-001, 2.5086373901367188E+002, 1.4288756065070629E-003, 1.0674281511455774E-003, 3.3784696875000000E+005, 3.3875056250000000E+005, 8.4925000000000000E+003, 3.6370455932617188E+002, 3.0659484863281250E-001, 2.5086349487304688E+002, 1.7723751068115234E+001,-2.3930001258850098E+000, 3.8707152270944789E-005, 8.5796648263931274E-001, 9.9999997171806854E-010, 9.5038689323700964E-005, 4.6151645481586456E-002, 4.8560900722804945E-007, 4.6152617782354355E-002, 1.4568270216841483E-006, 3.4136103125000000E+005, 1.1986344337463379E+001,-8.6302536725997925E-001, 3.4136459375000000E+005, 2.6100937500000000E+003, 2.6140312500000000E+003, 3.9524904000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0000001869630069E-005, 3.3875056250000000E+005, 1.7723751068115234E+001,-2.3930001258850098E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6742304433137178E-003, 6.0101161943748593E-004, 2.3750378750264645E-004, 1.2071877717971802E-003, 2.7559394948184490E-003,-7.3491816874593496E-004, 4.1060438156127930E+000,-9.3073964535506093E-007, 1.0406964747744496E-006, 6.4072641544044018E-003, 3.3843706250000000E+005, 9.3738030409440398E-004, 2.4905387878417969E+002, 1.2300709495320916E-003, 3.3916881250000000E+005, 1.4289569808170199E-003, 1.0673460783436894E-003, 3.3784731250000000E+005, 3.3875137500000000E+005, 3.0661088228225708E-001, 2.5086407470703125E+002, 3.4136462500000000E+005, 2.6132500000000000E+003, 7.5792568168253638E-006,-1.1009870792832999E-009, 1.2310567010231921E-009, 7.5884340731136035E-006, 3.2600455597275868E-006,-8.6934664977889042E-007,-6.4999978058040142E-003
10,3,0,29, 9.1218459419906139E-004, 3.3978390625000000E+005, 3.4026200000000000E+005, 9.1215764405205846E-004, 3.3978371875000000E+005, 3.4026165625000000E+005, 1.0711044305935502E-003, 8.2917563850060105E-004, 3.3911031250000000E+005, 3.3971515625000000E+005, 2.3671938478946686E-001, 2.4718475341796875E+002, 1.0710745118558407E-003, 8.2923274021595716E-004, 3.3911018750000000E+005, 3.3971481250000000E+005, 9.0585000000000000E+003, 3.3706796264648438E+002, 2.3671330511569977E-001, 2.4718447875976562E+002, 1.8572750091552734E+001,-2.6194000244140625E+000, 3.6805548006668687E-005, 9.0411764383316040E-001, 9.9999997171806854E-010, 7.4287141615059227E-005, 3.9223961532115936E-002, 5.2800464800384361E-007, 3.9225015789270401E-002, 1.5840139440115308E-006, 3.4121171875000000E+005, 1.2300547599792480E+001,-9.4681280851364136E-001, 3.4121512500000000E+005, 1.4965625000000000E+003, 1.5003125000000000E+003, 4.0401088000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0000001869630069E-005, 3.3971481250000000E+005, 1.8572750091552734E+001,-2.6194000244140625E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.1859415099024773E-003, 5.2800634875893593E-004, 1.7553872021380812E-004, 1.0210126638412476E-003, 3.0763975810259581E-003,-8.2037126412615180E-004, 5.0113897323608398E+000,-8.3506438386393711E-007, 1.0269220638292609E-006, 7.0707676932215691E-003, 3.3978421875000000E+005, 7.2090851608663797E-004, 2.4531640625000000E+002, 9.1222365153953433E-004, 3.4026250000000000E+005, 1.0711472714319825E-003, 8.2914438098669052E-004, 3.3911062500000000E+005, 3.3971565625000000E+005, 2.3672810196876526E-001, 2.4718515014648438E+002, 3.4121518750000000E+005, 1.4995312500000000E+003, 8.3641261880984530E-006,-9.8781116619761633E-010, 1.2147627348468859E-009, 8.3743707364192232E-006, 3.6391206776897889E-006,-9.7043050573120127E-007,-6.4999922178685665E-003
10,3,0,30, 6.6294823773205280E-004, 3.4128850000000000E+005, 3.4158631250000000E+005, 6.6292675910517573E-004, 3.4128818750000000E+005, 3.4158593750000000E+005, 7.8756641596555710E-004, 6.3238921575248241E-004, 3.4053618750000000E+005, 3.4092415625000000E+005, 1.7952774465084076E-001, 2.4338874816894531E+002, 7.8754220157861710E-004, 6.3241121824830770E-004, 3.4053593750000000E+005, 3.4092381250000000E+005, 9.6425000000000000E+003, 3.1125653076171875E+002, 1.7952266335487366E-001, 2.4338844299316406E+002, 1.9448749542236328E+001,-2.8529996871948242E+000, 3.4788681659847498E-005, 9.4334107637405396E-001, 9.9999997171806854E-010, 5.3757252317154780E-005, 3.0528279021382332E-002, 5.6789133395795943E-007, 3.0529415234923363E-002, 1.7036740018738783E-006, 3.4115231250000000E+005, 1.2579282760620117E+001,-1.0211422443389893E+000, 3.4115559375000000E+005, 2.2815625000000000E+002, 2.3178125000000000E+002, 4.0540620000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0000001869630069E-005, 3.4092381250000000E+005, 1.9448749542236328E+001,-2.8529996871948242E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.0165296094492078E-004, 4.6456902055069804E-004, 1.2747423897963017E-004, 8.7100791279226542E-004, 3.4091963898390532E-003,-9.0911868028342724E-004, 4.5157246589660645E+000,-2.1772571017208975E-006, 1.0077631031890633E-006, 9.9191917106509209E-003, 3.4128865625000000E+005, 5.4361275397241116E-004, 2.4146217346191406E+002, 6.6299655009061098E-004, 3.4158712500000000E+005, 7.8761007171124220E-004, 6.3226063502952456E-004, 3.4053643750000000E+005, 3.4092481250000000E+005, 1.7953690886497498E-001, 2.4338928222656250E+002, 3.4115565625000000E+005, 2.3084375000000000E+002, 1.1733573046512902E-005,-2.5755126920046223E-009, 1.1920993081560027E-009, 1.1744926268875133E-005, 4.0327936403627973E-006,-1.0754112054200959E-006,-6.5000127069652081E-003
