case,idx,arm,k,qes,he,hes,qeso,heo,heso,qes_cup,q_cup,he_cup,hes_cup,gamma_cup1,t_cup,qeso_cup,qo_cup,heo_cup,heso_cup,zo_cup,po_cup,gammao_cup,tn_cup,u_cup,v_cup,entr2d_a,zu_pdf,cd,entr2d_b,upme,upmd,upmeu,upmdu,hc,uc,vc,hco,dby,dbyo,dbyt,cdd,ddme,ddmd,ddmeu,ddmdu,mentrd2d,hcdo,ucd,vcd,dbydo,c1d,qcdo,qrcdo,pwdo,qco,qrco,pwo,clw_all,dellu,dellv,dellah,dellaq,dellaqc,dellat,xhe,xq,xt,xqes,xhes,xqes_cup,xq_cup,xhe_cup,xhes_cup,gamma_cupx,xt_cup,xhc,xdby,outt_o,outq_o,outqc_o,outt_ke,outu_f,outv_f,dtempdz
4,2,1,26, 2.1298304200172424E-003, 3.3155415625000000E+005, 3.3581050000000000E+005, 2.1297906059771776E-003, 3.3155431250000000E+005, 3.3581021875000000E+005, 2.3888386785984039E-003, 4.7915964387357235E-004, 3.3082837500000000E+005, 3.3560256250000000E+005, 4.9270945787429810E-001, 2.5587074279785156E+002, 2.3887977004051208E-003, 4.7931534936651587E-004, 3.3082856250000000E+005, 3.3560225000000000E+005, 7.4145000000000000E+003, 0.0000000000000000E+000, 4.9270179867744446E-001, 2.5587054443359375E+002, 1.6106750488281250E+001,-1.9617999792098999E+000, 1.0267129982821643E-004, 9.9978274106979370E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1884858142584562E-004, 1.5896544027782511E-006, 3.3560256250000000E+005, 1.6106750488281250E+001,-1.9617999792098999E+000, 3.3560225000000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000,-3.9593220000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.3392845883499831E-005, 3.3560225000000000E+005, 1.6106750488281250E+001,-1.9617999792098999E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2875537500000000E+005, 9.1401924146339297E-004, 2.5017784118652344E+002, 1.2126201763749123E-003, 3.2950187500000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,1,27, 1.3537848135456443E-003, 3.3310225000000000E+005, 3.3564050000000000E+005, 1.3537554768845439E-003, 3.3310231250000000E+005, 3.3564018750000000E+005, 1.7418076749891043E-003, 3.8288533687591553E-004, 3.3232818750000000E+005, 3.3572550000000000E+005, 3.6912909150123596E-001, 2.5242575073242188E+002, 1.7417729832231998E-003, 3.8300926098600030E-004, 3.3232831250000000E+005, 3.3572518750000000E+005, 7.9445000000000000E+003, 0.0000000000000000E+000, 3.6912244558334351E-001, 2.5242550659179688E+002, 1.6901750564575195E+001,-2.1737999916076660E+000, 1.0087396367453039E-004, 1.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3960476517677307E-001, 4.2648875713348389E-001, 3.3572550000000000E+005, 1.6901750564575195E+001,-2.1737999916076660E+000, 3.3572518750000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000,-4.2426584000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.3392845883499831E-005, 3.3572518750000000E+005, 1.6901750564575195E+001,-2.1737999916076660E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3003275000000000E+005, 7.1684212889522314E-004, 2.4667462158203125E+002, 9.1920467093586922E-004, 3.3053865625000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,1,28, 1.0178349912166595E-003, 3.3474440625000000E+005, 3.3662984375000000E+005, 1.0178103111684322E-003, 3.3474428125000000E+005, 3.3662950000000000E+005, 1.1858099605888128E-003, 3.0107155907899141E-004, 3.3392331250000000E+005, 3.3613518750000000E+005, 2.5854563713073730E-001, 2.4886373901367188E+002, 1.1857829522341490E-003, 3.0116259586066008E-004, 3.3392331250000000E+005, 3.3613484375000000E+005, 8.4925000000000000E+003, 0.0000000000000000E+000, 2.5854027271270752E-001, 2.4886349487304688E+002, 1.7723751068115234E+001,-2.3930001258850098E+000, 9.7690986876841635E-005, 9.1311597824096680E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.8977197408676147E+000, 2.7708458900451660E+000, 3.3613518750000000E+005, 1.7723751068115234E+001,-2.3930001258850098E+000, 3.3613484375000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000,-4.5503908000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.3392845883499831E-005, 3.3613484375000000E+005, 1.7723751068115234E+001,-2.3930001258850098E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3145003125000000E+005, 5.5274250917136669E-004, 2.4305247497558594E+002, 6.8377569550648332E-004, 3.3177762500000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,1,29, 7.5071706669405103E-004, 3.3647762500000000E+005, 3.3785031250000000E+005, 7.5069500599056482E-004, 3.3647743750000000E+005, 3.3785000000000000E+005, 8.8427599985152483E-004, 2.3264867195393890E-004, 3.3561100000000000E+005, 3.3724006250000000E+005, 1.9863066077232361E-001, 2.4518475341796875E+002, 8.8425265857949853E-004, 2.3270575911737978E-004, 3.3561087500000000E+005, 3.3723975000000000E+005, 9.0585000000000000E+003, 0.0000000000000000E+000, 1.9862584769725800E-001, 2.4518447875976562E+002, 1.8572750091552734E+001,-2.6194000244140625E+000, 9.6832809504121542E-005, 3.9989676326513290E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.9979352653026581E-002, 1.1996902525424957E-001, 3.3724006250000000E+005, 1.8572750091552734E+001,-2.6194000244140625E+000, 3.3723975000000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000,-4.9086600000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.3392845883499831E-005, 3.3723975000000000E+005, 1.8572750091552734E+001,-2.6194000244140625E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3300118750000000E+005, 4.1757762664929032E-004, 2.3931570434570312E+002, 4.9866439076140523E-004, 3.3320390625000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,1,30, 5.4237700533121824E-004, 3.3829887500000000E+005, 3.3927687500000000E+005, 5.4235808784142137E-004, 3.3829856250000000E+005, 3.3927653125000000E+005, 6.4654706511646509E-004, 1.7640503938309848E-004, 3.3738825000000000E+005, 3.3856359375000000E+005, 1.4983437955379486E-001, 2.4138874816894531E+002, 6.4652657601982355E-004, 1.7642708553466946E-004, 3.3738800000000000E+005, 3.3856325000000000E+005, 9.6425000000000000E+003, 0.0000000000000000E+000, 1.4983001351356506E-001, 2.4138844299316406E+002, 1.9448749542236328E+001,-2.8529996871948242E+000, 9.5925235655158758E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3856359375000000E+005, 1.9448749542236328E+001,-2.8529996871948242E+000, 3.3856325000000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.3392845883499831E-005, 3.3856325000000000E+005, 1.9448749542236328E+001,-2.8529996871948242E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3467718750000000E+005, 3.0902214348316193E-004, 2.3546119689941406E+002, 3.5585678415372968E-004, 3.3479428125000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,1,31, 3.8320801104418933E-004, 3.4013540625000000E+005, 3.4088550000000000E+005, 3.8319453597068787E-004, 3.4013496875000000E+005, 3.4088512500000000E+005, 4.6279252273961902E-004, 1.1716900917235762E-004, 3.3921712500000000E+005, 3.4008118750000000E+005, 1.1081363260746002E-001, 2.3747573852539062E+002, 4.6277631190605462E-004, 1.1715493747033179E-004, 3.3921675000000000E+005, 3.4008081250000000E+005, 1.0244500000000000E+004, 0.0000000000000000E+000, 1.1081005632877350E-001, 2.3747541809082031E+002, 2.0351751327514648E+001,-3.0938000679016113E+000, 9.7767675470095128E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4008118750000000E+005, 2.0351751327514648E+001,-3.0938000679016113E+000, 3.4008081250000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.3392845883499831E-005, 3.4008081250000000E+005, 2.0351751327514648E+001,-3.0938000679016113E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3605075000000000E+005, 5.5844328016974032E-005, 2.3148965454101562E+002, 2.4807866429910064E-004, 3.3653131250000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,1,32, 2.6429153513163328E-004, 3.4214203125000000E+005, 3.4265381250000000E+005, 2.6428018463775516E-004, 3.4214146875000000E+005, 3.4265340625000000E+005, 3.2374978763982654E-004, 7.1372167440131307E-005, 3.4113871875000000E+005, 3.4176965625000000E+005, 8.0220058560371399E-002, 2.3344573974609375E+002, 3.2373736030422151E-004, 7.1320893766824156E-005, 3.4113821875000000E+005, 3.4176925000000000E+005, 1.0864500000000000E+004, 0.0000000000000000E+000, 8.0217219889163971E-002, 2.3344538879394531E+002, 2.1281749725341797E+001,-3.3417999744415283E+000, 1.0083580127684399E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4176965625000000E+005, 2.1281749725341797E+001,-3.3417999744415283E+000, 3.4176925000000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.3392845883499831E-005, 3.4176925000000000E+005, 2.1281749725341797E+001,-3.3417999744415283E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3807506250000000E+005, 3.9340229704976082E-005, 2.2740112304687500E+002, 1.6862223856151104E-004, 3.3839828125000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,1,33, 1.7756636952981353E-004, 3.4422178125000000E+005, 3.4456175000000000E+005, 1.7755832232069224E-004, 3.4422112500000000E+005, 3.4456137500000000E+005, 2.2092895233072340E-004, 5.0575385103002191E-005, 3.4318190625000000E+005, 3.4360778125000000E+005, 5.6740693747997284E-002, 2.2929873657226562E+002, 2.2091926075518131E-004, 5.0485832616686821E-005, 3.4318131250000000E+005, 3.4360737500000000E+005, 1.1502500000000000E+004, 0.0000000000000000E+000, 5.6738395243883133E-002, 2.2929837036132812E+002, 2.2238750457763672E+001,-3.5969998836517334E+000, 1.0006799129769206E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4360778125000000E+005, 2.2238750457763672E+001,-3.5969998836517334E+000, 3.4360737500000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.3392845883499831E-005, 3.4360737500000000E+005, 2.2238750457763672E+001,-3.5969998836517334E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4016878125000000E+005, 2.6929948944598436E-005, 2.2319561767578125E+002, 1.1150981299579144E-004, 3.4038025000000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,1,34, 1.1595206160563976E-004, 3.4637218750000000E+005, 3.4659159375000000E+005, 1.1594646639423445E-004, 3.4637143750000000E+005, 3.4659118750000000E+005, 1.4675920829176903E-004, 3.4884094930021092E-005, 3.4529700000000000E+005, 3.4557668750000000E+005, 3.9133753627538681E-002, 2.2503475952148438E+002, 1.4675239799544215E-004, 3.4755183150991797E-005, 3.4529628125000000E+005, 3.4557628125000000E+005, 1.2158500000000000E+004, 0.0000000000000000E+000, 3.9132077246904373E-002, 2.2503436279296875E+002, 2.3222751617431641E+001,-3.8593997955322266E+000, 9.9292592494748533E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4557668750000000E+005, 2.3222751617431641E+001,-3.8593997955322266E+000, 3.4557628125000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.3392845883499831E-005, 3.4557628125000000E+005, 2.3222751617431641E+001,-3.8593997955322266E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4232993750000000E+005, 1.7845954062067904E-005, 2.1887310791015625E+002, 7.1570539148524404E-005, 3.4246425000000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,1,35, 7.3405375587753952E-005, 3.4859096875000000E+005, 3.4872815625000000E+005, 7.3401264671701938E-005, 3.4859009375000000E+005, 3.4872775000000000E+005, 9.4678718596696854E-005, 2.3357126337941736E-005, 3.4748156250000000E+005, 3.4765987500000000E+005, 2.6258816942572594E-002, 2.2065374755859375E+002, 9.4673865532968193E-005, 2.3187774786492810E-005, 3.4748075000000000E+005, 3.4765946875000000E+005, 1.2832500000000000E+004, 0.0000000000000000E+000, 2.6257565245032310E-002, 2.2065333557128906E+002, 2.4233749389648438E+001,-4.1289997100830078E+000, 9.8536671430338174E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4765987500000000E+005, 2.4233749389648438E+001,-4.1289997100830078E+000, 3.4765946875000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.3392845883499831E-005, 3.4765946875000000E+005, 2.4233749389648438E+001,-4.1289997100830078E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4455671875000000E+005, 1.1389839528419543E-005, 2.1443356323242188E+002, 4.4463173253461719E-005, 3.4463940625000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,1,36, 4.4922748202225193E-005, 3.5087612500000000E+005, 3.5095906250000000E+005, 4.4920107029611245E-005, 3.5087509375000000E+005, 3.5095862500000000E+005, 5.9164063713978976E-005, 1.5135021385503933E-005, 3.4973356250000000E+005, 3.4984362500000000E+005, 1.7098965123295784E-002, 2.1615574645996094E+002, 5.9160687669645995E-005, 1.4924150491424371E-005, 3.4973259375000000E+005, 3.4984318750000000E+005, 1.3524500000000000E+004, 0.0000000000000000E+000, 1.7098058015108109E-002, 2.1615530395507812E+002, 2.5271751403808594E+001,-4.4057998657226562E+000, 9.7850985184777528E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4984362500000000E+005, 2.5271751403808594E+001,-4.4057998657226562E+000, 3.4984318750000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.3392845883499831E-005, 3.4984318750000000E+005, 2.5271751403808594E+001,-4.4057998657226562E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4684768750000000E+005, 6.9469097070395947E-006, 2.0987705993652344E+002, 2.6655658075469546E-005, 3.4689693750000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,1,37, 2.6490428354009055E-005, 3.5322584375000000E+005, 3.5327415625000000E+005, 2.6488711228012107E-005, 3.5322471875000000E+005, 3.5327371875000000E+005, 3.5706587368622422E-005, 9.4580282166134566E-006, 3.5205100000000000E+005, 3.5211662500000000E+005, 1.0774712078273296E-002, 2.1154074096679688E+002, 3.5704408219316974E-005, 9.2045584096922539E-006, 3.5204990625000000E+005, 3.5211618750000000E+005, 1.4234500000000000E+004, 0.0000000000000000E+000, 1.0774099268019199E-002, 2.1154029846191406E+002, 2.6336750030517578E+001,-4.6898002624511719E+000, 9.7334122983738780E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5211662500000000E+005, 2.6336750030517578E+001,-4.6898002624511719E+000, 3.5211618750000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.3392845883499831E-005, 3.5211618750000000E+005, 2.6336750030517578E+001,-4.6898002624511719E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4920150000000000E+005, 3.9945693970366847E-006, 2.0520353698730469E+002, 1.5367537343990989E-005, 3.4922990625000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
