case,idx,arm,k,zo,po,t2d,q2d,tn,qo,tshall,qshall,dhdt,us,vs,rhoi,omeg_in,zu,zd,cnvwt,cupclw,outt,outq,outqc,outu,outv,zus,cnvwts,cupclws,outts,outqs,outqcs,q2d_after,qo_after,omeg_after
3,2,1,40, 1.6859000000000000E+004, 1.0305770874023438E+002, 2.0750000000000000E+002, 8.1309426605002955E-006, 2.0749949645996094E+002, 7.7200029409141280E-006, 2.0750000000000000E+002, 8.1309426605002955E-006, 0.0000000000000000E+000, 3.0273500442504883E+001,-5.7395997047424316E+000, 1.7305268347263336E-001, 2.9672462265040167E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1309426605002955E-006, 7.7200029409141280E-006, 2.9672462265040167E-009
4,2,1,1, 5.0000000000000000E+001, 1.0072741699218750E+003, 2.9774005126953125E+002, 1.8403936177492142E-002, 2.9774755859375000E+002, 1.8408134579658508E-002, 2.9774725341796875E+002, 1.8407536670565605E-002, 2.7080190181732178E-001, 5.0599999427795410E+000, 9.8400002717971802E-001, 1.1656820774078369E+000, 1.1970753548666835E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.8403936177492142E-002, 1.8408134579658508E-002, 1.1970753548666835E-003
4,2,1,2, 1.3900000000000000E+002, 9.9722906494140625E+002, 2.9716165161132812E+002, 1.7730863764882088E-002, 2.9716912841796875E+002, 1.7735056579113007E-002, 2.9716885375976562E+002, 1.7734464257955551E-002, 2.7045646309852600E-001, 5.1935000419616699E+000, 9.4840002059936523E-001, 1.1567732095718384E+000, 3.8304049521684647E-003, 3.9989676326513290E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.7656310498714447E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.2139323340961710E-005,-9.4345729451106308E-008, 0.0000000000000000E+000, 1.7730863764882088E-002, 1.7735056579113007E-002, 3.8304049521684647E-003
4,2,1,3, 2.4600000000000000E+002, 9.8525952148437500E+002, 2.9646636962890625E+002, 1.6948504373431206E-002, 2.9647381591796875E+002, 1.6952689737081528E-002, 2.9647354125976562E+002, 1.6952104866504669E-002, 2.7004158496856689E-001, 5.3540000915527344E+000, 9.0560001134872437E-001, 1.1461101770401001E+000, 6.9398698396980762E-003, 4.0028646588325500E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0905888080596924E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.5194391431286931E-005,-1.8563360981715959E-007, 0.0000000000000000E+000, 1.6948504373431206E-002, 1.6952689737081528E-002, 6.9398698396980762E-003
4,2,1,4, 3.7100000000000000E+002, 9.7142327880859375E+002, 2.9565454101562500E+002, 1.6070842742919922E-002, 2.9566195678710938E+002, 1.6075020655989647E-002, 2.9566168212890625E+002, 1.6074443235993385E-002, 2.6955750584602356E-001, 5.5415000915527344E+000, 8.5559999942779541E-001, 1.1337187290191650E+000, 1.0491924360394478E-002, 4.0304303169250488E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.3305832147598267E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.2503119958564639E-005,-2.0582123738677183E-007, 0.0000000000000000E+000, 1.6070842742919922E-002, 1.6075020655989647E-002, 1.0491924360394478E-002
4,2,1,5, 5.1400000000000000E+002, 9.5578723144531250E+002, 2.9472741699218750E+002, 1.5114095993340015E-002, 2.9473477172851562E+002, 1.5118265524506569E-002, 2.9473452758789062E+002, 1.5117695555090904E-002, 2.6900449395179749E-001, 5.7560000419616699E+000, 7.9839998483657837E-001, 1.1196264028549194E+000, 1.4445483684539795E-002, 4.1132040321826935E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E+000, 1.1738078455891809E-006, 1.9740752759389579E-004, 7.7031254477333277E-005,-1.6562506743866834E-007, 0.0000000000000000E+000, 1.5114095993340015E-002, 1.5118265524506569E-002, 1.4445483684539795E-002
4,2,1,6, 6.7500000000000000E+002, 9.3842687988281250E+002, 2.9369058227539062E+002, 1.4099108055233955E-002, 2.9369082641601562E+002, 1.4099667780101299E-002, 2.9369058227539062E+002, 1.4099108055233955E-002, 0.0000000000000000E+000, 5.9974999427795410E+000, 7.3399996757507324E-001, 1.1038482189178467E+000, 1.8750989809632301E-002, 4.2949125170707703E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.3981271982192993E-001, 2.3856175630498910E-006, 4.7042302321642637E-004, 4.1607196180848405E-005,-5.7581480916724104E-008, 0.0000000000000000E+000, 1.4099108055233955E-002, 1.4099667780101299E-002, 1.8750989809632301E-002
4,2,1,7, 8.5400000000000000E+002, 9.1942687988281250E+002, 2.9257177734375000E+002, 1.3064474798738956E-002, 2.9257202148437500E+002, 1.3065024279057980E-002, 2.9257177734375000E+002, 1.3064474798738956E-002, 0.0000000000000000E+000, 6.2659997940063477E+000, 6.6240000724792480E-001, 1.0863144397735596E+000, 2.3347888141870499E-002, 4.6319812536239624E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.7327775955200195E-001, 2.7934929676121101E-006, 7.2805391391739249E-004, 8.8098295236704871E-006, 6.9308448757965380E-008, 0.0000000000000000E+000, 1.3064474798738956E-002, 1.3065024279057980E-002, 2.3347888141870499E-002
4,2,1,8, 1.0510000000000000E+003, 8.9888562011718750E+002, 2.9152032470703125E+002, 1.2136616744101048E-002, 2.9152053833007812E+002, 1.2137154117226601E-002, 2.9152032470703125E+002, 1.2136616744101048E-002, 0.0000000000000000E+000, 6.5615000724792480E+000, 5.8360004425048828E-001, 1.0664739608764648E+000, 2.8151448816061020E-002, 5.1928024739027023E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.2876484394073486E-001, 2.3480822619603714E-006, 9.6158118685707450E-004,-1.3270010640553664E-005, 1.7177330846607219E-007, 0.0000000000000000E+000, 1.2136616744101048E-002, 1.2137154117226601E-002, 2.8151448816061020E-002
4,2,1,9, 1.2660000000000000E+003, 8.7694201660156250E+002, 2.9122485351562500E+002, 1.1814335361123085E-002, 2.9122503662109375E+002, 1.1814859695732594E-002, 2.9122485351562500E+002, 1.1814335361123085E-002, 0.0000000000000000E+000, 6.8839998245239258E+000, 4.9760001897811890E-001, 1.0416982173919678E+000, 3.2988782972097397E-002, 6.0551140457391739E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5413188338279724E-001, 1.2807806797354715E-006, 1.1580934515222907E-003,-4.1094452171819285E-005, 1.4227543942979537E-007, 0.0000000000000000E+000, 1.1814335361123085E-002, 1.1814859695732594E-002, 3.2988782972097397E-002
4,2,1,10, 1.4990000000000000E+003, 8.5380108642578125E+002, 2.9238565063476562E+002, 1.2603482231497765E-002, 2.9238583374023438E+002, 1.2603992596268654E-002, 2.9238565063476562E+002, 1.2603482231497765E-002, 0.0000000000000000E+000, 7.2335000038146973E+000, 4.0439999103546143E-001, 1.0097006559371948E+000, 3.7628874182701111E-002, 7.3000289499759674E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.7656310498714447E-002, 3.1383720511257707E-007, 1.3134189648553729E-003,-4.6740588004468009E-006, 2.1956019224944612E-008, 1.1197125893147586E-008, 1.2603482231497765E-002, 1.2603992596268654E-002, 3.7628874182701111E-002
4,2,1,11, 1.7500000000000000E+003, 8.2960021972656250E+002, 2.9235671997070312E+002, 1.2426940724253654E-002, 2.9235687255859375E+002, 1.2427436187863350E-002, 2.9235671997070312E+002, 1.2426940724253654E-002, 0.0000000000000000E+000, 7.6100001335144043E+000, 3.0400002002716064E-001, 9.8128277063369751E-001, 4.2335771024227142E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.2426940724253654E-002, 1.2427436187863350E-002, 4.2335771024227142E-002
4,2,1,12, 2.0190000000000000E+003, 8.0436065673828125E+002, 2.9090423583984375E+002, 1.1148268356919289E-002, 2.9090438842773438E+002, 1.1148747988045216E-002, 2.9090423583984375E+002, 1.1148268356919289E-002, 0.0000000000000000E+000, 8.0135002136230469E+000, 1.9640004634857178E-001, 9.5691972970962524E-001, 4.7112237662076950E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.1148268356919289E-002, 1.1148747988045216E-002, 4.7112237662076950E-002
4,2,1,13, 2.3060000000000000E+003, 7.7813305664062500E+002, 2.8907257080078125E+002, 9.7143119201064110E-003, 2.8907269287109375E+002, 9.7147738561034203E-003, 2.8907257080078125E+002, 9.7143119201064110E-003, 0.0000000000000000E+000, 8.4440002441406250E+000, 8.1600010395050049E-002, 9.3239331245422363E-001, 5.1711294800043106E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.7143119201064110E-003, 9.7147738561034203E-003, 5.1711294800043106E-002
4,2,1,14, 2.6110000000000000E+003, 7.5102233886718750E+002, 2.8709323120117188E+002, 8.3351405337452888E-003, 2.8709332275390625E+002, 8.3355847746133804E-003, 2.8709323120117188E+002, 8.3351405337452888E-003, 0.0000000000000000E+000, 8.9014997482299805E+000,-4.0400028228759766E-002, 9.0687096118927002E-001, 5.5985856801271439E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3351405337452888E-003, 8.3355847746133804E-003, 5.5985856801271439E-002
4,2,1,15, 2.9340000000000000E+003, 7.2314739990234375E+002, 2.8499395751953125E+002, 7.0452378131449223E-003, 2.8499401855468750E+002, 7.0456624962389469E-003, 2.8499395751953125E+002, 7.0452378131449223E-003, 0.0000000000000000E+000, 9.3859996795654297E+000,-1.6960000991821289E-001, 8.8033276796340942E-001, 5.9818733483552933E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0452378131449223E-003, 7.0456624962389469E-003, 5.9818733483552933E-002
4,2,1,16, 3.2750000000000000E+003, 6.9463043212890625E+002, 2.8277749633789062E+002, 5.8573088608682156E-003, 2.8277755737304688E+002, 5.8577130548655987E-003, 2.8277749633789062E+002, 5.8573088608682156E-003, 0.0000000000000000E+000, 9.8975000381469727E+000,-3.0599999427795410E-001, 8.5286080837249756E-001, 6.3097760081291199E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.8573088608682156E-003, 5.8577130548655987E-003, 6.3097760081291199E-002
4,2,1,17, 3.6340000000000000E+003, 6.6559497070312500E+002, 2.8044400024414062E+002, 4.7794505953788757E-003, 2.8044403076171875E+002, 4.7798333689570427E-003, 2.8044400024414062E+002, 4.7794505953788757E-003, 0.0000000000000000E+000, 1.0435999870300293E+001,-4.4959998130798340E-001, 8.2455122470855713E-001, 6.5715141594409943E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.7794505953788757E-003, 4.7798333689570427E-003, 6.5715141594409943E-002
4,2,1,18, 4.0110000000000000E+003, 6.3616522216796875E+002, 2.7799349975585938E+002, 3.8167203310877085E-003, 2.7799349975585938E+002, 3.8170802872627974E-003, 2.7799349975585938E+002, 3.8167203310877085E-003, 0.0000000000000000E+000, 1.1001500129699707E+001,-6.0039997100830078E-001, 7.9550600051879883E-001, 6.7571006715297699E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.8167203310877085E-003, 3.8170802872627974E-003, 6.7571006715297699E-002
4,2,1,19, 4.4060000000000000E+003, 6.0646496582031250E+002, 2.7542599487304688E+002, 2.9712421819567680E-003, 2.7542596435546875E+002, 2.9715783894062042E-003, 2.7542599487304688E+002, 2.9712421819567680E-003, 0.0000000000000000E+000, 1.1593999862670898E+001,-7.5839996337890625E-001, 7.6583021879196167E-001, 6.8577326834201813E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9712421819567680E-003, 2.9715783894062042E-003, 6.8577326834201813E-002
4,2,1,20, 4.8190000000000000E+003, 5.7661730957031250E+002, 2.7274148559570312E+002, 2.2423292975872755E-003, 2.7274142456054688E+002, 2.2426408249884844E-003, 2.7274148559570312E+002, 2.2423292975872755E-003, 0.0000000000000000E+000, 1.2213500022888184E+001,-9.2359995841979980E-001, 7.3563259840011597E-001, 6.8662419915199280E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.2423292975872755E-003, 2.2426408249884844E-003, 6.8662419915199280E-002
4,2,1,21, 5.2500000000000000E+003, 5.4674334716796875E+002, 2.6994000244140625E+002, 1.6266902675852180E-003, 2.6993991088867188E+002, 1.6269758343696594E-003, 2.6994000244140625E+002, 1.6266902675852180E-003, 0.0000000000000000E+000, 1.2860000610351562E+001,-1.0959999561309814E+000, 7.0502358675003052E-001, 6.7775160074234009E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6266902675852180E-003, 1.6269758343696594E-003, 6.7775160074234009E-002
4,2,1,22, 5.6990000000000000E+003, 5.1696179199218750E+002, 2.6702148437500000E+002, 1.1186792980879545E-003, 2.6702139282226562E+002, 1.1189379729330540E-003, 2.6702148437500000E+002, 1.1186792980879545E-003, 0.0000000000000000E+000, 1.3533499717712402E+001,-1.2755999565124512E+000, 6.7411524057388306E-001, 6.5889120101928711E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.1186792980879545E-003, 1.1189379729330540E-003, 6.5889120101928711E-002
4,2,1,23, 6.1660000000000000E+003, 4.8738812255859375E+002, 2.6398599243164062E+002, 7.8630534699186683E-004, 2.6398587036132812E+002, 7.8653596574440598E-004, 2.6398599243164062E+002, 7.8630534699186683E-004, 0.0000000000000000E+000, 1.4234000205993652E+001,-1.4623999595642090E+000, 6.4298951625823975E-001, 6.3003145158290863E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.8630534699186683E-004, 7.8653596574440598E-004, 6.3003145158290863E-002
4,2,1,24, 6.6510000000000000E+003, 4.5813409423828125E+002, 2.6083349609375000E+002, 6.5052619902417064E-004, 2.6083334350585938E+002, 6.5072771394625306E-004, 2.6083349609375000E+002, 6.5052619902417064E-004, 0.0000000000000000E+000, 1.4961500167846680E+001,-1.6563999652862549E+000, 6.1175149679183960E-001, 5.9149574488401413E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.5052619902417064E-004, 6.5072771394625306E-004, 5.9149574488401413E-002
4,2,1,25, 7.1540000000000000E+003, 4.2930685424804688E+002, 2.5756399536132812E+002, 5.3103541722521186E-004, 2.5756381225585938E+002, 5.3120678057894111E-004, 2.5756399536132812E+002, 5.3103541722521186E-004, 0.0000000000000000E+000, 1.5716000556945801E+001,-1.8575999736785889E+000, 5.8057743310928345E-001, 5.4400701075792313E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.3103541722521186E-004, 5.3120678057894111E-004, 5.4400701075792313E-002
4,2,1,26, 7.6750000000000000E+003, 4.0100836181640625E+002, 2.5417749023437500E+002, 4.2728384141810238E-004, 2.5417727661132812E+002, 4.2742394725792110E-004, 2.5417749023437500E+002, 4.2728384141810238E-004, 0.0000000000000000E+000, 1.6497501373291016E+001,-2.0659999847412109E+000, 5.4956781864166260E-001, 4.8854656517505646E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.2728384141810238E-004, 4.2742394725792110E-004, 4.8854656517505646E-002
4,2,1,27, 8.2140000000000000E+003, 3.7333480834960938E+002, 2.5067399597167969E+002, 3.3848683233372867E-004, 2.5067375183105469E+002, 3.3859460381790996E-004, 2.5067399597167969E+002, 3.3848683233372867E-004, 0.0000000000000000E+000, 1.7305999755859375E+001,-2.2815999984741211E+000, 5.1882112026214600E-001, 4.2641654610633850E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3848683233372867E-004, 3.3859460381790996E-004, 4.2641654610633850E-002
4,2,1,28, 8.7710000000000000E+003, 3.4637615966796875E+002, 2.4705349731445312E+002, 2.6365628582425416E-004, 2.4705323791503906E+002, 2.6373061700724065E-004, 2.4705349731445312E+002, 2.6365628582425416E-004, 0.0000000000000000E+000, 1.8141500473022461E+001,-2.5044000148773193E+000, 4.8843330144882202E-001, 3.5921227186918259E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6365628582425416E-004, 2.6373061700724065E-004, 3.5921227186918259E-002
4,2,1,29, 9.3460000000000000E+003, 3.2021554565429688E+002, 2.4331599426269531E+002, 2.0164105808362365E-004, 2.4331570434570312E+002, 2.0168090122751892E-004, 2.4331599426269531E+002, 2.0164105808362365E-004, 0.0000000000000000E+000, 1.9003999710083008E+001,-2.7343997955322266E+000, 4.5849692821502686E-001, 2.8877727687358856E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0164105808362365E-004, 2.0168090122751892E-004, 2.8877727687358856E-002
4,2,1,30, 9.9390000000000000E+003, 2.9492877197265625E+002, 2.3946150207519531E+002, 1.5116900613065809E-004, 2.3946118164062500E+002, 1.5117326984182000E-004, 2.3946150207519531E+002, 1.5116900613065809E-004, 0.0000000000000000E+000, 1.9893501281738281E+001,-2.9715998172760010E+000, 4.2910093069076538E-001, 2.1713921800255775E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5116900613065809E-004, 1.5117326984182000E-004, 2.1713921800255775E-002
4,2,1,31, 1.0550000000000000E+004, 2.7058407592773438E+002, 2.3548999023437500E+002, 8.3169012214057148E-005, 2.3548965454101562E+002, 8.3136612374801189E-005, 2.3548999023437500E+002, 8.3169012214057148E-005, 0.0000000000000000E+000, 2.0810001373291016E+001,-3.2160000801086426E+000, 4.0033712983131409E-001, 1.4643373899161816E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3169012214057148E-005, 8.3136612374801189E-005, 1.4643373899161816E-002
4,2,1,32, 1.1179000000000000E+004, 2.4724163818359375E+002, 2.3140148925781250E+002, 5.9575319028226659E-005, 2.3140112304687500E+002, 5.9505178796825930E-005, 2.3140148925781250E+002, 5.9575319028226659E-005, 0.0000000000000000E+000, 2.1753499984741211E+001,-3.4675998687744141E+000, 3.7226977944374084E-001, 7.8798253089189529E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.9575319028226659E-005, 5.9505178796825930E-005, 7.8798253089189529E-003
