case,idx,arm,k,zo,po,t2d,q2d,tn,qo,tshall,qshall,dhdt,us,vs,rhoi,omeg_in,zu,zd,cnvwt,cupclw,outt,outq,outqc,outu,outv,zus,cnvwts,cupclws,outts,outqs,outqcs,q2d_after,qo_after,omeg_after
4,4,1,18, 4.0110000000000000E+003, 6.3616522216796875E+002, 2.7799349975585938E+002, 3.8167203310877085E-003, 2.7799349975585938E+002, 3.8170802872627974E-003, 2.7799349975585938E+002, 3.8167203310877085E-003, 0.0000000000000000E+000, 1.1001500129699707E+001,-6.0039997100830078E-001, 7.9550600051879883E-001, 6.7571006715297699E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.8167203310877085E-003, 3.8170802872627974E-003, 6.7571006715297699E-002
4,4,1,19, 4.4060000000000000E+003, 6.0646496582031250E+002, 2.7542599487304688E+002, 2.9712421819567680E-003, 2.7542596435546875E+002, 2.9715783894062042E-003, 2.7542599487304688E+002, 2.9712421819567680E-003, 0.0000000000000000E+000, 1.1593999862670898E+001,-7.5839996337890625E-001, 7.6583021879196167E-001, 6.8577326834201813E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9712421819567680E-003, 2.9715783894062042E-003, 6.8577326834201813E-002
4,4,1,20, 4.8190000000000000E+003, 5.7661730957031250E+002, 2.7274148559570312E+002, 2.2423292975872755E-003, 2.7274142456054688E+002, 2.2426408249884844E-003, 2.7274148559570312E+002, 2.2423292975872755E-003, 0.0000000000000000E+000, 1.2213500022888184E+001,-9.2359995841979980E-001, 7.3563259840011597E-001, 6.8662419915199280E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.2423292975872755E-003, 2.2426408249884844E-003, 6.8662419915199280E-002
4,4,1,21, 5.2500000000000000E+003, 5.4674334716796875E+002, 2.6994000244140625E+002, 1.6266902675852180E-003, 2.6993991088867188E+002, 1.6269758343696594E-003, 2.6994000244140625E+002, 1.6266902675852180E-003, 0.0000000000000000E+000, 1.2860000610351562E+001,-1.0959999561309814E+000, 7.0502358675003052E-001, 6.7775160074234009E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6266902675852180E-003, 1.6269758343696594E-003, 6.7775160074234009E-002
4,4,1,22, 5.6990000000000000E+003, 5.1696179199218750E+002, 2.6702148437500000E+002, 1.1186792980879545E-003, 2.6702139282226562E+002, 1.1189379729330540E-003, 2.6702148437500000E+002, 1.1186792980879545E-003, 0.0000000000000000E+000, 1.3533499717712402E+001,-1.2755999565124512E+000, 6.7411524057388306E-001, 6.5889120101928711E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.1186792980879545E-003, 1.1189379729330540E-003, 6.5889120101928711E-002
4,4,1,23, 6.1660000000000000E+003, 4.8738812255859375E+002, 2.6398599243164062E+002, 7.8630534699186683E-004, 2.6398587036132812E+002, 7.8653596574440598E-004, 2.6398599243164062E+002, 7.8630534699186683E-004, 0.0000000000000000E+000, 1.4234000205993652E+001,-1.4623999595642090E+000, 6.4298951625823975E-001, 6.3003145158290863E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.8630534699186683E-004, 7.8653596574440598E-004, 6.3003145158290863E-002
4,4,1,24, 6.6510000000000000E+003, 4.5813409423828125E+002, 2.6083349609375000E+002, 6.5052619902417064E-004, 2.6083334350585938E+002, 6.5072771394625306E-004, 2.6083349609375000E+002, 6.5052619902417064E-004, 0.0000000000000000E+000, 1.4961500167846680E+001,-1.6563999652862549E+000, 6.1175149679183960E-001, 5.9149574488401413E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.5052619902417064E-004, 6.5072771394625306E-004, 5.9149574488401413E-002
4,4,1,25, 7.1540000000000000E+003, 4.2930685424804688E+002, 2.5756399536132812E+002, 5.3103541722521186E-004, 2.5756381225585938E+002, 5.3120678057894111E-004, 2.5756399536132812E+002, 5.3103541722521186E-004, 0.0000000000000000E+000, 1.5716000556945801E+001,-1.8575999736785889E+000, 5.8057743310928345E-001, 5.4400701075792313E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.3103541722521186E-004, 5.3120678057894111E-004, 5.4400701075792313E-002
4,4,1,26, 7.6750000000000000E+003, 4.0100836181640625E+002, 2.5417749023437500E+002, 4.2728384141810238E-004, 2.5417727661132812E+002, 4.2742394725792110E-004, 2.5417749023437500E+002, 4.2728384141810238E-004, 0.0000000000000000E+000, 1.6497501373291016E+001,-2.0659999847412109E+000, 5.4956781864166260E-001, 4.8854656517505646E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.2728384141810238E-004, 4.2742394725792110E-004, 4.8854656517505646E-002
4,4,1,27, 8.2140000000000000E+003, 3.7333480834960938E+002, 2.5067399597167969E+002, 3.3848683233372867E-004, 2.5067375183105469E+002, 3.3859460381790996E-004, 2.5067399597167969E+002, 3.3848683233372867E-004, 0.0000000000000000E+000, 1.7305999755859375E+001,-2.2815999984741211E+000, 5.1882112026214600E-001, 4.2641654610633850E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3848683233372867E-004, 3.3859460381790996E-004, 4.2641654610633850E-002
4,4,1,28, 8.7710000000000000E+003, 3.4637615966796875E+002, 2.4705349731445312E+002, 2.6365628582425416E-004, 2.4705323791503906E+002, 2.6373061700724065E-004, 2.4705349731445312E+002, 2.6365628582425416E-004, 0.0000000000000000E+000, 1.8141500473022461E+001,-2.5044000148773193E+000, 4.8843330144882202E-001, 3.5921227186918259E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6365628582425416E-004, 2.6373061700724065E-004, 3.5921227186918259E-002
4,4,1,29, 9.3460000000000000E+003, 3.2021554565429688E+002, 2.4331599426269531E+002, 2.0164105808362365E-004, 2.4331570434570312E+002, 2.0168090122751892E-004, 2.4331599426269531E+002, 2.0164105808362365E-004, 0.0000000000000000E+000, 1.9003999710083008E+001,-2.7343997955322266E+000, 4.5849692821502686E-001, 2.8877727687358856E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0164105808362365E-004, 2.0168090122751892E-004, 2.8877727687358856E-002
4,4,1,30, 9.9390000000000000E+003, 2.9492877197265625E+002, 2.3946150207519531E+002, 1.5116900613065809E-004, 2.3946118164062500E+002, 1.5117326984182000E-004, 2.3946150207519531E+002, 1.5116900613065809E-004, 0.0000000000000000E+000, 1.9893501281738281E+001,-2.9715998172760010E+000, 4.2910093069076538E-001, 2.1713921800255775E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5116900613065809E-004, 1.5117326984182000E-004, 2.1713921800255775E-002
4,4,1,31, 1.0550000000000000E+004, 2.7058407592773438E+002, 2.3548999023437500E+002, 8.3169012214057148E-005, 2.3548965454101562E+002, 8.3136612374801189E-005, 2.3548999023437500E+002, 8.3169012214057148E-005, 0.0000000000000000E+000, 2.0810001373291016E+001,-3.2160000801086426E+000, 4.0033712983131409E-001, 1.4643373899161816E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3169012214057148E-005, 8.3136612374801189E-005, 1.4643373899161816E-002
4,4,1,32, 1.1179000000000000E+004, 2.4724163818359375E+002, 2.3140148925781250E+002, 5.9575319028226659E-005, 2.3140112304687500E+002, 5.9505178796825930E-005, 2.3140148925781250E+002, 5.9575319028226659E-005, 0.0000000000000000E+000, 2.1753499984741211E+001,-3.4675998687744141E+000, 3.7226977944374084E-001, 7.8798253089189529E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.9575319028226659E-005, 5.9505178796825930E-005, 7.8798253089189529E-003
4,4,1,33, 1.1826000000000000E+004, 2.2495335388183594E+002, 2.2719599914550781E+002, 4.1575451177777722E-005, 2.2719561767578125E+002, 4.1466490074526519E-005, 2.2719599914550781E+002, 4.1575451177777722E-005, 0.0000000000000000E+000, 2.2724000930786133E+001,-3.7263998985290527E+000, 3.4498393535614014E-001, 1.6290589701384306E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.1575451177777722E-005, 4.1466490074526519E-005, 1.6290589701384306E-003
4,4,1,34, 1.2491000000000000E+004, 2.0376272583007812E+002, 2.2287350463867188E+002, 2.8192740501253866E-005, 2.2287310791015625E+002, 2.8043879865435883E-005, 2.2287350463867188E+002, 2.8192740501253866E-005, 0.0000000000000000E+000, 2.3721500396728516E+001,-3.9923996925354004E+000, 3.1854954361915588E-001,-2.7310034234062641E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.8192740501253866E-005, 2.8043879865435883E-005,-2.7310034234062641E-009
