case,step,k,initflag,delt,dx,znt,xland,ts,qsfc,ps,ust,ch,hfx,qfx,wspd,uoce,voce,dz,u,v,w,th,sqv3d,sqc3d,sqi3d,sqs3d,p,exner,rho,t3d,qke_in,tsq_in,qsq_in,cov_in,el_in,sh_in,sm_in,qc_bl_in,qi_bl_in,cldfra_bl_in,pblh_in,kpbl_in,rmol_in,rublten,rvblten,rthblten,rqvblten,rqcblten,rqiblten,dozone,exch_h,exch_m,qke,tsq,qsq,cov,el_pbl,sh3d,sm3d,qc_bl,qi_bl,cldfra_bl,pblh,kpbl,rmol,maxwidth,maxmf,ztop_plume,ktop_plume
stable_land,1,4,1, 2.0000000000000000E+001, 3.0000000000000000E+003, 1.5000000596046448E-001, 1.0000000000000000E+000, 2.9739999389648438E+002, 7.9925004392862320E-003, 1.0000000000000000E+005, 1.5999999642372131E-001, 9.9999997764825821E-003,-3.4000000000000000E+001, 1.2000000424450263E-006, 3.1916775703430176E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.5000000000000000E+001, 3.3637499809265137E+000,-8.0599999427795410E-001, 1.9999999552965164E-002, 2.9885449218750000E+002, 7.9272501170635223E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.7187367187500000E+004, 9.9188184738159180E-001, 1.1423736810684204E+000, 2.9642834472656250E+002, 7.4000000953674316E-001, 1.0000000474974513E-003, 2.0000000233721948E-007,-7.9999999798019417E-006, 3.8000000000000000E+001, 3.4299999475479126E-001, 4.4299998879432678E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,1, 0.0000000000000000E+000,-1.5320777310989797E-004,-8.1717967987060547E-005, 7.0190428232308477E-005, 3.3574178104345265E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.1052348136901855E+001, 1.0177550315856934E+001, 4.3353828787803650E-001, 1.1042744154110551E-003, 9.5938534894202121E-010, 1.5785590790073911E-007, 1.6231906890869141E+001, 8.0075222253799438E-001, 7.3737233877182007E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4742391967773438E+002,4, 9.1722331941127777E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,0
stable_land,1,5,1, 2.0000000000000000E+001, 3.0000000000000000E+003, 1.5000000596046448E-001, 1.0000000000000000E+000, 2.9739999389648438E+002, 7.9925004392862320E-003, 1.0000000000000000E+005, 1.5999999642372131E-001, 9.9999997764825821E-003,-3.4000000000000000E+001, 1.2000000424450263E-006, 3.1916775703430176E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.1000000000000000E+002, 3.5174999237060547E+000,-7.2399997711181641E-001, 1.9999999552965164E-002, 3.0527749633789062E+002, 7.3549998924136162E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.6022445312500000E+004, 9.8847037553787231E-001, 1.1087468862533569E+000, 3.0175775146484375E+002, 7.5000000000000000E-001, 1.0000000474974513E-003, 2.0000000233721948E-007,-7.9999999798019417E-006, 4.0000000000000000E+001, 3.5400000214576721E-001, 4.3400001525878906E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,1, 0.0000000000000000E+000,-1.9550323031580774E-006,-1.0460614703333704E-006, 1.5258789289873675E-006,-1.6298144778215118E-010, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5595400473102927E-003, 1.6526418924331665E-001, 9.7812004387378693E-003, 1.4178553828969598E-003, 4.3426785605038543E-012,-1.5152184573707927E-007, 3.3290472030639648E+000, 9.4366475241258740E-004, 9.9999994039535522E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4742391967773438E+002,4, 9.1722331941127777E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,0
stable_land,1,6,1, 2.0000000000000000E+001, 3.0000000000000000E+003, 1.5000000596046448E-001, 1.0000000000000000E+000, 2.9739999389648438E+002, 7.9925004392862320E-003, 1.0000000000000000E+005, 1.5999999642372131E-001, 9.9999997764825821E-003,-3.4000000000000000E+001, 1.2000000424450263E-006, 3.1916775703430176E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.2500000000000000E+002, 3.6937499046325684E+000,-6.2999999523162842E-001, 1.9999999552965164E-002, 3.0580624389648438E+002, 6.6499998793005943E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.4704203125000000E+004, 9.8457401990890503E-001, 1.0959546566009521E+000, 3.0108889770507812E+002, 7.5999999046325684E-001, 1.0000000474974513E-003, 2.0000000233721948E-007,-7.9999999798019417E-006, 4.2000000000000000E+001, 3.6500000953674316E-001, 4.2500001192092896E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,1, 0.0000000000000000E+000,-1.1920929132713809E-008,-2.9802322831784522E-009, 1.5258789289873675E-006, 2.3283064712331658E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.3823695741593838E-003, 2.7568845078349113E-002, 9.4132842496037483E-003, 3.6548972275340930E-005, 6.1609168287846128E-012,-4.8731983781635790E-008, 2.7568848133087158E+000, 1.5896093100309372E-002, 9.9999994039535522E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4742391967773438E+002,4, 9.1722331941127777E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,0
stable_land,1,7,1, 2.0000000000000000E+001, 3.0000000000000000E+003, 1.5000000596046448E-001, 1.0000000000000000E+000, 2.9739999389648438E+002, 7.9925004392862320E-003, 1.0000000000000000E+005, 1.5999999642372131E-001, 9.9999997764825821E-003,-3.4000000000000000E+001, 1.2000000424450263E-006, 3.1916775703430176E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4000000000000000E+002, 3.8924999237060547E+000,-5.2400004863739014E-001, 1.9999999552965164E-002, 3.0640249633789062E+002, 5.8549996465444565E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.3239382812500000E+004, 9.8019868135452271E-001, 1.0817105770111084E+000, 3.0033532714843750E+002, 7.6999998092651367E-001, 1.0000000474974513E-003, 2.0000000233721948E-007,-7.9999999798019417E-006, 4.4000000000000000E+001, 3.7599998712539673E-001, 4.1600000858306885E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,1, 0.0000000000000000E+000,-2.3841858265427618E-008,-1.1920929132713809E-008, 1.5258789289873675E-006, 2.3283064712331658E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.3682949617505074E-003, 2.7433095499873161E-002, 9.3955351039767265E-003, 3.4357748518232256E-005, 5.9544235861408445E-012,-4.5809986914946421E-008, 2.7433099746704102E+000, 1.5923447906970978E-002, 9.9999994039535522E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4742391967773438E+002,4, 9.1722331941127777E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,0
stable_land,1,8,1, 2.0000000000000000E+001, 3.0000000000000000E+003, 1.5000000596046448E-001, 1.0000000000000000E+000, 2.9739999389648438E+002, 7.9925004392862320E-003, 1.0000000000000000E+005, 1.5999999642372131E-001, 9.9999997764825821E-003,-3.4000000000000000E+001, 1.2000000424450263E-006, 3.1916775703430176E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5500000000000000E+002, 4.1137499809265137E+000,-4.0600001811981201E-001, 1.9999999552965164E-002, 3.0706625366210938E+002, 4.9700001254677773E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.1635367187500000E+004, 9.7535091638565063E-001, 1.0660762786865234E+000, 2.9949734497070312E+002, 7.7999997138977051E-001, 1.0000000474974513E-003, 2.0000000233721948E-007,-7.9999999798019417E-006, 4.6000000000000000E+001, 3.8699999451637268E-001, 4.0700000524520874E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,1, 0.0000000000000000E+000,-2.3841858265427618E-008,-4.4703485357899808E-009, 1.5258789289873675E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.1357413865625858E-003, 2.5769980624318123E-002, 9.3677118420600891E-003, 3.1274772481992841E-005, 5.6525695582565483E-012,-4.1699106390069574E-008, 2.5769984722137451E+000, 1.6048677265644073E-002, 9.9999994039535522E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4742391967773438E+002,4, 9.1722331941127777E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,0
stable_land,1,9,1, 2.0000000000000000E+001, 3.0000000000000000E+003, 1.5000000596046448E-001, 1.0000000000000000E+000, 2.9739999389648438E+002, 7.9925004392862320E-003, 1.0000000000000000E+005, 1.5999999642372131E-001, 9.9999997764825821E-003,-3.4000000000000000E+001, 1.2000000424450263E-006, 3.1916775703430176E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.7000000000000000E+002, 4.3575000762939453E+000,-2.7600002288818359E-001, 1.9999999552965164E-002, 3.0779751586914062E+002, 3.9949999190866947E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.9900148437500000E+004, 9.7003787755966187E-001, 1.0491188764572144E+000, 2.9857525634765625E+002, 7.8999996185302734E-001, 1.0000000474974513E-003, 2.0000000233721948E-007,-7.9999999798019417E-006, 4.8000000000000000E+001, 3.9800000190734863E-001, 3.9800000190734863E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,1, 0.0000000000000000E+000,-2.3841858265427618E-008,-2.9802322831784522E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0040938183665276E-003, 2.4825315922498703E-002, 9.3549108132719994E-003, 3.0016100936336443E-005, 5.5273745649953021E-012,-4.0021468805662153E-008, 2.4825320243835449E+000, 1.6129072755575180E-002, 9.9999994039535522E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4742391967773438E+002,4, 9.1722331941127777E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,0
stable_land,1,10,1, 2.0000000000000000E+001, 3.0000000000000000E+003, 1.5000000596046448E-001, 1.0000000000000000E+000, 2.9739999389648438E+002, 7.9925004392862320E-003, 1.0000000000000000E+005, 1.5999999642372131E-001, 9.9999997764825821E-003,-3.4000000000000000E+001, 1.2000000424450263E-006, 3.1916775703430176E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.8500000000000000E+002, 4.6237497329711914E+000,-1.3400000333786011E-001, 1.9999999552965164E-002, 3.0859625244140625E+002, 2.9299999587237835E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.8042289062500000E+004, 9.6426749229431152E-001, 1.0309112071990967E+000, 2.9756933593750000E+002, 7.9999995231628418E-001, 1.0000000474974513E-003, 2.0000000233721948E-007,-7.9999999798019417E-006, 5.0000000000000000E+001, 4.0900000929832458E-001, 3.8899999856948853E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,1, 0.0000000000000000E+000,-2.3841858265427618E-008,-2.9802322831784522E-009, 1.5258789289873675E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.9850841276347637E-003, 2.4650823324918747E-002, 9.3526365235447884E-003, 2.9841716241207905E-005, 5.5129997789116203E-012,-3.9789490813291195E-008, 2.4650826454162598E+000, 1.6166128218173981E-002, 9.9999994039535522E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4742391967773438E+002,4, 9.1722331941127777E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,0
stable_land,1,11,1, 2.0000000000000000E+001, 3.0000000000000000E+003, 1.5000000596046448E-001, 1.0000000000000000E+000, 2.9739999389648438E+002, 7.9925004392862320E-003, 1.0000000000000000E+005, 1.5999999642372131E-001, 9.9999997764825821E-003,-3.4000000000000000E+001, 1.2000000424450263E-006, 3.1916775703430176E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000000000000E+002, 4.9124999046325684E+000, 1.9999980926513672E-002, 1.9999999552965164E-002, 3.0946249389648438E+002, 1.7749997787177563E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.6070796875000000E+004, 9.5804822444915771E-001, 1.0115294456481934E+000, 2.9647998046875000E+002, 8.1000000238418579E-001, 1.0000000474974513E-003, 2.0000000233721948E-007,-7.9999999798019417E-006, 5.2000000000000000E+001, 4.2000001668930054E-001, 3.7999999523162842E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,1, 0.0000000000000000E+000, 0.0000000000000000E+000,-1.9557773178746629E-009,-1.5258789289873675E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.9891810156404972E-003, 2.4631178006529808E-002, 9.3523869290947914E-003, 2.9872422601329163E-005, 5.5197799456174756E-012,-3.9829526343737598E-008, 2.4631183147430420E+000, 1.6195654869079590E-002, 9.9999994039535522E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4742391967773438E+002,4, 9.1722331941127777E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,0
stable_land,1,12,1, 2.0000000000000000E+001, 3.0000000000000000E+003, 1.5000000596046448E-001, 1.0000000000000000E+000, 2.9739999389648438E+002, 7.9925004392862320E-003, 1.0000000000000000E+005, 1.5999999642372131E-001, 9.9999997764825821E-003,-3.4000000000000000E+001, 1.2000000424450263E-006, 3.1916775703430176E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1500000000000000E+002, 5.2237501144409180E+000, 1.8599998950958252E-001, 1.9999999552965164E-002, 3.1039627075195312E+002, 5.2999984472990036E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3995101562500000E+004, 9.5138931274414062E-001, 9.9105387926101685E-001, 2.9530770874023438E+002, 8.1999999284744263E-001, 1.0000000474974513E-003, 2.0000000233721948E-007,-7.9999999798019417E-006, 5.4000000000000000E+001, 4.3099999427795410E-001, 3.7099999189376831E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,1, 0.0000000000000000E+000, 0.0000000000000000E+000,-1.4901161415892261E-009, 0.0000000000000000E+000, 9.3132258849326632E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.9963601157069206E-003, 2.4629626423120499E-002, 9.3523263931274414E-003, 2.6944182536681183E-005, 2.8973960817385569E-012,-2.3885748490215519E-008, 2.4629628658294678E+000, 1.6225824132561684E-002, 9.9999994039535522E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4742391967773438E+002,4, 9.1722331941127777E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,0
stable_land,1,13,1, 2.0000000000000000E+001, 3.0000000000000000E+003, 1.5000000596046448E-001, 1.0000000000000000E+000, 2.9739999389648438E+002, 7.9925004392862320E-003, 1.0000000000000000E+005, 1.5999999642372131E-001, 9.9999997764825821E-003,-3.4000000000000000E+001, 1.2000000424450263E-006, 3.1916775703430176E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.3000000000000000E+002, 5.5574998855590820E+000, 3.6399996280670166E-001, 1.9999999552965164E-002, 3.1139749145507812E+002, 1.9999999494757503E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1824929687500000E+004, 9.4430041313171387E-001, 9.6956849098205566E-001, 2.9405276489257812E+002, 8.2999998331069946E-001, 1.0000000474974513E-003, 2.0000000233721948E-007,-7.9999999798019417E-006, 5.6000000000000000E+001, 4.4200000166893005E-001, 3.6199998855590820E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,1, 0.0000000000000000E+000, 2.3841858265427618E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0372680972768897E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2067224383354187E-003, 2.4629613384604454E-002, 9.3522733077406883E-003, 2.3254606276168488E-005, 1.3520158300209251E-013,-3.9533185614004651E-009, 2.4629616737365723E+000, 1.3019782491028309E-002, 9.9999994039535522E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4742391967773438E+002,4, 9.1722331941127777E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,0
stable_land,1,14,1, 2.0000000000000000E+001, 3.0000000000000000E+003, 1.5000000596046448E-001, 1.0000000000000000E+000, 2.9739999389648438E+002, 7.9925004392862320E-003, 1.0000000000000000E+005, 1.5999999642372131E-001, 9.9999997764825821E-003,-3.4000000000000000E+001, 1.2000000424450263E-006, 3.1916775703430176E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4500000000000000E+002, 5.9137496948242188E+000, 5.5400002002716064E-001, 1.9999999552965164E-002, 3.1246624755859375E+002, 1.9999999494757503E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.9570289062500000E+004, 9.3679189682006836E-001, 9.4715887308120728E-001, 2.9271585083007812E+002, 8.3999997377395630E-001, 1.0000000474974513E-003, 2.0000000233721948E-007,-7.9999999798019417E-006, 5.8000000000000000E+001, 4.5300000905990601E-001, 3.5299998521804810E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,1, 0.0000000000000000E+000, 0.0000000000000000E+000,-2.9802322831784522E-009, 0.0000000000000000E+000,-7.2759577226036432E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0102317687124014E-003, 2.4629389867186546E-002, 9.3522593379020691E-003, 2.2520345737575553E-005, 9.9999998377515902E-018, 0.0000000000000000E+000, 2.4629392623901367E+000, 1.2222112156450748E-002, 9.9999994039535522E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4742391967773438E+002,4, 9.1722331941127777E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,0
stable_land,1,15,1, 2.0000000000000000E+001, 3.0000000000000000E+003, 1.5000000596046448E-001, 1.0000000000000000E+000, 2.9739999389648438E+002, 7.9925004392862320E-003, 1.0000000000000000E+005, 1.5999999642372131E-001, 9.9999997764825821E-003,-3.4000000000000000E+001, 1.2000000424450263E-006, 3.1916775703430176E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6000000000000000E+002, 6.2925000190734863E+000, 7.5599992275238037E-001, 1.9999999552965164E-002, 3.1360250854492188E+002, 1.9999999494757503E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.7241343750000000E+004, 9.2887461185455322E-001, 9.2391353845596313E-001, 2.9129739379882812E+002, 8.4999996423721313E-001, 1.0000000474974513E-003, 2.0000000233721948E-007,-7.9999999798019417E-006, 6.0000000000000000E+001, 4.6399998664855957E-001, 3.4400001168251038E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,1, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9802322831784522E-009, 1.5258789289873675E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0102180317044258E-003, 2.4629319086670876E-002, 9.3522612005472183E-003, 2.2520342099596746E-005, 9.9999998377515902E-018, 0.0000000000000000E+000, 2.4629321098327637E+000, 1.2222091667354107E-002, 9.9999994039535522E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4742391967773438E+002,4, 9.1722331941127777E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,0
stable_land,1,16,1, 2.0000000000000000E+001, 3.0000000000000000E+003, 1.5000000596046448E-001, 1.0000000000000000E+000, 2.9739999389648438E+002, 7.9925004392862320E-003, 1.0000000000000000E+005, 1.5999999642372131E-001, 9.9999997764825821E-003,-3.4000000000000000E+001, 1.2000000424450263E-006, 3.1916775703430176E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7500000000000000E+002, 6.6937503814697266E+000, 9.6999990940093994E-001, 1.9999999552965164E-002, 3.1480624389648438E+002, 1.9999999494757503E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.4848367187500000E+004, 9.2056000232696533E-001, 8.9992225170135498E-001, 2.8979803466796875E+002, 8.6000001430511475E-001, 1.0000000474974513E-003, 2.0000000233721948E-007,-7.9999999798019417E-006, 6.2000000000000000E+001, 4.7499999403953552E-001, 3.3500000834465027E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,1, 0.0000000000000000E+000, 2.3841858265427618E-008, 2.9802322831784522E-009, 1.5258789289873675E-006, 7.2759577226036432E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0103137250989676E-003, 2.4629594758152962E-002, 9.3522630631923676E-003, 2.2520449419971555E-005, 9.9999998377515902E-018, 0.0000000000000000E+000, 2.4629597663879395E+000, 1.2222343124449253E-002, 9.9999994039535522E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4742391967773438E+002,4, 9.1722331941127777E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,0
stable_land,1,17,1, 2.0000000000000000E+001, 3.0000000000000000E+003, 1.5000000596046448E-001, 1.0000000000000000E+000, 2.9739999389648438E+002, 7.9925004392862320E-003, 1.0000000000000000E+005, 1.5999999642372131E-001, 9.9999997764825821E-003,-3.4000000000000000E+001, 1.2000000424450263E-006, 3.1916775703430176E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9000000000000000E+002, 7.1174998283386230E+000, 1.1959998607635498E+000, 1.9999999552965164E-002, 3.1607751464843750E+002, 1.9999999494757503E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.2401640625000000E+004, 9.1185992956161499E-001, 8.7527549266815186E-001, 2.8821841430664062E+002, 8.7000000476837158E-001, 1.0000000474974513E-003, 2.0000000233721948E-007,-7.9999999798019417E-006, 6.4000000000000000E+001, 4.8600000143051147E-001, 3.2600000500679016E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,1, 0.0000000000000000E+000, 2.3841858265427618E-008, 5.9604645663569045E-009, 0.0000000000000000E+000,-7.2759577226036432E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0101980082690716E-003, 2.4629395455121994E-002, 9.3522602692246437E-003, 2.2520342099596746E-005, 9.9999998377515902E-018, 0.0000000000000000E+000, 2.4629399776458740E+000, 1.2221971526741982E-002, 9.9999994039535522E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4742391967773438E+002,4, 9.1722331941127777E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,0
stable_land,1,18,1, 2.0000000000000000E+001, 3.0000000000000000E+003, 1.5000000596046448E-001, 1.0000000000000000E+000, 2.9739999389648438E+002, 7.9925004392862320E-003, 1.0000000000000000E+005, 1.5999999642372131E-001, 9.9999997764825821E-003,-3.4000000000000000E+001, 1.2000000424450263E-006, 3.1916775703430176E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0500000000000000E+002, 7.5637502670288086E+000, 1.4340000152587891E+000, 1.9999999552965164E-002, 3.1741625976562500E+002, 1.9999999494757503E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.9911421875000000E+004, 9.0278673171997070E-001, 8.5006457567214966E-001, 2.8655917358398438E+002, 8.7999999523162842E-001, 1.0000000474974513E-003, 2.0000000233721948E-007,-7.9999999798019417E-006, 6.6000000000000000E+001, 4.9700000882148743E-001, 3.1700000166893005E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,1, 0.0000000000000000E+000, 0.0000000000000000E+000,-5.9604645663569045E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0102627351880074E-003, 2.4629348888993263E-002, 9.3522602692246437E-003, 2.2520222046296112E-005, 9.9999998377515902E-018, 0.0000000000000000E+000, 2.4629352092742920E+000, 1.2222259305417538E-002, 9.9999994039535522E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4742391967773438E+002,4, 9.1722331941127777E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,0
stable_land,1,19,1, 2.0000000000000000E+001, 3.0000000000000000E+003, 1.5000000596046448E-001, 1.0000000000000000E+000, 2.9739999389648438E+002, 7.9925004392862320E-003, 1.0000000000000000E+005, 1.5999999642372131E-001, 9.9999997764825821E-003,-3.4000000000000000E+001, 1.2000000424450263E-006, 3.1916775703430176E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2000000000000000E+002, 8.0325002670288086E+000, 1.6840000152587891E+000, 1.9999999552965164E-002, 3.1882250976562500E+002, 1.9999999494757503E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.7387820312500000E+004, 8.9335334300994873E-001, 8.2437968254089355E-001, 2.8482116699218750E+002, 8.8999998569488525E-001, 1.0000000474974513E-003, 2.0000000233721948E-007,-7.9999999798019417E-006, 6.8000000000000000E+001, 5.0800001621246338E-001, 3.0799999833106995E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,1, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0102585442364216E-003, 2.4629447609186172E-002, 9.3522612005472183E-003, 2.2520331185660325E-005, 9.9999998377515902E-018, 0.0000000000000000E+000, 2.4629452228546143E+000, 1.2222190387547016E-002, 9.9999994039535522E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4742391967773438E+002,4, 9.1722331941127777E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,0
