case,k,delt,psfc,ust,wspd,uoce,voce,flt,flq,flqv,flqc,dz,rho,u,v,th,tk,qv,qc,qi,qs,qnc,qni,p,exner,thl_before,sqv_before,sqc_before,sqi_before,sqs_before,sqw_before,qnwfa,qnifa,qnbca,ozone,tsq,qsq,cov,tcd,qcd,dfm,dfh,dfq,cldfra_bl1d,diss_heat,s_aw,s_aw_next,s_awthl,s_awthl_next,s_awqt,s_awqt_next,s_awqv,s_awqv_next,s_awqc,s_awqc_next,s_awu,s_awu_next,s_awv,s_awv_next,s_awqnc,s_awqnc_next,s_awqni,s_awqni_next,s_awqnwfa,s_awqnwfa_next,s_awqnifa,s_awqnifa_next,s_awqnbca,s_awqnbca_next,sd_aw,sd_aw_next,sd_awthl,sd_awthl_next,sd_awqt,sd_awqt_next,sd_awqv,sd_awqv_next,sd_awqc,sd_awqc_next,sd_awu,sd_awu_next,sd_awv,sd_awv_next,sub_thl,sub_sqv,sub_u,sub_v,det_thl,det_sqv,det_sqc,det_u,det_v,du,dv,dth,dqv,dqc,dqi,dqs,dqnc,dqni,dqnwfa,dqnifa,dqnbca,dozone,thl_after,k_m,k_h
convective,14,60.0000000,100000.000,0.449999988,5.09901953,0.00000000,0.00000000,0.799999982E-1,0.599999985E-4,0.599999985E-4,0.00000000,164.000000,0.990064085,15.4000006,-0.559999943,302.224304,286.603027,0.907247234E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,83048.1172,0.948312283,302.224304,0.907247234E-2,0.00000000,0.00000000,0.00000000,0.907247234E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.742735865E-4,0.148547175E-7,-0.594188691E-6,0.00000000,0.00000000,0.313306004E-1,0.626611989E-2,0.313306004E-1,0.00000000,0.127957776E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.606218964E-4,0.909368191E-5,-0.122070314E-4,0.352350371E-8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,302.223572,5.01289606,1.00257921
convective,15,60.0000000,100000.000,0.449999988,5.09901953,0.00000000,0.00000000,0.799999982E-1,0.599999985E-4,0.599999985E-4,0.00000000,172.000000,0.969974399,16.2000008,-0.679999948,303.241089,285.847015,0.881971512E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,81322.2969,0.942639410,303.241089,0.881971512E-2,0.00000000,0.00000000,0.00000000,0.881971512E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.608100709E-4,0.121620136E-7,-0.486480531E-6,0.00000000,0.00000000,0.194394439E-1,0.388788851E-2,0.194394439E-1,0.00000000,0.730481645E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.380198144E-4,0.570615111E-5,-0.864664707E-5,0.229726238E-8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,303.240570,3.26582670,0.653165281
convective,16,60.0000000,100000.000,0.449999988,5.09901953,0.00000000,0.00000000,0.799999982E-1,0.599999985E-4,0.599999985E-4,0.00000000,180.000000,0.949342489,17.0000000,-0.799999952,304.307709,285.055023,0.855982956E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,79552.7422,0.936732829,304.307709,0.855982956E-2,0.00000000,0.00000000,0.00000000,0.855982956E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.497870678E-4,0.995741356E-8,-0.398296521E-6,0.00000000,0.00000000,0.115894200E-1,0.231788424E-2,0.115894200E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,304.307709,2.03973794,0.407947630
cloudy,1,60.0000000,100000.000,0.379999995,5.09901953,0.349999994,-0.200000003,0.450000018E-1,0.402000005E-4,0.399999990E-4,0.200000002E-6,60.0000000,1.17999995,5.00000000,1.00000000,288.092499,287.783997,0.972316042E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,99625.7031,0.998929143,288.092499,0.972316042E-2,0.00000000,0.00000000,0.00000000,0.972316042E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.100000005E-2,0.200000002E-6,-0.799999998E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.123195496E-4,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.110479991E-2,-0.895804144E-3,0.115814211E-2,0.101079543E-6,0.343202289E-8,0.498648222E-20,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,288.161469,0.00000000,0.00000000
cloudy,2,60.0000000,100000.000,0.379999995,5.09901953,0.349999994,-0.200000003,0.450000018E-1,0.402000005E-4,0.399999990E-4,0.200000002E-6,68.0000000,1.17118311,5.80000019,0.879999995,288.289429,287.323212,0.951389503E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,98831.8750,0.996648490,288.289429,0.951389503E-2,0.00000000,0.00000000,0.00000000,0.951389503E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.818730798E-3,0.163746151E-6,-0.654984615E-5,0.00000000,0.00000000,0.273503482,0.165206924,0.273503482,0.900000036E-1,0.372861314E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.221014023E-3,-0.154910478E-3,0.108337401E-3,0.478078910E-7,0.350442209E-8,0.352758216E-19,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,288.295410,17.5042229,10.5732431
cloudy,3,60.0000000,100000.000,0.379999995,5.09901953,0.349999994,-0.200000003,0.450000018E-1,0.402000005E-4,0.399999990E-4,0.200000002E-6,76.0000000,1.16127026,6.59999990,0.759999990,288.510223,286.804810,0.928265601E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,97946.3828,0.994088948,288.510223,0.928265601E-2,0.00000000,0.00000000,0.00000000,0.928265601E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.670320063E-3,0.134064010E-6,-0.536256039E-5,0.00000000,0.00000000,0.285890937,0.138629973,0.285890937,0.180000007,0.214400370E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.226966542E-3,0.143011412E-4,-0.279744472E-4,0.403262668E-7,0.323558531E-7,0.361207336E-18,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,288.503693,20.5841484,9.98135757
cloudy,4,60.0000000,100000.000,0.379999995,5.09901953,0.349999994,-0.200000003,0.450000018E-1,0.402000005E-4,0.399999990E-4,0.200000002E-6,84.0000000,1.15029037,7.40000010,0.639999986,288.754578,286.228790,0.903086364E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,96971.7969,0.991252780,288.754578,0.903086364E-2,0.00000000,0.00000000,0.00000000,0.903086364E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.548811629E-3,0.109762325E-6,-0.439049290E-5,0.00000000,0.00000000,0.252019346,0.993949845E-1,0.252019346,0.270000011,0.156198939E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.430504479E-4,-0.910560266E-5,0.503031421E-3,-0.681386666E-6,0.487155432E-6,0.544381375E-17,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,288.711365,20.1615486,7.95159864
cloudy,5,60.0000000,100000.000,0.379999995,5.09901953,0.349999994,-0.200000003,0.450000018E-1,0.402000005E-4,0.399999990E-4,0.200000002E-6,92.0000000,1.13827550,8.19999981,0.519999981,289.022339,285.595215,0.876009651E-2,0.175199995E-3,0.00000000,0.00000000,0.00000000,0.00000000,95910.9531,0.988142312,288.581055,0.876009651E-2,0.175199995E-3,0.00000000,0.00000000,0.893529691E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.449328974E-3,0.898657930E-7,-0.359463161E-5,0.00000000,0.00000000,0.274250388,0.423312068,0.274250388,0.360000014,0.126793327E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.443188357E-3,0.661114827E-4,-0.118306477E-2,0.400142738E-6,-0.705765217E-6,0.247434834E-16,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,288.616730,24.1340332,37.2514610
cloudy,6,60.0000000,100000.000,0.379999995,5.09901953,0.349999994,-0.200000003,0.450000018E-1,0.402000005E-4,0.399999990E-4,0.200000002E-6,100.000000,1.12526035,9.00000000,0.400000036,289.313080,284.903992,0.847195182E-2,0.203999996E-3,0.00000000,0.00000000,0.00000000,0.00000000,94766.8984,0.984760165,288.797516,0.847195182E-2,0.203999996E-3,0.00000000,0.00000000,0.867595151E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.367879460E-3,0.735758903E-7,-0.294303550E-5,0.00000000,-0.600000021E-5,0.211806044,0.797643438E-1,0.211806044,0.450000018,0.107848302E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.183947879E-3,0.275527436E-4,-0.312652579E-2,-0.763472235E-5,-0.340000042E-5,0.606571623E-15,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,289.125488,20.3333797,7.65737724
cloudy,7,60.0000000,100000.000,0.379999995,5.09901953,0.349999994,-0.200000003,0.450000018E-1,0.402000005E-4,0.399999990E-4,0.200000002E-6,108.000000,1.11128211,9.80000019,0.280000031,289.626465,284.155212,0.816823635E-2,0.235199986E-3,0.00000000,0.00000000,0.00000000,0.00000000,93542.9062,0.981109262,289.029816,0.816823635E-2,0.235199986E-3,0.00000000,0.00000000,0.840343628E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.301194203E-3,0.602388397E-7,-0.240955342E-5,0.00000000,0.00000000,0.195723161,0.654178709E-1,0.195723161,0.540000021,0.935459468E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.205977762E-3,0.308930867E-4,-0.569152820E-3,-0.108405949E-6,-0.217978965E-6,0.168711785E-13,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,289.028870,20.3552094,6.80345869
cloudy,8,60.0000000,100000.000,0.379999995,5.09901953,0.349999994,-0.200000003,0.450000018E-1,0.402000005E-4,0.399999990E-4,0.200000002E-6,116.000000,1.09638059,10.6000004,0.160000026,289.962067,283.348785,0.785073545E-2,0.211199993E-3,0.00000000,0.00000000,0.00000000,0.00000000,92242.4219,0.977192640,289.424164,0.785073545E-2,0.211199993E-3,0.00000000,0.00000000,0.806193519E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.246596988E-3,0.493193966E-7,-0.197277586E-5,0.00000000,0.00000000,0.170556098,0.341112204E-1,0.170556098,0.629999995,0.824346444E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.251976657E-3,0.377943106E-4,-0.254313145E-4,0.156462185E-7,-0.491903229E-8,0.944532104E-12,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,289.423401,19.1022835,3.82045674
cloudy,9,60.0000000,100000.000,0.379999995,5.09901953,0.349999994,-0.200000003,0.450000018E-1,0.402000005E-4,0.399999990E-4,0.200000002E-6,124.000000,1.08059776,11.3999996,0.400000215E-1,290.319458,282.484802,0.752141047E-2,0.175199995E-3,0.00000000,0.00000000,0.00000000,0.00000000,90869.1172,0.973013699,289.871338,0.752141047E-2,0.175199995E-3,0.00000000,0.00000000,0.769661041E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.201896532E-3,0.403793052E-7,-0.161517210E-5,0.00000000,0.00000000,0.134062007,0.269673578E-1,0.134062007,0.699999988,0.774397620E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.101772945E-3,0.152648736E-4,-0.406901063E-5,0.610792394E-8,0.167347025E-9,0.703239619E-10,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,289.871063,16.0874405,3.23608303
cloudy,10,60.0000000,100000.000,0.379999995,5.09901953,0.349999994,-0.200000003,0.450000018E-1,0.402000005E-4,0.399999990E-4,0.200000002E-6,132.000000,1.06397760,12.2000008,-0.799999237E-1,290.698181,281.563202,0.718219997E-2,0.136799994E-3,0.00000000,0.00000000,0.00000000,0.00000000,89426.7812,0.968575776,290.346680,0.718219997E-2,0.136799994E-3,0.00000000,0.00000000,0.731900008E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.165298901E-3,0.330597807E-7,-0.132239120E-5,0.00000000,0.00000000,0.121934749,0.243869498E-1,0.121934749,0.699999988,0.898506698E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.124327344E-3,0.186481830E-4,-0.813802126E-5,0.978664794E-8,-0.133421656E-7,0.615252427E-8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,290.347168,15.6076479,3.12152958
cloudy,11,60.0000000,100000.000,0.379999995,5.09901953,0.349999994,-0.200000003,0.450000018E-1,0.402000005E-4,0.399999990E-4,0.200000002E-6,140.000000,1.04656613,13.0000000,-0.199999928,291.097687,280.584015,0.683512725E-2,0.00000000,0.413599992E-4,0.00000000,0.00000000,0.00000000,87919.3750,0.963882625,290.975952,0.683512725E-2,0.00000000,0.413599992E-4,0.00000000,0.687648728E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.135335285E-3,0.270670562E-7,-0.108268227E-5,0.00000000,0.00000000,0.101868488,0.203736965E-1,0.101868488,0.699999988,0.117872412E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.256061558E-4,-0.384325767E-5,0.152587891E-4,-0.104696181E-7,0.195846503E-7,-0.610052675E-8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,290.974915,13.8541145,2.77082276
cloudy,12,60.0000000,100000.000,0.379999995,5.09901953,0.349999994,-0.200000003,0.450000018E-1,0.402000005E-4,0.399999990E-4,0.200000002E-6,148.000000,1.02841043,13.8000002,-0.319999933,291.517426,279.547211,0.648221793E-2,0.00000000,0.402080004E-4,0.00000000,0.00000000,0.00000000,86350.9844,0.958938301,291.398468,0.648221793E-2,0.00000000,0.402080004E-4,0.00000000,0.652242592E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.110803157E-3,0.221606307E-7,-0.886425198E-6,0.00000000,0.00000000,0.110598221,0.247412678E-1,0.110598221,0.699999988,0.127443946E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.130653381E-3,0.195975099E-4,-0.137329098E-4,0.144587826E-7,0.194792391E-9,-0.195238201E-10,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,291.397614,15.9261436,3.56274247
cloudy,13,60.0000000,100000.000,0.379999995,5.09901953,0.349999994,-0.200000003,0.450000018E-1,0.402000005E-4,0.399999990E-4,0.200000002E-6,156.000000,1.00955975,14.6000004,-0.439999938,291.956757,278.452789,0.612551719E-2,0.00000000,0.389919987E-4,0.00000000,0.00000000,0.00000000,84725.8047,0.953746736,291.840759,0.612551719E-2,0.00000000,0.389919987E-4,0.00000000,0.616450934E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.907179492E-4,0.181435880E-7,-0.725743519E-6,0.00000000,0.00000000,0.866313651E-1,0.187517870E-1,0.866313651E-1,0.699999988,0.119822641E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.894705445E-4,0.134234624E-4,-0.111897789E-4,0.105317062E-7,0.140050840E-11,0.301345927E-10,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,291.840088,13.1679678,2.85027170
cloudy,14,60.0000000,100000.000,0.379999995,5.09901953,0.349999994,-0.200000003,0.450000018E-1,0.402000005E-4,0.399999990E-4,0.200000002E-6,164.000000,0.990064085,15.4000006,-0.559999943,292.415070,277.300812,0.576709118E-2,0.00000000,0.377119977E-4,0.00000000,0.00000000,0.00000000,83048.1172,0.948312283,292.302246,0.576709118E-2,0.00000000,0.377119977E-4,0.00000000,0.580480322E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.742735865E-4,0.148547175E-7,-0.594188691E-6,0.00000000,0.00000000,0.709311441E-1,0.143977581E-1,0.709311441E-1,0.699999988,0.101753744E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.864346803E-4,0.129640102E-4,-0.864664707E-5,0.825772695E-8,0.738331939E-14,0.252233200E-10,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,292.301727,11.3489828,2.30364132
cloudy,15,60.0000000,100000.000,0.379999995,5.09901953,0.349999994,-0.200000003,0.450000018E-1,0.402000005E-4,0.399999990E-4,0.200000002E-6,172.000000,0.969974399,16.2000008,-0.679999948,292.891632,276.091187,0.540891103E-2,0.00000000,0.363680010E-4,0.00000000,0.00000000,0.00000000,81322.2969,0.942639410,292.782166,0.540891103E-2,0.00000000,0.363680010E-4,0.00000000,0.544527918E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.608100709E-4,0.121620136E-7,-0.486480531E-6,0.00000000,0.00000000,0.543947294E-1,0.108789457E-1,0.543947294E-1,0.699999988,0.783370979E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.641504957E-4,0.961919613E-5,-0.559488944E-5,0.589061511E-8,0.281281411E-16,0.186143254E-10,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,292.781830,9.13831425,1.82766283
cloudy,16,60.0000000,100000.000,0.379999995,5.09901953,0.349999994,-0.200000003,0.450000018E-1,0.402000005E-4,0.399999990E-4,0.200000002E-6,180.000000,0.949342489,17.0000000,-0.799999952,293.385681,274.824005,0.505298376E-2,0.00000000,0.349599977E-4,0.00000000,0.00000000,0.00000000,79552.7422,0.936732829,293.279785,0.505298376E-2,0.00000000,0.349599977E-4,0.00000000,0.508794375E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.497870678E-4,0.995741356E-8,-0.398296521E-6,0.00000000,0.00000000,0.415115021E-1,0.830230024E-2,0.415115021E-1,0.699999988,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,293.279785,7.30602455,1.46120489
