case,k,delt,psfc,ust,wspd,uoce,voce,flt,flq,flqv,flqc,dz,rho,u,v,th,tk,qv,qc,qi,qs,qnc,qni,p,exner,thl_before,sqv_before,sqc_before,sqi_before,sqs_before,sqw_before,qnwfa,qnifa,qnbca,ozone,tsq,qsq,cov,tcd,qcd,dfm,dfh,dfq,cldfra_bl1d,diss_heat,s_aw,s_aw_next,s_awthl,s_awthl_next,s_awqt,s_awqt_next,s_awqv,s_awqv_next,s_awqc,s_awqc_next,s_awu,s_awu_next,s_awv,s_awv_next,s_awqnc,s_awqnc_next,s_awqni,s_awqni_next,s_awqnwfa,s_awqnwfa_next,s_awqnifa,s_awqnifa_next,s_awqnbca,s_awqnbca_next,sd_aw,sd_aw_next,sd_awthl,sd_awthl_next,sd_awqt,sd_awqt_next,sd_awqv,sd_awqv_next,sd_awqc,sd_awqc_next,sd_awu,sd_awu_next,sd_awv,sd_awv_next,sub_thl,sub_sqv,sub_u,sub_v,det_thl,det_sqv,det_sqc,det_u,det_v,du,dv,dth,dqv,dqc,dqi,dqs,dqnc,dqni,dqnwfa,dqnifa,dqnbca,dozone,thl_after,k_m,k_h
stable,11,60.0000000,100000.000,0.280000001,5.09901953,0.00000000,0.00000000,-0.149999997E-1,-0.999999975E-5,-0.999999975E-5,0.00000000,140.000000,1.04656613,13.0000000,-0.199999928,295.385559,284.717010,0.601613382E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,87919.3750,0.963882625,295.385559,0.601613382E-2,0.00000000,0.00000000,0.00000000,0.601613382E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.135335285E-3,0.270670562E-7,-0.108268227E-5,0.00000000,0.00000000,0.571320094E-1,0.114264013E-1,0.571320094E-1,0.00000000,0.897148539E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.892639146E-4,0.133916737E-4,-0.966389962E-5,0.473422324E-8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,295.384979,7.76995325,1.55399060
stable,12,60.0000000,100000.000,0.280000001,5.09901953,0.00000000,0.00000000,-0.149999997E-1,-0.999999975E-5,-0.999999975E-5,0.00000000,148.000000,1.02841043,13.8000002,-0.319999933,295.992554,283.838593,0.577927101E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,86350.9844,0.958938301,295.992554,0.577927101E-2,0.00000000,0.00000000,0.00000000,0.577927101E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.110803157E-3,0.221606307E-7,-0.886425198E-6,0.00000000,0.00000000,0.424061082E-1,0.848122127E-2,0.424061082E-1,0.00000000,0.729067153E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.691095993E-4,0.103627644E-4,-0.864664707E-5,0.386498877E-8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,295.992035,6.10647964,1.22129583
stable,13,60.0000000,100000.000,0.280000001,5.09901953,0.00000000,0.00000000,-0.149999997E-1,-0.999999975E-5,-0.999999975E-5,0.00000000,156.000000,1.00955975,14.6000004,-0.439999938,296.631592,282.911407,0.553695625E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,84725.8047,0.953746736,296.631592,0.553695625E-2,0.00000000,0.00000000,0.00000000,0.553695625E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.907179492E-4,0.181435880E-7,-0.725743519E-6,0.00000000,0.00000000,0.303114783E-1,0.606229529E-2,0.303114783E-1,0.00000000,0.561948468E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.535964973E-4,0.803718922E-5,-0.762939453E-5,0.313545256E-8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,296.631134,4.60734463,0.921468854
stable,14,60.0000000,100000.000,0.280000001,5.09901953,0.00000000,0.00000000,-0.149999997E-1,-0.999999975E-5,-0.999999975E-5,0.00000000,164.000000,0.990064085,15.4000006,-0.559999943,297.302277,281.935394,0.529025728E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,83048.1172,0.948312283,297.302277,0.529025728E-2,0.00000000,0.00000000,0.00000000,0.529025728E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.742735865E-4,0.148547175E-7,-0.594188691E-6,0.00000000,0.00000000,0.203631613E-1,0.407263171E-2,0.203631613E-1,0.00000000,0.396960019E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.415960931E-4,0.624060613E-5,-0.559488944E-5,0.253009302E-8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,297.301941,3.25810575,0.651621103
stable,15,60.0000000,100000.000,0.280000001,5.09901953,0.00000000,0.00000000,-0.149999997E-1,-0.999999975E-5,-0.999999975E-5,0.00000000,172.000000,0.969974399,16.2000008,-0.679999948,298.004303,280.910614,0.504030101E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,81322.2969,0.942639410,298.004303,0.504030101E-2,0.00000000,0.00000000,0.00000000,0.504030101E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.608100709E-4,0.121620136E-7,-0.486480531E-6,0.00000000,0.00000000,0.121674435E-1,0.243348861E-2,0.121674435E-1,0.00000000,0.200581852E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.281016037E-4,0.421702862E-5,-0.508626317E-5,0.173846881E-8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,298.003998,2.04413056,0.408826083
stable,16,60.0000000,100000.000,0.280000001,5.09901953,0.00000000,0.00000000,-0.149999997E-1,-0.999999975E-5,-0.999999975E-5,0.00000000,180.000000,0.949342489,17.0000000,-0.799999952,298.737274,279.837006,0.478817988E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,79552.7422,0.936732829,298.737274,0.478817988E-2,0.00000000,0.00000000,0.00000000,0.478817988E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.497870678E-4,0.995741356E-8,-0.398296521E-6,0.00000000,0.00000000,0.631721318E-2,0.126344257E-2,0.631721318E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,298.737274,1.11182952,0.222365886
convective,1,60.0000000,100000.000,0.449999988,5.09901953,0.00000000,0.00000000,0.799999982E-1,0.599999985E-4,0.599999985E-4,0.00000000,60.0000000,1.17999995,5.00000000,1.00000000,297.024078,296.705994,0.142318904E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,99625.7031,0.998929143,297.024078,0.142318904E-1,0.00000000,0.00000000,0.00000000,0.142318904E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.100000005E-2,0.200000002E-6,-0.799999998E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.207328940E-4,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.209272699E-2,-0.114509661E-2,0.132395432E-2,-0.216482817E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,297.103516,0.00000000,0.00000000
convective,2,60.0000000,100000.000,0.449999988,5.09901953,0.00000000,0.00000000,0.799999982E-1,0.599999985E-4,0.599999985E-4,0.00000000,68.0000000,1.17118311,5.80000019,0.879999995,297.074432,296.078796,0.138129583E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,98831.8750,0.996648490,297.074432,0.138129583E-1,0.00000000,0.00000000,0.00000000,0.138129583E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.818730798E-3,0.163746151E-6,-0.654984615E-5,0.00000000,0.00000000,0.451499850,0.497204900,0.451499850,0.00000000,0.608566870E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.914716744E-3,-0.326769543E-3,0.435892754E-3,-0.156047759E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,297.100586,28.8959904,31.8211136
convective,3,60.0000000,100000.000,0.449999988,5.09901953,0.00000000,0.00000000,0.799999982E-1,0.599999985E-4,0.599999985E-4,0.00000000,76.0000000,1.16127026,6.59999990,0.759999990,297.129547,295.373199,0.133535294E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,97946.3828,0.994088948,297.129547,0.133535294E-1,0.00000000,0.00000000,0.00000000,0.133535294E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.670320063E-3,0.134064010E-6,-0.536256039E-5,0.00000000,0.00000000,0.533017874,0.757935345,0.533017874,0.00000000,0.340027918E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.868876741E-4,-0.333458192E-4,0.130716959E-3,-0.463457155E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,297.137390,38.3772888,54.5713463
convective,4,60.0000000,100000.000,0.449999988,5.09901953,0.00000000,0.00000000,0.799999982E-1,0.599999985E-4,0.599999985E-4,0.00000000,84.0000000,1.15029037,7.40000010,0.639999986,297.188782,294.589203,0.128575154E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,96971.7969,0.991252780,297.188782,0.128575154E-1,0.00000000,0.00000000,0.00000000,0.128575154E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.548811629E-3,0.109762325E-6,-0.439049290E-5,0.00000000,0.00000000,0.497738063,0.712932169,0.497738063,0.00000000,0.242136707E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.317231810E-3,0.373552248E-4,0.274658196E-4,-0.610326722E-7,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,297.190430,39.8190460,57.0345726
convective,5,60.0000000,100000.000,0.449999988,5.09901953,0.00000000,0.00000000,0.799999982E-1,0.599999985E-4,0.599999985E-4,0.00000000,92.0000000,1.13827550,8.19999981,0.519999981,297.251526,293.726807,0.123291118E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,95910.9531,0.988142312,297.251526,0.123291118E-1,0.00000000,0.00000000,0.00000000,0.123291118E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.449328974E-3,0.898657930E-7,-0.359463161E-5,0.00000000,0.00000000,0.461739510,0.665917039,0.461739510,0.00000000,0.192218909E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.350729621E-3,0.505824901E-4,-0.813802126E-5,0.112488244E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,297.251038,40.6330757,58.6007004
convective,6,60.0000000,100000.000,0.449999988,5.09901953,0.00000000,0.00000000,0.799999982E-1,0.599999985E-4,0.599999985E-4,0.00000000,100.000000,1.12526035,9.00000000,0.400000036,297.317078,292.786011,0.117727490E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,94766.8984,0.984760165,297.317078,0.117727490E-1,0.00000000,0.00000000,0.00000000,0.117727490E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.367879460E-3,0.735758903E-7,-0.294303550E-5,0.00000000,0.00000000,0.425109953,0.617049873,0.425109953,0.00000000,0.159403987E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.350459421E-3,0.522096962E-4,-0.259399421E-4,0.246272720E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,297.315521,40.8105545,59.2367859
convective,7,60.0000000,100000.000,0.449999988,5.09901953,0.00000000,0.00000000,0.799999982E-1,0.599999985E-4,0.599999985E-4,0.00000000,108.000000,1.11128211,9.80000019,0.280000031,297.384613,291.766785,0.111930240E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,93542.9062,0.981109262,297.384613,0.111930240E-1,0.00000000,0.00000000,0.00000000,0.111930240E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.301194203E-3,0.602388397E-7,-0.240955342E-5,0.00000000,0.00000000,0.387953490,0.566562116,0.387953490,0.00000000,0.133938772E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.411430985E-3,0.616555408E-4,-0.483194999E-4,0.563714025E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,297.381714,40.3471642,58.9224586
convective,8,60.0000000,100000.000,0.449999988,5.09901953,0.00000000,0.00000000,0.799999982E-1,0.599999985E-4,0.599999985E-4,0.00000000,116.000000,1.09638059,10.6000004,0.160000026,297.453308,290.669189,0.105947442E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,92242.4219,0.977192640,297.453308,0.105947442E-1,0.00000000,0.00000000,0.00000000,0.105947442E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.246596988E-3,0.493193966E-7,-0.197277586E-5,0.00000000,0.00000000,0.350371540,0.514600873,0.350371540,0.00000000,0.112745170E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.983858132E-3,0.147570667E-3,-0.138346353E-3,0.209685732E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,297.445007,39.2416115,57.6352997
convective,9,60.0000000,100000.000,0.449999988,5.09901953,0.00000000,0.00000000,0.799999982E-1,0.599999985E-4,0.599999985E-4,0.00000000,124.000000,1.08059776,11.3999996,0.400000215E-1,297.881744,289.843018,0.102074547E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,90869.1172,0.973013699,297.881744,0.102074547E-1,0.00000000,0.00000000,0.00000000,0.102074547E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.201896532E-3,0.403793052E-7,-0.161517210E-5,0.00000000,0.00000000,0.190465942,0.380931869E-1,0.190465942,0.00000000,0.111092891E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.568723655E-3,0.853065430E-4,-0.254313159E-5,0.119830176E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,297.881592,22.8559132,4.57118225
convective,10,60.0000000,100000.000,0.449999988,5.09901953,0.00000000,0.00000000,0.799999982E-1,0.599999985E-4,0.599999985E-4,0.00000000,132.000000,1.06397760,12.2000008,-0.799999237E-1,298.651947,289.267029,0.999954715E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,89426.7812,0.968575776,298.651947,0.999954715E-2,0.00000000,0.00000000,0.00000000,0.999954715E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.165298901E-3,0.330597807E-7,-0.132239120E-5,0.00000000,0.00000000,0.106869228,0.213738438E-1,0.106869228,0.00000000,0.126598502E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.109338762E-3,0.164028261E-4,-0.864664707E-5,0.419095159E-8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,298.651428,13.6792612,2.73585200
convective,11,60.0000000,100000.000,0.449999988,5.09901953,0.00000000,0.00000000,0.799999982E-1,0.599999985E-4,0.599999985E-4,0.00000000,140.000000,1.04656613,13.0000000,-0.199999928,299.471130,288.655029,0.978154503E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,87919.3750,0.963882625,299.471130,0.978154503E-2,0.00000000,0.00000000,0.00000000,0.978154503E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.135335285E-3,0.270670562E-7,-0.108268227E-5,0.00000000,0.00000000,0.942866877E-1,0.188573375E-1,0.942866877E-1,0.00000000,0.147435583E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.129270556E-3,0.193913784E-4,-0.198364251E-4,0.606911899E-8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,299.469940,12.8229895,2.56459785
convective,12,60.0000000,100000.000,0.449999988,5.09901953,0.00000000,0.00000000,0.799999982E-1,0.599999985E-4,0.599999985E-4,0.00000000,148.000000,1.02841043,13.8000002,-0.319999933,300.339478,288.007019,0.955398101E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,86350.9844,0.958938301,300.339478,0.955398101E-2,0.00000000,0.00000000,0.00000000,0.955398101E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.110803157E-3,0.221606307E-7,-0.886425198E-6,0.00000000,0.00000000,0.730181038E-1,0.146036213E-1,0.730181038E-1,0.00000000,0.178536720E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.142844525E-3,0.214273732E-4,-0.259399421E-4,0.763684493E-8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,300.337921,10.5146065,2.10292149
convective,13,60.0000000,100000.000,0.449999988,5.09901953,0.00000000,0.00000000,0.799999982E-1,0.599999985E-4,0.599999985E-4,0.00000000,156.000000,1.00955975,14.6000004,-0.439999938,301.257141,287.323029,0.931743346E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,84725.8047,0.953746736,301.257141,0.931743346E-2,0.00000000,0.00000000,0.00000000,0.931743346E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.907179492E-4,0.181435880E-7,-0.725743519E-6,0.00000000,0.00000000,0.474046357E-1,0.948092621E-2,0.474046357E-1,0.00000000,0.168205656E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.869750947E-4,0.130479539E-4,-0.162760425E-4,0.478078910E-8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,301.256165,7.20550442,1.44110084
